"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=5291898,5293548,5291865,5291375,5291529,5293494,5293339,5291929,5293290,5291542,5291834,5293549,5293388,5293514,5293285,5291849,5293487,5293301,5291850,5292036,5293476,5209848,5289366,5287601,5289093,5287638,5288239,5287613,5289058,5289085,5289195,5288984,5286612,5286633,5286602,5286014,5286530,5286068,5284019,5286038,5286077,5286174,5286072,5283176,5283272,5284536,5285025,5283441,5283458,5284187,5284232,5283248,5283742,5283040,5284736,5284547,5284179,5280970,5277973,5283785,5284870,5283153,5284944,5285144,5284949,5283539,5285061,5285007,5284213,5283510,5282021,5285021,5284945,5283026,5284757,5282983,5282431,5283440,5283269,5280097,5279544,5279690,5279752,5279949,5279841,5279758,5279428,5278460,5279585,5279753,5279560,5278572,5273918,5276629,5276728,5277754,5273942,5273958,5273901,5276747",2017/05/04 20:58:04
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Social Tagging in Query Expansion: A New Way for Personalized Web Search","C. Biancalana; A. Micarelli","Dept. of Comput. Sci. & Autom., Roma Tre Univ., Rome, Italy","2009 International Conference on Computational Science and Engineering","20091009","2009","4","","1060","1065","Social networks and collaborative tagging systems are rapidly gaining popularity as primary means for sorting and sharing data: users tag their bookmarks in order to simplify information dissemination and later lookup. Social Bookmarking services are useful in two important respects: first, they can allow an individual to remember the visited URLs, and second, tags can be made by the community to guide users towards valuable content. In this paper we focus on the latter use: we present a novel approach for personalized web search using query expansion. We further extend the family of well-known co-occurence matrix technique models by using a new way of exploring social tagging services. Our approach shows its strength particularly in the case of disambiguation of word contexts. We show how to design and implement such a system in practice and conduct several experiments on a real web-dataset collected from Regione Lazio Portal. To the best of our knowledge this is the first study centered on using social bookmarking and tagging techniques for personalization of web search and its evaluation in a real-world scenario.","","POD:978-1-4244-5334-4","10.1109/CSE.2009.492","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5283040","","Artificial intelligence;Automation;Collaboration;Computer science;Information retrieval;Laboratories;Sorting;Tagging;Uniform resource locators;Web search","Internet;matrix algebra;query processing;social networking (online)","Regione Lazio Portal;URL;data sharing;data sorting;matrix technique models;personalized Web search;query expansion;real Web-dataset;social bookmarking;social networks;social tagging","","6","1","13","","","29-31 Aug. 2009","","IEEE","IEEE Conference Publications"
"Distributed context provisioning and reaction middleware","S. Presecan; N. Tomai","iQuest Technologies, Cluj-Napoca, Romania","2009 IEEE 5th International Conference on Intelligent Computer Communication and Processing","20091009","2009","","","351","354","The user applications implemented within a pervasive environment need to observe and adapt themselves to the environment in order to gain an efficient usage of the available information. This paper presents a new architectural approach in building a distributed context-aware acquisition middleware which supports application adaptation to the environment changes. The architecture is based on the possibility to integrate different context providers in a way that is transparent for the end-user. The complexity of the context providers is hidden to the client application. The middleware provides both a transparent mechanism which is used to monitor the environment changes and a simple query language to interrogate the system for given target context values. Comparing our proposed middleware against the requirements of a pervasive context-aware application, it proves to be a feasible solution for building context-aware pervasive applications.","","POD:978-1-4244-5007-7","10.1109/ICCP.2009.5284736","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5284736","context awareness;invisibility;pervasive computing","Buildings;Computer architecture;Context awareness;Context modeling;Context-aware services;Information filtering;Information retrieval;Middleware;Monitoring;Sensor systems and applications","fault tolerant computing;middleware;query languages;ubiquitous computing","application adaptation;context-aware adaptability;distributed context provisioning;distributed context-aware acquisition middleware;pervasive environment;query language;reaction middleware;transparent mechanism","","0","","9","","","27-29 Aug. 2009","","IEEE","IEEE Conference Publications"
"Why Kad lookup fails","H. J. Kang; E. Chan-Tin; N. J. Hopper; Y. Kim","University of Minnesota - Twin Cities, USA","2009 IEEE Ninth International Conference on Peer-to-Peer Computing","20091009","2009","","","121","130","A Distributed Hash Table (DHT) is a structured overlay network service that provides a decentralized lookup for mapping objects to locations. In this paper, we study the lookup performance of locating nodes responsible for replicated information in Kad - one of the largest DHT networks existing currently. Throughout the measurement study, we found that Kad lookups locate only 18% of nodes storing replicated data. This failure leads to limited reliability and an inefficient use of resources during lookups. Ironically, we found that this poor performance is due to the high level of routing table similarity, despite the relatively high churn rate in the network. We propose solutions which either exploit the high routing table similarity or avoid the duplicate returns using multiple target keys.","2161-3559;21613559","Electronic:978-1-4244-5067-1; POD:978-1-4244-5066-4","10.1109/P2P.2009.5284547","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5284547","","Bandwidth;Cities and towns;Convergence;Information retrieval;Large-scale systems;Organizing;Peer to peer computing;Protocols;Publishing;Routing","distributed processing;table lookup","DHT network;Kad lookup failure;decentralized lookup;distributed hash table;duplicate returns;lookup performance;object mapping;replicated data;replicated information;routing table similarity;structured overlay network service","","13","","14","","","9-11 Sept. 2009","","IEEE","IEEE Conference Publications"
"Comparative Study on the Double-Array Structure for Large English & Chinese Lexicons","S. Xu; L. J. Zhu; X. D. Qiao","Inf. Technol. Supporting Center, Inst. of Sci. & Tech. Inf. of China, Beijing, China","2009 Second International Conference on Intelligent Computation Technology and Automation","20091016","2009","4","","158","162","In this study, time and space efficiency of the double-array structure for large English & Chinese lexicons are comprehensively analyzed. Some important observations include: (1) both time and space efficiency are dependent of the different order of inserting the keys for Chinese lexicons, but neither for English ones; (2) on the condition that the order of inserting the keys is by characters' numerical values, for Chinese lexicons, space efficiency is dependent of different character encoding methods, while time efficiency is not. Finally, a Chinese character encoding method based character frequency is raised, which improve further space efficiency to some extent.","","POD:978-0-7695-3804-4","10.1109/ICICTA.2009.755","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5288239","English & Chinese lexicons;double-array structure;trie","Automation;Doped fiber amplifiers;Encoding;Frequency;Indexing;Information retrieval;Information technology;Intelligent structures;Space technology;Tail","encoding;information analysis;natural languages","English-Chinese lexicon analysis;character encoding method;character numerical value;double-array structure;time-space efficiency","","0","","17","","","10-11 Oct. 2009","","IEEE","IEEE Conference Publications"
"DWT-Based Shot Boundary Detection Using Support Vector Machine","J. Li; Y. Ding; Y. Shi; Q. Zeng","Sch. of Comput. Eng. & Sci., Shanghai Univ., Shanghai, China","2009 Fifth International Conference on Information Assurance and Security","20091009","2009","1","","435","438","Video shot detection is an important contemporary problem since it is the first step toward automatic indexing, content based video retrieval and many other different applications. A novel shot boundary detection using wavelet and Support Vector Machine is proposed in this paper. Shot boundary detection algorithms work by extracting the color and the edge in different direction from wavelet transition coefficients. A multi-class support vector machine (SVM) classifier is used to classify the video shot into three categories: cut transition(CT), gradual transition(GT) and normal sequences (NF). To enhance the robustness of the algorithm, we form the feature vector from all frames within a temporal window. Numerical experiments using a variety of videos demonstrate that our method is capable of accurately detecting and discriminating shot transitions in videos with different characteristics.","","POD:978-0-7695-3744-3","10.1109/IAS.2009.16","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5284179","DWT;Shot Boundary Detection;Support Vector Machine","Color;Computer security;Detection algorithms;Discrete wavelet transforms;Feature extraction;Frequency;Gunshot detection systems;Information retrieval;Support vector machine classification;Support vector machines","discrete wavelet transforms;support vector machines;video retrieval","cut transition;discrete wavelet transform;gradual transition;normal sequences;shot boundary detection;support vector machine;video retrieval","","2","","9","","","18-20 Aug. 2009","","IEEE","IEEE Conference Publications"
"Linking image zones to database by using Inverse Voronoi diagrams: A nover Liz-Ivd Method","K. Yuksek; A. Cezayirli","Computer Engineering Department, Istanbul Kultur University, Atakoy Campus, Bakirkoy 34156, Istanbul-Turkey","2009 IEEE Control Applications, (CCA) & Intelligent Control, (ISIC)","20091009","2009","","","423","427","This study proposes a novel graphical method (LIZIVD) as an effective solution to link areas on a raster map to a database containing zone characteristics data. The method involves Inverse Voronoi approach which constructs polygonal mesh structure to define each region individually by using Voronoi points. This approach, when combined with Geographic Information Systems (GIS) particularly using satellite images and/or aerial photography, can be used for land exploration by centrally coordinated mobile robots.","1085-1992;10851992","POD:978-1-4244-4601-8","10.1109/CCA.2009.5280970","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5280970","","Control systems;Geographic Information Systems;Image databases;Information retrieval;Intelligent control;Joining processes;Mobile robots;Photography;Satellites;Tellurium","computational geometry;geographic information systems;image processing;mobile robots","Geographic Information Systems;LIZIVD method;Linking Image Zones with Inverse Voronoi Diagram;aerial photography;graphical method;mobile robots;raster map;satellite images;zone database","","1","","14","","","8-10 July 2009","","IEEE","IEEE Conference Publications"
"Stableness in large join query optimization","T. A. Bini; A. Lange; M. S. Sunye; F. Silva","Universidade Federal do Paran&#225;, Departamento de Inform&#225;tica, Curitiba - PR, Brazil","2009 24th International Symposium on Computer and Information Sciences","20091023","2009","","","639","644","In relational database model, the use of exhaustive search methods in the large join query optimization is prohibitive because of the exponential increase of search space. An alternative widely discussed is the use of randomized search techniques. Several previous researches have been showed that the use of randomized sampling in query optimization permits to find, in average, near optimal plans in polynomial time. However, due to their random components, the quality of yielded plans for the same query may vary a lot, making the response time of a submitted query unpredictable. On the other hand, the use of heuristic optimization may increase stability of response time. This characteristic is essential in environments where response time must be predicted. In this paper, we will compare a randomized algorithm and a heuristic algorithm applied to large join query optimization. We used an open source DBMS as experimental framework and we compared the quality and stability of these algorithms.","","POD:978-1-4244-5021-3","10.1109/ISCIS.2009.5291898","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5291898","","Costs;Delay;Genetic algorithms;Heuristic algorithms;Information retrieval;Query processing;Relational databases;Sampling methods;Search methods;Stability","computational complexity;public domain software;query processing;randomised algorithms;relational databases","exhaustive search methods;large join query optimization;open source DBMS;polynomial time;randomized sampling;randomized search technique;relational database model;search space","","2","","19","","","14-16 Sept. 2009","","IEEE","IEEE Conference Publications"
"Notice of Violation of IEEE Publication Principles<BR>Ontology-based semantic recommendation system in home network environment","J. Kim; D. Jeong; D. k. Baik","Department of Computer Science and Engineering, Korea University, Seoul, Republic of Korea (e-mail: jinhyung98.kim@gmail.com)","IEEE Transactions on Consumer Electronics","20091009","2009","55","3","1178","1184","""Ontology-based Semantic Recommendation System in Home Network Environment""<BR> by Jinhyung Kim, Dongwon Jeong and Doo-kwon Baik<BR> in the IEEE Transactions on Consumer Electronics, Vol 55, No. 3, August 2009, pp. 1178-1184<BR><BR> After careful and considered review of the content and authorship of this paper by a duly constituted expert committee, this paper has been found to be in violation of IEEE's Publication Principles. <BR><BR> This paper contains text and figures that have been copied from the paper cited below. The original text was copied without attribution (including appropriate references to the original author(s) and/or paper title) and without permission. <BR><BR> Due to the nature of this violation, reasonable effort should be made to remove all past references to this paper, and future references should be made to the following article: <BR><BR> ""Applying User Profile Ontology for Mining Web site Adaptation Recommendations""<BR> by Tarmo Robal and Ahto Kalja<BR> in the Proceedings of the 11th East-European Conference on Advances in Databases and Information Systems (ADBIS 2007), pp. 126-135<BR><BR>Home network is one of the predominant applications in ubiquitous computing. In home network environment, we need semantic recommendation system for exact and abundant information recommendation to users. For semantic recommendation system, we construct ontology for user profiles and home network services firstly in this paper. In addition to, we suggest recommendation method for ontology-based semantic recommendation. By using the suggested system, we can support more precise and richer information recommendation.","0098-3063;00983063","","10.1109/TCE.2009.5277973","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5277973","Home Network;Semantic Recommendation System;Service Ontology;User Profile Ontology","Buildings;Computer science;Home automation;Information retrieval;Navigation;Ontologies;Semantic Web;Ubiquitous computing;Web pages;Web services","home computing;information filters;ontologies (artificial intelligence);semantic Web;ubiquitous computing","Web site user profile;home network service environment;ontology-based semantic information recommendation system;semantic Web service;ubiquitous computing","","5","","21","","","August 2009","","IEEE","IEEE Journals & Magazines"
"Image Retrieval Based on Composite of Mean Shift and Assignment Model","W. Chen; Q. Li; J. Yang","Coll. of Math. & Phys., Nanjing Univ. of Inf. Sci. & Technol., Nanjing, China","2009 Fifth International Conference on Information Assurance and Security","20091009","2009","1","","568","571","A new image retrieval method, which is based on composite of mean shift and assignment model and referred to CMSAM, is proposed. it matches each significant cluster of target image with one of retrieval image one by one and uses assignment model to seek a optimum cluster-pairs set between the two images. Based on the optimum cluster-pairs set, a similarity measure is defined. In comparison with most widely used methods based on color histogram, experimental results show that both recall and precision with CMSAM are improved significantly, in particular it can effectively retrieve such two images that their structures are similar but their colors are not identical, however, those methods canpsilat achieve such an retrieval result.","","POD:978-0-7695-3744-3","10.1109/IAS.2009.84","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5283785","assignment model;image retrieve;primary cluster;similarity","Educational institutions;Extraterrestrial measurements;Histograms;Humans;Image retrieval;Information retrieval;Information security;Mathematical model;Pixel;Space technology","image colour analysis;image retrieval;iterative methods","CMSAM;assignment model;color histogram;image retrieval;mean shift","","0","","5","","","18-20 Aug. 2009","","IEEE","IEEE Conference Publications"
"Persistent Surveillance","R. Renner; Z. Hemani; G. Tjoumas; K. Turley; C. Callender; B. Elstad; P. Smith","Northrop Grumman, Chantilly, VA, USA","2009 17th International Conference on Geoinformatics","20091023","2009","","","1","5","Effective persistent surveillance (PS) involves integrating and utilizing data from a variety of assets including sea, land, air, and space-based sensors as well as humans spanning all intelligence disciplines. The data from these assets range from simple observations that are small in size to enormous images and full motion video (FMV) streams, all with varying degrees of metadata. PS missions need to access and analyze both archived and real-time data from these assets and fuse the data to gain a better understanding of the time, location, and activity under surveillance. Given the dynamic nature of PS missions and the assets and data involved, there is a clear need for innovative ways of storing, accessing, and fusing PS data. Northrop Grumman is developing state-of-the-art capabilities for handling PS data including: Storage of FMV and imagery in an efficient manner; geospatial, temporal, and activity based indexing of all of the persistent surveillance data; innovative methods for visualizing and controlling the amount of geospatial and temporal data for retrieval, processing and dissemination; in-synch visualization of the various types of persistent surveillance data.","2161-024X;2161024X","POD:978-1-4244-4562-2","10.1109/GEOINFORMATICS.2009.5293548","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5293548","GIS;full motion video;geospatial;persistent surviellance;temporal","Data visualization;Fuses;Humans;Image retrieval;Image storage;Indexing;Information retrieval;Intelligent sensors;Streaming media;Surveillance","data visualisation;database indexing;geographic information systems;surveillance;temporal databases;video surveillance","PS data;activity based indexing;full motion video streams;geospatial data;image streams;persistent surveillance;temporal data","","0","","1","","","12-14 Aug. 2009","","IEEE","IEEE Conference Publications"
