"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=989772,989744,989735,989746,989749,989743,989757,989741,989753,989732,989752,989737,989751,989776,989736,989742,989734,989761,989759,878175,878191,878202,878176,878195,878187,878182,878197,878184,878203,878193,878199,878189,878174,878194,878200,878190,878178,878181,878188,878185,878204,878192,878201,878179,878177,878186,878196,878180,878198,7806353,5995754,5995753,5466913,5466922,1552987,7806321,7806324,7806317,7806318,7806347,7806354,7806319,7806355,7806320,6204979,6205040,6204971,5995752,5995751,5995748,5995810,5995749,5995750,5995809,5466954,5466883,5466900,5466891,5466935,5466944,5466885,1553022,989780,878205,6812530,7918908,7914997,7847319,7911704,7907493,7899857,7903624,7897550,7889916,7887971,7889559,7888968,7888593,7886135,7884610",2017/05/04 20:35:59
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Re-store: a system for compressing, browsing, and searching large documents","A. Moffat; R. Wan","The University of Melbourne","Proceedings Eighth Symposium on String Processing and Information Retrieval","20050627","2001","","","162","174","<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/00989752.png"" border=""0"">","","POD:0-7695-1192-9","10.1109/SPIRE.2001.989752","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=989752","","Computer science;Decoding;Engineering management;Pattern matching;Software engineering;Software systems;Vocabulary","","","","4","","16","","","13-15 Nov. 2001","","IEEE","IEEE Conference Publications"
"NFAs with tagged transitions, their conversion to deterministic automata and application to regular expressions","V. Laurikari","Lab. of Comput. Sci., Helsinki Univ. of Technol., Espoo, Finland","Proceedings Seventh International Symposium on String Processing and Information Retrieval. SPIRE 2000","20020806","2000","","","181","187","A conservative extension to traditional nondeterministic finite automata (NFAs) is proposed to keep track of the positions in the input string for the last uses of selected transitions, by adding “tags” to transitions. The resulting automata are reminiscent of nondeterministic Mealy machines. A formal semantics of automata with tagged transitions is given. An algorithm is given to convert these augmented automata to the corresponding deterministic automata, which can be used to process strings efficiently. The application to regular expressions is discussed, explaining how the algorithms can be used to implement, for example, substring addressing and a lookahead operator, and an informal comparison to other widely-used algorithms is made","","POD:0-7695-0746-8","10.1109/SPIRE.2000.878194","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=878194","","Application software;Automata;Computer science;Data mining;Doped fiber amplifiers;Laboratories;Libraries;Polynomials;Production;Workstations","deterministic automata;finite automata;formal languages;mathematical operators","automata conversion;deterministic automata;formal semantics;input string position tracking;last-use tracking;lookahead operator;nondeterministic Mealy machines;nondeterministic finite automata;regular expressions;string processing;substring addressing;tagged transitions","","6","1","14","","","2000","27 Sep 2000-29 Sep 2000","IEEE","IEEE Conference Publications"
"Learning profile in routing: comparison between relevance and gradient back-propagation","M. Tmar; M. Boughanem","IRIT/SIG, Campus Univ., Toulouse, France","Proceedings Seventh International Symposium on String Processing and Information Retrieval. SPIRE 2000","20020806","2000","","","253","259","Compares two learning profile strategies in an information routing task: relevance backpropagation and gradient backpropagation. Gradient backpropagation is a learning approach used in multilayered neural networks in general. The convergence of the gradient backpropagation algorithm is still to be discussed, but we show its convergence in the majority of cases. Relevance backpropagation is a relevance feedback method used in our connectionist model called Mercure. Experiments carried out on Amaryllis documents showed the effectiveness of both methods, with a slight benefit for the relevance backpropagation strategy","","POD:0-7695-0746-8","10.1109/SPIRE.2000.878203","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=878203","","Convergence;Data mining;Decision making;Information filtering;Information filters;Information retrieval;Multi-layer neural network;Neural networks;Neurofeedback;Routing","backpropagation;convergence;feedforward neural nets;gradient methods;relevance feedback","Amaryllis documents;Mercure connectionist model;convergence;gradient backpropagation;information routing task;learning profile strategies;multilayered neural networks;relevance backpropagation;relevance feedback method","","0","","22","","","2000","27 Sep 2000-29 Sep 2000","IEEE","IEEE Conference Publications"
"Modeling and Learning Distributed Word Representation with Metadata for Question Retrieval","G. Zhou; J. X. Huang","School of Computer, Central China Normal University, Wuhan, Hubei, China","IEEE Transactions on Knowledge and Data Engineering","20170428","2017","29","6","1226","1239","Community question answering (cQA) has become an important issue due to the popularity of cQA archives on the Web. This paper focuses on addressing the lexical gap problem in question retrieval. Question retrieval in cQA archives aims to find the existing questions that are semantically equivalent or relevant to the queried questions. However, the lexical gap problem brings a new challenge for question retrieval in cQA. In this paper, we propose to model and learn distributed word representations with metadata of category information within cQA pages for question retrieval using two novel category powered models. One is a basic category powered model called MB-NET and the other one is an enhanced category powered model called ME-NET which can better learn the distributed word representations and alleviate the lexical gap problem. To deal with the variable size of word representation vectors, we employ the framework of fisher kernel to transform them into the fixed-length vectors. Experimental results on large-scale English and Chinese cQA data sets show that our proposed approaches can significantly outperform state-of-the-art retrieval models for question retrieval in cQA. Moreover, we further conduct our approaches on large-scale automatic evaluation experiments. The evaluation results show that promising and significant performance improvements can be achieved.","1041-4347;10414347","","10.1109/TKDE.2017.2665625","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7847319","Natural language processing;community question answering;information retrieval;question retrieval;text mining","Aggregates;Computational modeling;Context modeling;Kernel;Knowledge discovery;Metadata;Semantics","","","","","","","","20170208","June 1 2017","","IEEE","IEEE Journals & Magazines"
"Automatic construction of rule-based trees for conceptual retrieval","Minkoo Kim; Fenghua Lu; V. V. Raghavan","Center for Adv. Comput. Studies, Univ. of Louisiana, Lafayette, LA, USA","Proceedings Seventh International Symposium on String Processing and Information Retrieval. SPIRE 2000","20020806","2000","","","153","161","Many intelligent retrieval approaches have been studied to bridge the terminological gap existing between the way in which users specify their information needs and the way in which queries are expressed. One of the approaches, called RUBRIC (RUle-Based Retrieval of Information by Computer), uses production rules to capture user query concepts (or topics). A set of related production rules is represented as an AND/OR tree, called a rule-based tree. One of the main problems in this approach is how to construct such rules that can capture user query concepts. This paper provides a logical framework that is semantically essential to defining the rules for the user query concepts, and proposes a way to automatically construct rule-based trees from typical thesauri. Experiments performed on small collections with a domain-specific thesaurus show that the automatically constructed rules are more effective than hand-made rules in terms of precision","","POD:0-7695-0746-8","10.1109/SPIRE.2000.878191","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=878191","","Artificial intelligence;Boolean functions;Bridges;Humans;Information retrieval;Intelligent systems;Knowledge acquisition;Power engineering and energy;Production;Thesauri","information needs;information retrieval;knowledge based systems;knowledge engineering;nomenclature;thesauri;trees (mathematics)","AND/OR tree;RUBRIC;automatically constructed rules;computerized rule-based information retrieval;conceptual information retrieval;domain-specific thesaurus;information needs specification;intelligent information retrieval;logical framework;precision;production rules;query expression;rule definition;rule-based tree construction;terminology;topic capture;user query concepts","","1","","16","","","2000","27 Sep 2000-29 Sep 2000","IEEE","IEEE Conference Publications"
"Uncorrelated Component Analysis-based Hashing","S. Sohn; H. Kim; J. Kim","","IEEE Transactions on Image Processing","","2017","PP","99","1","1","The approximate nearest neighbor (ANN) search problem is important in applications such as information retrieval. Several hashing-based search methods that provide effective solutions to the ANN search problem have been proposed. However, most of these focus on similarity preservation and coding error minimization, and pay little attention to optimizing the precision–recall curve or receiver operating characteristic curve. In this paper, we propose a novel projection-based hashing method that attempts to maximize precision and recall. We first introduce an uncorrelated component analysis (UCA) transformation by examining precision and recall, and then propose a UCA-based hashing method. The proposed method is evaluated with a variety of datasets. The results show that UCA-based hashing outperforms state-of-the-art methods, and has computationally efficient training and encoding processes.","1057-7149;10577149","","10.1109/TIP.2017.2695099","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7903624","Hashing;Information Retrieval","Complexity theory;Databases;Hamming distance;Linear programming;Principal component analysis;Quantization (signal);Search problems","","","","","","","","20170418","","","IEEE","IEEE Early Access Articles"
"Speeding-up hirschberg and hunt-szymanski LCS algorithms","M. Crochemore; C. S. Iliopoulos; Y. J. Pinzon","Institut Gaspard-Monge, Universite de Marne-la-Vallee","Proceedings Eighth Symposium on String Processing and Information Retrieval","20050627","2001","","","59","67","<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/00989737.png"" border=""0"">","","POD:0-7695-1192-9","10.1109/SPIRE.2001.989737","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=989737","","Automata;Computer science;Dynamic programming;Educational institutions;Heuristic algorithms;Parallel processing;Pattern matching","","","","1","","19","","","13-15 Nov. 2001","","IEEE","IEEE Conference Publications"
"Table of contents","","","2012 International Conference on Information Retrieval & Knowledge Management","20120528","2012","","","i","xiv","Presents the table of contents of the 2012 International Conference on Information Retrieval & Knowledge Management.","","Electronic:978-1-4673-1090-1; POD:978-1-4673-1091-8","10.1109/InfRKM.2012.6205040","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6205040","","","","","","0","","","","","13-15 March 2012","","IEEE","IEEE Conference Publications"
"An effective clustering algorithm to index high dimensional metric spaces","E. Chavez; G. Navarro","Escuela de Ciencias Fisico-Matematicas, Univ. Michoacana, Mexico","Proceedings Seventh International Symposium on String Processing and Information Retrieval. SPIRE 2000","20020806","2000","","","75","86","A metric space consists of a collection of objects and a distance function defined among them, which satisfies the triangular inequality. The goal is to preprocess the set so that, given a set of objects and a query, one can retrieve those objects close enough to the query. The number of distances computed to achieve this goal is the complexity measure. The problem is very difficult in the so-called high dimensional metric spaces, where the histogram of distances has a large mean and a small variance. A recent survey on methods to index metric spaces has shown that the so-called clustering algorithms are better suited than their competitors, pivot based algorithms, to cope with high dimensional metric spaces. The authors present a new clustering method that achieves much better performance than all the existing data structures. We present analytical and experimental results that support our claims and that give the users the tuning parameters to make optimal use of this data structure","","POD:0-7695-0746-8","10.1109/SPIRE.2000.878182","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=878182","","Audio databases;Clustering algorithms;Clustering methods;Data structures;Extraterrestrial measurements;Fingerprint recognition;Histograms;Image databases;Information retrieval;Performance evaluation","computational complexity;data structures;indexing;information retrieval;pattern clustering;search problems;set theory","clustering algorithm;clustering algorithms;clustering method;complexity measure;data structures;distance function;distance histogram;high dimensional metric space indexing;object retrieval;pivot based algorithms;set preprocessing;triangular inequality;tuning parameters","","10","","22","","","2000","27 Sep 2000-29 Sep 2000","IEEE","IEEE Conference Publications"
"Muninn: a pragmatic information extraction system","D. Proux; F. Rechenmann; L. Julliard","Xerox Res. Centre Eur., Meylan, France","Proceedings Seventh International Symposium on String Processing and Information Retrieval. SPIRE 2000","20020806","2000","","","236","241","Gathering data from scientific corpora to feed specialized databases has motivated the development of a computer system to help with extracting pertinent information from texts, relying on advanced linguistic tools, complete with object-oriented knowledge modeling capabilities. The methodology and algorithms proposed are under evaluation in genomics, where the goal is to automatically detect and extract information on gene interactions","","POD:0-7695-0746-8","10.1109/SPIRE.2000.878200","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=878200","","Application software;Bioinformatics;Data mining;Europe;Feeds;Genomics;Information analysis;Network synthesis;Object oriented databases;Prototypes","biology computing;data mining;full-text databases;genetics;linguistics;object-oriented programming;scientific information systems;text analysis","Muninn;data gathering;gene interactions;genomics;information extraction system;linguistic tools;object-oriented knowledge modeling capabilities;pertinent information;scientific text corpora;specialized databases","","1","2","10","","","2000","27 Sep 2000-29 Sep 2000","IEEE","IEEE Conference Publications"
"Using edit distance in point-pattern matching","V. Makinen","University of Helsinki","Proceedings Eighth Symposium on String Processing and Information Retrieval","20050627","2001","","","153","161","<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/00989751.png"" border=""0"">","","POD:0-7695-1192-9","10.1109/SPIRE.2001.989751","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=989751","","Computational geometry;Computer science;Dynamic programming;Extraterrestrial measurements;NP-complete problem;Proteins;Robustness;Speech processing;Time measurement;Voting","","","","2","","16","","","13-15 Nov. 2001","","IEEE","IEEE Conference Publications"
"Genome rearrangements distance by fusion, fission, and transposition is easy","Z. Dias; J. Meidanis","University of Campinas, Institute of Computing","Proceedings Eighth Symposium on String Processing and Information Retrieval","20050627","2001","","","250","253","<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/00989776.png"" border=""0"">","","POD:0-7695-1192-9","10.1109/SPIRE.2001.989776","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=989776","","Bioinformatics;Biological cells;DNA;Data mining;Drugs;Frequency;Genomics;Polynomials;Proteins;Sequences","","","","7","","11","","","13-15 Nov. 2001","","IEEE","IEEE Conference Publications"
"Fast multipattern search algorithms for intrusion detection","J. Kuri; G. Navarro","Ecole Superieure d'Electr., Gif-sur-Yvette, France","Proceedings Seventh International Symposium on String Processing and Information Retrieval. SPIRE 2000","20020806","2000","","","169","180","Presents new search algorithms to detect the occurrences of any pattern from a given pattern set in a text, allowing in the occurrences a limited number of spurious text characters among those of the pattern. This is a common requirement in intrusion detection applications. Our algorithms exploit the ability to represent the search state of one or more patterns in the bits of a single machine word and to update all the search states in a single operation. We show analytically and experimentally that the algorithms are able of rapidly searching large sets of patterns, allowing a large number of spurious characters, yielding about a 75-fold improvement over the classical algorithm","","POD:0-7695-0746-8","10.1109/SPIRE.2000.878193","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=878193","","Algorithm design and analysis;Biological system modeling;Biology computing;Computational biology;Computer science;Information retrieval;Intrusion detection;Pattern analysis;Pattern matching;Search engines","algorithm theory;search problems;security of data;string matching","fast multi-pattern search algorithms;intrusion detection;machine word;pattern occurrence detection;search state representation;search state updating;spurious characters;spurious text characters","","3","4","19","","","2000","27 Sep 2000-29 Sep 2000","IEEE","IEEE Conference Publications"
"Prosodic stress and topic detection in spoken sentences","R. Silipo; F. Crestani","Int. Comput. Sci. Inst., Berkeley, CA, USA","Proceedings Seventh International Symposium on String Processing and Information Retrieval. SPIRE 2000","20020806","2000","","","243","252","The relationship between acoustic stress and the information content of words is investigated. On the one hand, the average acoustic stress is measured for each word throughout each utterance. On the other hand, an information retrieval (IR) index is calculated, based on the word frequency throughout the particular spoken sentence and throughout the collection of analysed spoken sentences. The scatter plots of the two measures (average acoustic stress on the y-axis and IR index on the x-axis) show higher values of average acoustic stress with increasing IR index of the word in the majority of the analysed utterances. A statistically more valid proof of such a relationship is derived from a histogram of the words with high average acoustic stress vs. the IR index. This confirms that a word with high average acoustic stress also has a high value of the IR index and, if we trust IR indexes, also a high information content","","POD:0-7695-0746-8","10.1109/SPIRE.2000.878202","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=878202","","Acoustic measurements;Acoustic scattering;Acoustic signal detection;Computer science;Frequency;Histograms;Information analysis;Information retrieval;Loudspeakers;Stress measurement","acoustic signal processing;information retrieval;linguistics;speech processing;statistics","acoustic stress;histogram;information retrieval index;prosodic stress;scatter plots;spoken sentences;statistically valid proof;topic detection;utterances;word frequency;word information content","","1","1","18","","","2000","27 Sep 2000-29 Sep 2000","IEEE","IEEE Conference Publications"
"Author index","","","2012 International Conference on Information Retrieval & Knowledge Management","20120528","2012","","","335","337","Presents an index of the authors whose papers are published in the conference.","","Electronic:978-1-4673-1090-1; POD:978-1-4673-1091-8","10.1109/InfRKM.2012.6204971","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6204971","","Indexes","","","","0","","","","","13-15 March 2012","","IEEE","IEEE Conference Publications"
