"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=5136518,5130275,5117852,5136730,5091030,5089310,5077062,5089014,5071964,5070765,5070607,5070445,5070817,5070752,5067519,5067518,5031492,4959038,4959214,4960495,4938984,4937420,4908538,4907815,4906779,4906748,4906793,4906815,4895556,4839084,4812406,4811639,4811259,4809071,4802376,4703212,4028500,4796051,4784719,4780747,4772056,4766776,4760433,4756176,4756998,4757430,4753337,4743411,4743890,4741017,4743906,4741161,4740726,4740103,4740490,4740527,4740553,4739989,4740720,4740503,4740526,4740545,4730776,4730338,4732120,4733945,4682612,4725948,4723089,4720338,4724847,4725789,4720654,4717891,4717868,4712599,4708983,4696497,4696207,4694512,4681241,4680783,4681055,4682349,4680871,4670473,4669705,4669961,4669712,4667070,4666383,4666381,4666550,4666492,4666069,4666490,4665947,4664796,4664695,4664675",2017/05/04 20:30:17
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"An Information Retrieval Model for the Semantic Web","F. A. d. S. Silva; M. d. R. Girardi; L. R. Drumond","UFMA - Fed. Univ. of Maranhao, Sao Luis","2009 Sixth International Conference on Information Technology: New Generations","20090610","2009","","","143","148","Exploring the metadata associated with documents in the semantic Web is a way to increase the precision of information retrieval systems. Systems have been established so far failed to overcome fully the limitations of search based on keywords. Such systems are built from variations of classic models that represent information by keywords and work upon statistical correlations. This work proposes an information retrieval model to find information items with similar semantic content that a given userpsilas query. The information items internal representation is based on user interest groups, called ""semantic cases"". The model also defines a similarity measure for ordering the results based on semantic distance between semantic cases items.","","POD:978-1-4244-3770-2","10.1109/ITNG.2009.116","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5070607","Information retrieval model;Matching;Semantic Web;Semantic case;Similarity","Content based retrieval;Data mining;Information analysis;Information filtering;Information retrieval;Information technology;Knowledge acquisition;Ontologies;Semantic Web;Statistical analysis","information retrieval;meta data;semantic Web","information items;information retrieval;metadata;semantic Web;semantic cases items;semantic content;semantic distance;similarity measure;user interest group;user query","","1","","34","","","27-29 April 2009","","IEEE","IEEE Conference Publications"
"Query translation selection for cross-language information retrieval based on HowNet","H. Zhu; D. Zheng; T. Zhao","MOE-MS Key Laboratory of Natural Language Processing and Speech, Harbin Institute of Technology, 150001, China","2008 International Conference on Natural Language Processing and Knowledge Engineering","20090502","2008","","","1","6","Research on cross-language information retrieval (CLIR) increasingly concentrates in candidate translation selection of the keywords in the query. The accuracy of translation has a direct impact on accurate rate and recalled rate. This thesis presents three methods based on HowNet to resolve query translation ambiguity of CLIR. The first is based on semantic relation, and it uses semantic relation network of context to determine the semantic of keywords and then select the correct translation. Bilingual decaying co-occurrence model count bilingual corpus co-occurrence information which includes the times and distance value of co-occurrence, which is different from monolingual co-occurrence. To resolve the problem of sparseness in corpus and make full use of the bilingual corpus, this paper gives another model that is semantic decaying co-occurrence model. Through test and summarizing this paper gets the best algorithm to integrate the traits of the three models, which gradually optimizes the translation and gets a higher precision.","","CD-ROM:978-1-4244-2780-2; POD:978-1-4244-2779-6","10.1109/NLPKE.2008.4906793","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4906793","CLIR;OOV;Query translation;statistical method;translation selection","Availability;Concrete;Dictionaries;Information retrieval;Laboratories;Natural language processing;Speech processing;Statistical analysis;Testing;Vocabulary","language translation;query processing","HowNet;bilingual decaying co-occurrence model;candidate translation selection;cross-language information retrieval;keywords;query translation selection;semantic decaying co-occurrence model","","0","","9","","","19-22 Oct. 2008","","IEEE","IEEE Conference Publications"
"An Efficient LSI based Information Retrieval Framework using Particle swarm optimization and simulated annealing approach","K. Latha; R. Rajaram","IT/CSE Department, Thiagarajar College of Engineering, Madurai-15. Tamil nadu, India (South). klit@tce.edu","2008 16th International Conference on Advanced Computing and Communications","20090123","2008","","","94","101","The number of users and the amount of information available has exploded since the advent of the World Wide Web (WWW). Most of Web users use various search engines to get specific information. A key factor in the success of Web search engines are their ability to rapidly find good quality results to the queries that are based on specific terms. This paper aims at retrieving more relevant documents from a huge corpus based on the required information. We propose a text mining framework that consists of four distinct stages: 1. Text preprocessing 2. Dimensionality reduction using latent semantic indexing 3. Clustering based on hybrid combination of particle swarm optimization (PSO) and k-means algorithm 4. Information retrieval process using simulated annealing (SA). This framework provides more relevant documents to the user and reduces the irrelevant documents.","","POD:978-1-4244-2962-2","10.1109/ADCOM.2008.4760433","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4760433","","Indexing;Information retrieval;Large scale integration;Particle swarm optimization;Search engines;Simulated annealing;Text mining;Web search;Web sites;World Wide Web","data mining;indexing;information retrieval;particle swarm optimisation;pattern clustering;simulated annealing;text analysis","clustering;dimensionality reduction;document retrieval;information retrieval;k-means algorithm;latent semantic indexing;particle swarm optimization;simulated annealing;text mining;text preprocessing","","3","","17","","","14-17 Dec. 2008","","IEEE","IEEE Conference Publications"
"Personalized Information Retrieval Model Based on User Interests","H. Chen; C. Zeng","Sch. of Math. & Comput. Sci., Hubei Univ., Wuhan, China","2008 International Conference on Computer Science and Software Engineering","20081222","2008","5","","1063","1066","Traditional search engines simply match according to keywords and recommend information for all the users without considering user preferences. Thus, personalized retrieval technology becomes the Â¿hotspotÂ¿ of current research on information retrieval. On the groundwork of traditional search techniques, this paper advances a personalized information retrieval model based on user interests via the import of user interests to achieve the aim of personalized retrieval, which seeks to assist users to find out the information they need fast and accurately.","","POD:978-0-7695-3336-0","10.1109/CSSE.2008.171","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4723089","","Bayesian methods;Computer science;Information analysis;Information resources;Information retrieval;Laboratories;Mathematical model;Mathematics;Search engines;Software engineering","information retrieval;search engines;user modelling","keyword matching;personalized information retrieval model;personalized retrieval technology;search engines;user interests;user preferences","","1","","9","","","12-14 Dec. 2008","","IEEE","IEEE Conference Publications"
"Scalable distributed information retrieval model based on topic map and mobil agent","L. xin; Z. yi; C. Chen","Department of Information Management Central China Normal University Wuhan, China","2008 IEEE International Symposium on IT in Medicine and Education","20090109","2008","","","454","459","In view of the problems of centralized search engine and based on analyzing the technology of topic map, OAI, mobile agent and P2P, we design and implement a scalable distributed retrieval model based on topic map and mobile agent. The model can effectively improve the utilization rate of resources, increase search depth, overcome server failure and heterogeneity of network, and has a strong capacity for expansion, fault-tolerant and parallel processing.","","CD-ROM:978-1-4244-2511-2; POD:978-1-4244-2510-5","10.1109/ITME.2008.4743906","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4743906","","Bandwidth;Databases;Frequency;Information analysis;Information retrieval;Mobile agents;Network servers;Peer to peer computing;Scalability;Search engines","fault tolerant computing;information retrieval;mobile agents;parallel processing;peer-to-peer computing;search engines","P2P network;centralized search engine;fault-tolerant;mobile agent;open archive initiative;parallel processing;scalable distributed information retrieval model;topic map","","0","","11","","","12-14 Dec. 2008","","IEEE","IEEE Conference Publications"
"Customizing Local Context Analysis for Farsi Information Retrieval by Using a New Concept Weighting Algorithm","P. Hakimian; F. Taghiyareh","Sch. of Electr. & Comput. Eng., Univ. of Tehran, Tehran, Iran","2008 Third International Workshop on Semantic Media Adaptation and Personalization","20081222","2008","","","45","51","A lot of digital Farsi content has been produced recently in middle-east. Local context analysis (LCA) is an automated query expansion method that adds concepts to the original query based on the initial retrieval using the original query. In our previous works we attempted to tune this method for Farsi language by manipulating three parameters which are number of concepts used for query expansion, number of initially retrieved documents for local feedback and number of passages for concept discovery and weighting. In this paper we seek to further customize this method for Farsi information retrieval. To compare our work to the previous attempts we have used Hamshahri collection and 60. We have experimented with different number of concepts and have also changed the concept weighting algorithm to improve retrieval performance.","","POD:978-0-7695-3444-2","10.1109/SMAP.2008.20","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4724847","Farsi;Information Retrieval;Local Context Analysis;Weighting Algorithm","Algorithm design and analysis;Content based retrieval;Feedback;Functional analysis;History;Information analysis;Information retrieval;Natural languages;Performance analysis;Writing","query formulation","Farsi information retrieval;automated query expansion method;concept discovery;concept weighting algorithm;local context analysis","","1","","23","","","15-16 Dec. 2008","","IEEE","IEEE Conference Publications"
"Combining Global with Local Texture Information for Image Retrieval Applications","J. A. Montoya-Zegarra; J. Beeck; N. Leite; R. Torres; A. Falcão","Comput. Eng. Dept., San Pablo Catholic Univ., Arequipa","2008 Tenth IEEE International Symposium on Multimedia","20090109","2008","","","148","153","This paper proposes a new texture descriptor to guide the search and retrieval in image databases. It extracts rich information from global and local primitives of textured images. At a higher level, the global macro-features in textured images are characterized by exploiting the multiresolution properties of the Steerable Pyramid Decomposition. By doing this, the global texture configurations are highlighted. At a finer level, the local arrangements of texture micro-patterns are encoded by the Local Binary Pattern operator.Experiments were carried out on the standard Vistex dataset aiming to compare our descriptors against popular texture extraction methods with regard to their retrieval accuracies. The comparative evaluations allowed us to show the superior descriptive properties of our feature representation methods.","","CD-ROM:978-0-7695-3454-1","10.1109/ISM.2008.113","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4741161","Content Based Image Retrieval;Local Binary Pattern;Steerable Pyramid Decomposition;Texture","Application software;Data engineering;Data mining;Image analysis;Image databases;Image representation;Image retrieval;Image texture analysis;Information retrieval;Multimedia databases","image representation;image retrieval;image texture;visual databases","feature representation methods;global texture information;image databases;image retrieval;local binary pattern operator;local texture information;steerable pyramid decomposition;texture descriptor;textured images","","5","","13","","","15-17 Dec. 2008","","IEEE","IEEE Conference Publications"
"AIR: Agent and Ontology-Based Information Retrieval Architecture for Mobile Grid","Y. S. Chang; Y. C. Luo; P. C. Shih","Dept. of Comput. Sci. & Inf. Eng., Nat. Taipei Univ., Taipei","2008 IEEE Asia-Pacific Services Computing Conference","20090210","2008","","","650","655","In this paper, we propose an agent and ontology based information retrieval architecture for mobile grid, named AIR, to discover and extract from mobile grid environment in a flexible, transparent, and easy way. Based on the AIR, users can submit a flat-text based request to mobile grid for discovering information or knowledge. The request will be automatically reasoned by a reasoning agent based on ontology and reasoning rule, and be translated to a mobile information retrieving agent (MIRA) that can be migrated to mobile grid node to retrieve information that users require. In order to generate a mobile IR agent, we propose a mobile agent description language (MADL) that defines the behavior of mobile IR agent. In addition, a knowledge synthesis agent in the architecture is designed to collect and synthesize information from mobile grids. Finally, we show an interesting example to demonstrate the feasibility of the architecture.","","CD-ROM:978-0-7695-3473-2","10.1109/APSCC.2008.155","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4780747","Information Retrieval;Mobile agent;Mobile grid;Ontology","Computer architecture;Councils;Data mining;Grid computing;Information retrieval;Mobile agents;Mobile communication;Mobile computing;Ontologies;Wireless networks","grid computing;information retrieval systems","mobile agent description language;mobile grid;mobile information retrieving agent;ontology-based information retrieval architecture;reasoning agent","","1","","14","","","9-12 Dec. 2008","","IEEE","IEEE Conference Publications"
"Research on Chinese Information Retrieval Based on a Hybrid Language Modeling","D. q. Zheng; T. j. Zhao; F. Yu; S. Li; H. Yu","School of Computer and Information Engineering, Harbin University of Commerce, Harbin, 150001; MOE-MS Key Laboratory of Natural Language Processing and Speech, Harbin Institute of Technology, Harbin, 150001. E-MAIL: dqzheng@mtlab.hit.edu.cn","2006 International Conference on Machine Learning and Cybernetics","20090304","2006","","","2586","2591","For information retrieval, users hope to acquire more relevant information from the top indexing documents. In this paper, a combination of ontology with statistical method is presented to retrieval initial document set and improves the precision of top N ranking documents by re-ranking document set. The experiment with NTCIR-3 Chinese CLIR dataset shows the proposed method improved the precision of information retrieval","2160-133X;2160133X","POD:1-4244-0061-9","10.1109/ICMLC.2006.258854","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4028500","Ontology;information retrieval;knowledge acquisition;linguistic Ontology knowledge;statistical method","Business;Cybernetics;Dictionaries;Frequency;Indexing;Information retrieval;Laboratories;Machine learning;Natural language processing;Natural languages;Ontologies;Speech processing;Statistical analysis;Tagging","document handling;indexing;information retrieval;natural languages;ontologies (artificial intelligence);statistical analysis","Chinese information retrieval;document indexing;hybrid language modeling;ontology combination;statistical method","","0","","20","","","13-16 Aug. 2006","","IEEE","IEEE Conference Publications"
"Adaptive User Profiling for Personalized Information Retrieval","H. Jeon; T. Kim; J. Choi","Dept. of Comput. Sci. & Eng., Hanyang Univ., Seoul","2008 Third International Conference on Convergence and Hybrid Information Technology","20081118","2008","2","","836","841","Many search engines such as Yahoo, Google, MSN, and AltaVista, are developed to meet users' needs, but they not satisfy the various users' needs in real world. In general, because of the lack of the personal information such as hobby, preference, and interest, these existing information retrieval systems are unsuitable to provide personalized search results to users. In this paper, we propose an adaptive user profile method using dynamic updating policy considering the change of the users' preferences over time and domain. Moreover, we will employ collaborative filtering method to apply the situation that users' preferences are frequently or continuously changed. The purpose of this paper is improvement of personalized search performance for each user through automatic creation, maintenance, and personalization of user preference profiles that include search pattern for each user. By using this user profile, our system can provide more personalized search results to users.","","POD:978-0-7695-3407-7","10.1109/ICCIT.2008.111","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4682349","Adaptive User Profiling;information retrieval;personalization","Bayesian methods;Collaboration;Computer science;Filtering;Information retrieval;Information technology;Neural networks;Pain;Portals;Search engines","groupware;information filtering;personal information systems;search engines;user modelling","AltaVista;Google;MSN;Yahoo;adaptive user profile method;adaptive user profiling;collaborative filtering method;dynamic updating policy;information retrieval systems;personalization;personalized information retrieval;personalized search;search engines;search pattern;user needs","","4","","11","","","11-13 Nov. 2008","","IEEE","IEEE Conference Publications"
"Music information retrieval for Turkish music: problems, solutions and tools","B. Bozkurt; A. C. Gedik; M. K. Karaosmanoglu","Elektronik ve Haberle&#191;me M&#252;hendisli&#191;i B&#246;l&#252;m&#252;, &#191;zmir Y&#252;ksek Teknoloji Enstit&#252;s&#252;, Turkey","2009 IEEE 17th Signal Processing and Communications Applications Conference","20090626","2009","","","804","807","This study discusses differences between Turkish music and Western music from an information retrieval perspective. It proposes use of frequency histograms for various music information retrieval applications: automatic tonic detection, makam classification, tuning analysis, theory-practice mismatch measurement. It announces a Matlab toolbox: Makam Toolbox 1.0 and a parametric database for Turkish music information retrieval research.","2165-0608;21650608","POD:978-1-4244-4435-9","10.1109/SIU.2009.5136518","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5136518","","Databases;Frequency measurement;Histograms;Information analysis;Internet;Music information retrieval;Testing;Tuning","information retrieval;music","Matlab toolbox;Turkish music;Western music;automatic tonic detection;frequency histograms;makam classification;music information retrieval;parametric database;theory-practice mismatch measurement;tuning analysis","","1","","11","","","9-11 April 2009","","IEEE","IEEE Conference Publications"
