"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=4561860,4564987,4562012,4562040,4563037,4561985,4564927,4561296,4564970,4562704,4561254,4556886,4561945,4564942,4563117,4561196,4559789,4562000,4564925,4559764,4562954,4564975,4564972,4563114,4564985,4564998,4556889,4561201,4557786,4559162,4557641,4557830,4557963,4557953,4559572,4557903,4557599,4559512,4557807,4557370,4557285,4559574,4556111,4554102,4554307,4555277,4555496,4555494,4554052,4553860,4555456,4555405,4555615,4554100,4554476,4554426,4554121,4555345,4553834,4548802,4548805,4548321,4548271,4548206,4548370,4549187,4548260,4545648,4545656,4547981,4547995,4547974,4545659,4547243,4547554,4547991,4545366,4547978,4545582,4545669,4545627,4545651,4547979,4547994,4545679,4547980,4545638,4543945,4545250,4544033,4544816,4544026,4543980,4543929,4544945,4540978,4542041,4543664,4540516,4540938",2017/05/04 21:11:01
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Analysis of Minimum Distances in High-Dimensional Musical Spaces","M. Casey; C. Rhodes; M. Slaney","Goldsmiths Coll., Dept. of Comput., Univ. of London, London","IEEE Transactions on Audio, Speech, and Language Processing","20080617","2008","16","5","1015","1028","We propose an automatic method for measuring content-based music similarity, enhancing the current generation of music search engines and recommended systems. Many previous approaches to track similarity require brute-force, pair-wise processing between all audio features in a database and therefore are not practical for large collections. However, in an Internet-connected world, where users have access to millions of musical tracks, efficiency is crucial. Our approach uses features extracted from unlabeled audio data and near-neigbor retrieval using a distance threshold, determined by analysis, to solve a range of retrieval tasks. The tasks require temporal features-analogous to the technique of shingling used for text retrieval. To measure similarity, we count pairs of audio shingles, between a query and target track, that are below a distance threshold. The distribution of between-shingle distances is different for each database; therefore, we present an analysis of the distribution of minimum distances between shingles and a method for estimating a distance threshold for optimal retrieval performance. The method is compatible with locality-sensitive hashing (LSH)-allowing implementation with retrieval times several orders of magnitude faster than those using exhaustive distance computations. We evaluate the performance of our proposed method on three contrasting music similarity tasks: retrieval of mis-attributed recordings (fingerprint), retrieval of the same work performed by different artists (cover songs), and retrieval of edited and sampled versions of a query track by remix artists (remixes). Our method achieves near-perfect performance in the first two tasks and 75% precision at 70% recall in the third task. Each task was performed on a test database comprising 4.5 million audio shingles.","1558-7916;15587916","","10.1109/TASL.2008.925883","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4544816","audio shingles;distance distributions;locality-sensitive hashing;matched-filter distance;music similarity","Audio databases;Current measurement;Data mining;Feature extraction;Internet;Music information retrieval;Performance evaluation;Search engines;Spatial databases;Target tracking","audio signal processing;feature extraction;information retrieval","Internet-connected world;audio features;automatic method;content-based music similarity;features extraction;high-dimensional musical spaces;locality-sensitive hashing;minimum distances;music search engines;musical tracks;optimal retrieval;pair-wise processing;query track;remix artists;retrieval tasks;test database;text retrieval","","28","6","31","","","July 2008","","IEEE","IEEE Journals & Magazines"
"Theoretical Limits of a Novel Multiplexing Method","L. Haumonte; L. Deneire","I3S Laboratory, 2000, route des Lucioles, Les Algorithmes - B&#226;t. Euclide B, F - 06903 Sophia Antipolis Cedex; IMRA Europe, 220, rue Albert Caquot, F - 06904 Sophia Antipolis Cedex","2007 IEEE International Symposium on Information Theory","20080709","2007","","","2791","2795","A novel method to multiplex digital information over cable networks has recently been proposed [1]. This new method baptized ScDMA - standing for Scattering Division Multiple Access - leads to unprecedented advantages [2]. Two important differences with usual communication systems have to be highlighted. Firstly, the usual flow of physical signals carrying information is changed. Even though information is sent by the source, the source does not emit any physical signal. Indeed, the receiver reads the information of the source by sending a signal and analyzing the reflected signal. Secondly, the channel is somehow controlled in a deterministic manner, while in usual communication systems the channel is uncontrolled and considered as random. These two differences have impacts on the theoretical limit performance. In particular the usual expression of the system capacity C is modified: the maximization of the average mutual information I(X; Y) has to be done not only on the input symbol probabilities P(X) but also on the conditional probabilities P(Y|X) since the channel itself can be controlled. In addition, the case of the multi-rate multi-user capacity leads to unexpected results.","2157-8095;21578095","CD-ROM:978-1-4244-1429-1; POD:978-1-4244-1397-3","10.1109/ISIT.2007.4557641","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4557641","","Communication systems;Control systems;Impedance;Information analysis;Information retrieval;Mathematical model;Multiaccess communication;Scattering parameters;Signal analysis;Voltage","multi-access systems;multiplexing","average mutual information;cable networks;communication systems;conditional probabilities;digital information;input symbol probabilities;multiplexing method;multirate multiuser capacity;scattering division multiple access;theoretical limits","","0","","7","","","24-29 June 2007","","IEEE","IEEE Conference Publications"
"Image retrieval based on texture and color method in BTC-VQ compressed domain","M. Rezaei Gahroudi; M. R. Sarshar","Islamic Azad University, Qazvin Branch, Iran","2007 9th International Symposium on Signal Processing and Its Applications","20080627","2007","","","1","4","Because of high volume of graphic information, the retrieval of compressed images is one of the needs of information era. One of the rapid methods for image compression which has the capability to maintain important information of images for retrieval is Block Truncation Coding (BTC). In this article a new method for retrieval of images compressed by BTC has been provided. This method has been examined on a database consisting of 9983 images with different contents and its results have been compared with similar methods.","","CD-ROM:978-1-4244-1779-8; POD:978-1-4244-0778-1","10.1109/ISSPA.2007.4555277","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4555277","","Digital images;Graphics;Histograms;Image coding;Image databases;Image retrieval;Image storage;Information retrieval;Transform coding;Vector quantization","block codes;image coding;image colour analysis;image retrieval;image texture","BTC-VQ compressed domain;block truncation coding;color method;compressed images;graphic information;image compression;image retrieval;texture method","","3","","11","","","12-15 Feb. 2007","","IEEE","IEEE Conference Publications"
"XML Semantic Filtering via Ontology Reasoning","M. Baggi; M. Falaschi; D. Ballis","Dip. di Sci. Matematiche e Inf., Univ. Sienna, Siena","2008 Third International Conference on Internet and Web Applications and Services","20080620","2008","","","482","487","In this paper, we present an extension of PHIL, a declarative language for filtering information from XML data. The proposed approach allows us to extract relevant data as well as to exclude useless and misleading contents from an XML document. Essentially, it combines ontology reasoning with an approximate pattern-matching engine which searches for patterns in a flexible way (i.e. modulo renaming, insertion, and deletion of XML items) and ranks the results w.r.t. their cost. The filtering process is guided by the syntax as well as the semantics of the XML documents, since it relies on both the document structure and the onto- logical information to which the document is related. Such information is retrieved by querying (possibly remote) ontology reasoners. Our methodology has been implemented in the XPHIL system, which is written in Haskell. By using the XML benchmarking tool xmlgen, we have developed some scalable experiments which demonstrate the usefulness of our approach.","","CD-ROM:978-0-7695-3163-2","10.1109/ICIW.2008.89","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4545659","XML semantic filtering;ontology reasoning;query language","Data mining;Databases;Information filtering;Information filters;Information retrieval;Matched filters;Ontologies;Pattern matching;Web and internet services;XML","XML;ontologies (artificial intelligence)","XML data;XML document;XML semantic filtering;declarative language;information filtering;ontological information;ontology reasoning;pattern-matching engine","","1","","18","","","8-13 June 2008","","IEEE","IEEE Conference Publications"
"Using confidence measures to evaluate the speaker turns in speaker segmentation","Wei Chu; Jia Liu","Department of Electronic Engineering, Tsinghua University, Beijing 100084, China","2007 9th International Symposium on Signal Processing and Its Applications","20080627","2007","","","1","4","In this paper, we propose a speaker segmentation algorithm using confidence measures, named CM-DISTBIC, which inserts a confidence score computation and fusion procedure into the two-step DISTBIC and MDISTBIC. In the first step, symmetric Kullback-Leibler distance (KL2) distance is replaced by Bayesian information criterion (BIC) distance to obtain a lower misdetection rate. In the second step, three different confidence measures are attached to the speaker change candidates according to the distance curve derived from the first step. False alarm peaks with relatively low fused confidence scores are eliminate from the set of potential speak turns. In the third step, speaker turn candidates are validated through BIC criterion. Compared with DISTBIC and MDISTBIC, the CM-DISTBIC conducted on the broadcast news corpora receives an increase of more than 11.5% and 8.9% in F-score respectively.","","CD-ROM:978-1-4244-1779-8; POD:978-1-4244-0778-1","10.1109/ISSPA.2007.4555456","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4555456","","Algorithm design and analysis;Bayesian methods;Data mining;Digital audio broadcasting;Fuses;Gaussian processes;Information retrieval;Speech recognition;TV broadcasting","Bayes methods;image fusion;image segmentation;speaker recognition","Bayesian information criterion;confidence measure;distance curve;fusion procedure;speaker segmentation algorithm","","0","","7","","","12-15 Feb. 2007","","IEEE","IEEE Conference Publications"
"4D scan registration with the SR-3000 LIDAR","J. A. Stipes; J. G. P. Cole; J. Humphreys","The Johns Hopkins University Applied Physics Laboratory in Laurel, MD 20723 USA","2008 IEEE International Conference on Robotics and Automation","20080613","2008","","","2988","2993","An algorithm and data management scheme is presented to utilize the data output of the SR-3000, a 3D LIDAR sensor. The SR-3000 generates a 4D point cloud at video frame rates where each point is described by its 3D coordinates and its optical intensity. The implementation of each major component of the algorithm is described, including a projective ICP algorithm, reverse calibration equations for the SR-3000 sensor, the processing of the intensity data, and a point selection algorithm which includes the use of a 3D volume feature extraction algorithm. This ICP based alignment algorithm is used in the context of a data management scheme that stores and retrieves scan data and intermediate data products to realize pseudo-global scan alignment, data compression, and real time data display.","1050-4729;10504729","POD:978-1-4244-1646-2","10.1109/ROBOT.2008.4543664","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4543664","","Calibration;Clouds;Data compression;Equations;Feature extraction;Information retrieval;Iterative closest point algorithm;Laser radar;Optical sensors;Sensor phenomena and characterization","data compression;feature extraction;image coding;image registration;optical radar;radar imaging","3D LIDAR sensor;3D volume feature extraction algorithm;4D scan registration;SR-3000 LIDAR;data compression;data management scheme;optical intensity;point selection algorithm;projective ICP algorithm;pseudo-global scan alignment;real time data display;reverse calibration equations;video frame rates","","0","1","11","","","19-23 May 2008","","IEEE","IEEE Conference Publications"
"The Role of Emotions in the Design of Personalized Educational Systems","Z. Lekkas; N. Tsianos; P. Germanakos; C. Mourlas; G. Samaras","Fac. of Commun. & Media Studies, Nat. & Kapodistrian Univ. of Athens, Athens","2008 Eighth IEEE International Conference on Advanced Learning Technologies","20080715","2008","","","886","890","Research on modelling affect and on interfaces adaptation based on affective factors has matured considerably over the past several years, so that designers of educational products are now considering the inclusion of components that take affect into account. Emotions are considered to play a central role in guiding and regulating behaviour by modulating numerous cognitive and physiological activities. This paper introduces a new model in the field of adaptive hypermedia, which integrates cognitive and emotional parameters and attempts to apply them on a web-based learning environment. Our purpose is to improve learning performance and, most importantly, to personalize web-content to userspsila needs and preferences, eradicating known difficulties that occur in traditional approaches. The specific article emphasizes on the emotional aspect of our model, since it presents results of our efforts to measure and include emotional processing parameters, by constructing a theory that addresses emotion and is feasible in Web-learning environments.","2161-3761;21613761","POD:978-0-7695-3167-0","10.1109/ICALT.2008.278","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4561860","education;emotions;web personalization","Computer science;Demography;Educational products;Educational technology;Information retrieval;Navigation;Performance analysis;Process control;Product design;Registers","Internet;behavioural sciences computing;cognition;computer aided instruction;educational technology;hypermedia","Web-based learning environment;Web-learning environments;adaptive hypermedia;cognitive parameter;educational products;emotional parameters;emotional processing parameters;interfaces adaptation;modelling affect;personalize Web-content;personalized educational systems","","5","","33","","","1-5 July 2008","","IEEE","IEEE Conference Publications"
"Heterogeneous Medical Data Share and Integration on Grid","R. Zheng; H. Jin; Q. Zhang; Y. Liu; P. Chu","Sch. of Comput. Sci. & Technol., Huazhong Univ. of Sci. & Technol., Wuhan","2008 International Conference on BioMedical Engineering and Informatics","20080624","2008","1","","905","909","It is very significant for the medical and health enterprises to develop an efficient medical information grid to achieve sufficient medical data share and integration. In order to access heterogeneous data resources transparently, front agent is built on heterogeneous databases or medical systems, the same as the unified data models and mapping rules with grid services to communicate with upper grid middleware, so that users can query or access medical data conveniently. Two medical application instances, medical information integration and content-based image diagnosis or retrieval of emphysema disease, are introduced and realized with these technologies.","1948-2914;19482914","POD:978-0-7695-3118-2","10.1109/BMEI.2008.185","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4548802","Medical grid;data share;information integration","Biomedical equipment;Biomedical imaging;Content based retrieval;Data models;Image databases;Image retrieval;Information retrieval;Medical diagnostic imaging;Medical services;Middleware","content-based retrieval;diseases;distributed databases;grid computing;information retrieval;medical information systems","content-based image diagnosis;emphysema disease retrieval;heterogeneous databases;mapping rules;medical data integration;medical information grid;medical information integration;medical systems;unified data models","","4","","10","","","27-30 May 2008","","IEEE","IEEE Conference Publications"
"Why Computer Architecture Matters: Memory Access","C. Pancratov; J. M. Kurzer; K. A. Shaw; M. L. Trawick","University of Richmond","Computing in Science & Engineering","20080624","2008","10","4","71","75","The paper shows how applying knowledge about the underlying computer hardware to the code for a simple but computationally intensive algorithm can significantly improve performance. The paper also discusses how to rearrange code so that it accommodates the peculiarities of the memory system and consequently reduces execution time.","1521-9615;15219615","","10.1109/MCSE.2008.106","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4548206","cache;computer architecture;locality;memory system","Arithmetic;Clocks;Computer aided instruction;Computer architecture;Costs;Delay effects;Hardware;Information retrieval;Programming profession;System testing","integrated memory circuits;memory architecture","computationally intensive algorithm;computer architecture;computer hardware;memory access","","0","","2","","","July-Aug. 2008","","IEEE","IEEE Journals & Magazines"
"Putting knowledge in context to facilitate collaboration","B. Kettler; J. Starz; R. Hingst; J. Losco; M. Hoffman","Lockheed Martin Advanced Technology Laboratories, USA","2008 International Symposium on Collaborative Technologies and Systems","20080617","2008","","","313","320","Today's knowledge workers frequently suffer from problems associated with information overload, changing missions, and workforce turnover. The Contrail project is addressing how to improve personal and workgroup information management and collaboration in this environment. Contrail leverages machine-understandable models of users' contexts automatically built up by observing users performing information-keeping actions. We define context as those factors that bound and surround a problem. Contrail develops context models using text analytics, semantic networks, and spreading activation techniques to facilitate information retrieval and collaboration. The former leverages a knowledge base (""shoebox"") of information items automatically maintained by Contrail. Items in this shoebox are tagged with their original context. This facilitates information retrieval, recall, and sharing among collaborators. Contrail has been focused on aiding intelligence analysts but is generally applicable to other knowledge workers. This paper describes the motivation for this work in context-aware computing and ethnographic studies of web usage; the Contrail tools; and a preliminary experiment to evaluate their utility for intelligence analysts.","","POD:978-1-4244-2248-7","10.1109/CTS.2008.4543945","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4543945","Collaboration Enabling Technologies;Collaborative Knowledge Management;Context-& Situation Based Collaboration;Information Infrastructure for Collaboration;Management of Metadata for Collaboration;Ontologies and Ethnographic Approaches","Collaboration;Collaborative work;Context modeling;Context-aware services;Information analysis;Information management;Information retrieval;Knowledge management;Uniform resource locators;Web pages","groupware;information management;information retrieval;semantic networks;text analysis;ubiquitous computing","Contrail project;context models;context-aware computing;information retrieval;semantic networks;text analytics;workgroup information management","","0","","21","","","19-23 May 2008","","IEEE","IEEE Conference Publications"
