"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=7207023,7207278,7207258,7184689,7185172,7182691,7175958,7175932,7181523,7178056,7178002,7178054,7178060,7178004,7178001,7178386,7178059,7169826,7169835,7168326,7167494,7166592,7164807,7164756,7163034,7160608,7155880,7160901,7155962,7120998,7154988,7153859,7154759,7153879,7153601,7148507,7148367,7140397,7131410,7128883,7130389,7128918,7130148,7129877,7129982,7123536,7120623,7116727,7113548,7113410,7112126,7105541,7105551,7102240,7103220,7100610,7100469,7100347,7100743,7100232,7095870,7091550,7092336,7087079,7086171,7087045,7081831,7054470,7079092,7073365,7077299,7078612,7073836,7078691,7070000,7070064,7065563,7066725,7066694,7066640,7068138,7064994,7060911,7060020,7059659,7058020,7058199,7058053,6803042,6719388,7045531,7050693,7048186,7012074,7048218,7029060,7046906,7044051,7034871,7033476",2017/05/04 20:37:52
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Cache based evaluation of iceberg queries","V. Shankar; C. V. Guru Rao","Department of Computer Science and Engineering, Kakatiya Institute of Technology & Science, Warangal, Telangana, India - 506015","International Conference on Computing and Communication Technologies","20150326","2014","","","1","5","Nowadays, it is more demanded for techniques that are efficient in retrieval of small results from large data sets. Iceberg queries are such a kind of queries which accepts large data as input and process them for retrieve small results upon user specified threshold (T). Earlier, the iceberg queries are processed by many ways but are compromised in speed with which the data is retrieved. Thus lots of researchers are concentrating on improvement of iceberg query evaluation methods. Compressed bitmap index is an efficient technique which is developed recently to answer iceberg queries. In this paper, we proposed “Cache Based Evaluation of Iceberg Queries”. An iceberg query is evaluated using compressed bitmap index technique for threshold equals to 1, save results in cache memory for future reference. For further evaluation of an iceberg query thresholds greater than 1 are just picking the results from the cache memory instead of executing once again on the database table. Thus strategy clearly stating that, an execution time of IBQ is improved by avoiding repetition of an evaluation process by multiple times. Experimental results are demonstrating our cache based evaluation strategy is better than existing strategy.","","Electronic:978-1-4799-8150-2; POD:978-1-4799-8151-9","10.1109/ICCCT2.2014.7066694","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7066694","Bitmap vector;Cache memory;Data mining;Database;Information retrieval;Threshold","Bismuth;Databases","cache storage;database indexing;query processing","IBQ;cache based evaluation;cache memory;compressed bitmap index technique;database table;execution time;iceberg query evaluation method;iceberg query threshold;user specified threshold","","0","","21","","","11-13 Dec. 2014","","IEEE","IEEE Conference Publications"
"Automatic attendance rating of movie content using bag of audio words representation","A. Bleiweiss","Architecture Group, Intel Corporation, Santa Clara, U.S.A.","2013 International Conference on Signal Processing and Multimedia Applications (SIGMAP)","20150813","2013","","","142","150","The sensory experience of watching a movie, links input from both sight and hearing modalities. Yet traditionally, the motion picture rating system largely relies on the visual content of the film, to make its informed decisions to parents. The current rating process is fairly elaborate. It requires a group of parents to attend a full screening, manually prepare and submit their opinions, and vote out the appropriate audience age for viewing. Rather, our work explores the feasibility of classifying age attendance of a movie automatically, resorting to solely analyzing the movie auditory data. Our high performance software records the audio content of the shorter movie trailer, and builds a labeled training set of original and artificially distorted clips. We use a bag of audio words to effectively represent the film sound track, and demonstrate robust and closely correlated classification accuracy, in exploiting boolean discrimination and ranked retrieval methods.","","Electronic:978-9-8975-8129-8; POD:978-1-4799-7136-7","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7184689","Bag of Words;MFCC;Ranked Information Retrieval;Support Vector Machines;Vector Quantization","Cepstrum;Computational modeling;Feature extraction;Films;Gold;Motion pictures;Semantics","audio signal processing;hearing;information retrieval;signal classification","audio word representation bag;boolean discrimination;correlated classification accuracy;current rating process;film sound track represention;motion picture rating system;movie auditory data;movie content automatic attendance rating;ranked retrieval method","","0","","20","","","29-31 July 2013","","IEEE","IEEE Conference Publications"
"HSim: A novel method on similarity computation by hybrid measure","Q. Zhao; Cheng Wang; C. Jiang","The Key Laboratory of Embedded System and Service Computing, Ministry of Education, Tongji University, Shanghai 200092, China","2015 6th International Conference on Information and Communication Systems (ICICS)","20150507","2015","","","160","165","Link similarity is widely applied in measuring the similarity between objects, e.g., web pages, scientific papers and social networks. However, there are a lot of drawbacks in existing methods of measuring link similarity. In brief, these methods can not handle some semantic-similar content. Moreover, the computation of them are not accurate in some scenes. In this paper, we present a novel method of measuring link similarity called HSim. It introduces the semantic similarity to calculate the similarity between objects, and overcomes the drawback that existing methods ignore the semantic information of objects. We also develop a novel computation function to make the result of similarity more accurate.","","Electronic:978-1-4799-7349-1; POD:978-1-4799-7350-7","10.1109/IACS.2015.7103220","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7103220","Data Mining;Information Recommendation;Information Retrieval;Link Similarity","Complexity theory;Data mining;Internet;Ontologies;Semantics;Web pages","data mining;information retrieval","HSim;computation function;data mining;hybrid measure;information retrieval;link similarity;object semantic information;objects similarity;semantic similarity;similarity computation","","0","","21","","","7-9 April 2015","","IEEE","IEEE Conference Publications"
"A new modeling approach for Arabic opinion mining recognition","W. Cherif; A. Madani; M. Kissi","Laboratory LIMA, Department of Computer Science, Faculty of Sciences, B.P. 20, 24000 El Jadida, Morocco","2015 Intelligent Systems and Computer Vision (ISCV)","20150514","2015","","","1","6","Over recent years, the world has experienced a huge growth in the volume of shared web texts. Its users generate daily a huge volume of comments and reviews related to different aspects of their lives. In general, opinion mining/sentiment analysis refers to the task of identifying positive and negative opinions, emotions and evaluations related to an article, news, products, services, etc [1]. Arabic Opinion mining is conducted in this study using a dataset consisting of 625 Arabic reviews and comments collected from Trip Advisor website. We introduce a new mathematical approach to recognize author's opinion. As the weights computation is determining in the classification, we formulate first a linear program to maximize the distance between the considered classes, then we use these weights to calculate the label of each comment. A further post optimization is also treated to add other contributing descriptors in order to adjust the classification. The results which based on Support Vector Machines showed that the approach is the most influencing on opinion recognition.","","Electronic:978-1-4799-7511-2; POD:978-1-4799-7512-9","10.1109/ISACV.2015.7105541","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7105541","Arabic text;Automatic language processing;Information retrieval;Low-level light-Stemming;Opinion Mining;Support vector machines","Accuracy;Computational modeling;Computer science;Data mining;Kernel;Sentiment analysis;Support vector machines","Web sites;data mining;linear programming;natural language processing;support vector machines","Arabic opinion mining recognition;Trip Advisor Website;linear program;post optimization;sentiment analysis;shared Web texts;support vector machines","","1","","31","","","25-26 March 2015","","IEEE","IEEE Conference Publications"
"Giantsteps - progress towards developing intelligent and collaborative interfaces for music production and performance","P. Knees; K. Andersen; S. Jordà; M. Hlatky; G. Geiger; W. Gaebele; R. Kaurson","Dept. of Computational Perception, Johannes Kepler University Linz, Austria","2015 IEEE International Conference on Multimedia & Expo Workshops (ICMEW)","20150730","2015","","","1","4","We present the GiantSteps project, an EU-funded project involving institutions from academia, practitioners, and industrial partners with the goal of developing new concepts for intelligent and collaborative interfaces for music production and performance. At the core of the project is an iterative, user-centric research approach to music information retrieval (MIR) and human computer interaction (HCI) that is designed to allow us to accomplish three main targets, namely (1) the development of intelligent musical expert agents to support and inspire music makers, (2) more intuitive and collaborative interfaces, and (3) low-complexity methods addressing lowcost devices to enable affordable and accessible production tools and apps. In this paper, we report on the main findings and achievements of the project's first 18 months.","","Electronic:978-1-4799-7079-7; POD:978-1-4799-7080-3","10.1109/ICMEW.2015.7169826","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7169826","intelligent agents;live performance;music information retrieval;music production;user interfaces;user-centric design","Collaboration;Conferences;Instruments;Multiple signal classification;Music;Nickel;Production","groupware;human computer interaction;information retrieval;interactive systems;multi-agent systems;music","EU-funded project;GiantSteps project;HCI;MIR;collaborative interfaces;human computer interaction;intelligent interfaces;intelligent musical expert agent development;low-complexity methods;music information retrieval;music performance;music production;user-centric research approach","","0","","15","","","June 29 2015-July 3 2015","","IEEE","IEEE Conference Publications"
"Ontology-Based Integration and Sharing of Big Data Educational Resources","J. Xiong; Y. Liu; W. Liu","Sch. of Comput. & Inf. Eng., Anyang Normal Univ., Anyang, China","2014 11th Web Information System and Application Conference","20150312","2014","","","245","248","In the era of big data, massive educational resources are stored on the internet and mobile networks. However, most of these resources are heterogeneous and decentralized, they have different format. The resources are designed for humans to read and not understandable to the machine. Their low level sharing and reuse make them difficult to acquire. How to access the resources the users need quickly and efficiently and take advantage of them is a serious problem. In order to solve the problem, an ontology-based integration educational resources framework and sharing strategies are proposed. Using the advantages of ontological semantics these educational resources can be annotated semantically, so that the computer can understand and deal with the marked information. The ontology-based integration and sharing strategies can improve the recall and precision of the educational resources retrieval.","","Electronic:978-1-4799-5727-9; POD:978-1-4799-5728-6","10.1109/WISA.2014.51","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7058020","big data;educational resources;information retrieval;ontology;semantic integration","Big data;Cognition;Educational institutions;Electronic learning;Ontologies;Semantics","Big Data;Internet;educational computing;information resources;mobile computing;ontologies (artificial intelligence)","big data educational resources;educational resources retrieval precision improvement;educational resources retrieval recall improvement;internet networks;mobile networks;ontological semantics;ontology-based integration strategy;ontology-based sharing strategy","","1","","11","","","12-14 Sept. 2014","","IEEE","IEEE Conference Publications"
"Page segment recommendation using N-gram for sensemaking tasks based on note taking","B. Thunnom; L. Ramingwong","Department of Computer Engineering, Chiang Mai University, Thailand","2015 12th International Conference on Electrical Engineering/Electronics, Computer, Telecommunications and Information Technology (ECTI-CON)","20150820","2015","","","1","6","Internet has become an increasingly important tool for everyone on the planet. The large amount of information accessible from the internet makes web searching a common activity. Yet, such a common activity could take a long time to achieve desired results. Services such as information retrieval, interpretation management and sharing could greatly enhance efficiency of a search. However, such supports are not usually included in common search engines. Sensemaking support tools, on the other hand, can be used to tackle this challenge. Most sensemaking tools highlight on providing some kinds of structured decision support information for individuals and collaborated groups through history, annotation and document analysis rather than aiding users to find what they need. NorCost is, therefore, proposed to fulfill such overlooked objectives of searching.","","Electronic:978-1-4799-7961-5; POD:978-1-4799-7962-2","10.1109/ECTICon.2015.7207023","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7207023","Content extraction;Information retrieval;Information seek;N-gram;Note taking;Page segment;Recommendation;Sensemaking;Web search","Accuracy;Browsers;Feature extraction;Indexes;Search engines;Web pages","Internet;decision support systems;document handling;information retrieval;search engines","Internet;N-gram;NorCost;Web searching;annotation analysis;collaborated groups;document analysis;history;information retrieval;interpretation management;interpretation sharing;note taking;page segment recommendation;search engines;sensemaking support tools;structured decision support information","","0","","24","","","24-27 June 2015","","IEEE","IEEE Conference Publications"
"Content finder AssistanT","R. Laroche","Orange Labs, Issy les Moulineaux, France","2015 18th International Conference on Intelligence in Next Generation Networks","20150402","2015","","","231","238","This paper focuses on ""how to design and develop a dialogue system with a minimal effort"". It presents a novel model for automatic generation of dialogue systems built from contents. This approach is similar to and relies on a search engine, but with augmented dialogue capabilities: at each dialogue turn, the system propose n keywords, in order to optimise the information gain expectation. Its implementation, CFAsT, endeavours to keep the best from both worlds: the universality and automatic generation from search engines, and the usability, the assistance and the self optimisation provided by the dialogue systems. Thus, a beta dialogue application can be generated with no effort. It may serve to gather a dialogue corpus, or to gain a first return of experience. It can also be used as a low cost service. Afterwards, it can be improved with dedicated dialogue strategies.","","Electronic:978-1-4799-1866-9; POD:978-1-4799-1867-6; USB:978-1-4799-1865-2","10.1109/ICIN.2015.7073836","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7073836","Dialogue systems;Information retrieval","Complexity theory;Dictionaries;Entropy;Equations;Mathematical model;Next generation networking;Search engines","content-based retrieval;interactive systems;search engines","CFAsT;Content Finder AssistanT;augmented dialogue capabilities;automatic dialogue system generation;dialogue corpus;information gain expectation;search engine;self optimisation","","0","","31","","","17-19 Feb. 2015","","IEEE","IEEE Conference Publications"
"Opinion detection: Influence factors","F. Belbachir; B. Le Grand","Universit&#x00E9; Paris Ouest Nanterre, 200, avenue de la R&#x00E9;publique, 92001, France","2015 IEEE 9th International Conference on Research Challenges in Information Science (RCIS)","20150622","2015","","","522","523","Many online social networks (like blogs or Twitter) allow users to post and share their opinions on various topics. The detection and interpretation of these subjective comments is strategic for various organizational and business purposes, e.g., product and service benchmarking, ads placement or market intelligence. This article aims at enhancing the opinion detection process, i.e., the identification of documents that reflect an opinion, whatever their polarities - positive or negative. Our contribution consists in analyzing the factors that influence the detection of opinions. In particular, we investigate three factors: document's time, topic, and topic category. We have conducted an experiment to detect opinions in the TREC Blog 06 dataset, using the IMDB data collection as a reference. Our experimental results report that time, topics and topic categories have an impact on the opinion detection process.","2151-1349;21511349","Electronic:978-1-4673-6630-4; POD:978-1-4673-6631-1; USB:978-1-4673-6629-8","10.1109/RCIS.2015.7128918","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7128918","Information retrieval;Opinion detection;Social Networks;categorization;language model","Blogs;Data collection;Data mining;Electronic mail;Internet;Organizations;Social network services","data mining;emotion recognition;information retrieval;social networking (online)","IMDB data collection;TREC Blog 06 dataset;Twitter;ads placement;blogs;business purposes;influence factors;market intelligence;online social networks;opinion detection process;opinion sharing;organizational purposes;product benchmarking;service benchmarking;subjective comment detection;subjective comment interpretation","","0","","4","","","13-15 May 2015","","IEEE","IEEE Conference Publications"
"Riposte: An Anonymous Messaging System Handling Millions of Users","H. Corrigan-Gibbs; D. Boneh; D. Mazières","Stanford Univ., Stanford, CA, USA","2015 IEEE Symposium on Security and Privacy","20150720","2015","","","321","338","This paper presents Riposte, a new system for anonymous broadcast messaging. Riposte is the first such system, to our knowledge, that simultaneously protects against traffic-analysis attacks, prevents anonymous denial-of-service by malicious clients, and scales to million-user anonymity sets. To achieve these properties, Riposte makes novel use of techniques used in systems for private information retrieval and secure multi-party computation. For latency-tolerant workloads with many more readers than writers (e.g. Twitter, Wikileaks), we demonstrate that a three-server Riposte cluster can build an anonymity set of 2,895,216 users in 32 hours.","1081-6011;10816011","Electronic:978-1-4673-6949-7; POD:978-1-4673-6950-3","10.1109/SP.2015.27","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7163034","anonymity;messaging;privacy;private information retrieval","Cryptography;Databases;Privacy;Protocols;Resistance;Servers","Internet;data protection;electronic mail;electronic messaging;information retrieval;security of data;social networking (online)","Riposte;Twitter;Wikileaks;anonymous broadcast messaging system;denial-of-service;latency-tolerant workload;multiparty computation security;private information retrieval;traffic-analysis attack protection","","3","","78","","","17-21 May 2015","","IEEE","IEEE Conference Publications"
