"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=1247040,1247290,1247126,1247298,1246856,1246889,1247349,1246739,1247004,1247417,1247170,1247062,1247064,1247066,1247175,1247291,1247295,1246603,1246729,1246751,1247067,1246754,1247385,1246755,1246756,1246757,1245401,1244558,1245708,1245402,1245131,1245725,1245306,1245728,1245334,1245715,1244610,1245441,1245249,1245645,1245294,1245458,1244653,1245286,1245481,1243903,1244486,1243633,1244232,1241585,1244290,1244512,1243618,1244381,1241405,1242448,1241301,1241296,1241200,1240632,1241275,1241258,1241282,1241162,1241230,1241273,1241274,1241288,1241008,1241194,1241073,1241197,1241239,1241290,1241249,1241205,1240594,1240799,1241007,1240813,1241006,1241086,1241179,1241266,1241183,1240999,1241004,1240324,1240389,1241209,1241255,1238103,1238161,1238080,1238704,1238147,1236434,1238131,1237829,1237828",2017/05/04 21:55:18
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"A music similarity function based on signal analysis","B. Logan; A. Salomon","Compaq Computer Corporation","IEEE International Conference on Multimedia and Expo, 2001. ICME 2001.","20031020","2001","","","745","748","<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/01237829.png"" border=""0"">","","POD:0-7695-1198-8","10.1109/ICME.2001.1237829","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1237829","","Cepstral analysis;Earth;Histograms;Indexing;Laboratories;Mel frequency cepstral coefficient;Multiple signal classification;Music information retrieval;Signal analysis;Spatial databases","","","","66","39","13","","","22-25 Aug. 2001","","IEEE","IEEE Conference Publications"
"Intelligent encoding of concepts in Web document retrieval","J. Zakos; B. Verma; Xue Li; S. Kulkarni","Griffith Univ., Australia","Proceedings Fifth International Conference on Computational Intelligence and Multimedia Applications. ICCIMA 2003","20031020","2003","","","72","77","The main aim of the proposed approach presented in this paper is to improve Web information retrieval effectiveness by overcoming the problems associated with a typical keyword matching retrieval system, through the use of concepts and an intelligent fusion of confidence values. By exploiting the conceptual hierarchy of the WordNet (G. Miller, 1995) knowledge base, we show how to effectively encode the conceptual information in a document using the semantic information implied by the words that appear within it. Rather than treating a word as a string made up of a sequence of characters, we consider a word to represent a concept.","","POD:0-7695-1957-1","10.1109/ICCIMA.2003.1238103","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1238103","","Computational intelligence;Encoding;Fuzzy neural networks;Fuzzy sets;Indexing;Information retrieval;Neural networks","Internet;encoding;information retrieval;knowledge based systems;string matching","Web document retrieval;WordNet knowledgebase;character sequences;concepts encoding;confidence values;information retrieval;intelligent encoding;intelligent fusion;keyword matching;semantic information","","2","","13","","","27-30 Sept. 2003","","IEEE","IEEE Conference Publications"
"Evaluation of different descriptors for identifying similar video shots","N. Adami; R. Leonardi; Yao Wang","University of Brescia","IEEE International Conference on Multimedia and Expo, 2001. ICME 2001.","20031020","2001","","","741","744","<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/01237828.png"" border=""0"">","","POD:0-7695-1198-8","10.1109/ICME.2001.1237828","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1237828","","Automation;Cameras;Data mining;Electric variables measurement;ISO standards;Information retrieval;Layout;MPEG 7 Standard;Vector quantization;Video sequences","","","","1","","9","","","22-25 Aug. 2001","","IEEE","IEEE Conference Publications"
"Path compression in forwarding-based reliable mobile agent communications","Jiannong Cao; Liang Zhang; Xinyu Feng; S. K. Das","Dept. of Comput., Hong Kong Polytech. Univ., Kowloon, China","2003 International Conference on Parallel Processing, 2003. Proceedings.","20031027","2003","","","313","320","We concern with the design of efficient algorithms for mobile agent communications. We first describe a novel mailbox-based scheme for flexible and adaptive message delivery in mobile agent systems and a specific adaptive protocol derived from the scheme. Then we present the design and verification of a path compression and garbage collection algorithm for improving the performance of the proposed protocol. Simulation results showed that by properly setting some parameters, the algorithm can effectively reduce both the number of location registrations and the communication overhead of each registration. Consequently, the total location registration overhead during the life cycle of a mobile agent is greatly reduced. The algorithm can also be used for clearing useless addresses of mobile agents cached by hosts in the network","0190-3918;01903918","POD:0-7695-2017-0","10.1109/ICPP.2003.1240594","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1240594","","Algorithm design and analysis;Communication system security;Computer science;Costs;Information retrieval;Information security;Mobile agents;Mobile communication;Mobile computing;Protocols","data compression;message passing;mobile agents;storage management","garbage collection algorithm;location registration;mailbox-based scheme;message delivery;mobile agent communication;path compression","","1","","9","","","9-9 Oct. 2003","","IEEE","IEEE Conference Publications"
"Layered annotations of digital images for data collection in the field","J. Cross; C. Baber; S. I. Woolley","The University of Birmingham","Seventh IEEE International Symposium on Wearable Computers, 2003. Proceedings.","20031103","2003","","","154","159","<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/01241405.png"" border=""0"">","1530-0811;15300811","POD:0-7695-2034-0","10.1109/ISWC.2003.1241405","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1241405","","Aircraft;Application software;Circuits;Computer aided instruction;Computer displays;Digital images;Geographic Information Systems;Information retrieval;Inspection;Wearable computers","","","","2","1","17","","","18-21 Oct. 2005","","IEEE","IEEE Conference Publications"
"A generalized site ranking model for Web IR","C. Ding; C. H. Chi","Ryerson Univ., Canada","Proceedings IEEE/WIC International Conference on Web Intelligence (WI 2003)","20031027","2003","","","584","587","Normally, the unit for a ranking model in a Web IR system is a Web page, which is, sometimes, just an information fragment. A larger unit considering the linkage information may be desired to reduce the cognitive overload for users to identify the complete information from the interconnected Web. We propose a ranking model to measure the relevance of the whole Web site. We take some illustrations to show the idea and provide evidences to indicate its effectiveness.","","POD:0-7695-1932-6","10.1109/WI.2003.1241273","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1241273","","Area measurement;Couplings;Fading;Heuristic algorithms;Information retrieval;Optical computing;Search engines;Web pages","Internet;Web sites;information retrieval;search engines","Web information retrieval;Web page;Web site ranking model;search engine","","2","4","8","","","13-17 Oct. 2003","","IEEE","IEEE Conference Publications"
"Coverage-aware self-scheduling in sensor networks","Jun Lu; T. Suda","ICS Dept., California Univ., Irvine, CA, USA","2002 14th International Conference on Ion Implantation Technology Proceedings (IEEE Cat. No.02EX505)","20031027","2003","","","117","123","One important measurement of a sensor network's performance is how well the sensor network can monitor a covered area, namely network coverage. We propose a scheme to improve the network coverage of a sensor network. We assume that each sensor can probabilistically detect a nearby event, and build a probabilistic model of network coverage by considering the data correlation among neighboring sensors. We also define the sensing denomination (SD) of a sensor using the network coverage model. A sensor's SD is regarded as the measurement of its contribution to the network coverage. The more the contribution of a sensor to the network coverage, the higher the sensor's SD is. Based on the location information of neighboring sensors, each sensor can calculate its SD value in a distributed manner. We then propose coverage-aware self-scheduling, in which sensors periodically calculate their SD values and probabilistically schedule their active and hibernating states according to their SD values, so that sensors with higher SD values have more chance to stay active. With the same amount of energy consumed, better network coverage can be achieved by applying the scheme. We then demonstrate through a numerical study that the scheme improves sensor network coverage considerably.","","POD:0-7803-8239-0","10.1109/CCW.2003.1240799","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1240799","","Animals;Base stations;Capacitive sensors;Chemical sensors;Event detection;Information retrieval;Intelligent networks;Monitoring;Temperature sensors;Wireless sensor networks","power consumption;probability;scheduling;wireless sensor networks","active state;coverage-aware self-scheduling;data correlation;energy consumption;hibernating state;network coverage;sensing denomination;wireless sensor networks","","9","","16","","","20-21 Oct. 2003","","IEEE","IEEE Conference Publications"
"Using efficient visual exploration techniques to evaluate features for content-based image retrieval","J. F. Rodrigues; C. A. B. Castanon; C. Traina; A. J. M. Traina","Comput. Sci. Dept., Sao Paulo Univ., Brazil","16th Brazilian Symposium on Computer Graphics and Image Processing (SIBGRAPI 2003)","20031027","2003","","","183","190","We present a novel visual approach to evaluate, in a fast and effective way, the development of new image feature extraction techniques concerning content-based image retrieval. This new approach takes advantage of an interactive 3-dimensional visualization fed by the image features obtained through a given extraction technique under analysis. Using controlled test image datasets, the researcher can literally ""see"" the discrimination power of the image features. This new approach gives a very good insight of the behavior of a given image feature extractor algorithm, which are confirmed by the well-known precision and recall measurements. We applied the visual approach proposed onto a wavelet-based image retrieval system, which is supporting the development of a Picture Archiving and Communication System that allows one to retrieve images by content.","1530-1834;15301834","POD:0-7695-2032-4","10.1109/SIBGRA.2003.1241007","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1241007","","Biomedical imaging;Content based retrieval;Feature extraction;Humans;Image retrieval;Indexing;Information retrieval;Medical diagnostic imaging;Picture archiving and communication systems;Testing","PACS;content-based retrieval;data visualisation;feature extraction;image retrieval","Picture Archiving and Communication System;content-based image retrieval;image dataset;image feature extraction;interactive 3-dimensional visualization;visual exploration techniques;wavelet-based image retrieval system","","1","2","18","","","12-15 Oct. 2003","","IEEE","IEEE Conference Publications"
"Learning human perceptual concepts in a fuzzy CBIR system","Chih-Yi Chiu; Hsin-Chih Lin; Shin-Nine Yang","Dept. of Comput. Sci., Nat. Tsing flua Univ., Hsinchu, Taiwan","Proceedings Fifth International Conference on Computational Intelligence and Multimedia Applications. ICCIMA 2003","20031020","2003","","","330","335","In this study, we propose a fuzzy logic framework for content-based image retrieval (CBIR) to achieve the goal of personalization and better retrieval results. Under the proposed framework, typical problems in CBIR such as the semantic gap and the perception subjectivity can be alleviated. Three major components, including: (1) image representation; (2) query expression; and (3) feature matching, are discussed and solutions are introduced. For the image representation, we formulate a mapping from low-level numerical features to high-level linguistic terms by the use of fuzzy membership functions. For the query expression, we define a query description language that provides a flexible query expression for users to specify their information need at various semantic levels. For the feature matching, our CBIR system can construct a unique personalized similarity function that measures similarity between the query and an image according to the user's query and his/her preference. Experimental results are given to show the effectiveness of our CBIR system.","","POD:0-7695-1957-1","10.1109/ICCIMA.2003.1238147","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1238147","","Computational intelligence;Content based retrieval;Feature extraction;Feedback;Fuzzy logic;Fuzzy systems;Humans;Image representation;Image retrieval;Information retrieval","content-based retrieval;feature extraction;fuzzy logic;image matching;image representation;image retrieval;query formulation","CBIR;content-based image retrieval;feature matching;fuzzy logic framework;image representation;linguistic term;numerical features;query expression;semantic gap","","0","","5","","","27-30 Sept. 2003","","IEEE","IEEE Conference Publications"
"Generic text summarization using local and global properties of sentences","C. Kruengkrai; C. Jaruskulchai","Dept. of Comput. Sci., Kasetsart Univ., Bangkok, Thailand","Proceedings IEEE/WIC International Conference on Web Intelligence (WI 2003)","20031027","2003","","","201","206","With the proliferation of text data on the World-Wide Web, the development of methods for automatically summarizing these data becomes more important. Here, we propose a practical approach for extracting the most relevant sentences from the original document to form a summary. The idea of our approach is to exploit both the local and global properties of sentences. The local property can be considered as clusters of significant words within each sentence, while the global property can be though of as relations of all sentences in the document. These two properties are combined to get a single measure reflecting the informativeness of sentences. Experimental results show that our approach compares favorably to a commercial text summarizer.","","POD:0-7695-1932-6","10.1109/WI.2003.1241194","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1241194","","Computer science;Data mining;Deductive databases;Information retrieval;Laboratories;Machinery;Natural language processing;Personal digital assistants;Search engines;Supervised learning","Internet;abstracting;information retrieval;text analysis;word processing","World-Wide Web;commercial text summarizer;generic text summarization;global property;local property;sentence extraction","","10","","17","","","13-17 Oct. 2003","","IEEE","IEEE Conference Publications"
