"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=7065896,7060142,7057305,7058056,7056941,7056997,6826585,7054823,7051975,7048181,7049016,7046109,7043189,7041851,7042511,7036684,7033837,7033462,7033469,7028488,7019736,7019650,7019820,7019166,7019271,7021024,7017712,7016631,7015214,7012832,7003584,7001893,7001487,7002670,7004426,6997648,6996961,6992210,6940262,6978946,6976082,6974852,6970231,6970209,6968222,6968219,6967137,6966362,6965144,6957744,6952573,6949870,6947870,6946799,6938717,6939514,6931493,6930160,6921752,6918280,6911361,6906809,6899285,6847693,6890868,6891581,6893902,6890677,6885864,6881952,6881897,6881959,6880643,6877028,6874954,6861068,6861091,6851913,6763025,6853817,6853021,6846852,6845666,6845665,6844175,6842976,6844219,6841550,6839272,6832304,6828002,6823556,6816244,6818304,6789990,6791813,6792606,6791479,6789804,6791890",2017/05/04 20:26:59
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Researches on domain ontology-based personalized information retrieval in military transportation","Gong Zhiping; Yang Xiaosong; Wang Shuo; Sui Bo","Gen. Logistics Dept., Mil. Transp. Res. Inst., Tianjin, China","2014 IEEE Workshop on Electronics, Computer and Applications","20140630","2014","","","496","498","Domain ontology in military transportation is applied to information retrieval to create corresponding personalized user interest models and personalized information retrieval model, construct a knowledge base on basis of domain ontology in military transportation, in order to to improve the efficiency in information retrieval and to provide users with timely, accurate and high-quality personalized services.","","DVD:978-1-4799-4566-5; Electronic:978-1-4799-4565-8; POD:978-1-4799-4564-1","10.1109/IWECA.2014.6845666","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6845666","Military transportation;information retrieval model;ontology;personalization","","information retrieval;knowledge based systems;military computing;ontologies (artificial intelligence);traffic engineering computing;transportation","domain ontology;information retrieval model;knowledge base;military transportation;personalized services;personalized user interest models","","0","","10","","","8-9 May 2014","","IEEE","IEEE Conference Publications"
"Research on big data information retrieval based on hadoop architecture","Chen Jie; Chen Dongjie; Huang Bangming","Commun. & Inf. Eng., Chongqing Univ. of Posts & Telecommun., Chongqing, China","2014 IEEE Workshop on Electronics, Computer and Applications","20140630","2014","","","492","495","In recent years, due to the growing popularity of the human network behavior, we meet the new generation of big data era. This makes the emergence of characteristics that large data storage capacity and fast business growth. For large storage capacity, instability, low retrieval time caused by large data information, this paper demonstrate a distributed storage and server clustering approach to solve the problem of tradition storage capacity, high-availability of retrieval and servers. For the arrival of the era of big data, how to improve the retrieval time, the storage capacity and stability of system, these provide for the future construction of a guiding role.","","DVD:978-1-4799-4566-5; Electronic:978-1-4799-4565-8; POD:978-1-4799-4564-1","10.1109/IWECA.2014.6845665","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6845665","big data;retrieval time;storage capacity;system stability","Google","Big Data;distributed processing;information retrieval;pattern clustering;storage management","Big Data era;Big Data information retrieval;Hadoop architecture;business growth;data storage capacity;distributed storage approach;human network behavior;retrieval time;server clustering approach","","0","","10","","","8-9 May 2014","","IEEE","IEEE Conference Publications"
"Wikipedia search engine: Interactive information retrieval interface design","A. K. Sandhu; T. Liu","College of Fine ArtsThe University of Texas at Austin, Texas, USA","2014 3rd International Conference on User Science and Engineering (i-USEr)","20150108","2014","","","18","23","Wikipedia search interface was redesigned based on the literature review for this project. An initial interface was designed with interactive information retrieval features covering the aspects of search box, categories, navigation, layout and search result views. Eight randomly selected subjects tested the interface in the scenario of simulated search tasks and provided their feedback via post-task questionnaire. A redesigned search user interface was proposed based on the subjects' feedback to the initial design. The new interface is expected to meet users' search preference and will inform further IIR (Interactive Information Retrieval) interface design.","","Electronic:978-1-4799-5813-9; POD:978-1-4799-5814-6","10.1109/IUSER.2014.7002670","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7002670","Wikipedia search;interactive information retrieval;search user interface","Electronic publishing;Encyclopedias;Internet;Layout;Navigation;Search engines","Web sites;graphical user interfaces;interactive systems;query processing;search engines","IIR interface design;Wikipedia search engine;Wikipedia search interface;interactive information retrieval interface design;layout feature;posttask questionnaire;redesigned search user interface;search box feature;search category feature;search navigation feature;search result view feature;simulated search tasks;user feedback;user search preference","","0","","15","","","2-5 Sept. 2014","","IEEE","IEEE Conference Publications"
"TSIR: A Chinese Temporal semantics Information Retrieval system based on MapReduce","Z. Shu; Y. Zuo; Y. Tang","Sch. of Educ., Sun Yat-sen Univ., Guangzhou, China","Proceedings of the 2014 IEEE 18th International Conference on Computer Supported Cooperative Work in Design (CSCWD)","20140708","2014","","","259","264","The significance of time in information production and consumption has been recognised in information retrieval research. Temporal information plays an important role in the webpage retrieval. The webpage has both the temporal metadata and temporal semantics in the content. However, the existing search engines conduct the information retrieval based on text keywords rather than temporal semantics. To address this issue, a Temporal semantics Information Retrieval (TSIR) System is proposed to deal with the Chinese temporal information retrieval. The TSIR system is deployed on Hadoop and implemented by the means of MapReduce. Firstly, the Chinese temporal regular expression rule is introduced to extract the explicit and implicit temporal phrases in the query keywords and webpages. Secondly, the scores of webpages are re-evaluated by taking text relevance and temporal semantics relevance into account and the returned results are ranked according to re-evaluation. Experiment shows that TSIR system could precisely and effectively match the keywords queries related to temporal expression.","","Electronic:978-1-4799-3776-9; POD:978-1-4799-3777-6; USB:978-1-4799-3775-2","10.1109/CSCWD.2014.6846852","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6846852","Chinese temporal semantics;Information retrieval;MapReduce;Temporal ranking","Data mining;Earthquakes;Educational institutions;Search engines;Semantics;Standards","Internet;information retrieval systems;meta data;natural language processing;parallel programming;public domain software;query processing;text analysis","Chinese temporal regular expression rule;Chinese temporal semantic information retrieval system;Hadoop;MapReduce;TSIR system;Web page retrieval;explicit temporal phrase extraction;implicit temporal phrase extraction;information consumption;information production;information retrieval research;query keywords;temporal metadata;temporal semantics relevance;text relevance","","0","","15","","","21-23 May 2014","","IEEE","IEEE Conference Publications"
"The Scientific Evaluation of Music Information Retrieval Systems: Foundations and Future","J. S. Downie","Graduate School of Library and Information Science University of Illinois at Urbana-Champaign 501 East Daniel Street Champaign, Illinois 61820 USA <email xlink:href="mailto:jdownie@uiuc.edu" xlink:type="simple">jdownie@uiuc.edu</email>","Computer Music Journal","20140519","2004","28","2","12","23","","0148-9267;01489267","","10.1162/014892604323112211","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6789990","","","","","","5","","","","","June 2004","","MIT Press","MIT Press Journals"
"Joint entropy for spatial information retrieval from orthogonal heart planes improves catheter ablation outcome prediction in persistent atrial fibrillation","M. Meo; V. Zarzoso; O. Meste; D. G. Latcu; N. Saoudi","Brigham and Women's Hospital, Harvard Medical School, Boston, MA, USA","Computing in Cardiology 2014","20150219","2014","","","901","904","Predictability of catheter ablation (CA) outcome in persistent atrial fibrillation (AF) is still an open issue. Predictors in previous studies are mainly computed in only one ECG lead, and neglect relevant information from the other ones. In this study we investigate the role of interlead relationships on the 12-lead ECG in CA outcome prediction.","0276-6574;02766574","Electronic:978-1-4799-4347-0; POD:978-1-4799-4372-2","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7043189","","Catheters;Electrocardiography;Entropy;Heart;Indexes;Medical treatment;Standards","bioelectric potentials;cardiology;catheters;electrocardiography;medical disorders;medical signal processing","12-lead ECG;AF complexity content;AF patients;AF patterns;CA outcome prediction;ECG subset;accurate prediction performance;area under curve;atrial fibrillation;catheter ablation;clinical outcome prediction;high JE values;interlead global information;joint entropy;orthogonal heart planes;simultaneous analysis;spatial information retrieval;spatial relationships;standard ECG leads","","0","","18","","","7-10 Sept. 2014","","IEEE","IEEE Conference Publications"
"Comparative study of information retrieval models used in search engine","J. A. Khan","Dept. of Computer Science & Engineering, Ambedkar Institute of Advanced Communication Technologies & Research, GGSIP University, Delhi, India","2014 International Conference on Advances in Engineering & Technology Research (ICAETR - 2014)","20150119","2014","","","1","5","Information retrieval is the methods of retrieving all the relevant information from a large collection of information. We will focus on the performance of the different information retrieval model based upon these models properties. Search engines used the property of these models for identifying the users given query for retrieving the information from the World Wide Web and form some specific application domain. If the user query is matched the search engine is able to precede the user query and retrieve the relevant information that is being searched by the user. Search engines which usually allow the information retrieval accuracy by using the Boolean Model, Vector Space Model and Probabilistic Model. In our paper we analyze precision and recall of these three models and compared by using different parameters.","2347-9337;23479337","Electronic:978-1-4799-6393-5; POD:978-1-4799-6394-2","10.1109/ICAETR.2014.7012832","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7012832","Comparisions;Information retrieval;Precision;Recall;web search","Computational modeling;Indexes;Probabilistic logic;Search engines;Vectors;Web search","Boolean algebra;Internet;probability;query processing;search engines;vectors","Boolean model;World Wide Web;information retrieval model;probabilistic model;search engine;user query identification;vector space model","","0","","16","","","1-2 Aug. 2014","","IEEE","IEEE Conference Publications"
"A fast geometric defuzzication operator for large scale information retrieval","S. Coupland; D. Croft; S. Brown","Centre for Computation Intelligence","2014 IEEE International Conference on Fuzzy Systems (FUZZ-IEEE)","20140908","2014","","","1143","1149","In this paper we explore the centroid defuzzification operation in the context of specific data retrieval application. We present a novel implication and centroid defuzzification approach based on geometric fuzzy sets and systems. It is demonstrated that this new approach requires fewer operations and results in a significant reduction in processing time in our application.","1098-7584;10987584","CD-ROM:978-1-4799-2073-0; Electronic:978-1-4799-2072-3; POD:978-1-4799-2074-7","10.1109/FUZZ-IEEE.2014.6891581","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6891581","","Computational efficiency;Equations;Fuzzy sets;Fuzzy systems;MATLAB;Mathematical model;Shape","fuzzy set theory;geometry;information retrieval","centroid defuzzication operation;data retrieval application;fast geometric defuzzication operator;geometric fuzzy sets;large scale information retrieval","","0","","14","","","6-11 July 2014","","IEEE","IEEE Conference Publications"
"Development of Retrieval and Storage System of Electronic Medical Information in S. Korea","J. Lee","Ind. Inf. Anal. Center, Korea Inst. of Sci. & Technol. Inf., Seoul, South Korea","2014 IEEE 27th International Symposium on Computer-Based Medical Systems","20140825","2014","","","527","528","As life expectancy steadily increases and various computer-related medical technologies are being developed every day, electronic medical information system(EMIS) is getting a necessity in order to organize, classify and pick out lots of information created in seconds, whenever needed. This paper is intended to give a historical perspective, present the current status of EMIS, their competitive status, and highlight major issues and opportunities for EMIS in S. Korea. It is expected that EMIS will develop in the direction of system reliability, mobile-based technology, cloud systems, profit maximization, product-user expansion in order to establish framework to meet needs of patients as well as those of healthcare providers. The EMIS, which is eventually connected to the development of u-Health, is expected to continue to evolve.","1063-7125;10637125","Electronic:978-1-4799-4435-4; POD:978-1-4799-4434-7","10.1109/CBMS.2014.122","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6881959","EHR (Electronic Health Records);EMIS (Electronic Medical Information System);EMR (Electronic Medical Records);HIS (Health Information System);u-Health","","cloud computing;information retrieval systems;medical information systems;mobile computing","EMIS;South Korea;cloud systems;electronic medical information retrieval;electronic medical information storage system;electronic medical information system;healthcare providers;mobile-based technology;product-user expansion;profit maximization;system reliability","","0","","9","","","27-29 May 2014","","IEEE","IEEE Conference Publications"
"Multi-server private information retrieval over unsynchronized databases","G. Fanti; K. Ramchandran","Department of Electrical and Computer Engineering, University of California-Berkeley-94720","2014 52nd Annual Allerton Conference on Communication, Control, and Computing (Allerton)","20150202","2014","","","437","444","Search histories contain detailed and sensitive information about people. Private information retrieval (PIR) aims to hide search histories from service providers by allowing a user to retrieve the wth record of a database without revealing w to the server. However, most known PIR schemes are either very inefficient (and therefore unlikely to gain traction in a practical sense) or reliant on some restrictive assumptions. In this paper, we consider an efficient class of schemes called multi-server PIR. Multi-server PIR assumes that the client communicates with multiple, non-colluding servers, each possessing an identical copy of the database. The current literature does not address the assumption that servers store perfectly-synchronized databases. This seems implausible, especially if servers are not meant to collude. We propose the first multiserver PIR scheme to return the desired record even when servers' databases are not perfectly synchronized. Our scheme asymptotically has the same computational and communication complexity as state-of-the-art PIR schemes for synchronized databases; this comes at the expense of probabilistic success guarantees and two rounds of communication. As a secondary result, our approach can efficiently process multiple concurrent queries in one round of PIR.","","Electronic:978-1-4799-8009-3; POD:978-1-4799-8010-9; USB:978-1-4799-8008-6","10.1109/ALLERTON.2014.7028488","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7028488","","Decoding;Indexes;Polynomials;Servers;Synchronization;Vectors","communication complexity;data privacy;database management systems;information retrieval;synchronisation","PIR scheme;communication complexity;computational complexity;multiserver PIR;multiserver private information retrieval;noncolluding server;perfectly-synchronized database;search history;service provider;unsynchronized databases","","1","","24","","","Sept. 30 2014-Oct. 3 2014","","IEEE","IEEE Conference Publications"
