"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=7002120,7004474,7002949,7004419,7000278,7000371,6998241,6997492,6996133,6919341,6993127,6993990,6993439,6993354,6987044,6986617,6987029,6984345,6982703,6985424,6984454,6985047,6982888,6984804,6984888,6981062,6979541,6976724,6977645,6975465,6977257,6977563,6977288,6969418,6969572,6974093,6974321,6970672,6972886,6974024,6973907,6968553,6967592,6969008,6968612,6968571,6913270,6968552,6968669,6962064,6805162,6961829,6958863,6958903,6957856,6960635,6952766,6949363,6949050,6948866,6946144,6942859,6944856,6944608,6943592,6943834,6945099,6947634,6947999,6851844,6899419,6899418,6936498,6936100,6935253,6934816,6934483,6933015,6927659,6927124,6927158,6927552,6930622,6927633,6927290,6923301,6921958,6922250,6922081,6921494,6921718,6920481,6920485,6920477,6917738,6918213,6917602,6918224,6918964,6646319",2017/05/04 23:32:53
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Hajj human event classification system using machine learning techniques","H. M. Zawbaa; E. Emary; A. E. Hassanien; M. F. Tolba","Faculty of Computers and Information, BeniSuef University, Egypt","13th International Conference on Hybrid Intelligent Systems (HIS 2013)","20141013","2013","","","191","196","In this paper, we proposed the new system for Hajj event classification in diverse and realistic Hajj videos and image scenes is investigated based on machine learning techniques. This challenging but important subject has mostly been ignored in the past due to several problems one of which is the lack of realistic and annotated video datasets. The main contribution of this work is to address the limitation and investigate the use of video for automatic annotation of human event classification. The proposed system consist of three main phases. Firstly, preprocessing phase which apply shot boundary detection algorithm for Hajj videos. After that feature extraction phase applying sparse coding based on Scale Invariant Feature Transform (SIFT) features. Finally, the event classification phase by applying several machine learning techniques including the K-Nearest Neighbor (KNN), Support Vector Machine (SVM), and Random Forests (RF) classifiers. Experiments with real data sets revealed the significant performance advantage of the machine learning techniques over the scale invariant feature transform (SIFT) features selection method. Receiver operating characteristics (ROC) analysis is used to compare classifier performance.","","Electronic:978-1-4799-2439-4; POD:978-1-4799-2440-0","10.1109/HIS.2013.6920481","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6920481","","Filtering;Legged locomotion;Radio frequency;Support vector machines","feature extraction;humanities;image classification;image coding;learning (artificial intelligence);support vector machines;transforms;video signal processing","Hajj human event classification system;Hajj image scenes;Hajj videos;K-nearest neighbor;KNN;RF classifiers;ROC analysis;SIFT features;SVM;automatic human event classification annotation;event classification phase;feature extraction phase;machine learning techniques;preprocessing phase;random forests classifiers;receiver operating characteristics analysis;scale invariant feature transform features;shot boundary detection algorithm;sparse coding;support vector machine","","0","","26","","","4-6 Dec. 2013","","IEEE","IEEE Conference Publications"
"Automatic Tagging Web Services Using Machine Learning Techniques","M. Lin; D. W. Cheung","Dept. of Comput. Sci., Univ. of Hong Kong, Hong Kong, China","2014 IEEE/WIC/ACM International Joint Conferences on Web Intelligence (WI) and Intelligent Agent Technologies (IAT)","20141020","2014","2","","258","265","Web services have become popular and increasingly important in e-business and e-commerce applications especially in large scale distributed systems. As a result, increasing number of web services has been developed. However, this abundance creates a vast collection of web services which makes the task of locating a suitable one more challenging and more difficult. Automatic clustering of web services groups together web services with similar functions. Clustering could greatly boost the power of web service search engines and generate tags to improve the search accuracy of tag-based service recommendation. In this paper, we propose a web service clustering technique based on Carrot search clustering and K-means to group similar services together to generate tags and we use naive bayes algorithm to classify web services. We also develop a tag-based service recommendation for WSDL documents. We demonstrate that the proposed clustering approach is effective for web service discovery.","","Electronic:978-1-4799-4143-8; POD:978-1-4799-4142-1","10.1109/WI-IAT.2014.106","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6927633","Clustering;Web Service","Clustering algorithms;Feature extraction;Search engines;Tagging;Vectors;Web services;XML","Bayes methods;Web services;document handling;learning (artificial intelligence);pattern classification;pattern clustering;recommender systems","Carrot search clustering;K-means clustering;WSDL documents;Web service classification;Web service clustering technique;Web service discovery;automatic Web service tagging;machine learning techniques;naive Bayes algorithm;similar services group;tag-based service recommendation","","0","","19","","","11-14 Aug. 2014","","IEEE","IEEE Conference Publications"
"Features in Identification Approaches for MicroRNA Precursors Based on Machine Learning","Z. Hongjun; P. Haiqing; W. Xiuqin; L. Yongqiang","Coll. of Inf. Sci. & Eng., Yanshan Univ., Qinhuangdao, China","2014 Fifth International Conference on Intelligent Systems Design and Engineering Applications","20141206","2014","","","483","488","MicroRNAs (miRNAs) are a group of non-coding small RNA of ~ 22 nucleotides in length. They play important roles in gene regulation in animals and plants. The machine learning approach has become an important way to discover miRNAs, which is complement to experimental approaches. Feature selection is the key step of machine learning approaches to discover miRNA precursors. The performance and generalization ability of classifier is affected by the feature set. Features of miRNA precursors used in machine learning approaches were summarized in this review. According to the properties of features to distinguish the miRNA precursors and the non-miRNA precursors, features were categorized into three classes: sequence features, structure features, structure sequence features.","","CD-ROM:978-1-4799-4262-6; Electronic:978-1-4799-4261-9; POD:978-1-4799-7889-2","10.1109/ISDEA.2014.116","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6977645","features;machine learning approaches;miRNA precursor;microRNA","Bioinformatics;Feature extraction;Genomics;Periodic structures;RNA;Sequential analysis;Support vector machines","RNA;feature selection;generalisation (artificial intelligence);genetics;learning (artificial intelligence)","MicroRNA precursors;animals;feature selection;feature set;gene regulation;generalization ability;identification approach;machine learning approach;noncoding small RNA;nucleotides;plants;structure-sequence features","","0","","38","","","15-16 June 2014","","IEEE","IEEE Conference Publications"
"Machine Learning in Wireless Sensor Networks: Algorithms, Strategies, and Applications","M. A. Alsheikh; S. Lin; D. Niyato; H. P. Tan","Sch. of Comput. Eng., Nanyang Technol. Univ., Singapore, Singapore","IEEE Communications Surveys & Tutorials","20141120","2014","16","4","1996","2018","Wireless sensor networks (WSNs) monitor dynamic environments that change rapidly over time. This dynamic behavior is either caused by external factors or initiated by the system designers themselves. To adapt to such conditions, sensor networks often adopt machine learning techniques to eliminate the need for unnecessary redesign. Machine learning also inspires many practical solutions that maximize resource utilization and prolong the lifespan of the network. In this paper, we present an extensive literature review over the period 2002-2013 of machine learning methods that were used to address common issues in WSNs. The advantages and disadvantages of each proposed algorithm are evaluated against the corresponding problem. We also provide a comparative guide to aid WSN designers in developing suitable machine learning solutions for their specific application challenges.","1553-877X;1553877X","","10.1109/COMST.2014.2320099","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6805162","Wireless sensor networks;clustering;compressive sensing;data aggregation;data integrity;data mining;event detection;fault detection;localization;machine learning;medium access control;query processing;security","Algorithm design and analysis;Classification algorithms;Clustering algorithms;Machine learning algorithms;Principal component analysis;Routing;Wireless sensor networks","learning (artificial intelligence);wireless sensor networks","AD 2002-13;machine learning;network lifespan;resource utilization;wireless sensor networks","","39","","152","","20140424","Fourthquarter 2014","","IEEE","IEEE Journals & Magazines"
"Automatic Nile Tilapia fish classification approach using machine learning techniques","M. M. M. Fouad; H. M. Zawbaa; N. El-Bendary; A. E. Hassanien","Arab Academy for Science, Technology, and Maritime Transport, Cairo, Egypt","13th International Conference on Hybrid Intelligent Systems (HIS 2013)","20141013","2013","","","173","178","Commonly, aquatic experts use traditional methods such as casting nets or underwater human monitoring for detecting existence and quantities of different species of fish. However, the recent breakthrough in digital cameras and storage abilities, with consequent cost reduction, can be utilized for automatically observing different underwater species. This article introduces an automatic classification approach for the Nile Tilapia fish using support vector machines (SVMs) algorithm in conjunction with feature extraction techniques based on Scale Invariant Feature Transform (SIFT) and Speeded Up Robust Features (SURF) algorithms. The core of this approach is to apply the feature extraction algorithms in order to describe local features extracted from a set of fish images. Then, the proposed approach classifies the fish images using a number of support vector machines classifiers to differentiate between fish species. Experimental results obtained show that the support vector machines algorithm outperformed other machine learning techniques, such as artificial neural networks (ANN) and k-nearest neighbor (k-NN) algorithms, in terms of the overall classification accuracy.","","Electronic:978-1-4799-2439-4; POD:978-1-4799-2440-0","10.1109/HIS.2013.6920477","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6920477","Feature Description;Feature Extraction;Fish classification;Fish recognition;Image processing","Accuracy;Artificial neural networks;Biology;Biomedical monitoring;Monitoring;Robustness;Support vector machines","aquaculture;feature extraction;image classification;learning (artificial intelligence);support vector machines;transforms","SIFT;SURF algorithms;SVM algorithm;aquatic experts;automatic Nile Tilapia fish classification approach;casting nets;digital cameras;feature extraction;fish images;machine learning;scale invariant feature transform;speeded up robust features algorithms;support vector machines;traditional methods;underwater human monitoring","","1","","27","","","4-6 Dec. 2013","","IEEE","IEEE Conference Publications"
"War against mobile malware with cloud computing and machine learning forces","F. Idrees; R. Muttukrishnan","City Univ. London, London, UK","2014 IEEE 3rd International Conference on Cloud Networking (CloudNet)","20141201","2014","","","278","280","Today's smart phones are used for wider range of activities. This extended range of functionalities has also seen the infiltration of new security threats. The malicious parties are using highly stealthy techniques to perform the targeted operations, which are hard to detect by the conventional signature and behavior based approaches. Besides, the limited resources of mobile device are inadequate to perform the computationally extensive malware detection tasks and to sustain the device's clean status. In this paper, we propose an effective and resource rich detection system which uses certain distinguishing combinations of permissions and intents used by the apps to identify the malware apps. Different machine learning algorithms are investigated for classification of apps into benign or malware types. To the best of our knowledge, this is the first ever work in which both the permissions and intents have been amalgamated for malware detection using cloud computing paradigm. Effectiveness of our approach is verified by testing the real-world malware and benign apps collected from various sources.","","Electronic:978-1-4799-2730-2; POD:978-1-4799-2732-6; USB:978-1-4799-2727-2","10.1109/CloudNet.2014.6969008","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6969008","Permission model;classification;cloud computing;intent model","Classification algorithms;Machine learning algorithms;Malware;Mobile communication;Smart phones","cloud computing;invasive software;learning (artificial intelligence);mobile computing;smart phones","cloud computing;machine learning;malware detection task;mobile malware;security threat;smart phones","","0","","7","","","8-10 Oct. 2014","","IEEE","IEEE Conference Publications"
"Detection of epileptic convulsions from accelerometry signals through machine learning approach","M. Milošević; A. Van de Vel; B. Bonroy; B. Ceulemans; L. Lagae; B. Vanrumste; S. Van Huffel","Department of Electrical Engineering (ESAT), STADIUS, KU Leuven, Belgium","2014 IEEE International Workshop on Machine Learning for Signal Processing (MLSP)","20141120","2014","","","1","6","A seizure detection system in the non-clinical environment would enable long-term monitoring and give better insights into the number of seizures and their characteristics. Moreover, an alarm at seizure onset is important for alerting the parents or care-givers so they could comfort the child and optionally give the treatment. Therefore, we developed a patient-independent automatic algorithm for registration and detection of (tonic-)clonic seizures based on four accelerometers attached to the wrists and ankles. The objective is to classify two second epochs as seizure or non-seizure epochs employing supervised learning techniques. Starting from 140 features found in similar publications, a filter method based on mutual information is applied to remove irrelevant and redundant features. A least-squares support vector machine classifier is used to distinguish seizure and non-seizure epochs based on the selected features. For seizures longer than 30 seconds, median sensitivity of 100%, false detection rate of 0.39 h<sup>-1</sup> and alarm delay of 15.2 s over all patients are reached.","1551-2541;15512541","Electronic:978-1-4799-3694-6; POD:978-1-4799-3695-3","10.1109/MLSP.2014.6958863","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6958863","Seizure detection;accelerometers;children;home monitoring","Electroencephalography;Monitoring;Pediatrics;Support vector machines;Testing;Vectors;Wrist","learning (artificial intelligence);medical signal processing;signal detection;support vector machines","accelerometry signals;epileptic convulsion detection;least-squares support vector machine classifier;machine learning approach;nonclinical environment;nonseizure epochs;patient-independent automatic algorithm;seizure detection system;supervised learning techniques;tonic-clonic seizure detection;tonic-clonic seizure registration","","2","","14","","","21-24 Sept. 2014","","IEEE","IEEE Conference Publications"
"Applying Machine Learning to Reduce Overhead in DTN Vehicular Networks","L. P. Portugal-Poma; C. A. C. Marcondes; H. Senger; L. Arantes","Dept. de Comput., Univ. Fed. de Sao Carlos, Sao Carlos, Brazil","2014 Brazilian Symposium on Computer Networks and Distributed Systems","20141020","2014","","","94","102","VANETs benefit from Delay Tolerant Networks (DTNs) routing algorithms when connectivity is intermittent because of the fast movement of vehicles. Multi-copy DTN algorithms spread message copies to increase the delivery probability but increasing network overhead. In this work we apply machine learning algorithms to reduce network overhead by discriminating the worst intermediate nodes for the transmission of copies. The scenario is a VANET of public buses that follow specific routes and schedules. This repetitive behavior creates an opportunity for applying trained classifiers to predict the occurrence of performance-related events. As the main contribution, our method decreases overhead without degrading delivery probability.","","Electronic:978-1-4799-5612-8; POD:978-1-4799-5613-5","10.1109/SBRC.2014.12","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6927124","DTN;VANET;machine learning;routing","Data collection;Decision trees;Delays;Machine learning algorithms;Routing;Training;Vehicles","delay tolerant networks;learning (artificial intelligence);vehicular ad hoc networks","DTN routing algorithms;DTN vehicular networks;VANET;connectivity;delay tolerant networks;delivery probability;machine learning algorithms;multicopy DTN algorithms;network overhead;performance-related events;public buses;repetitive behavior","","0","","20","","","5-9 May 2014","","IEEE","IEEE Conference Publications"
"Area wise high resolution water availability estimation using heterogeneous remote sensing and ensemble machine learning","C. Li; R. Dutta; D. Smith","CSIRO Digital Productivity and Services Flagship CSIRO Hobart, Tasmania 7001, Australia","IEEE SENSORS 2014 Proceedings","20141215","2014","","","1992","1995","In this paper a novel remote sensing data integration framework has been developed using ensemble machine learning to estimate large area wise ground water balance. Heterogeneous spatio-temporal database including `Australian Water Availability Project (AWAP) database', `Australian Digital Elevation data (ADED)', and `NASA MODIS Vegetation Index (VI) data' were processed and integrated. An irrigated farming area (covering 20km × 20km) in Tasmania described by S 42°36 Latitude and E 147°29 Longitude, where weekly data from the period Jan 2007 - Dec 2013 (total 320 weeks) were studied. An ensemble machine learning framework combining Sugano type Adaptive Neuro Fuzzy Inference System (ANFIS), Elman (ENN), Cascade Feed Forward (CFFNN), and Function fitting neural networks (FFNN) were trained with combined training inputs of VI and ADED demographic data against the AWAP based water balance estimations as training targets. Based on the spatial distribution of the training performance, different trained estimators were selected to estimate water balance at various spatial locations purely based on VI and ADED inputs, where no AWAP data were available. A high-resolution (250m) water availability map was created for the whole area on a weekly temporal scale, which could potentially provide accurate irrigation management support over a very large area.","1930-0395;19300395","Electronic:978-1-4799-0162-3; POD:978-1-4799-0160-9; USB:978-1-4799-0161-6","10.1109/ICSENS.2014.6985424","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6985424","","Australia;Availability;Estimation;MODIS;Mathematical model;Sensors;Spatial resolution","digital elevation models;fuzzy reasoning;geophysics computing;groundwater;irrigation;learning (artificial intelligence);neural nets;radiometry;remote sensing;vegetation;water resources","AD 2007 01 to 2013 12;ADED;ADED demographic data training input;ANFIS;AWAP based water balance estimation;AWAP database;Australian Water Availability Project database;Australian digital elevation data;CFFNN;ENN;Elman;FFNN;NASA MODIS vegetation index data;Sugano type adaptive neuro fuzzy;Tasmania;VI demographic data training input;accurate irrigation management;area wise high resolution water availability estimation;cascade feed forward;ensemble machine learning;ensemble machine learning framework;function fitting neural network;heterogeneous remote sensing;heterogeneous spatio-temporal database;high-resolution water availability map;irrigated farming area;large area wise ground water balance;remote sensing data integration framework;training performance spatial distribution;weekly temporal scale","","0","","30","","","2-5 Nov. 2014","","IEEE","IEEE Conference Publications"
"An automatic flower classification approach using machine learning algorithms","H. M. Zawbaa; M. Abbass; S. H. Basha; M. Hazman; A. E. Hassenian","Faculty of Mathematics and Computer Science, Babes-Bolyai University, Romania","2014 International Conference on Advances in Computing, Communications and Informatics (ICACCI)","20141201","2014","","","895","901","This work aims to develop an effective flower classification approach using machine learning algorithms. Eight flower categories were analyzed in order to extract their features. Scale Invariant Feature Transform (SIFT) and Segmentation-based Fractal Texture Analysis (SFTA) algorithms are used to extract flower features. The proposed approach consists of three phases namely: segmentation, feature extraction, and classification phases. In segmentation phase, the flower region is segmented to remove the complex background from the images dataset. Then flower image features are extracted. Finally for classification phase, the proposed approach applied Support Vector Machine (SVM) and Random Forests (RF) algorithms to classify different kinds of flowers. An experiment was carried out using the proposed approach on a dataset of 215 flower images. It shows that Support Vector Machine (SVM) based algorithm provides better accuracy compared to the Random Forests (RF) algorithm when using the SIFT as a feature extraction algorithm. While, Random Forests (RF) algorithm provides its better accuracy with SFTA. Moreover, the system is capable of automatically recognize the flower name with a high degree of accuracy.","","Electronic:978-1-4799-3080-7; POD:978-1-4799-3081-4; USB:978-1-4799-3079-1","10.1109/ICACCI.2014.6968612","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6968612","Features Extraction;Flower Classification;Image Classification;Image Segmentation;Random Forest (RF);Scale Invariant Feature Transform (SIFT);Segmentation-based Fractal Texture Analysis (SFTA);Support Vector Machine (SVM)","Image recognition;Image segmentation;Learning systems","biology computing;botany;feature extraction;image classification;image segmentation;image texture;learning (artificial intelligence);support vector machines","RF;SFTA algorithm;SIFT algorithm;SVM;automatic flower classification approach;classification phase;feature extraction;feature extraction phase;flower categories;machine learning algorithms;random forests;scale invariant feature transform;segmentation phase;segmentation-based fractal texture analysis;support vector machine","","1","","22","","","24-27 Sept. 2014","","IEEE","IEEE Conference Publications"
