"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=7194735,7216746,7216731,7208635,7207408,7207250,7210335,7194741,7207196,7207374,7207291,7210439,7203318,7169364,7196542,7184892,7184901,7184914,7184688,7184877,7190443,7193038,7184808,7184891,7184668,7194280,7193054,7184916,7159062,7094280,7181948,7181905,7178188,7175902,7168469,7175952,7178346,7176280,7177225,7120172,7180092,7178127,7177954,7180063,7175752,7178343,7178657,7178484,6951423,7069208,6682892,7173581,6994292,6990595,7055837,7168938,7170477,7170394,7169194,7170624,7171099,6861439,7167279,7167186,7167480,7167521,7166576,7167251,7167384,7096998,7164140,7164189,7104094,7164035,7164069,7164645,7164008,7164064,7165222,7163895,7163876,7163858,6905710,7163042,7161571,7161501,7063914,7158676,7158334,7160186,7158930,7158067,7160142,7158929,7155971,7029116,7156012,6879477,7154740,7153948",2017/05/05 21:53:00
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"A Practical Evaluation of Information Processing and Abstraction Techniques for the Internet of Things","F. Ganz; D. Puschmann; P. Barnaghi; F. Carrez","Centre for Communication Systems Research, University of Surrey, Surrey, U.K.","IEEE Internet of Things Journal","20150730","2015","2","4","340","354","The term Internet of Things (IoT) refers to the interaction and communication between billions of devices that produce and exchange data related to real-world objects (i.e. things). Extracting higher level information from the raw sensory data captured by the devices and representing this data as machine-interpretable or human-understandable information has several interesting applications. Deriving raw data into higher level information representations demands mechanisms to find, extract, and characterize meaningful abstractions from the raw data. This meaningful abstractions then have to be presented in a human and/or machine-understandable representation. However, the heterogeneity of the data originated from different sensor devices and application scenarios such as e-health, environmental monitoring, and smart home applications, and the dynamic nature of sensor data make it difficult to apply only one particular information processing technique to the underlying data. A considerable amount of methods from machine-learning, the semantic web, as well as pattern and data mining have been used to abstract from sensor observations to information representations. This paper provides a survey of the requirements and solutions and describes challenges in the area of information abstraction and presents an efficient workflow to extract meaningful information from raw sensor data based on the current state-of-the-art in this area. This paper also identifies research directions at the edge of information abstraction for sensor data. To ease the understanding of the abstraction workflow process, we introduce a software toolkit that implements the introduced techniques and motivates to apply them on various data sets.","2327-4662;23274662","","10.1109/JIOT.2015.2411227","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7055837","Data Abstraction;Data abstraction;Internet of Things;Internet of Things (IoT);Semantic Web;Software Tools;machine-learning;semantic Web;software tools","Band-pass filters;Context;Data mining;Information filters;Internet of things;Vectors","Internet of Things;data mining;learning (artificial intelligence);semantic Web","Internet of Things;IoT;abstraction techniques;data mining;human-understandable information data;information abstraction;information processing;information processing technique;machine-interpretable data;machine-learning;pattern mining;semantic Web;sensor devices","","14","","51","","20150306","Aug. 2015","","IEEE","IEEE Journals & Magazines"
"Markerless augmented reality based on local binary pattern","Y. Hbali; M. Sadgal; A. EL Fazziki","Faculty of Sciences SEMLALIA, Cadi Ayyad University, Prince Moulay Abdellah Avenue, Marrakech, Morocco","2013 International Conference on Signal Processing and Multimedia Applications (SIGMAP)","20150813","2013","","","137","141","Augmented reality is becoming the future of e-commerce, throw their mobile devices, customers have access to all kind of information, going from weather, news papers, shops and so on. Today's mobiles devices are so powerful to the point that they can be used as a platform of virtual try-on systems. Over this paper we present a virtual eye glasses try-on system based on augmented reality and LBP for face and eyes detection. The well-known machine learning Ada Boost algorithm is used for real time eyes tracking, the resulting face and eyes positions are continuously utilized to overlay the glasses model over the face. The system helps evaluating glasses before trying them in the store and makes possible the design of its own style.","","Electronic:978-9-8975-8129-8; POD:978-1-4799-7136-7","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7184688","Augmented Reality;Eyes Detection;Face Detection;Local Binary Pattern;Machine Learning","Biological system modeling;Computational modeling;Databases;Detectors;Electronic commerce;Lighting;Time factors","Ada;augmented reality;electronic commerce;face recognition;learning (artificial intelligence)","e-commerce;eyes detection;eyes tracking;face detection;local binary pattern;machine learning Ada Boost algorithm;markerless augmented reality;mobile devices;virtual eye glasses try-on system;virtual try-on systems","","0","","16","","","29-31 July 2013","","IEEE","IEEE Conference Publications"
"Q-learning based hyper-heuristic for scheduling system self-parameterization","D. Falcão; A. Madureira; I. Pereira","GECAD Research Group-School of Engineering, Polytechnic Institute of Porto, Porto, Portugal","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","20150730","2015","","","1","7","Optimization in current decision support systems has a highly interdisciplinary nature related with the need to integrate different techniques and paradigms for solving real-world complex problems. Computing optimal solutions in many of these problems are unmanageable. Heuristic search methods are known to obtain good results in an acceptable time interval. However, parameters need to be adjusted to allow good results. In this sense, learning strategies can enhance the performance of a system, providing it with the ability to learn, for instance, the most suitable optimization technique for solving a particular class of problems, or the most suitable parameterization of a given algorithm on a given scenario. Hyper-heuristics arise in this context as efficient methodologies for selecting or generating (meta) heuristics to solve NP-hard optimization problems. This paper presents the specification of a hyper-heuristic for selecting techniques inspired in nature, for solving the problem of scheduling in manufacturing systems, based on previous experience. The proposed hyper-heuristic module uses a reinforcement learning algorithm, which enables the system with the ability to autonomously select the meta-heuristic to use in optimization process as well as the respective parameters. A computational study was carried out to evaluate the influence of the hyper-heuristics on the performance of a scheduling system. The obtained results allow to conclude about the effectiveness of the proposed approach.","2166-0727;21660727","Electronic:978-9-8998-4345-5; POD:978-1-4799-8330-8","10.1109/CISTI.2015.7170394","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170394","Hyper-heuristics;Machine Learning;Meta-heuristics;Multi-Agent Systems;Optimization;Q-Learning;Scheduling","Context;Job shop scheduling;Learning (artificial intelligence);Optimal scheduling;Processor scheduling","computational complexity;decision support systems;learning (artificial intelligence);manufacturing systems;production engineering computing;scheduling;search problems","NP-hard optimization problems;Q-learning based hyper-heuristic module;decision support systems;heuristic search methods;manufacturing systems;metaheuristics;optimization technique;reinforcement learning algorithm;system self-parameterization scheduling","","0","","30","","","17-20 June 2015","","IEEE","IEEE Conference Publications"
"Cloning your mind: Security challenges in cognitive system designs and their solutions","Beiye Liu; Chunpeng Wu; Hai Li; Yiran Chen; Qing Wu; M. Barnell; Qinru Qiu","University of Pittsburgh, PA, 15261, USA","2015 52nd ACM/EDAC/IEEE Design Automation Conference (DAC)","20150727","2015","","","1","5","With the booming of big-data applications, cognitive information processing systems that leverage advanced data processing technologies, e.g., machine learning and data mining, are widely used in many industry fields. Although these technologies demonstrate great processing capability and accuracy in the relevant applications, several security and safety challenges are also emerging against these learning based technologies. In this paper, we will first introduce several security concerns in cognitive system designs. Some real examples are then used to demonstrate how the attackers can potentially access the confidential user data, replicate a sensitive data processing model without being granted the access to the details of the model, and obtain some key features of the training data by using the services publically accessible to a normal user. Based on the analysis of these security challenges, we also discuss several possible solutions that can protect the information privacy and security of cognitive systems during different stages of the usage.","0738-100X;0738100X","Electronic:978-1-4799-8052-9; POD:978-1-4799-8053-6","10.1145/2744769.2747915","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7167279","Cognitive Systems;Machine Learning;Security","Data models;Neural networks;Predictive models;Security;Training;Training data","Big Data;cognition;security of data","Big-Data application;cognitive information processing systems;cognitive system design;data mining;data security;machine learning;sensitive data processing model","","1","","13","","","8-12 June 2015","","IEEE","IEEE Conference Publications"
"Impacts of Raw Data Temporal Resolution Using Selected Clustering Methods on Residential Electricity Load Profiles","R. Granell; C. J. Axon; D. C. H. Wallom","Oxford e-Research Centre, University of Oxford, Oxford, UK","IEEE Transactions on Power Systems","20150803","2015","30","6","3217","3224","There is growing interest in discerning behaviors of electricity users in both the residential and commercial sectors. With the advent of high-resolution time-series power demand data through advanced metering, mining this data could be costly from the computational viewpoint. One of the popular techniques is clustering, but depending on the algorithm the resolution of the data can have an important influence on the resulting clusters. This paper shows how temporal resolution of power demand profiles affects the quality of the clustering process, the consistency of cluster membership (profiles exhibiting similar behavior), and the efficiency of the clustering process. This work uses both raw data from household consumption data and synthetic profiles. The motivation for this work is to improve the clustering of electricity load profiles to help distinguish user types for tariff design and switching, fault and fraud detection, demand-side management, and energy efficiency measures. The key criterion for mining very large data sets is how little information needs to be used to get a reliable result, while maintaining privacy and security.","0885-8950;08858950","","10.1109/TPWRS.2014.2377213","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6994292","Classification algorithms;clustering algorithms;data mining;energy consumption;machine learning;power demand;smart grids","Algorithm design and analysis;Classification algorithms;Clustering algorithms;Data mining;Energy consumption;Machine learning;Power demand;Smart grids","data mining;data privacy;demand side management;fault diagnosis;learning (artificial intelligence);pattern classification;pattern clustering;power meters;power system analysis computing;power system economics;power system faults;power system security;tariffs;time series;very large databases","advanced metering;classification algorithms;cluster membership consistency;clustering process efficiency;clustering process quality;commercial sectors;data resolution;demand-side management;energy efficiency measures;fault detection;fraud detection;high-resolution time-series power demand data;information needs;machine learning;power demand profiles;privacy maintenance;raw data temporal resolution;residential electricity load profiles;residential sectors;security maintenance;selected clustering methods;tariff design;tariff switching;very large data set mining","","1","","29","","20141219","Nov. 2015","","IEEE","IEEE Journals & Magazines"
"An energy-efficient memory-based high-throughput VLSI architecture for convolutional networks","M. Kang; S. K. Gonugondla; M. S. Keel; N. R. Shanbhag","University of Illinois at Urbana-Champaign, United States","2015 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","20150806","2015","","","1037","1041","In this paper, an energy efficient, memory-intensive, and high throughput VLSI architecture is proposed for convolutional networks (C-Net) by employing compute memory (CM) [1], where computation is deeply embedded into the memory (SRAM). Behavioral models incorporating CM's circuit non-idealities and energy models in 45nm SOI CMOS are presented. System-level simulations using these models demonstrate that the probability of handwritten digit recognition P<sub>r</sub> > 0.99 can be achieved using the MNIST database [2], along with a 24.5× reduced energy delay product, a 5.0× reduced energy, and a 4.9× higher throughput as compared to the conventional system.","1520-6149;15206149","Electronic:978-1-4673-6997-8; POD:978-1-4673-6998-5; USB:978-1-4673-6996-1","10.1109/ICASSP.2015.7178127","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7178127","Compute memory;Convolutional networks;Machine learning;Pattern recognition","Arrays;Computational modeling;Delays;Random access memory;Registers;Throughput","CMOS integrated circuits;SRAM chips;convolution;energy conservation;handwritten character recognition;silicon-on-insulator","C-Net;CM circuit;MNIST database;SOI CMOS;SRAM;behavioral model;compute memory;convolutional network;energy delay product;energy-efficient memory-based high-throughput VLSI architecture;handwritten digit recognition probability;size 45 nm;system-level simulation","","2","","6","","","19-24 April 2015","","IEEE","IEEE Conference Publications"
"Cyber Protection of Critical Infrastructures Using Supervised Learning","A. Patrascu; V. V. Patriciu","Comput. Sci. Dept., Mil. Tech. Acad., Bucharest, Romania","2015 20th International Conference on Control Systems and Computer Science","20150806","2015","","","461","468","Interconnected computing units are used more and more in our daily lives, starting from the transportation systems and ending with gas and electricity distribution, together with tenths or hundreds of systems and sensors, called critical infrastructures. In this context, cyber protection is vital because they represent one of the most important parts of a country's economy thus making them very attractive to cyber criminals or malware attacks. Even though the detection technologies for new threats have improved over time, modern malware still manage to pass even the most secure and well organized computer networks, firewalls and intrusion detection equipments, making all systems vulnerable. This is the main reason that automatic learning is used more often than any other detection algorithms as it can learn from existing attacks and prevent newer ones. In this paper we discuss the issues threatening critical infrastructures systems and propose a framework based on machine learning algorithms and game theory decision models that can be used to protect such systems. We present the results taken after implementing it using three distinct classifiers - k nearest neighbors, decision trees and support vector machines.","2379-0474;23790474","Electronic:978-1-4799-1780-8; POD:978-1-4799-1781-5","10.1109/CSCS.2015.34","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7168469","critical infrastructure protection;cybersecurity framework;game theory decision engine;machine learning","Biological system modeling;Game theory;Security;Sensors;Support vector machines;Testing;Training","decision trees;game theory;learning (artificial intelligence);pattern classification;security of data;support vector machines","computer networks;critical infrastructure;cyber criminals;cyber protection;decision trees;firewalls;game theory decision models;interconnected computing units;intrusion detection equipments;k nearest neighbors;machine learning algorithms;malware attacks;supervised learning;support vector machines","","1","","23","","","27-29 May 2015","","IEEE","IEEE Conference Publications"
"Approximation Errors of Online Sparsification Criteria","P. Honeine","Institut Charles Delaunay (CNRS), Universit&#x00E9; de technologie de Troyes, Troyes, France","IEEE Transactions on Signal Processing","20150806","2015","63","17","4700","4709","Many machine learning frameworks, such as resource-allocating networks, kernel-based methods, Gaussian processes, and radial-basis-function networks, require a sparsification scheme in order to address the online learning paradigm. For this purpose, several online sparsification criteria have been proposed to restrict the model definition on a subset of samples. The most known criterion is the (linear) approximation criterion, which discards any sample that can be well represented by the already contributing samples, an operation with excessive computational complexity. Several computationally efficient sparsification criteria have been introduced in the literature with the distance and the coherence criteria. This paper provides a unified framework that connects these sparsification criteria in terms of approximating samples, by establishing theoretical bounds on the approximation errors. Furthermore, the error of approximating any pattern is investigated, by proposing upper bounds on the approximation error for each of the aforementioned sparsification criteria. Two classes of fundamental patterns are described in detail, the centroid (i.e., empirical mean) and the principal axes in the kernel principal component analysis. Experimental results show the relevance of the theoretical results established in this paper.","1053-587X;1053587X","","10.1109/TSP.2015.2442960","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7120172","Adaptive filtering;gram matrix;kernel-based methods;machine learning;online learning;pattern recognition;resource-allocating networks;sparse approximation;sparsification criteria","Coherence;Computational modeling;Dictionaries;Kernel;Least squares approximations;Principal component analysis","","","","2","","44","","20150609","Sept.1, 2015","","IEEE","IEEE Journals & Magazines"
"Unsupervised feature learning for urban sound classification","J. Salamon; J. P. Bello","Center for Urban Science and Progress, New York University, USA","2015 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","20150806","2015","","","171","175","Recent studies have demonstrated the potential of unsupervised feature learning for sound classification. In this paper we further explore the application of the spherical k-means algorithm for feature learning from audio signals, here in the domain of urban sound classification. Spherical k-means is a relatively simple technique that has recently been shown to be competitive with other more complex and time consuming approaches. We study how different parts of the processing pipeline influence performance, taking into account the specificities of the urban sonic environment. We evaluate our approach on the largest public dataset of urban sound sources available for research, and compare it to a baseline system based on MFCCs. We show that feature learning can outperform the baseline approach by configuring it to capture the temporal dynamics of urban sources. The results are complemented with error analysis and some proposals for future research.","1520-6149;15206149","Electronic:978-1-4673-6997-8; POD:978-1-4673-6998-5; USB:978-1-4673-6996-1","10.1109/ICASSP.2015.7177954","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7177954","Unsupervised learning;machine learning;sound classification;spherical k-means;urban","Accuracy;Context;Encoding;Engines;Noise;Speech;Training data","acoustic signal processing;pipelines;unsupervised learning","MFCC;audio signals;baseline system;error analysis;processing pipeline influence performance;public dataset;sound classification;spherical k-means algorithm;temporal dynamics;time consuming approach;unsupervised feature learning;urban sonic environment;urban sound classification;urban sound source","","8","","26","","","19-24 April 2015","","IEEE","IEEE Conference Publications"
"Building an IoT Framework for Connected Dairy","A. Ilapakurti; C. Vuppalapati","IoT & Data Analytics Groupanalytics;, Hanumayamma Innovations & Technol. Inc., Fremont, CA, USA","2015 IEEE First International Conference on Big Data Computing Service and Applications","20150813","2015","","","275","285","Heat stress (HS) causes cows to produce less milk with the same nutritional input, which effectively increases farmers' production costs. The economic toll due to higher-temperature, heat stress is a $1 billion annual problems. Not only in the United States, but also around the globe heat stress causes an adverse impact on dairy productivity. The opportunities, however, for the dairy industry is to electronically monitor cattle temperature and implement appropriate measures so that the impact of HS can be minimized. The U.S. Department of Agriculture estimates nearly $2.4 billion a year in losses from animal illnesses that lead to death can be prevented by electronically checking on cattle's' vital signs. This research paper recommends the most innovative electronic monitor framework, the 'Smart Connected Objects"", aka, 'the Internet of Things (IoT)', that enables dairies to minimize the economic impact of HS and, at the same, capture the higher Return on Assets (ROA) & Return on Investment (ROI) by improving operational efficiencies. Happy Cow, more importantly, means happier, more profitable, dairy industry and richer and creamer dairy products. The proposed framework supports both offline and online dairy IoT. This paper presents a prototyping solution design as well as its application and certain experimental results.","","Electronic:978-1-4799-8128-1; POD:978-1-4799-8129-8","10.1109/BigDataService.2015.39","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7184891","Android;BLE;Bluetooth Low Energy;CEP;Complex Event Processing;Dairy;Decision Tree;Heat Stress;Internet Of Things;IoT;IoT reference architecture;Machine Learning;Memory Data Cube;Regression Analysis;Sensor Tag;iOS;streaming analytics","Bluetooth;Cows;Decision trees;Heating;Stress;Temperature measurement;Temperature sensors","Internet of Things;dairy products;dairying;investment","Happy Cow;Internet of Things;IoT framework;ROA;ROI;U.S. Department of Agriculture;animal illness;cattle temperature;connected dairy;dairy industry;dairy productivity;economic toll;electronic monitor framework;farmer production cost;heat stress;higher-temperature;nutritional input;offline dairy IoT;online dairy IoT;prototyping solution design;return on assets;return on investment","","0","","18","","","March 30 2015-April 2 2015","","IEEE","IEEE Conference Publications"
