"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=7555970,7557980,7346495,7556114,7557169,7554221,7555103,7554612,7552957,7554461,7552806,7554573,7552975,7554805,7552927,7555146,7554408,7552971,7551379,7548933,7549314,7550914,7551621,7551691,7550060,7550929,7550082,7550057,7549324,7551232,7548900,7532860,7532642,7532493,7532890,7533062,7533045,7532915,7533196,7532630,7533024,7532698,7532694,7532635,7532955,7544246,7546697,7546524,7546497,7544381,7543707,7543869,7543899,7544890,7545830,7544368,7545991,7545864,7544745,7546216,7544341,7544365,7546205,7546595,7546403,7544737,7542343,7494596,7541627,7539114,7514991,7537070,7536949,7533739,7532241,7531733,7533931,7535082,7518668,7529850,7527847,7528311,7529322,7529574,7530147,7528188,7529355,7526605,7525775,7526751,7420737,7521594,7524370,7523569,7520947,7521017,7521522,7523365,7523361,7519396",2017/05/05 22:33:02
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"ISAAC: A Convolutional Neural Network Accelerator with In-Situ Analog Arithmetic in Crossbars","A. Shafiee; A. Nag; N. Muralimanohar; R. Balasubramonian; J. P. Strachan; M. Hu; R. S. Williams; V. Srikumar","Sch. of Comput., Univ. of Utah, Salt Lake City, UT, USA","2016 ACM/IEEE 43rd Annual International Symposium on Computer Architecture (ISCA)","20160825","2016","","","14","26","A number of recent efforts have attempted to design accelerators for popular machine learning algorithms, such as those involving convolutional and deep neural networks (CNNs and DNNs). These algorithms typically involve a large number of multiply-accumulate (dot-product) operations. A recent project, DaDianNao, adopts a near data processing approach, where a specialized neural functional unit performs all the digital arithmetic operations and receives input weights from adjacent eDRAM banks. This work explores an in-situ processing approach, where memristor crossbar arrays not only store input weights, but are also used to perform dot-product operations in an analog manner. While the use of crossbar memory as an analog dot-product engine is well known, no prior work has designed or characterized a full-fledged accelerator based on crossbars. In particular, our work makes the following contributions: (i) We design a pipelined architecture, with some crossbars dedicated for each neural network layer, and eDRAM buffers that aggregate data between pipeline stages. (ii) We define new data encoding techniques that are amenable to analog computations and that can reduce the high overheads of analog-to-digital conversion (ADC). (iii) We define the many supporting digital components required in an analog CNN accelerator and carry out a design space exploration to identify the best balance of memristor storage/compute, ADCs, and eDRAM storage on a chip. On a suite of CNN and DNN workloads, the proposed ISAAC architecture yields improvements of 14.8×, 5.5×, and 7.5× in throughput, energy, and computational density (respectively), relative to the state-of-the-art DaDianNao architecture.","1063-6897;10636897","Electronic:978-1-4673-8947-1; POD:978-1-4673-8948-8","10.1109/ISCA.2016.12","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7551379","CNN;DNN;accelerator;analog;memristor;neural","Biological neural networks;Computer architecture;Kernel;Machine learning algorithms;Memristors;Neurons;Pipelines","DRAM chips;digital arithmetic;learning (artificial intelligence);memristor circuits;neural nets","ADC;DaDianNao architecture;ISAAC architecture;analog-to-digital conversion;convolutional neural network accelerator;data encoding;digital arithmetic operations;dot-product operations;eDRAM banks;in-situ analog arithmetic crossbars;in-situ processing approach;machine learning algorithms;memristor crossbar arrays;memristor storage;pipelined architecture design","","4","","","","","18-22 June 2016","","IEEE","IEEE Conference Publications"
"Proposing the Deep Dynamic Bayesian Network as a Future Computer Based Medical System","C. M. Carbery; A. H. Marshall; R. Woods","Centre for Stat. Sci. & Operational Res., Queen's Univ. Belfast, Belfast, UK","2016 IEEE 29th International Symposium on Computer-Based Medical Systems (CBMS)","20160818","2016","","","227","228","The development of new learning models has been of great importance throughout recent years, with a focus on creating advances in the area of deep learning. Deep learning was first noted in 2006, and has since become a major area of research in a number of disciplines. This paper will delve into the area of deep learning to present its current limitations and provide a new idea for a fully integrated deep and dynamic probabilistic system. The new model will be applicable to a vast number of areas initially focusing on applications into medical image analysis with an overall goal of utilising this approach for prediction purposes in computer based medical systems.","","Electronic:978-1-4673-9036-1; POD:978-1-4673-9037-8","10.1109/CBMS.2016.70","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7545991","deep learning;dynamic Bayesian network;medical systems;probabilistic graphical model","Analytical models;Bayes methods;Biomedical imaging;Computational modeling;Data models;Hidden Markov models;Machine learning","belief networks;learning (artificial intelligence);medical image processing;prediction theory;probability","deep dynamic bayesian network;deep learning;dynamic probabilistic system;future computer based medical systems;integrated deep;medical image analysis;prediction purpose","","","","","","","20-24 June 2016","","IEEE","IEEE Conference Publications"
"Multimedia Hashing and Networking","W. Liu; T. Zhang","Tencent AI Lab","IEEE MultiMedia","20160805","2016","23","3","75","79","This department discusses multimedia hashing and networking. The authors summarize shallow-learning-based hashing and deep-learning-based hashing. By exploiting successful shallow-learning algorithms, state-of-the-art hashing techniques have been widely used in high-efficiency multimedia storage, indexing, and retrieval, especially in multimedia search applications on smartphone devices. The authors also introduce Multimedia Information Networks (MINets) and present one paradigm of leveraging MINets to incorporate both visual and textual information to reach a sensible event coreference resolution. The goal is to make deep learning practical in realistic multimedia applications.","1070-986X;1070986X","","10.1109/MMUL.2016.39","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7535082","Multimedia Information Networks;big data;data analysis;hashing;multimedia;networking","Information retrieval;Learning systems;Machine learning;Multimedia communication;Visualization","file organisation;learning (artificial intelligence);multimedia systems;social networking (online)","MINets;deep-learning-based hashing;multimedia hashing;multimedia information networks;multimedia networking;shallow-learning-based hashing;textual information;visual information","","","","","","","July-Sept. 2016","","IEEE","IEEE Journals & Magazines"
"A Topological Approach to Hardware Bug Triage","R. Angell; B. Oztalay; A. DeOrio","Dept. of Electr. Eng. & Comput. Sci., Univ. of Michigan, Ann Arbor, MI, USA","2015 16th International Workshop on Microprocessor and SOC Test and Verification (MTV)","20160825","2015","","","20","25","Verification is a critical bottleneck in the time to market of a new digital design. As complexity continues to increase, post-silicon validation shoulders an increasing share of the verification/validation effort. Post-silicon validation is burdened by large volumes of test failures, and is further complicated by root cause bugs that manifest in multiple test failures. At present, these failures are prioritized and assigned to validation engineers in an ad-hoc fashion. When multiple failures caused by the same root cause bug are debugged by multiple engineers at the same time, scarce, time-critical engineering resources are wasted. Our scalable bug triage technique begins with a database of test failures. It extracts defining features from the failure reports, using a novel, topology-aware approach based on graph partitioning. It then leverages unsupervised machine learning to extract the structure of the failures, identifying groups of failures that are likely to be the result of a common root cause. With our technique, related failures can be debugged as a group, rather than individually. Additionally, we propose a metric for measuring verification efficiency as a result of bug triage called Unique Debugging Instances (UDI). We evaluated our approach on the industrial-size OpenSPARC T2 design with a set of injected bugs, and found that our approach increased average verification efficiency by 243%, with a confidence interval of 99%.","","Electronic:978-1-5090-0885-8; POD:978-1-5090-0886-5","10.1109/MTV.2015.10","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7548933","","Computer bugs;Debugging;Feature extraction;Hardware;Hardware design languages;Machine learning algorithms;Topology","computer debugging;failure analysis;graph theory;unsupervised learning","OpenSPARC-T2 design;UDI;average verification efficiency;confidence interval;digital design;failure group identification;failure structure extraction;graph partitioning;postsilicon validation;root cause bug debugging;scalable hardware bug triage technique;test failures;topology-aware approach;unique-debugging instances;unsupervised machine learning;verification efficiency measuring metric","","","","","","","3-4 Dec. 2015","","IEEE","IEEE Conference Publications"
"Data-mining a mechanism against cyber threats: A review","S. R. Kumar; J. S. Jassi; S. A. Yadav; R. Sharma","Computer Science & Engineering","2016 International Conference on Innovation and Challenges in Cyber Security (ICICCS-INBUSH)","20160815","2016","","","45","48","Data mining is the process in that analyzing of data from different perspective and summarizes that data into some useful information which can be used to enhance the revenue generation, cost cutting etc. In data mining, cluster formation plays a vital role which is data can be divided into different groups. Clustering is the technique in which grouping is based on similar type of data relevant to different attributes. WEKA is the most important tool of data mining which is used to allocate and clustering of data with use of various machine learning algorithms. The purpose of this paper is to compare different algorithms of machine learning on the subject of types of data set, their size, number of clusters and cyber privacy platform. We also discuss different types of cyber threats in computing world.","","Electronic:978-1-5090-2084-3; POD:978-1-5090-2085-0","10.1109/ICICCS.2016.7542343","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7542343","Cyber Threats;Intrusion Detection;MAP;WEKA","Algorithm design and analysis;Clustering algorithms;Computer security;Data mining;Machine learning algorithms;Partitioning algorithms","data mining;data privacy;learning (artificial intelligence);pattern clustering;security of data","WEKA tool;cluster formation;cyber privacy platform;cyber threats;data allocation;data analysis;data attributes;data clustering;data set types;data size;data-mining mechanism;machine learning algorithms","","","","","","","3-5 Feb. 2016","","IEEE","IEEE Conference Publications"
"Algorithm derivation and its embedded system realization of speed limit detection for multiple countries","Y. T. Lin; T. Chou; M. S. Vinay; J. I. Guo","Department of Electronic Engineering, National Chiao Tung University, HsinChu, Taiwan, R.O.C.","2016 IEEE International Symposium on Circuits and Systems (ISCAS)","20160811","2016","","","2555","2558","This paper proposes a low-complexity speed limit detection which can not only support different types of speed limit signs for multiple countries, but maintain good detection rate under inclement weathers. The proposed algorithm steps include shape detection to locate speed limit signs, adaptive threshold and digit recognition algorithm which can adapt to different digit fonts to support different types of speed limit signs for multiple countries. We implement the proposed algorithm on both the desktop and the automotive-grade i.MX 6 embedded system. Under D1 resolution (720×480), the proposed system can achieve 150 fps on the desktop and 30 fps on the i.MX 6 embedded system.","","Electronic:978-1-4799-5341-7; POD:978-1-4799-5342-4; USB:978-1-4799-5340-0","10.1109/ISCAS.2016.7539114","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7539114","","Automobiles;Embedded systems;Intelligent vehicles;Machine learning algorithms;Real-time systems;Shape","embedded systems;image segmentation;object detection;shape recognition;traffic engineering computing","adaptive threshold;algorithm derivation;automotive-grade i.MX 6 embedded system;desktop i.MX 6 embedded system;digit fonts;digit recognition algorithm;inclement weathers;low-complexity speed limit detection;shape detection;speed limit signs location","","","","","","","22-25 May 2016","","IEEE","IEEE Conference Publications"
"Visual saliency landmark detection algorithm based on DNN feature extraction","C. Zhao; Y. Zhou; Y. Wei; S. Jiang; C. Yu","Northwestern Polytechnical University, Xi'an 710072, China","2016 35th Chinese Control Conference (CCC)","20160829","2016","","","5551","5556","The integrated navigation pattern that is formed by the scene matching navigation and the inertial navigation or the satellite navigation is an important development direction of UAV autonomous navigation technology. As for the error identification problem of matching area in the process of scene matching landmark detection, the algorithm of visual saliency landmark detection for scene matching based on deep neural network for feature extraction is proposed. The experiments illustrated that the algorithm can effectively solve the problem of landmark detection in different environments and improve the robustness and effectiveness of landmark detection.","","Electronic:978-9-8815-6391-0; POD:978-1-5090-0910-7","10.1109/ChiCC.2016.7554221","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7554221","Deep learning;Feature extraction;Landmark detection;Scene matching;Visual saliency","Brightness;Feature extraction;Image color analysis;Machine learning;Neural networks;Unmanned aerial vehicles;Visualization","autonomous aerial vehicles;feature extraction;image matching;natural scenes;neural nets;object detection;robot vision","DNN feature extraction;UAV autonomous navigation;deep neural network;error identification problem;inertial navigation;integrated navigation pattern;landmark detection effectiveness improvement;robustness improvement;satellite navigation;scene matching landmark detection;scene matching navigation;visual saliency landmark detection algorithm","","","","","","","27-29 July 2016","","IEEE","IEEE Conference Publications"
"Big data and deep learning","B. M. Wilamowski; B. Wu; J. Korniak","University of Information Technology and Management, Sucharskiego 2, Rzeszow 35-225, Poland. Dept. of Electrical and Computer Engineering, Auburn University, Auburn, AL 36849, USA","2016 IEEE 20th Jubilee International Conference on Intelligent Engineering Systems (INES)","20160829","2016","","","11","16","Traditional data processing algorithms are usually not capable to process big data. As matter of fact, usually big data is being defined as such which cannot be processed with traditional techniques. At the same time a progress of technology makes that humans are now overwhelm by big data. One way of processing big data is to use deep neural networks, which are difficult to train so often a combination of several learning algorithms are used. This approach however requires a lot of human involvement in design of such systems for very specific cases. In this presentations and universal architectures and training methods are described which can handle very complex systems with minimal human interactions. Another important problem is a visualization of multidimensional data sets in 2 or 3 dimensions so humans can see them. A new very effective visualization algorithm is also presented. The third issue is the pattern clustering. Round clusters can be separated relatively easy. In this presentation new and very fast clustering of complex shape is also presented.","","Electronic:978-1-5090-1216-9; POD:978-1-5090-1217-6; USB:978-1-5090-1215-2","10.1109/INES.2016.7555103","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7555103","big data;classification;clustering;deep learning;visualization","Big data;Conferences;Data visualization;Decision support systems;Iris recognition;Machine learning;Neurons","Big Data;data visualisation;learning (artificial intelligence);pattern clustering","Big Data;data processing algorithms;deep learning;deep neural networks;multidimensional data set visualization;pattern clustering;visualization algorithm","","","","","","","June 30 2016-July 2 2016","","IEEE","IEEE Conference Publications"
"Statistical approach towards malware classification and detection","V. Ghanaei; C. S. Iliopoulos; R. E. Overill","Department of Informatics, King's College London, Strand, London, WC2R 2LS, UK","2016 SAI Computing Conference (SAI)","20160901","2016","","","1093","1099","Anti-virus companies receive extensive quantities of malware variants daily; therefore, it is essential to automatically classify them into their corresponding malware family. Here, we apply an efficient statistical approach to identify and render critical malicious patterns into malware families, which are essential elements of automated classification of known and unknown malware variants in large quantities. Critical malicious patterns are the most frequent basic blocks, which are present most often in one specific malware family, and comparatively less in all other malware families. By computing the distribution frequency of each distinct basic block residing in all the malware families, the importance of being a potential representative of a critical malicious pattern for a specific malware family is measured. This value is carefully computed by considering the population of each malware family, and the distribution frequency ratio of every distinct basic block among the different malware families. The results show that known and unknown malware variants can be effectively and accurately classified into their related malware family using this approach.","","Electronic:978-1-4673-8460-5; POD:978-1-4673-8461-2","10.1109/SAI.2016.7556114","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7556114","Malicious Features;Malware Classification;Pattern Matching;Shared Code;Statistical","Feature extraction;Machine learning algorithms;Malware;Pattern matching;Semantics;Training","computer viruses;pattern classification;statistical analysis","antivirus companies;automated classification;malicious pattern rendering;malware classification;malware detection;statistical approach","","","","","","","13-15 July 2016","","IEEE","IEEE Conference Publications"
"iHear Food: Eating Detection Using Commodity Bluetooth Headsets","Y. Gao; N. Zhang; H. Wang; X. Ding; X. Ye; G. Chen; Y. Cao","Dept. of Comput. Sci., Univ. of Massachusetts, Lowell, Lowell, MA, USA","2016 IEEE First International Conference on Connected Health: Applications, Systems and Engineering Technologies (CHASE)","20160818","2016","","","163","172","Monitoring a person's dietary behavior has many health applications (e.g. weight management). Existing approaches for automatic eating detection using wearable sensors often require custom hardware that may not be practical as their usability and energy efficiency have not been validated. In this paper, we propose to use off-the-shelf Bluetooth headsets to unobtrusively monitor and detect users' eating episodes by analyzing the chewing sound. The challenges of using commodity acoustic hardware include the limited sampling rate that reduces feature fidelity and the impact of environment noise in real-world settings. Our experimental results show that the traditional kernel-based approach using Support Vector Machine (SVM) could achieve 94-95% classification accuracy in lab settings, though the detection performance quickly degraded to 65-76% for in-the-field testing. We then propose a novel Deep Learning based classification technique that drastically improved detection accuracy to 77-94% despite the existence of ambient noise. To the best of our knowledge, this is the first study to use Bluetooth headsets to detect eating episodes and to use Deep Learning to significantly increase classification performance in this context. We believe that the adoption of readily available and low-cost consumer devices provides a foundation for practical deployment of automated dietary monitoring applications.","","Electronic:978-1-5090-0943-5; POD:978-1-5090-0944-2","10.1109/CHASE.2016.14","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7545830","Deep Learning;Eating detection;SVM Kernal","Bluetooth;Feature extraction;Headphones;Machine learning;Microphones;Monitoring;Sensors","Bluetooth;health care;learning (artificial intelligence);mobile computing;patient monitoring;pattern classification;support vector machines;wearable computers","ADM;SVM;automated dietary monitoring;commodity Bluetooth headset;commodity acoustic hardware;deep learning based classification;eating detection;iHearFood;support vector machine;wearable sensor","","","","","","","27-29 June 2016","","IEEE","IEEE Conference Publications"
