"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=7776792,7797232,7762861,7548359,7837725,7835978,7833310,7836017,7836314,7835885,7779008,7828543,7830701,7832798,7828385,7832461,7829926,7829929,7830677,7829911,7832965,7832464,7832398,7833852,7568999,7827553,7829332,7827589,7828142,7819786,7820963,7821697,7820437,7823844,7821202,7821605,7823615,7820828,7823908,7822491,7822130,7822131,7820413,7821007,7819335,7818876,7820834,7818799,7823618,7822599,7820753,7819792,7823510,7823454,7824728,7823811,7823698,7823911,7822593,7818903,7821710,7822620,7822569,7823841,7820782,7822109,7822625,7822509,7824905,7824810,7820512,7822557,7390084,7814665,7810808,7813057,7814597,7814716,7813061,7814725,7814107,7814435,7816929,7815695,7814106,7816728,7438932,7815339,7814057,7813020,7814074,7814079,7817115,7817036,7811102,7808590,7808050,7807685,7810598,7811237",2017/05/05 22:28:09
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Combining Statistics-Based and CNN-Based Information for Sentence Classification","L. Zhining; G. Xiaozhuo; Z. Quan; X. Taizhong","Inst. of Inf. Eng., Beijing, China","2016 IEEE 28th International Conference on Tools with Artificial Intelligence (ICTAI)","20170116","2016","","","1012","1018","Sentence classification, serving as the foundation of the subsequent text-based processing, continues attracting researchers attentions. Recently, with the great success of deep learning, convolutional neural network (CNN), a kind of common architecture of deep learning, has been widely used to this filed and achieved excellent performance. However, most CNN-based studies focus on using complex architectures to extract more effective category information, requiring more time in training models. With the aim to get better performance with less time cost on classification, this paper proposes two simple and effective methods by fully combining information both extracted from statistics and CNN. The first method is S-SFCNN, which combines statistical features and CNN-based probabilistic features of classification to build feature vectors, and then the vectors are used to train the logistic regression classifiers. And the second method is C-SFCNN, which combines CNN-based features and statistics-based probabilistic features of classification to build feature vectors. In the two methods, the Naive Bayes log-count ratios are selected as the text statistical features and the single-layer and single channel CNN is used as our CNN architecture. The testing results executed on 7 tasks show that our methods can achieve better performance than many other complex CNN models with less time cost. In addition, we summarized the main factors influencing the performance of our methods though experiment.","","Electronic:978-1-5090-4459-7; POD:978-1-5090-4460-3","10.1109/ICTAI.2016.0156","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7814716","Convolutional Neural Network;Navie Bayes;Sentence Classification","Computer architecture;Data mining;Feature extraction;Logistics;Machine learning;Probabilistic logic;Training","Bayes methods;convolution;feature extraction;learning (artificial intelligence);pattern classification;regression analysis;statistics","C-SFCNN;CNN-based information;CNN-based probabilistic features;Naive Bayes log-count ratios;S-SFCNN method;classification features;convolutional neural network;deep learning;feature vectors;information extraction;logistic regression classifier training;natural language processing;sentence classification;statistical features;statistics-based information;statistics-based probabilistic features;text-based processing","","","","","","","6-8 Nov. 2016","","IEEE","IEEE Conference Publications"
"How popular CNNs perform in real applications of face recognition","P. Ahmadvand; R. Ebrahimpour; P. Ahmadvand","Faculty of Computer Engineering, Shahid Rajaee Teacher Training University. Shabanlou, Lavizan, Tehran, Iran","2016 24th Telecommunications Forum (TELFOR)","20170119","2016","","","1","4","In this paper we evaluate the performance of CNN in regards to face recognition for real world applications. In recent years, many high performance deep neural networks have been proposed to the face recognition world. These deep networks were trained by images provided by the internet, and they commonly are of good quality when facial expression and posture are not particularly complex. However, this is not the case in real world applications; the provided images vary a lot and do not reflect ideal conditions. We collect and introduce a new dataset in which the images come from two different cameras and scenes. The well-known CNNs are trained on the dataset and then tested on the two collections of the dataset. The results reveal that that though performances of all of the CCNs drop dramatically, VGG-Face can still perform acceptably despite image degradations.","","CD:978-1-5090-4085-8; Electronic:978-1-5090-4086-5; POD:978-1-5090-4087-2","10.1109/TELFOR.2016.7818876","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7818876","CNN;Face Recognition;deep learning;image degradations","Cameras;Computer vision;Face;Face recognition;Machine learning;Robustness;Training","convolution;face recognition;neural nets","CNNs;VGG-Face;face recognition;facial expression;high performance deep neural networks;image degradations","","","","","","","22-23 Nov. 2016","","IEEE","IEEE Conference Publications"
"Learning Sequential and Parallel Runtime Distributions for Randomized Algorithms","A. Arbelaez; C. Truchet; B. O'Sullivan","Insight Centre for Data Analytics, Univ. Coll. Cork, Cork, Ireland","2016 IEEE 28th International Conference on Tools with Artificial Intelligence (ICTAI)","20170116","2016","","","655","662","In cloud systems, computation time can be rented by the hour and for a given number of processors. Thus, accurate predictions of the behaviour of both sequential and parallel algorithms has become an important issue, in particular in the case of costly methods such as randomized combinatorial optimization tools. In this work, our objective is to use machine learning to predict performance of sequential and parallel local search algorithms. In addition to classical features of the instances used by other machine learning tools, we consider data on the sequential runtime distributions of a local search method. This allows us to predict with a high accuracy the parallel computation time of a large class of instances, by learning the behaviour of the sequential version of the algorithm on a small number of instances. Experiments with three solvers on SAT and TSP instances indicate that our method works well, with a correlation coefficient of up to 0.85 for SAT instances and up to 0.95 for TSP instances.","","Electronic:978-1-5090-4459-7; POD:978-1-5090-4460-3","10.1109/ICTAI.2016.0105","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7814665","","Algorithm design and analysis;Approximation algorithms;Machine learning algorithms;Parallel algorithms;Prediction algorithms;Runtime;Search problems","cloud computing;computability;learning (artificial intelligence);parallel algorithms;randomised algorithms;search problems;travelling salesman problems","SAT instances;TSP instances;cloud systems;correlation coefficient;machine learning;parallel computation time;parallel local search algorithms;randomized algorithms;sequential local search algorithms;sequential runtime distributions","","","","","","","6-8 Nov. 2016","","IEEE","IEEE Conference Publications"
"Deep Learning and Ensemble Methods for Domain Adaptation","D. Nozza; E. Fersini; E. Messina","Dept. of Inf., Syst. & Commun., Univ. of Milano-Bicocca, Milan, Italy","2016 IEEE 28th International Conference on Tools with Artificial Intelligence (ICTAI)","20170116","2016","","","184","189","Real world applications of machine learning in natural language processing can span many different domains and usually require a huge effort for the annotation of domain specific training data. For this reason, domain adaptation techniques have gained a lot of attention in the last years. In order to derive an effective domain adaptation, a good feature representation across domains is crucial as well as the generalisation ability of the predictive model. In this paper we address the problem of domain adaptation for sentiment classification by combining deep learning, for acquiring a cross-domain high-level feature representation, and ensemble methods, for reducing the cross-domain generalization error. The proposed adaptation framework has been evaluated on a benchmark dataset composed of reviews of four different Amazon category of products, significantly outperforming the state of the art methods.","","Electronic:978-1-5090-4459-7; POD:978-1-5090-4460-3","10.1109/ICTAI.2016.0037","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7814597","Deep Learning;Domain Adaptation;Ensemble;Sentiment Analysis;Transfer Learning","Adaptation models;Gold;Machine learning;Noise reduction;Standards;Support vector machines;Training","generalisation (artificial intelligence);learning (artificial intelligence);pattern classification;sentiment analysis","cross-domain generalization error;cross-domain high-level feature representation;deep learning;domain adaptation;domain specific training data annotation;feature representation;machine learning;natural language processing;sentiment classification","","","","","","","6-8 Nov. 2016","","IEEE","IEEE Conference Publications"
"Depth image super-resolution via multi-frame registration and deep learning","C. W. Tseng; H. R. Su; S. H. Lai; J. Liu","National Tsing Hua University, Hsinchu, Taiwan","2016 Asia-Pacific Signal and Information Processing Association Annual Summit and Conference (APSIPA)","20170119","2016","","","1","8","In this paper, we develop an algorithm for depth image super-resolution from RGB-D images, which are acquired under different imaging conditions so that we can combine them to improve the image quality with precise 3D registration. We focus on how to increase the resolution and quality of depth images by combining multiple RGB-D images and using the deep learning technique. In the proposed solution, we combine multiple RGB-D images by 3D alignment from 3D feature point correspondences and apply the guided filter as the input to SRCNN to obtain the up-sampled depth images. We show depth quality improvement of the up-sampled depth maps by using the proposed algorithm over the traditional methods through experimental results on some public-domain RGB-D datasets.","","Electronic:978-9-8814-7682-1; POD:978-1-5090-2401-8","10.1109/APSIPA.2016.7820834","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7820834","","Color;Feature extraction;Image reconstruction;Image resolution;Machine learning;Three-dimensional displays;Training","image colour analysis;image filtering;image registration;image resolution;learning (artificial intelligence)","3D feature point correspondences;3D registration;RGB-D images;deep learning technique;depth image super-resolution;depth quality improvement;guided filter;image quality;public-domain RGB-D datasets;upsampled depth images","","","","","","","13-16 Dec. 2016","","IEEE","IEEE Conference Publications"
"Semantic Event Detection Using Ensemble Deep Learning","S. Pouyanfar; S. C. Chen","Sch. of Comput. & Inf. Sci., Florida Int. Univ., Miami, FL, USA","2016 IEEE International Symposium on Multimedia (ISM)","20170119","2016","","","203","208","Numerous deep learning architectures have been designed for a variety of tasks in the past few years. However, it is almost impossible for one model to work well for all kinds of scenarios and datasets. Therefore, we present an ensemble deep learning framework in this paper, which not only decreases the information loss and over-fitting problems caused by single models, but also overcomes the imbalanced data issue in multimedia big data. First, a suite of deep learning algorithms are utilized for deep feature selection. Thereafter, an enhanced ensemble algorithm is developed based on the performance of each single Support Vector Machine classifier on each deep feature set. We evaluate our proposed ensemble deep learning framework on a large and highly imbalanced video dataset containing natural disaster events. Experimental results demonstrate the effectiveness of the proposed framework for semantic event detection, and show how it outperforms several state-of-the-art deep learning architectures, as well as handcrafted features integrated with ensemble and non-ensemble algorithms.","","Electronic:978-1-5090-4571-6; POD:978-1-5090-4572-3","10.1109/ISM.2016.0048","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7823615","Deep learning;Ensemble learning;Imbalanced data;Multimedia big data;Semantic event detection","Event detection;Feature extraction;Machine learning;Multimedia communication;Semantics;Streaming media;Training","disasters;feature selection;image classification;learning (artificial intelligence);multimedia computing;object detection;support vector machines;video signal processing","deep feature selection;deep feature set;ensemble deep learning architecture;handcrafted features;multimedia Big Data;natural disaster events;over-fitting problems;semantic event detection;support vector machine classifier;video dataset","","","","","","","11-13 Dec. 2016","","IEEE","IEEE Conference Publications"
"A Distributed, Asynchronous and Incremental Algorithm for Nonconvex Optimization: An ADMM Approach","M. Hong","Department of Industrial and Manufacturing Systems Engineering (IMSE), Iowa State University, Ames, IA 50011, USA (e-mail: mingyi@iastate.edu)","IEEE Transactions on Control of Network Systems","","2017","PP","99","1","1","The alternating direction method of multipliers (ADMM) has been popular for solving many signal processing problems, convex or nonconvex. In this paper, we study an asynchronous implementation of ADMM for solving a nonconvex nonsmooth optimization problem, whose objective is the sum of a number of component functions. The proposed algorithm allows the problem to be solved in a distributed, asynchronous and incremental manner. First, the component functions can be distributed to different computing nodes, who perform the updates asychronously without coordinating with each other. Two sources of asynchrony are covered by our algorithm: one is caused by the heterogeneity of the computational nodes, and the other arises from unreliable communication links. Second, the algorithm can be viewed as implementing an incremental algorithm where at each step the (possibly delayed) gradients of only a subset of component functions are updated. We show that when certain bounds are imposed on the level of asynchrony, the proposed algorithm converges to the set of stationary solutions (resp. optimal solutions) for the nonconvex (resp. convex) problem, with a global sublinear rate.","2325-5870;23255870","","10.1109/TCNS.2017.2657460","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7829332","","Algorithm design and analysis;Control systems;Delays;Machine learning algorithms;Optimization;Signal processing;Signal processing algorithms","","","","","","","","20170123","","","IEEE","IEEE Early Access Articles"
"Learning to Classify Seismic Images with Deep Optimum-Path Forest","L. Afonso; A. Vidal; M. Kuroda; A. X. Falcão; J. P. Papa","Dept. of Comput., Fed. Univ. of Sao Carlos, Sao Carlos, Brazil","2016 29th SIBGRAPI Conference on Graphics, Patterns and Images (SIBGRAPI)","20170116","2016","","","401","407","Due to the lack of labeled information, clustering techniques have been paramount in the last years once more. In this paper, inspired by the deep learning phenomenon, we presented a multi-scale approach to obtain more refined cluster representations of the Optimum-Path Forest (OPF) classifier, which has obtained promising results in a number of works in the literature. Here, we propose to fill a gap in OPF-based works by using a deep-driven representation of the feature space. Additionally, we validated the work in the context of high resolution seismic images aiming at petroleum exploration, as well as in general-purpose applications. Quantitative and qualitative analysis are conducted in order to assess the robustness of the proposed approach.","","Electronic:978-1-5090-3568-7; POD:978-1-5090-3569-4","10.1109/SIBGRAPI.2016.062","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7813061","Deep Representations;Image Clustering;Optimum-Path Forest;Seismic Images","Context;Image resolution;Labeling;Machine learning;Optimization;Petroleum;Prototypes","geophysical image processing;geophysical techniques;image classification;image resolution;learning (artificial intelligence);seismology","OPF-based works;clustering techniques;deep learning phenomenon;deep optimum-path forest classifier;deep-driven representation;seismic image classification;seismic image resolution","","","","","","","4-7 Oct. 2016","","IEEE","IEEE Conference Publications"
"Localization of slab identification numbers using deep learning","S. J. Lee; J. Ban; H. Choi; S. W. Kim","Department of Electrical Engineering, POSTECH, Pohang 790-784, Korea","2016 16th International Conference on Control, Automation and Systems (ICCAS)","20170126","2016","","","1174","1176","In the steel industries, recognizing product information is an important task for the management of the manufacturing processes. For real factory scenes, localization of product identification numbers is conducted prior to recognition to obtain a satisfactory performance. The objective of this paper is localization of slab identification numbers in real factory scenes. Traditionally, most researches in the field of image processing and pattern recognition were focused on feature representation or shallow learning. However, conventional rule-based algorithms heavily depend on carefully engineered feature values and require heuristic parameter tuning. To overcome these limitations, a deep learning based algorithm is proposed for the localization with the minimum of manual interventions. This paper contains construction of training data, labeling process, and an architecture of a deep convolutional neural network. The performance error is remarkably reduced to 2.19% by the proposed algorithm compared to 4.59% in the previous work. By using a data-based method, this algorithm is easily expandable to apply for other applications.","","Electronic:978-89-93215-11-3; POD:978-1-4673-9058-3; USB:978-89-93215-12-0","10.1109/ICCAS.2016.7832461","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7832461","Industrial application;deep convo-lutional neural network;deep learning;product identification number;steel slab;text localization","Image processing;Machine learning;Neural networks;Pattern recognition;Production facilities;Slabs;Steel industry","image recognition;inspection;learning (artificial intelligence);neural nets;production engineering computing;steel industry","data-based method;deep convolutional neural network;deep learning;feature representation;heuristic parameter;image processing;manufacturing process;pattern recognition;product identification numbers localization;product information recognition;shallow learning;slab identification number;steel industries","","","","","","","16-19 Oct. 2016","","IEEE","IEEE Conference Publications"
"Evaluation of stacked autoencoders for pedestrian detection","B. Peralta; L. Parra; L. Caro","Escuela de Ingen&#x00ED;eria Inform&#x00E1;tica, Universidad Cat&#x00F3;lica de Temuco, Temuco, Chile","2016 35th International Conference of the Chilean Computer Science Society (SCCC)","20170130","2016","","","1","7","Pedestrian detection has multiple applications as video surveillance, automatic driver-assistance systems in vehicles or visual control of access. This task is challenging due to presence of factors such as poor lighting, occlusion or uncertainty in the environment. Deep learning has reached many state-of-art results in visual recognition, where one popular and simple variant is stacked autoencoders. Nonetheless, it is not clear what is the effect of each stacked autoencoders parameter in pedestrian detection performance. In this work, we propose to revise the feature representation for pedestrian detection considering the use of deep learning using stacked autoencoders with a sensitivity analysis of relevant parameters. Additionally, this paper presents a methodology for feature extraction using stacked autoencoders. The experiments show that this model is capable of creating a meaningful visual descriptor for pedestrian detection, which improves the detection performance in comparison to baseline techniques without an optimal setting of parameters. In presence of occlusion or poor people images, we found diffuse and distorted visual patterns. A future avenue is the learning of the degree of noise for improving the generalization capabilities of the learned features.","","Electronic:978-1-5090-3339-3; POD:978-1-5090-3340-9","10.1109/SCCC.2016.7836017","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7836017","Autoencoders;Deep Learning;Pedestrian Detection;Stacked Autoencoders","Feature extraction;Lighting;Machine learning;Uncertainty;Vehicles;Video surveillance;Visualization","feature extraction;image denoising;image recognition;learning (artificial intelligence);pedestrians;road vehicles;video surveillance","automatic driver-assistance systems;baseline techniques;deep learning;distorted visual patterns;feature extraction;pedestrian detection performance;sensitivity analysis;stacked autoencoder parameter;video surveillance;visual control;visual recognition","","","","","","","10-14 Oct. 2016","","IEEE","IEEE Conference Publications"
