"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=7782419,7850111,7850117,7851858,7850047,7852343,7849764,7849921,7852388,7852271,7852251,7850130,7846953,7845025,7848630,7844994,7740016,7844703,7849183,7848343,7846603,7847173,7846426,7844153,7846652,7844424,7844524,7849132,7844740,7849067,7848593,7844325,7848560,7844444,7844673,7846791,7844359,7846607,7846237,7844558,7847445,7841045,7742323,7840687,7841503,7840796,7840648,7840857,7840747,7840733,7840112,7840756,7840805,7840795,7843428,7841019,7840832,7841715,7841036,7841082,7840589,7840826,7840810,7841059,7842073,7840868,7843542,7840668,7841100,7837848,7838716,7837936,7836713,7836661,7837988,7836658,7837950,7837957,7839559,7838573,7837887,7814247,7832066,7837946,7836805,7814145,7839617,7839600,7837874,7836806,7839580,7831994,7839988,7837928,7832108,7836843,7831854,7769237,7752798,7744687",2017/05/05 22:27:12
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Spectrum-Revealing Cholesky Factorization for Kernel Methods","J. Xiao; M. Gu","Dept. of Math., UC Berkeley, Berkeley, CA, USA","2016 IEEE 16th International Conference on Data Mining (ICDM)","20170202","2016","","","1293","1298","Kernel methods represent some of the most popular machine learning tools for data analysis. Since exact kernel methods can be prohibitively expensive for large problems, reliable low-rank matrix approximations and high-performance implementations have become indispensable for practical applications of kernel methods. In this work, we introduce spectrum-revealing Cholesky factorization, a reliable low-rank matrix factorization, for kernel matrix approximation. We also develop an efficient and effective randomized algorithm for computing this factorization. Our numerical experiments demonstrate that this algorithm is as effective as other Cholesky factorization based kernel methods on machine learning problems, but significantly faster.","","Electronic:978-1-5090-5473-2; POD:978-1-5090-5474-9","10.1109/ICDM.2016.0175","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7837988","Spectrum-Revealing Cholesky factorization;kernel methods;low-rank approximation","Algorithm design and analysis;Approximation algorithms;Complexity theory;Kernel;Machine learning algorithms;Prediction algorithms;Reliability","approximation theory;data analysis;learning (artificial intelligence);matrix decomposition","data analysis;kernel matrix approximation;kernel methods;machine learning;matrix approximations;matrix factorization;spectrum-revealing Cholesky factorization","","","","","","","12-15 Dec. 2016","","IEEE","IEEE Conference Publications"
"Water levels forecast in Thailand: A case study of Chao Phraya river","K. Pasupa; S. Jungjareantrat","Faculty of Information Technology, King Mongkut's Institute of Technology, Ladkrabang Bangkok 10520, Thailand","2016 14th International Conference on Control, Automation, Robotics and Vision (ICARCV)","20170202","2016","","","1","6","It is always desirable to be able to manage level of water in river, dam, and reservoir. Models have been constructed for predicting the level of these bodies of water, and good models can help increase the effectiveness of water management. Presently, the model that is employed by the Hydrographic Department of the Royal Thai Navy for predicting the level of water in Chao Phraya river is a harmonic method of tidal modeling. This model can predict the overall trend well but with high individual prediction error. Many machine learning algorithms for making predictions have also been introduced in recent years. Therefore, it was attempted in this study to compare the prediction performance of several machine learning models to that of the Royal Thai Navys model. These models were the following: linear regression, kernel regression, support vector regression, k-nearest neighbors, and random forest. The data input into these models were water level time series data of past 24, 48, and 72 hours measured at the Royal Thai Navy headquarters station, Phra Chulachomklao Fort, thirteen other stations along the river, and the output were predictions for the next 24 hours. It was found that all of the machine learning techniques were able to achieve better performances than that of the harmonic method of tidal modeling. The support vector regression model with Radial basis function kernel and 72-hour past time series data yielded prediction results with the least errors, at 0.117 m and 0.116 m for the water levels at the Royal Thai Navy headquarters station and Phra Chulachomklao Fort, respectively.","","Electronic:978-1-5090-3549-6; POD:978-1-5090-3550-2; USB:978-1-5090-4757-4","10.1109/ICARCV.2016.7838716","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7838716","","Harmonic analysis;Kernel;Machine learning algorithms;Predictive models;Rivers;Telemetry;Water resources","environmental science computing;forecasting theory;learning (artificial intelligence);radial basis function networks;random processes;regression analysis;reservoirs;support vector machines;time series","Chao Phraya river;Phra Chulachomklao Fort;Royal Thai Navy Hydrographic Department;Thailand;dam;k-nearest neighbors;kernel regression;linear regression;machine learning;radial basis function kernel;random forest;reservoir;support vector regression;tidal modeling;water level forecast;water level time series data;water management","","","","","","","13-15 Nov. 2016","","IEEE","IEEE Conference Publications"
"Efficient instance selection algorithm for classification based on fuzzy frequent patterns","A. S. Alvar; M. S. Abadeh","Faculty of Electrical and Computer Engineering, Tarbiat Modares University, Tehran, Iran","2016 IEEE 17th International Symposium on Computational Intelligence and Informatics (CINTI)","20170209","2016","","","000319","000324","Most of the instance selection methods seek to obtain subset of data for instance-based learning algorithms. These methods can improve classification performance, reduce memory requirements, and reduce execution time for these learning algorithms. In this paper, we introduce an instance selection algorithm (FF-IS) which is based on fuzzy frequent patterns and two thresholds. This method preserves appropriate border instances. The aim of this algorithm is to reserve important instances that are closer to border of the classes. We have used K-Nearest Neighbor (KNN) classifier to evaluate the performance of the proposed instance selection algorithm. We have compared our method with several well-known instance selection algorithms. Results indicate that this algorithm selects fewer and hence more representative instances. In comparison to other instance selection techniques, using the proposed instance selection algorithm enables the final KNN classifier to achieve better classification accuracy.","","Electronic:978-1-5090-3909-8; POD:978-1-5090-3910-4; USB:978-1-5090-3908-1","10.1109/CINTI.2016.7846426","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7846426","","Algorithm design and analysis;Classification algorithms;Computational intelligence;Data mining;Databases;Machine learning algorithms;Training","fuzzy set theory;learning (artificial intelligence);pattern classification","KNN classifier;fuzzy frequent patterns;instance selection algorithm;instance-based learning algorithms;k-nearest neighbor classifier;memory requirements","","","","","","","17-19 Nov. 2016","","IEEE","IEEE Conference Publications"
"Transfer learning algorithms for autonomous reconfiguration of wearable systems","R. Saeedi; H. Ghasemzadeh; A. H. Gebremedhin","School of Electrical Engineering and Computer Science, Washington State University","2016 IEEE International Conference on Big Data (Big Data)","20170206","2016","","","563","569","Wearables have emerged as a revolutionary technology in many application domains including healthcare and fitness. Machine learning algorithms, which form the core intelligence of wearables, traditionally deduce a computational model from a set of training examples to detect events of interest (e.g. activity type). However, in the dynamic environment in which wearables typically operate in, the accuracy of a computational model drops whenever changes in configuration of the system (such as device type and sensor orientation) occur. Therefore, there is a need to develop systems which can adapt to the new configuration autonomously. In this paper, using transfer learning as an organizing principle, we develop several algorithms for data mapping. The data mapping algorithms employ effective signal similarity methods and are used to adapt the system to the new configuration. We demonstrate the efficacy of the data mapping algorithms using a publicly available dataset on human activity recognition.","","Electronic:978-1-4673-9005-7; POD:978-1-4673-9006-4","10.1109/BigData.2016.7840648","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7840648","","Activity recognition;Algorithm design and analysis;Computational modeling;Dictionaries;Machine learning algorithms;Signal processing algorithms;Time series analysis","health care;learning (artificial intelligence);wearable computers","autonomous wearable system reconfiguration;computational model;data mapping;fitness;healthcare;human activity recognition;machine learning;sensor orientation;signal similarity methods;transfer learning;wearables intelligence","","","","","","","5-8 Dec. 2016","","IEEE","IEEE Conference Publications"
"A Novel Bayesian Ensemble Pruning Method","Z. Jiang; H. Liu; B. Fu; Z. Wu","Electron. Eng. & Comput. Sci., Peking Univ., Beijing, China","2016 IEEE 16th International Conference on Data Mining Workshops (ICDMW)","20170202","2016","","","1205","1212","In ensemble learning, ensemble pruning is a procedure that aims at removing the unnecessary base classifiers and retaining the best subset of the base classifiers. We presented a two-step ensemble pruning framework, in which the optimal size of the pruned ensemble is first decided, and then with the optimal size as input, the optimal ensemble is selected. For the first step to find the optimal ensemble size, we presented an algorithm that can be proved to be able to find the Bayesian optimal ensemble size. For the second step, we developed two greedy forward pruning methods, i.e., the Bayesian Pruning (BP) method and the Bayesian Independent Pruning (BIP) method. In the BP method, we assumed that the probability of a candidate ensemble to be the optimal ensemble follows the Generalized Beta distribution. And in the BIP method, we further assumed that whether a base classifier belongs to the optimal ensemble is independent to the other base classifiers. Experimental results on twenty benchmark data sets showed that the BP and BIP methods achieved competitive performance in contrast to other state-of-the-art algorithms.","","Electronic:978-1-5090-5910-2; POD:978-1-5090-5911-9","10.1109/ICDMW.2016.0174","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7836805","Bayesian framework;ensemble learning;ensemble pruning;ordering-based","Bayes methods;Conferences;Electronic mail;Machine learning algorithms;Prediction algorithms;Sampling methods;Training","Bayes methods;learning (artificial intelligence);pattern classification;statistical distributions","BIP method;BP method;Bayesian independent pruning method;base classifier;ensemble learning;generalized beta distribution;greedy forward pruning methods;novel Bayesian ensemble pruning method;probability;two-step ensemble pruning framework","","","","","","","12-15 Dec. 2016","","IEEE","IEEE Conference Publications"
"Fully Deep Blind Image Quality Predictor","J. Kim; S. Lee","Department of Electrical and Electronic Engineering, Yonsei University, Seoul, South Korea","IEEE Journal of Selected Topics in Signal Processing","20170213","2017","11","1","206","220","In general, owing to the benefits obtained from original information, full-reference image quality assessment (FR-IQA) achieves relatively higher prediction accuracy than no-reference image quality assessment (NR-IQA). By fully utilizing reference images, conventional FR-IQA methods have been investigated to produce objective scores that are close to subjective scores. In contrast, NR-IQA does not consider reference images; thus, its performance is inferior to that of FR-IQA. To alleviate this accuracy discrepancy between FR-IQA and NR-IQA methods, we propose a blind image evaluator based on a convolutional neural network (BIECON). To imitate FR-IQA behavior, we adopt the strong representation power of a deep convolutional neural network to generate a local quality map, similar to FR-IQA. To obtain the best results from the deep neural network, replacing hand-crafted features with automatically learned features is necessary. To apply the deep model to the NR-IQA framework, three critical problems must be resolved: 1) lack of training data; 2) absence of local ground truth targets; and 3) different purposes of feature learning. BIECON follows the FR-IQA behavior using the local quality maps as intermediate targets for conventional neural networks, which leads to NR-IQA prediction accuracy that is comparable with that of state-of-the-art FR-IQA methods.","1932-4553;19324553","","10.1109/JSTSP.2016.2639328","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7782419","Convolutional neural network;deep learning;image quality assessment;no-reference image quality assessment","Distortion;Feature extraction;Image quality;Machine learning;Measurement;Neural networks;Training","image enhancement;neural nets","BIECON;FR-IQA method;NR-IQA method;blind image evaluator;deep convolutional neural network;full-reference image quality assessment;fully deep blind image quality predictor;no-reference image quality assessment","","1","","","","20161213","Feb. 2017","","IEEE","IEEE Journals & Magazines"
"A 5.5GHz 0.84TOPS/mm<sup>2</sup> neural network engine with stream architecture and resonant clock mesh","S. Lu; Z. Zhang; M. Papaefthymiou","University of Michigan, Ann Arbor, MI, USA","2016 IEEE Asian Solid-State Circuits Conference (A-SSCC)","20170209","2016","","","133","136","This paper presents an ultra-high-performance neural network engine fabricated in a 65nm CMOS technology. The 0.9mm<sup>2</sup> core relies on an energy-efficient resonant clock mesh running at 5.5GHz to achieve 0.76 8-bit TOPS, improving throughput by over 4x, area efficiency by over 8×, and energy-delay-area product by over 1.8× compared to previous state-of-the-art neural network designs. Achieving a charge recovery rate of 63%, the resonant clock mesh enables the deployment of a deeply-pipelined stream architecture and high-speed stream buffers with a sub-5W power consumption.","","Electronic:978-1-5090-3700-1; POD:978-1-5090-3701-8; Paper:978-1-5090-3699-8","10.1109/ASSCC.2016.7844153","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844153","Application-Specific Integrated Circuits;High-Performance Clocking;Neural Network;Stream Architecture","Clocks;Computer architecture;Conferences;Machine learning;Neural networks;Registers;Solid state circuits","CMOS integrated circuits;low-power electronics;neural nets","CMOS technology;charge recovery rate;deeply-pipelined stream architecture;energy-delay-area product;energy-efficient resonant clock mesh;frequency 5.5 GHz;high-speed stream buffers;power 5 W;power consumption;size 65 nm;ultra-high-performance neural network engine","","","","","","","7-9 Nov. 2016","","IEEE","IEEE Conference Publications"
"Interactive Multi-task Relationship Learning","K. Lin; J. Zhou","Dept. of Comput. Sci. & Eng., Michigan State Univ., East Lansing, MI, USA","2016 IEEE 16th International Conference on Data Mining (ICDM)","20170202","2016","","","241","250","Multi-task learning (MTL) is a learning paradigm that provides a principled way to improve the generalization performance of a set of related machine learning tasks by transferring knowledge among the tasks. The past decade has witnessed many successful applications of MTL in different domains. In the center of MTL algorithms is how the relatedness of tasks are modeled and encoded in learning formulations to facilitate knowledge transfer. Among the MTL algorithms, the multi-task relationship learning (MTRL) attracted much attention in the community because it learns task relationship from data to guide knowledge transfer, instead of imposing a prior task relatedness assumption. However, this method heavily depends on the quality of training data. When there is insufficient training data or the data is too noisy, the algorithm could learn an inaccurate task relationship that misleads the learning towards suboptimal models. To address the aforementioned challenge, in this paper we propose a novel interactive multi-task relationship learning (iMTRL) framework that efficiently solicits partial order knowledge of task relationship from human experts, effectively incorporates the knowledge in a proposed knowledge-aware MTRL formulation. We propose an efficient optimization algorithm for kMTRL and comprehensively study query strategies that identify the critical pairs that are most influential to the learning. We present extensive empirical studies on both synthetic and real datasets to demonstrate the effectiveness of proposed framework.","","Electronic:978-1-5090-5473-2; POD:978-1-5090-5474-9","10.1109/ICDM.2016.0035","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7837848","","Covariance matrices;Data models;Diseases;Knowledge transfer;Machine learning algorithms;Predictive models;Training","interactive systems;learning (artificial intelligence);optimisation","iMTRL;interactive multitask relationship learning;kMTRL;knowledge-aware MTRL formulation;optimization algorithm;partial order knowledge;query strategies;task relationship","","","","","","","12-15 Dec. 2016","","IEEE","IEEE Conference Publications"
"Overview: Video recognition from handcrafted method to deep learning method","X. Xiao; D. Xu; W. Wan","School of Communication and Information Engineering, Shanghai University, 200444, China","2016 International Conference on Audio, Language and Image Processing (ICALIP)","20170209","2016","","","646","651","With the development of information technology, the automatic recognition of human action from video becomes a very popular research topic. In this paper, we review recent state-of-the-art of human action recognition methods in videos. First, we compare several notable handcrafted methods. Then we introduce some deep learning action recognition models. As deep learning becomes hot spot of research in recent years, more and more papers have utilized this method to explore the spatiotemporal features representation. We find that the deep learning methods outperform handcrafted methods at large scale recognition especially in cluttered background. But the networks still have much disadvantage. We expect our overview provides a fairly clear guidance for future research in this domain.","","CD:978-1-5090-0652-6; Electronic:978-1-5090-0654-0; POD:978-1-5090-0655-7","10.1109/ICALIP.2016.7846652","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7846652","deep learning method;handcrafted method;human action recognition","Computer vision;Feature extraction;Image motion analysis;Image recognition;Machine learning;Optical imaging;Streaming media","feature extraction;image recognition;image representation;learning (artificial intelligence);video signal processing","deep learning action recognition models;handcrafted method;human action automatic recognition;spatiotemporal features representation;video recognition","","","","","","","11-12 July 2016","","IEEE","IEEE Conference Publications"
"An efficient parallel topic-sensitive expert finding algorithm using spark","Y. M. Yang; C. D. Wang; J. H. Lai","School of Data and Computer Science, Sun Yat-sen University, Guangzhou, P. R. China","2016 IEEE International Conference on Big Data (Big Data)","20170206","2016","","","3556","3562","Expert finding is an important technique to obtain the user authority ranking in community question answering (CQA) websites. ZhihuRank is a topic-sensitive expert finding algorithm, which is based on both LDA and PageRank. Currently, with the amount of participants and documents increasing rapidly in CQA websites, how to parallel expert finding algorithms for big data analysis has received significant attention. In this paper, we find that the Spark framework is more suitable for paralleling expert finding algorithms than the MapReduce framework, which is a memory-based parallel computing model to support complicated iterative algorithms. As an example, we parallel ZhihuRank using MLlib's LDA and GraphX's PageRank in Spark. Experiments have been conducted on large-scale real data from Zhihu<sup>1</sup> (the most popular CQA website in China). And the experimental results confirmed the effectiveness and scalability of our proposed approach.","","Electronic:978-1-4673-9005-7; POD:978-1-4673-9006-4","10.1109/BigData.2016.7841019","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7841019","Community Question Answering;Distributed Computing;Expert Finding;LDA;PageRank","Algorithm design and analysis;Computational modeling;Heuristic algorithms;Libraries;Machine learning algorithms;Programming;Sparks","Big Data;Web sites;data analysis;iterative methods;parallel algorithms;question answering (information retrieval);search engines","CQA Web sites;LDA;MapReduce framework;PageRank;Spark framework;ZhihuRank;big data analysis;community question answering Web sites;iterative algorithms;memory-based parallel computing model;parallel topic-sensitive expert finding algorithm;user authority ranking","","","","","","","5-8 Dec. 2016","","IEEE","IEEE Conference Publications"
