"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=5647601,5646812,5648017,5642314,5643699,5432213,5444873,5639901,5518429,5638384,5636476,5451105,5636708,5499456,5635562,5636695,5635946,5630198,5626227,5627757,5632366,5629219,5628629,5632559,5626259,5634699,5630081,5628875,5633162,5634387,5633679,5626990,5626963,5628605,5634337,5624929,5545414,5625582,5625605,5622946,5623139,5401168,5593883,5614639,5614727,5416712,5612909,5342422,5608830,5609736,5607748,5609385,5610650,5600460,5596506,5596639,5596824,5596480,5596869,5596825,5604101,5602589,5596617,5602796,5596717,5596519,5524019,5596769,5596750,5596641,5603054,5600648,5596787,5599818,5599675,5599790,5473140,5597464,5597245,5597631,5597065,5595848,5596032,5597457,5597285,5597868,5597455,5597632,5597367,5597394,5597757,5597278,5597392,5595913,5597266,5595819,5597652,5595920,5597152,5595922",2017/05/05 22:53:18
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Generator of learning data for the TSPs based on the visiting order of the cities on convex hull","A. Kawashima; Y. Sugai","Graduate School of Engineering, Chiba University, Japan","2010 IEEE International Symposium on Intelligent Control","20101028","2010","","","2302","2307","The optimal tours of the traveling salesman problems( TSPs) in two dimensional Euclidean space have the characteristics in the visiting order of the cities on the convex hull. Based on this characteristics, the TSPs can be replaced into some shortest Hamiltonian path problems(SHPPs) of which solutions assemble a tour. This reduction is enabled by the calculation of convex hull and the classification of the cities not on the convex hull into the subsets of cities which construct SHPPs. This procedure means that the TSPs are equivalent to the classification problems, which leads to be able to apply existing methods of machine learning to the TSPs. We show that the teaching data for machine learning are available as the optimal classifications in the instances of which the optimal tour has been found.","2158-9860;21589860","Electronic:978-1-4244-5361-0; POD:978-1-4244-5360-3","10.1109/ISIC.2010.5612909","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5612909","","Cities and towns;Complexity theory;Education;Lead;Learning systems;Machine learning;Software algorithms","learning (artificial intelligence);pattern classification;travelling salesman problems","TSP;cities visiting order;classification problems;convex hull;learning data generator;machine learning;optimal tour;shortest Hamiltonian path problems;traveling salesman problems;two dimensional Euclidean space","","0","","11","","","8-10 Sept. 2010","","IEEE","IEEE Conference Publications"
"Constructing Corpus for Query-Oriented XML Text Summarization","S. Wu; D. Liu; X. Jiao","Jiangxi Key Lab. of Data & Knowledge Eng., Jiangxi Univ. of Finance &Econ., Nanchang, China","2010 International Conference on Management of e-Commerce and e-Government","20101111","2010","","","45","49","XML Retrieval is becoming the focus study of the field of Information Retrieval and Database. Summarization of the results which come from the XML search engines will alleviate the read burden of user's. However, as the basis of this study, the construction of the query-oriented XML text summarization corpus has not yet received enough attention. In this paper, we introduce our works on constructing this kind of corpus, including the selection of topics and XML elements/documents, construction process and the feature of the constructed corpus. Up to now, the corpus has 25 English query topics, including 422 elements for summarization, and 32 Chinese topics which including 402 elements. For each topic, 4 pieces of extracted summaries and 4 pieces of generated summaries are made manually by 4 experts.","","Electronic:978-0-7695-4245-4; POD:978-1-4244-8507-9","10.1109/ICMeCG.2010.18","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5628629","Automatic Summarization;Corpus;Query-oriented;XML","Databases;Education;Feature extraction;Machine learning;Pragmatics;Security;XML","XML;query processing;search engines;text analysis","Chinese topics;English query topics;XML documents;XML elements;XML retrieval;XML search engine;corpus construction;information retrieval;query-oriented XML text summarization;result summarization","","0","","10","","","23-24 Oct. 2010","","IEEE","IEEE Conference Publications"
"Consistent Estimator of Median and Mean Graph","B. Jain; K. Obermayer","Berlin Univ. of Technol., Berlin, Germany","2010 20th International Conference on Pattern Recognition","20101007","2010","","","1032","1035","The median and mean graph are basic building blocks for statistical graph analysis and unsupervised pattern recognition methods such as central clustering and graph quantization. This contribution provides sufficient conditions for consistent estimators of true but unknown central points of a distribution on graphs.","1051-4651;10514651","Electronic:978-1-4244-7541-4; POD:978-1-4244-7542-1","10.1109/ICPR.2010.258","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5595848","","Calculus;Machine learning;Measurement;Optimization;Pattern recognition;Quantization;Stochastic processes","graph theory;pattern clustering;statistical analysis","central clustering;consistent median estimators;graph quantization;mean graph;statistical graph analysis;unsupervised pattern recognition methods","","1","","23","","","23-26 Aug. 2010","","IEEE","IEEE Conference Publications"
"Unsupervised Learning from Linked Documents","Z. Guo; S. Zhu; Y. Chi; Z. Zhang; Y. Gong","Comput. Sci. Dept., SUNY at Binghamton, Binghamton, NY, USA","2010 20th International Conference on Pattern Recognition","20101007","2010","","","730","733","Documents in many corpora, such as digital libraries and webpages, contain both content and link information. In a traditional topic model which plays an important role in the unsupervised learning, the link information is either totally ignored or treated as a feature similar to content. We believe that neither approach is capable of accurately capturing the relations represented by links. To address the limitation of traditional topic models, in this paper we propose a citation-topic (CT) model that explicitly considers the document relations represented by links. In the CT model, instead of being treated as yet another feature, links are used to form the structure of the generative model. As a result, in the CT model a given document is modeled as a mixture of a set of topic distributions, each of which is borrowed (cited) from a document that is related to the given document. We apply the CT model to several document collections and the experimental comparisons against state-of-the-art approaches demonstrate very promising performances.","1051-4651;10514651","Electronic:978-1-4244-7541-4; POD:978-1-4244-7542-1","10.1109/ICPR.2010.184","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5596032","Unsupervised learning;document clustering;latent topic model","Accuracy;IP networks;Indexing;Machine learning;Measurement;Probabilistic logic;Unsupervised learning","Internet;digital libraries;document handling;unsupervised learning","Web pages;citation-topic model;digital libraries;linked documents;unsupervised learning","","0","","13","","","23-26 Aug. 2010","","IEEE","IEEE Conference Publications"
"Learning in Glaucoma Genetic Risk Assessment","Z. Zhang; J. Liu; C. K. Kwoh; X. Sim; W. T. Tay; Y. Tan; F. Yin; T. Y. Wong","Institute for Infocomm Research, A*STAR, Singapore","2010 Annual International Conference of the IEEE Engineering in Medicine and Biology","20101111","2010","","","6182","6185","Genome Wide Association (GWA) studies are powerful tools to identify genes involved in common human diseases, and are becoming increasingly important in genetic epidemiology research. However, the statistical approaches behind GWA studies lack capability in taking into account the possible interactions among genetic markers; and true disease variants may be lost in statistical noise due to high threshold. A typical GWA study reports a few highly suspected signals, e.g. Single-nucleotide polymorphisms (SNPs), which usually account for a tiny portion of overall genetic risks for the disease of interest. This study proposes a computational learning approach in addition to parametric statistical methods along with a filtering mechanism, to build glaucoma genetic risk assessment model. Our data set was obtained from Singapore Malay Eye Study (SiMES), genotyped on Illumina 610quad arrays. We constructed case-control data set with 233 glaucoma and 458 healthy samples. A standard case-control association test was conducted on post-QC dataset with more than 500k SNPs. Genetic profile is constructed using genotype information from a list of 412 SNPs filtered by a relaxed p-value threshold of 1×10<sup>-3</sup>, and forms the feature space for learning. Among the five learning algorithms we performed, Support Vector Machines with radial kernel (SVM-radial) achieved the best result, with area under curve (ROC) of 99.4% and accuracy of 95.9%. The result illustrates that, learning approach in post GWAS data analysis is able to accurately assess genetic risk for glaucoma. The approach is more robust and comprehensive than individual SNPs matching method. We will further validate our results in several other data sets obtained in consequential population studies conducted in Singapore.","1094-687X;1094687X","Electronic:978-1-4244-4124-2; POD:978-1-4244-4123-5","10.1109/IEMBS.2010.5627757","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5627757","","Accuracy;Bioinformatics;Diseases;Genomics;Machine learning;Risk management","genetics;genomics;learning (artificial intelligence);medical computing;statistical analysis;support vector machines;vision defects","Illumina 610quad arrays;SiMES;Singapore Malay Eye Study;computational learning approach;consequential population studies;filtering mechanism;genes;genetic epidemiology research;genetic markers;genetic profile;genome wide association studies;genotyping;glaucoma genetic risk assessment;human diseases;parametric statistical methods;radial kernel;single-nucleotide polymorphisms;statistical noise;support vector machines","Adult;Aged;Aged, 80 and over;Algorithms;Databases, Genetic;Genetic Predisposition to Disease;Genome-Wide Association Study;Glaucoma;Humans;Learning;Middle Aged;Polymorphism, Single Nucleotide;ROC Curve;Reproducibility of Results;Risk Assessment","1","","16","","","Aug. 31 2010-Sept. 4 2010","","IEEE","IEEE Conference Publications"
"Feature Ranking Based on Decision Border","C. Diamantini; A. Gemelli; D. Potena","Univ. Politec. delle Marche, Ancona, Italy","2010 20th International Conference on Pattern Recognition","20101007","2010","","","609","612","In this paper a Feature Ranking algorithm for classification is proposed, which is based on the notion of Bayes decision border. The method elaborates upon the results of the Decision Border Feature Extraction approach, exploiting properties of eigenvalues and eigenvectors of the orthogonal transformation to calculate the discriminative importance weights of the original features. Non parametric classification is also considered by resorting to Labeled Vector Quantizers neural networks trained by the BVQ algorithm. The choice of this architecture leads to a cheap implementation of the ranking algorithm we call BVQ-FR. The effectiveness of BVQ-FR is tested on real datasets. The novelty of the method is to use a feature extraction technique to assess the weight of the original features, as opposed to heuristics methods commonly used.","1051-4651;10514651","Electronic:978-1-4244-7541-4; POD:978-1-4244-7542-1","10.1109/ICPR.2010.154","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5597457","","Accuracy;Approximation algorithms;Artificial neural networks;Eigenvalues and eigenfunctions;Feature extraction;Iron;Machine learning","Bayes methods;eigenvalues and eigenfunctions;feature extraction;learning (artificial intelligence);neural nets","Bayes decision border;decision border feature extraction;eigenvalues;eigenvectors;feature ranking algorithm;labeled vector quantizer;neural network training;nonparametric classification;orthogonal transformation","","0","","8","","","23-26 Aug. 2010","","IEEE","IEEE Conference Publications"
"Effective feature selection with Particle Swarm Optimization based one-dimension searching","Jun Wang; Yan Zhao; Ping Liu","Department of Electronics Engineering, Shantou University, No.243 Daxue Road, Guangdong, 515063, China","2010 3rd International Symposium on Systems and Control in Aeronautics and Astronautics","20101111","2010","","","702","705","Forming an efficient feature space for classification problems is a grand challenge in pattern recognition. Many optimization algorithms are adopted to do feature selection, but these algorithms do searching in multi-dimensions space and always cannot get the optimal feature subset. In this paper, a feature selection method with Particle Swarm Optimization based one-dimension searching is proposed to improve the classification performance. Experimental results show that the proposed method can do feature selection more effectively than the compared method and get much higher classification accuracy.","","Electronic:978-1-4244-6045-8; POD:978-1-4244-6043-4","10.1109/ISSCAA.2010.5632559","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5632559","","Classification algorithms;Complexity theory;Gallium;Kernel;Machine learning algorithms;Particle swarm optimization;Support vector machines","particle swarm optimisation;pattern classification","classification problems;feature selection;one-dimension searching method;particle swarm optimization;pattern recognition","","1","","10","","","8-10 June 2010","","IEEE","IEEE Conference Publications"
"Multiobjective Neural Network Ensembles Based on Regularized Negative Correlation Learning","H. Chen; X. Yao","University of Birmingham, Birmingham","IEEE Transactions on Knowledge and Data Engineering","20101028","2010","22","12","1738","1751","Negative Correlation Learning (NCL) [CHECK END OF SENTENCE], [CHECK END OF SENTENCE] is a neural network ensemble learning algorithm which introduces a correlation penalty term to the cost function of each individual network so that each neural network minimizes its mean-square-error (MSE) together with the correlation. This paper describes NCL in detail and observes that the NCL corresponds to training the entire ensemble as a single learning machine that only minimizes the MSE without regularization. This insight explains that NCL is prone to overfitting the noise in the training set. The paper analyzes this problem and proposes the multiobjective regularized negative correlation learning (MRNCL) algorithm which incorporates an additional regularization term for the ensemble and uses the evolutionary multiobjective algorithm to design ensembles. In MRNCL, we define the crossover and mutation operators and adopt nondominated sorting algorithm with fitness sharing and rank-based fitness assignment. The experiments on synthetic data as well as real-world data sets demonstrate that MRNCL achieves better performance than NCL, especially when the noise level is nontrivial in the data set. In the experimental discussion, we give three reasons why our algorithm outperforms others.","1041-4347;10414347","","10.1109/TKDE.2010.26","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5416712","Multiobjective algorithm;multiobjective learning;negative correlation learning;neural network ensembles;neural networks;regularization.","Algorithm design and analysis;Application software;Computational intelligence;Cost function;Genetic mutations;Machine learning;Machine learning algorithms;Neural networks;Noise level;Sorting","evolutionary computation;learning (artificial intelligence);mathematical operators;mean square error methods;neural nets;sorting","correlation penalty term;cost function;crossover operator;evolutionary multiobjective algorithm;fitness sharing;mean-square-error;multiobjective neural network ensembles;multiobjective regularized negative correlation learning algorithm;mutation operator;neural network ensemble learning algorithm;nondominated sorting algorithm;rank-based fitness assignment","","37","","42","","20100218","Dec. 2010","","IEEE","IEEE Journals & Magazines"
"View-Independent Action Recognition from Temporal Self-Similarities","I. N. Junejo; E. Dexter; I. Laptev; P. Perez","University of Sharjah, Sharjah, UAE","IEEE Transactions on Pattern Analysis and Machine Intelligence","20101118","2011","33","1","172","185","This paper addresses recognition of human actions under view changes. We explore self-similarities of action sequences over time and observe the striking stability of such measures across views. Building upon this key observation, we develop an action descriptor that captures the structure of temporal similarities and dissimilarities within an action sequence. Despite this temporal self-similarity descriptor not being strictly view-invariant, we provide intuition and experimental validation demonstrating its high stability under view changes. Self-similarity descriptors are also shown to be stable under performance variations within a class of actions when individual speed fluctuations are ignored. If required, such fluctuations between two different instances of the same action class can be explicitly recovered with dynamic time warping, as will be demonstrated, to achieve cross-view action synchronization. More central to the current work, temporal ordering of local self-similarity descriptors can simply be ignored within a bag-of-features type of approach. Sufficient action discrimination is still retained in this way to build a view-independent action recognition system. Interestingly, self-similarities computed from different image features possess similar properties and can be used in a complementary fashion. Our method is simple and requires neither structure recovery nor multiview correspondence estimation. Instead, it relies on weak geometric properties and combines them with machine learning for efficient cross-view action recognition. The method is validated on three public data sets. It has similar or superior performance compared to related methods and it performs well even in extreme conditions, such as when recognizing actions from top views while using side views only for training.","0162-8828;01628828","","10.1109/TPAMI.2010.68","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5432213","Human action recognition;human action synchronization;local temporal descriptors.;temporal self-similarities;view invariance","Buildings;Cameras;Fluctuations;Hidden Markov models;Humans;Machine learning;Shape;Stability;Support vector machines;Time measurement","computational geometry;feature extraction;image sequences;learning (artificial intelligence)","action descriptor;action discrimination;action sequence;bag of features type approach;cross view action synchronization;dynamic time warping;image feature;machine learning;multiview correspondence estimation;public data set;striking stability;temporal ordering;temporal self similarity;view independent action recognition;weak geometric property","Algorithms;Artificial Intelligence;Computer Simulation;Humans;Movement;Pattern Recognition, Automated","150","","53","","20100318","Jan. 2011","","IEEE","IEEE Journals & Magazines"
"Feature Selection Using Multiobjective Optimization for Named Entity Recognition","A. Ekbal; S. Saha; C. S. Garbe","Dept. of Comput. Linguistics, Heidelberg Univ., Heidelberg, Germany","2010 20th International Conference on Pattern Recognition","20101007","2010","","","1937","1940","Appropriate feature selection is a very crucial issue in any machine learning framework, specially in Maximum Entropy (ME). In this paper, the selection of appropriate features for constructing a ME based Named Entity Recognition (NER) system is posed as a multiobjective optimization (MOO) problem. Two classification quality measures, namely recall and precision are simultaneously optimized using the search capability of a popular evolutionary MOO technique, NSGA-II. The proposed technique is evaluated to determine suitable feature combinations for NER in two languages, namely Bengali and English that have significantly different characteristics. Evaluation results yield the recall, precision and F-measure values of 70.76%, 81.88% and 75.91%, respectively for Bengali, and 78.38%, 81.27% and 79.80%, respectively for English. Comparison with an existing ME based NER system shows that our proposed feature selection technique is more efficient than the heuristic based feature selection.","1051-4651;10514651","Electronic:978-1-4244-7541-4; POD:978-1-4244-7542-1","10.1109/ICPR.2010.477","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5597245","Feature Selection;Maximum Entropy;Multiobjective Optimization;Named Entity Recognition","Biological cells;Context;Entropy;Machine learning;Optimization;Training;Training data","feature extraction;image recognition;learning (artificial intelligence);optimisation","NSGA-II;classification quality measures;evolutionary MOO technique;feature selection technique;heuristic based feature selection;maximum entropy;multiobjective optimization;named entity recognition","","5","","6","","","23-26 Aug. 2010","","IEEE","IEEE Conference Publications"
