"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=7371260,7371361,7314905,7368772,7367738,7368776,7369242,7367064,7363241,7364114,7363953,7364034,7363073,7363774,7364098,7363164,7364001,7363395,7363448,7363905,7359450,7355313,7298436,7359282,7358791,7358416,7353577,7354457,7357081,7354435,7354004,7317747,7353037,7358813,7353475,7328752,7360021,7350932,7349719,7350874,7350839,7351042,7351837,7349950,7351836,7351206,7351271,7351466,7351247,7351708,7351742,7351656,7346197,7348310,7344817,7344814,7344858,7344554,7344637,7344643,7344778,7344545,7344808,7346646,7344144,7346165,7348375,7347684,7163639,7343074,7343919,7340498,7345495,7340862,7341398,7340859,7345645,7340820,7345493,7345005,7340807,7340789,7334812,7336035,7337843,7336086,7337926,7337999,7337903,7334841,7339147,7336089,7337853,7336249,7337944,7001634,7084661,7334166,7329752,7334080",2017/05/05 22:37:53
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Regularizing deep learning architecture for face recognition with weight variations","S. Nagpal; M. Singh; M. Vatsa; R. Singh","IIIT-Delhi, New Delhi, India","2015 IEEE 7th International Conference on Biometrics Theory, Applications and Systems (BTAS)","20151217","2015","","","1","6","Several mathematical models have been proposed for recognizing face images with age variations. However, effect of change in body-weight is also an interesting covariate that has not been much explored. This paper presents a novel approach to incorporate the weight variations during feature learning process. In a deep learning architecture, we propose incorporating the body-weight in terms of a regularization function which helps in learning the latent variables representative of different weight categories. The formulation has been proposed for both Autoencoder and Deep Boltzmann Machine. On extended WIT database of 200 subjects, the comparison with a commercial system and an existing algorithm show that the proposed algorithm outperforms them by more than 9% at rank-10 identification accuracy.","","Electronic:978-1-4799-8776-4; POD:978-1-4799-8777-1","10.1109/BTAS.2015.7358791","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7358791","","Databases;Decoding;Encoding;Face;Face recognition;Machine learning;Training","Boltzmann machines;face recognition;learning (artificial intelligence)","age variations;autoencoder;deep Boltzmann machine;face image recognition;face recognition;feature learning process;mathematical models;regularization function;regularizing deep learning architecture;weight variations","","1","","14","","","8-11 Sept. 2015","","IEEE","IEEE Conference Publications"
"Adapting sentiment analysis to face-to-face human-agent interactions: From the detection to the evaluation issues","C. Langlet; C. Clavel","Institut Mines-T&#233;l&#233;com, T&#233;l&#233;com ParisTech, CNRS LTCI, 46 Rue Barrault, 75013 Paris, France","2015 International Conference on Affective Computing and Intelligent Interaction (ACII)","20151207","2015","","","14","20","This paper introduces a sentiment analysis method suitable to the human-agent and face-to-face interactions. We present the positioning of our system and its evaluation protocol according to the existing sentiment analysis literature and detail how the proposed system integrates the human-agent interaction issues. Finally, we provide an in-depth analysis of the results obtained by the evaluation, opening the discussion on the different difficulties and the remaining challenges of sentiment analysis in human-agent interactions.","","Electronic:978-1-4799-9953-8; POD:978-1-4799-9954-5; USB:978-1-4799-9952-1","10.1109/ACII.2015.7344545","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7344545","alignment;embodied conversational agent;emotional stance;engagement;other-repetition","Adaptation models;Context;Machine learning algorithms;Pragmatics;Protocols;Semantics;Sentiment analysis","human computer interaction;multi-agent systems;protocols;text analysis","ECA;embodied conversational agent;evaluation protocol;face-to-face human-agent interaction;sentiment analysis","","","","40","","","21-24 Sept. 2015","","IEEE","IEEE Conference Publications"
"Tutorial 1: NVIDIA's platform for Deep Neural Networks","G. Röth","Solution Architect @ NVIDIA","2015 IEEE International Conference on Data Science and Advanced Analytics (DSAA)","20151207","2015","","","XXXVII","XXXIX","Summary form only given. In that session, we will present the NVIDIA's platform for Deep Neural Networks (DNN). NVIDIA designs and produces GPUs and processors that are at the origin of breakthroughs in Deep Learning. NVIDIA also develops CuDNN, a library of primitives for Deep Learning which is integrated in leading frameworks like Theano, Torch and Caffe and DIGITS, an interactive Deep Learning GPU Training System. During that session, you will learn more about those different components to help you make your DNN more powerful.","","Electronic:978-1-4673-8273-1; POD:978-1-4673-8274-8","10.1109/DSAA.2015.7344778","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7344778","","Biological system modeling;Computer science;Machine learning;Machine learning algorithms;Neural networks;Training;Tutorials","graphics processing units;neural nets","Caffe;CuDNN;DIGITS;GPUs;NVIDIA;Theano;Torch;deep neural networks;interactive deep learning GPU training system","","","","","","","19-21 Oct. 2015","","IEEE","IEEE Conference Publications"
"A hybrid Deep belief network approach for Financial distress prediction","Z. Lanbouri; S. Achchab","National School for Computer Science and Systems analysis, Mohammed V University of Rabat, Morocco","2015 10th International Conference on Intelligent Systems: Theories and Applications (SITA)","20151217","2015","","","1","6","After the subprime crisis in 2008, an efficient Financial Distress Prediction (FDP) model has become necessary. Many research works have attempted to provide a model using statistical or intelligent methods. In this respect, this paper adopts a two-stage hybrid model that integrates Deep Learning and Support Vector Machine as a FDP modeling method. Local receptive fields is a technique used in order to select the nodes for each layer of our deep network. Then, stacked Restricted Boltzmann Machine is applied to form a Deep Belief Network as pre-training. Subsequently, Support Vector Machine follows for classification. An experiment over a sample of French firms offers accuracy details about this method. The proposed model actually provides a result of 76,8% instances that are correctly classified. Henceforth, the new technique could prevent Financial distress before it happens. As such, investors, managers, banks, decision makers and others could benefit from its significant impact.","","Electronic:978-1-5090-0220-7; POD:978-1-5090-0221-4","10.1109/SITA.2015.7358416","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7358416","","Artificial neural networks;Business;Correlation;Machine learning;Measurement;Support vector machines;Training","","","","","","19","","","20-21 Oct. 2015","","IEEE","IEEE Conference Publications"
"Classifier with hierarchical topographical maps as internal representation","T. Trappenberg; P. Hollensen; P. Hartono","Faculty of Computer Science, Dalhousie University, Halifax, Canada","2015 IEEE 19th International Conference on Intelligent Engineering Systems (INES)","20151123","2015","","","341","345","In this study we want to connect our previously proposed context-relevant topographical maps with the deep learning community. Our architecture is a classifier with hidden layers that are hierarchical two-dimensional topographical maps. These maps differ from the conventional self-organizing maps in that their organizations are influenced by the context of the data labels in a top-down manner. In this way bottom-up and top-down learning are combined in a biologically relevant representational learning setting. Compared to our previous work, we are here specifically elaborating the model in a more challenging setting compared to our previous experiments and to advance more hidden representation layers to bring our discussions into the context of deep representational learning.","","Electronic:978-1-4673-7939-7; POD:978-1-4673-7940-3; USB:978-1-4673-7938-0","10.1109/INES.2015.7329752","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7329752","","Animals;Context;Databases;Machine learning;Neurons;Organizations;Radial basis function networks","learning (artificial intelligence);pattern classification;self-organising feature maps","bottom-up learning;context-relevant topographical maps;deep learning community;deep representational learning;hierarchical topographical maps;hierarchical two-dimensional topographical maps;internal representation;self-organizing maps;top-down learning","","","","9","","","3-5 Sept. 2015","","IEEE","IEEE Conference Publications"
"A scalable solution for group feature selection","P. Govindan; R. Chen; K. Scheinberg; S. Srinivasan","Rutgers University","2015 IEEE International Conference on Big Data (Big Data)","20151228","2015","","","2846","2848","In many applications, we may want to build a classifier with high confidence, while reducing the number of features. We consider the case where features are assigned to predefined groups and cannot be removed individually. An additional and important constraint is that the datasets may be very large and may not fit in memory. We use logistic regression with group penalty, which results in sparse solutions at the group level. In our implementation, we apply L-BFGS to approximate the quadratic loss function of logistic regression and use Block Co-ordinate Descent to solve for each group. Our contributions can be summarized as follows: (1) we discuss different scalable approaches, depending on characteristics of the dataset, such as, large number of data points or large number of features or large number of groups; (2) for datasets with large number of data points and few groups of features, we identify the bottlenecks for scalability; (3) we present Spark solutions in Python and discuss the advantages of our solution over alternate solutions; (4) we present the experiments and results on synthetic data and real data from manufacturing applications.","","Electronic:978-1-4799-9926-2; POD:978-1-4799-9927-9","10.1109/BigData.2015.7364098","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7364098","","Approximation methods;Big data;Logistics;Machine learning algorithms;Runtime;Sparks;Sparse matrices","feature selection;pattern classification;regression analysis","L-BFGS;Python;Spark;block coordinate descent;group feature selection;logistic regression","","","","5","","","Oct. 29 2015-Nov. 1 2015","","IEEE","IEEE Conference Publications"
"Acquisition by robots of danger-avoidance behaviors using probability-based reinforcement learning","D. Takeyama; M. Kanoh; T. Matsui; T. Nakamura","Graduate School of Computer Science, Chukyo University, 101-2 Yagoto Honmachi, Showa-ku, Nagoya, Aichi 466-8666, Japan","2015 IEEE International Conference on Fuzzy Systems (FUZZ-IEEE)","20151130","2015","","","1","4","Robots are being used more and more in dangerous environments such as space and disaster areas. However, when robots are at risk in dangerous environments, the time during which robot operators can issue risk avoidance instructions is limited. Therefore, robots should be able to acquire behaviors that enable them to autonomously avoid danger. In this paper, we present a probability-based reinforcement learning (PrRL) method and apply it to robot behavior acquisition.","","Electronic:978-1-4673-7428-6; POD:978-1-4673-7429-3","10.1109/FUZZ-IEEE.2015.7337999","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7337999","","Compounds;Computer science;Learning (artificial intelligence);Machine learning algorithms;Mathematical model;Presses;Robots","intelligent robots;learning (artificial intelligence);probability","PrRL method;danger-avoidance behaviors;dangerous environments;probability-based reinforcement learning;risk avoidance instructions;robot behavior acquisition;robot operators","","","","7","","","2-5 Aug. 2015","","IEEE","IEEE Conference Publications"
"Analog inference circuits for deep learning","J. Holleman; I. Arel; S. Young; J. Lu","Department of Electrical Engineering & Computer Science, University of Tennessee, Knoxville, Knoxville, TN, USA","2015 IEEE Biomedical Circuits and Systems Conference (BioCAS)","20151207","2015","","","1","4","Deep Machine Learning (DML) algorithms have proven to be highly successful at challenging, high-dimensional learning problems, but their widespread deployment is limited by their heavy computational requirements and the associated power consumption. Analog computational circuits offer the potential for large improvements in power efficiency, but noise, mismatch, and other effects cause deviations from ideal computations. In this paper we describe circuits useful for DML algorithms, including a tunable-width bump circuit and a configurable distance calculator. We also discuss the impacts of computational errors on learning performance. Finally we will describe a complete deep learning engine implemented using current-mode analog circuits and compare its performance to digital equivalents.","","Electronic:978-1-4799-7234-0; POD:978-1-4799-7235-7; USB:978-1-4799-7233-3","10.1109/BioCAS.2015.7348310","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7348310","analog CMOS;deep learning;error modeling;neuromorphic computing","Clustering algorithms;Computational efficiency;Computational modeling;Feature extraction;Integrated circuit modeling;Machine learning algorithms;Training","CMOS analogue integrated circuits;biomedical electronics;learning (artificial intelligence);medical computing","DML algorithms;analog computational circuits;analog inference circuits;computational errors;configurable distance calculator;current-mode analog circuits;deep learning engine;deep machine learning algorithms;digital equivalents;heavy computational requirements;high-dimensional learning problems;noise;power consumption;tunable-width bump circuit","","1","","8","","","22-24 Oct. 2015","","IEEE","IEEE Conference Publications"
"Interpolation aided fuzzy image classification","Yongfeng Zhang; C. Shang; Q. Shen","Department of Computer Science, Institute of Mathematics, Physics and Computer Science, Aberystwyth University, UK","2015 IEEE International Conference on Fuzzy Systems (FUZZ-IEEE)","20151130","2015","","","1","7","This paper presents a novel application of interpolation in supporting fuzzy image classification. The recently introduced Deep Spatio-Temporal Inference Network (DeSTIN) is employed to carry out limited original feature extraction. A simple but effective linear interpolation is then used to artificially increase the dimensionality of the extracted feature sets for accurate classification, without incurring heavy computational cost. In particular, Fuzzy-Rough Nearest Neighbour (FRNN) and Fuzzy Ownership Nearest Neighbour (FRNN-O) are each utilised for image classification. The work is tested against the popular MNIST dataset of handwritten digits [1]. Experimental results indicate that the proposed approach is highly promising.","","Electronic:978-1-4673-7428-6; POD:978-1-4673-7429-3","10.1109/FUZZ-IEEE.2015.7337903","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7337903","","Computer architecture;Computer science;Feature extraction;Interpolation;Machine learning;Time complexity;Tin","feature extraction;fuzzy set theory;image classification;interpolation;rough set theory","DeSTIN;FRNN-O;MNIST;deep spatio-temporal inference network;feature extraction;fuzzy ownership nearest neighbour;fuzzy-rough nearest neighbour;handwritten digits;linear interpolation aided fuzzy image classification","","","","18","","","2-5 Aug. 2015","","IEEE","IEEE Conference Publications"
"Generalization of optimal motion trajectories for bipedal walking","A. Werner; D. Trautmann; D. Lee; R. Lampariello","Institute of Robotics and Mechatronics, German Aerospace Center (DLR), Germany","2015 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","20151217","2015","","","1571","1577","Control of robot locomotion profits from the use of pre-planned trajectories. This paper presents a way to generalize globally optimal and dynamically consistent trajectories for cyclic bipedal walking. A small task-space consisting of stride-length and step time is mapped to spline parameters which fully define the optimal joint space motion. The paper presents the impact of different machine learning algorithms for velocity and torque optimal trajectories with respect to optimality and feasibility. To demonstrate the usefulness of the trajectories, a control approach is presented that allows general walking including transitions between points in the task-space.","","Electronic:978-1-4799-9994-1; POD:978-1-4799-9995-8; USB:978-1-4799-9993-4","10.1109/IROS.2015.7353577","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7353577","","Cost function;Legged locomotion;Machine learning algorithms;Splines (mathematics);Trajectory","learning (artificial intelligence);legged locomotion","cyclic bipedal walking;dynamically consistent trajectories;general walking;generalization;machine learning algorithms;optimal joint space motion;optimal motion trajectories;preplanned trajectories;robot locomotion;small task space;spline parameters;step time;stride length;torque optimal trajectories","","1","","15","","","Sept. 28 2015-Oct. 2 2015","","IEEE","IEEE Conference Publications"
