"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=5222896,5211434,4752820,5211255,5211147,5209407,5210894,5209114,5202640,5202625,5203241,5202584,5196706,5201117,5202740,5203891,5202775,5202626,5200010,5197216,5193268,5193229,5197025,5193233,5193164,5193182,5193141,5189870,5189979,5189982,5188812,5175995,5176102,5176010,5175184,5171058,5171041,5170846,5172736,5170924,5170593,5171033,4633360,5169420,5169306,5164251,5158892,5158281,5159176,5159178,4620115,4609386,5157009,5137820,5138351,5116420,4781568,4553716,5090954,4569848,5090999,5077096,5077084,5089132,5075781,5075772,4806061,4957047,5072516,5070794,4840491,4983078,5031561,4983337,5008946,5008932,4976318,4976614,4809840,4960694,4959941,4968072,4959949,4960568,4960325,4960354,4959931,4960108,4798164,4809823,4959960,4976580,4960679,4939139,4895689,4757294,4957124,4956770,4909260,4695821",2017/05/05 22:16:38
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Automated analysis of Human Protein Atlas immunofluorescence images","J. Y. Newberg; Jieyue Li; A. Rao; F. Ponten; M. Uhlen; E. Lundberg; R. F. Murphy","Center for Bioimage Informatics and Dept. of Biomedical Engineering, Carnegie Mellon University, Pittsburgh, PA, USA","2009 IEEE International Symposium on Biomedical Imaging: From Nano to Macro","20090807","2009","","","1023","1026","The Human Protein Atlas is a rich source of location proteomics data. In this work, we present an automated approach for processing and classifying major subcellular patterns in the Atlas images. We demonstrate that two different classification frameworks (support vector machine and random forest) are effective at determining subcellular locations; we can analyze over 3500 Atlas images with a high degree of accuracy, up to 87.5% for all of the samples and 98.5% when only considering samples in whose classification assignments we are most confident. Moreover, the features obtained in both of these frameworks are observed to be highly consistent and generalizable. Additionally, we observe that the features relating the proteins to cell markers are especially important in automated learning approaches.","1945-7928;19457928","POD:978-1-4244-3931-7","10.1109/ISBI.2009.5193229","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5193229","Image classification;feature selection;location proteomics;machine learning;microscopy","Classification tree analysis;Erbium;Humans;Image analysis;Image segmentation;Immune system;Pattern recognition;Proteins;Support vector machine classification;Support vector machines","bioinformatics;biological techniques;cellular biophysics;fluorescence;image classification;learning (artificial intelligence);proteins;proteomics;support vector machines","Human Protein Atlas;automated analysis;automated learning approach;cell markers;feature selection;image classification;immunofluorescence image;machine learning;proteomics;random forest;subcellular patterns;support vector machine","","6","","12","","","June 28 2009-July 1 2009","","IEEE","IEEE Conference Publications"
"Semantic Classifier for Affective Computing","M. Stanojevic; S. Vranes","Mihailo Pupin Inst., Belgrade, Serbia","2008 International Conference on Computational Intelligence for Modelling Control & Automation","20090724","2008","","","849","854","One of the most important fields of affective computing is related to the hard problem of emotion recognition. At present, there are several approaches to the problem of automatic emotion recognition based on different methods, like Bayesian classifiers, support vector machines, linear discriminant analysis, neural networks or k-nearest neighbors, which classify emotions using several features obtained from facial expressions, body gestures, speech or different physiological signals. In this paper, we propose a semantic classifier as a new, simple and efficient approach to the problem of automatic emotion recognition. The implementation of the semantic classifier is based on the basic, natural principles used to decrease the complexity of problems found in n-dimensional spaces: discretization, structure identification and semantic optimization. The proposed classifier exhibits some self-organizing features and supports learning by repetition, generalization and specialization. It will be used to implement a distributed and robust system for emotion recognition.","","POD:978-0-7695-3514-2","10.1109/CIMCA.2008.28","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5172736","Affective Computing;Classifiers;Knowledge Representation;Machine Learning;Semantics","Bayesian methods;Classification tree analysis;Crosstalk;Emotion recognition;Hypercubes;Linear discriminant analysis;Neural networks;Speech analysis;Support vector machine classification;Support vector machines","computational complexity;emotion recognition;learning (artificial intelligence);pattern classification","Bayesian classifier;affective computing;automatic emotion recognition;body gesture;discretization;distributed system;facial expression;k-nearest neighbor;linear discriminant analysis;n-dimensional space;neural network;physiological signal;robust system;self-organizing feature;semantic classifier;semantic optimization;speech;structure identification;support vector machine","","0","","16","","","10-12 Dec. 2008","","IEEE","IEEE Conference Publications"
"A New Implementation of Recursive Feature Elimination Algorithm for Gene Selection from Microarray Data","S. Peng; X. Liu; J. Yu; Z. Wan; X. Peng","Dept. of Pathology, Zhejiang Univ., Hangzhou, China","2009 WRI World Congress on Computer Science and Information Engineering","20090724","2009","3","","665","669","We proposed a new approach for gene selection and multi-cancer classification based on step-by-step improvement of classification performance (SSiCP). The SSiCP gene selection algorithms were evaluated over the NCI60 and GCM benchmark datasets, with an accuracy of 96.6% and 95.5% in 10-fold cross validation, respectively. Furthermore, the SSiCP outperformed recently published algorithms when applied to another two multi-cancer data sets. Computational evidence indicated that SSiCP can avoid over fitting effectively. Compared with various gene selection algorithms, the implementation of SSiCP is very simple, and all the computational experiments are repeatable.","","POD:978-0-7695-3507-4","10.1109/CSIE.2009.75","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5170924","cancer;feature selection;gene expression;machine learning;microarray","Cancer;Computer science;Data engineering;Educational institutions;Gene expression;Neoplasms;Pathology;Support vector machine classification;Support vector machines;Tumors","cancer;feature extraction;genetics;medical computing;pattern classification","SSiCP algorithm;gene selection;microarray data;multicancer classification;recursive feature elimination;step-by-step improvement of classification performance","","3","","18","","","March 31 2009-April 2 2009","","IEEE","IEEE Conference Publications"
"Probabilistic Modeling of Scene Dynamics for Applications in Visual Surveillance","I. Saleemi; K. Shafique; M. Shah","University of Central Florida, Orlando","IEEE Transactions on Pattern Analysis and Machine Intelligence","20090623","2009","31","8","1472","1485","We propose a novel method to model and learn the scene activity, observed by a static camera. The proposed model is very general and can be applied for solution of a variety of problems. The motion patterns of objects in the scene are modeled in the form of a multivariate nonparametric probability density function of spatiotemporal variables (object locations and transition times between them). Kernel Density Estimation is used to learn this model in a completely unsupervised fashion. Learning is accomplished by observing the trajectories of objects by a static camera over extended periods of time. It encodes the probabilistic nature of the behavior of moving objects in the scene and is useful for activity analysis applications, such as persistent tracking and anomalous motion detection. In addition, the model also captures salient scene features, such as the areas of occlusion and most likely paths. Once the model is learned, we use a unified Markov Chain Monte Carlo (MCMC)-based framework for generating the most likely paths in the scene, improving foreground detection, persistent labeling of objects during tracking, and deciding whether a given trajectory represents an anomaly to the observed motion patterns. Experiments with real-world videos are reported which validate the proposed approach.","0162-8828;01628828","","10.1109/TPAMI.2008.175","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4569848","Machine learning;Markov Chain Monte Carlo.;Markov processes;Metropolis-Hastings;Probability and Statistics;Vision and Scene Understanding;Vision and scene understanding;kernel density estimation;machine learning;tracking","","Markov processes;Monte Carlo methods;motion estimation;object detection;probability;unsupervised learning;video surveillance","Markov Chain Monte Carlo-based framework;anomalous motion detection;kernel density estimation;observed motion pattern;probabilistic modeling;probability density function;spatiotemporal variable;static camera;unsupervised fashion;visual surveillance","","73","","41","","20080718","Aug. 2009","","IEEE","IEEE Journals & Magazines"
"A Novel Method of Chinese Web Information Extraction and Applications","Z. Liu; Y. Wang","Chengdu Inst. of Comput. Applic., Chinese Acad. of Sci., Chengdu, China","2009 WASE International Conference on Information Engineering","20090821","2009","1","","65","68","One promising application of natural language processing (NLP) research is in the area of information extraction (IE). In this paper, we present work flow of our IE system for the extraction of semantically rich information from the unstructured or semi-structured Chinese web pages. Knowledge engineering approach and automatic training approach are used to extract pattern and built knowledge repository. General IE system needs to label the unlabeled training Web pages. A novel methodology that does not need to label text is developed, including hierarchy filtration pattern matching based on syntax in best distance method and maximum forward boundary recognition using organization suffix repository and part of speech tagging method. As for applications of IE, a new application system based on IE is built. It is object-level vertical search system and object here is Chinese people, so IE is concerned with extracting people's related attributes from a collection of web pages about Chinese people. The results are displayed as hierarchy directory tree according to people's attributes. The system makes user find people quickly and easily.","","POD:978-0-7695-3679-8","10.1109/ICIE.2009.43","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5211147","information extraction (IE);machine learning(ML);natural language processing (NLP)","Data mining;Filtration;Knowledge engineering;Natural language processing;Pattern matching;Pattern recognition;Speech recognition;Tagging;Text recognition;Web pages","Internet;knowledge engineering;natural language processing","Chinese web information extraction;Web pages;automatic training approach;distance method;filtration pattern matching;knowledge engineering approach;maximum forward boundary recognition;natural language processing research;object-level vertical search system;organization suffix repository;speech tagging method","","1","","11","","","10-11 July 2009","","IEEE","IEEE Conference Publications"
"Comparison of Raman spectra estimation algorithms","M. Mallick; B. Drake; H. Park; A. Register; D. Blair; P. West; R. Palkki; A. Lanterman; D. Emge","Georgia Tech Research Institute, Sensors and Electromagnetic Applications Laboratory, Atlanta, 30332, U.S.A.","2009 12th International Conference on Information Fusion","20090818","2009","","","2239","2246","Raman spectroscopy is a powerful and effective technique for analyzing and identifying the chemical composition of a substance. Two types of Raman spectra estimation algorithms exist: supervised and unsupervised. In this paper, we perform a comparative analysis of five supervised algorithms for estimating Raman spectra. We describe a realistic measurement model for a dispersive Raman measurement device and observe that the measurement error variances vary significantly with bin index. Monte Carlo analyses with simulated measurements are used to calculate the bias, root mean square error, and computational time for each algorithm. Our analyses show that it is important to use correct measurement weights and enforce the nonnegative constraint in parameter estimation.","","POD:978-0-9824-4380-4","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5203891","Chem/Bio Detection;Classical Weighted Least Squares;Classification;Constrained Parameter Estimation;Generalized Likelihood Ratio Test;Machine Learning;Measures of Performance;Nonnegative Weighted Least Square;Raman Spectroscopy","Algorithm design and analysis;Analytical models;Chemical analysis;Computational modeling;Dispersion;Measurement errors;Monte Carlo methods;Performance analysis;Raman scattering;Spectroscopy","Monte Carlo methods;Raman spectroscopy;chemical analysis;estimation theory;mean square error methods","Monte Carlo analyses;Raman spectroscopy;chemical composition;estimation algorithms;root mean square error","","0","","18","","","6-9 July 2009","","IEEE","IEEE Conference Publications"
"Knowledge discovery over community-sharing media: From signal to intelligence","W. Hsu; T. Mei; R. Yan","National Taiwan University, Taipei, Taiwan","2009 IEEE International Conference on Multimedia and Expo","20090818","2009","","","1448","1451","The explosive growth of photos/videos and the advent of media-sharing services have drastically increased the volume of user-contributed multimedia resources, which bring profound social impacts to the society and pose new challenges for the design of efficient search, mining, and visualization methods for manipulation. Besides plain visual or audio signals, such large-scale media are augmented with rich context such as user-provided tags, geo-locations, time, device metadata, and so on, benefiting a wide variety of potential applications such as annotation, automatic training data acquisition, contextual advertising, and visualization. We review the research advances for enabling such applications and present a brief outlook on open issues and major opportunities.","1945-7871;19457871","POD:978-1-4244-4290-4","10.1109/ICME.2009.5202775","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5202775","machine learning;multimedia advertising;multimedia annotation;multimedia search;social media;survey;visualization","Advertising;Asia;Data visualization;Electrostatic precipitators;Explosives;Humans;Large-scale systems;Signal design;Tagging;Videos","data mining;multimedia systems;social networking (online)","community-sharing media;knowledge discovery;large-scale media;media-sharing services;mining methods;search methods;user-contributed multimedia resources;visualization methods","","3","2","37","","","June 28 2009-July 3 2009","","IEEE","IEEE Conference Publications"
"Who is the expert? Analyzing gaze data to predict expertise level in collaborative applications","Y. Liu; P. Y. Hsueh; J. Lai; M. Sangin; M. A. Nussli; P. Dillenbourg","IBM T.J. Watson Research Center, 1101 Kitchawan Road, Route 134, Yorktown Heights, NY 10598, USA","2009 IEEE International Conference on Multimedia and Expo","20090818","2009","","","898","901","In this paper, we analyze complex gaze tracking data in a collaborative task and apply machine learning models to automatically predict skill-level differences between participants. Specifically, we present findings that address the two primary challenges for this prediction task: (1) extracting meaningful features from the gaze information, and (2) casting the prediction task as a machine learning (ML) problem. The results show that our approach based on profile hidden Markov models are up to 96% accurate and can make the determination as fast as one minute into the collaboration, with only 5% of gaze observations registered. We also provide a qualitative analysis of gaze patterns that reveal the relative expertise level of the paired users in a collaborative learning user study.","1945-7871;19457871","POD:978-1-4244-4290-4","10.1109/ICME.2009.5202640","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5202640","Collaborative work;Eye-tracking;Machine learning;Modeling and prediction of user behavior","Casting;Collaboration;Collaborative work;Data analysis;Data mining;Feature extraction;Hidden Markov models;Machine learning;Pattern analysis;Predictive models","behavioural sciences computing;groupware;hidden Markov models;human computer interaction;learning (artificial intelligence)","collaborative learning;collaborative task;complex gaze tracking data;expertise level prediction;gaze information;gaze patterns;hidden Markov models;machine learning;skill-level differences","","1","","15","","","June 28 2009-July 3 2009","","IEEE","IEEE Conference Publications"
"Computer Algorithms for Discriminating Protein Folds and Predicting Protein Folding Rates Based on Contact Information","M. M. Gromiha","Comput. Biol. Res. Center, AIST, Tokyo, Japan","2009 International Association of Computer Science and Information Technology - Spring Conference","20090721","2009","","","581","585","Inter-residue interactions play an important role in governing the folding and stability of protein structures. In this work, we have analyzed the contacts between amino acid residues in different folding types of globular proteins and various ranges of folding rates. Based on amino acid contacts a novel parameter, multiple contact index has been developed for understanding protein folding rates. We have computed short, medium and long-range contacts in proteins of different folding types and rates from their sequences and structures. Utilizing the information, we have developed models for recognizing protein folds and predicting their folding rates, using machine learning techniques. Our methods showed an accuracy of 55% for discriminating 1612 globular proteins belonging to 30 different folds and an accuracy of 96% to distinguish the fast and slow folding proteins using 5-fold cross-validation method.","","POD:978-0-7695-3653-8","10.1109/IACSIT-SC.2009.33","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5169420","fold recognition;long-range order;machine learning techniques;multiple contact index;protein folding rates","Amino acids;Biology computing;Computational biology;Computer science;Machine learning;Predictive models;Protein engineering;Sequences;Springs;Stability","bioinformatics;learning (artificial intelligence);molecular biophysics;proteins","computer algorithm;contact information;interresidue interactions;machine learning;protein folding","","0","","37","","","17-20 April 2009","","IEEE","IEEE Conference Publications"
"Forecasting the Wind Generation Using a Two-Stage Network Based on Meteorological Information","S. Fan; J. R. Liao; R. Yokoyama; L. Chen; W. J. Lee","Bus. & Economic Forecasting Unit, Monash Univ., Clayton, VIC","IEEE Transactions on Energy Conversion","20090519","2009","24","2","474","482","This paper proposes a practical and effective model for the generation forecasting of a wind farm with an emphasis on its scheduling and trading in a wholesale electricity market. A novel forecasting model is developed based on indepth investigations of meteorological information. This model adopts a two-stage hybrid network with Bayesian clustering by dynamics and support vector regression. The proposed structure is robust with different input data types and can deal with the nonstationarity of wind speed and generation series well. Once the network is trained, we can straightforward predict the 48-h ahead wind power generation. To demonstrate the effectiveness, the model is applied and tested on a 74-MW wind farm located in the southwest Oklahoma of the United States.","0885-8969;08858969","","10.1109/TEC.2008.2001457","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4757294","Machine learning;meteorology;nonstationarity;wind generation forecasting","","Bayes methods;forecasting theory;meteorology;pattern clustering;power generation scheduling;power markets;regression analysis;wind power;wind power plants","Bayesian clustering;hybrid network;meteorological information;power 74 MW;support vector regression;two stage network;wholesale electricity market;wind farm;wind generation forecfasting","","93","","18","","20090120","June 2009","","IEEE","IEEE Journals & Magazines"
