"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=7332513,7332502,7334095,7334292,7330451,7272105,7325900,7323027,7328189,7326150,7326432,7325773,7326782,7307121,7321439,7321420,7321454,7321463,7321440,7319209,7318462,7320414,7318482,7319008,7317959,7272047,7152946,7314704,7265055,7307573,7307823,7301554,7243357,7244241,7254179,7300975,7258382,7293666,7244231,7301269,7300325,7299406,7299084,7298629,7298854,7298862,7298968,7298731,7299143,7299024,7299067,7298717,7299016,7298712,7298880,7296215,7296368,7292925,6981951,7288043,7288226,7287985,7285297,7284164,7279298,7284547,7284964,7281139,7284873,7284440,7284785,7275914,7275822,7275709,7275858,7272910,7273701,7272932,7273627,7273702,7234886,7271555,7271508,7271619,7265332,7145470,7263620,7260552,7257043,7259513,7260555,7250227,7091007,7251437,7248453,7238525,7243232,7237129,7232886,7232789",2017/05/05 22:38:50
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Children story classification based on structure of the story","Harikrishna D M; K. S. Rao","School of Information Technology, Indian Institute of Technology, Kharagpur, India","2015 International Conference on Advances in Computing, Communications and Informatics (ICACCI)","20150928","2015","","","1485","1490","The main objective of this work is to classify Hindi and Telugu stories based on their structure into three genres: Fable, Folk-tale and Legend. In this work, each story is divided into three parts: (i) introduction, (ii) main and (iii) climax. The objective of this work is to explore how story genre information is embedded in different parts of the story. We are proposing a framework for story classification using keyword and Part-of-speech (POS) based features. Keyword based features like Term Frequency (TF) and Term Frequency Inverse Document Frequency (TFIDF) are used. Classification performance is analyzed for different story parts using various combinations of features with three classifiers: (i) Naive Bayes (NB), (ii) k-Nearest Neighbour (KNN) and (iii) Support Vector Machine (SVM). From the experimental studies, it has been observed that classification performance has not significantly improved by combining linguistic (POS) and keyword based features. Among classifiers, SVM outperformed the other classifiers. The main part of the story has the highest classification accuracy compared to introduction and climax parts of the story.","","Electronic:978-1-4799-8792-4; POD:978-1-4799-8793-1; USB:978-1-4799-8791-7","10.1109/ICACCI.2015.7275822","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7275822","Climax;Introduction;KNN;Main;Naive Bayes;Part-of-Speech;SVM;Story Classification;Structure of Story;Text-to-Speech;Vector Space Model","Accuracy;Handheld computers;Informatics;Machine learning algorithms;Niobium;Support vector machines;Text categorization","Bayes methods;document handling;linguistics;natural language processing;pattern classification;speech synthesis;support vector machines","Hindi story classification;KNN classifier;NB classifier;POS based feature;SVM classifier;TFIDF;Telugu story classification;children story classification;classification performance;classify;fable;folk-tale;k-nearest neighbour classifier;keyword based features;legend;linguistic;naive Bayes classifier;part-of-speech;story genre information;story speech synthesis system;story structure;support vector machine classifier;term frequency inverse document frequency","","1","","17","","","10-13 Aug. 2015","","IEEE","IEEE Conference Publications"
"Automatic summarization of Polish news articles by sentence selection","K. Jassem; Ł. Pawluczuk","Adam Mickiewicz University in Pozna&#x0144; ul.Wieniawskiego 1, 61-712, Poland","2015 Federated Conference on Computer Science and Information Systems (FedCSIS)","20151109","2015","","","337","341","This paper describes the automatic summarization system developed for the Polish language. The system implements sentence-based extractive summarization technique, which consists in determining most important sentences in document due to their computed salience. A structure of the system is presented, as well as the evaluation method and achieved results. The presented attempt is intended to serve as the baseline for future solutions, as it is the first summarization project evaluated against the Polish Summaries Corpus, the standardized corpus of summaries for the Polish language.","","Electronic:978-8-3608-1065-1; POD:978-1-4799-6747-6; USB:978-8-3608-1067-5","10.15439/2015F186","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7321463","","Computer science;Feature extraction;Machine learning algorithms;Pragmatics;Syntactics;Text analysis;Training","text analysis","Polish language;Polish news articles;Polish summaries corpus;automatic text summarization;evaluation method;extractive summarization technique;sentence selection","","","","12","","","13-16 Sept. 2015","","IEEE","IEEE Conference Publications"
"An improved cluster analysis algorithm using for network traffic flow","S. Yong; S. Zhen-Chao; Z. Ran; Z. Geng; L. Shi-Dong","School of Information and Communication Engineering, Beijing University of Posts and Telecommunications, Beijing, China","2015 10th International Conference on Computer Science & Education (ICCSE)","20150910","2015","","","111","115","With the rapid development of computer network and the network application, network has plays an increasingly important role in the social progress and economic development. Rapid development of information technology makes the network traffic behavior has become increasingly complex, and the reliability of the network becomes crucial. Cluster algorithm using for network traffic flow is an entry to analysis network status. Support Vector Machine (SVM) is a machine learning method to solve binary classification problem. An improved cluster analysis algorithm of combining SVM with supervised subset density clustering is proposed in this paper, and minimize the training set of SVM by means of clustering is researched. A supervised self-adaptive method for the improved density clustering is designed to make out multiple centers choosing and referring the samples to SVM. The experimental results show that the algorithm reduces the iteration time of the whole training process without compromising the accuracy and generalization capacity of the algorithm obviously.","","Electronic:978-1-4799-6600-4; POD:978-1-4799-6601-1; USB:978-1-4799-6599-1","10.1109/ICCSE.2015.7250227","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7250227","SVM;cluster analysis;network traffic flow;self-adaptive center choosing;supervised subset density clustering","Accuracy;Algorithm design and analysis;Classification algorithms;Clustering algorithms;Machine learning algorithms;Support vector machines;Training","computer network reliability;iterative methods;learning (artificial intelligence);pattern classification;pattern clustering;support vector machines;telecommunication computing;telecommunication traffic","SVM;binary classification problem;cluster algorithm;computer network;economic development;improved cluster analysis algorithm;improved density clustering;information technology;iteration time;machine learning method;network application;network status analysis;network traffic behavior;network traffic flow;social progress;supervised self-adaptive method;supervised subset density clustering;support vector machine","","0","","11","","","22-24 July 2015","","IEEE","IEEE Conference Publications"
"A CGRA-Based Approach for Accelerating Convolutional Neural Networks","M. Tanomoto; S. Takamaeda-Yamazaki; J. Yao; Y. Nakashima","Grad. Sch. of Inf. Sci., Nara Inst. of Sci. & Technol., Nara, Japan","2015 IEEE 9th International Symposium on Embedded Multicore/Many-core Systems-on-Chip","20151112","2015","","","73","80","Convolutional neural network (CNN) is an emerging approach for achieving high recognition accuracy in various machine learning applications. To accelerate CNN computations, various GPU-based or application-specific hardware approaches have been recently proposed. However, since they require large computing hardware and absolute energy amount, they are not suitable for embedded applications. In this paper, we propose a novel approach to accelerate CNN computations using a CGRA (Coarse Grained Reconfigurable Architecture) for low-power embedded systems. We first present a new CGRA with distributed scratchpad memory blocks for efficient temporal blocking to reduce memory bandwidth pressure. We then show the architecture of our CNN accelerator using the CGRA with some dedicated software implementation. We evaluated our approach by comparing some existing platforms, such as high-end and mobile GPUs, and general multicore CPUs. The evaluation result shows that our proposal achieves 1.93x higher performance per memory bandwidth and 2.92x higher area performance, respectively.","","Electronic:978-1-4799-8670-5; POD:978-1-4799-8671-2","10.1109/MCSoC.2015.41","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7328189","Accelerator Architecture;CGRA;Convolutional Neural Networks","Acceleration;Arrays;Bandwidth;Convolution;Hardware;Machine learning;Neural networks","distributed memory systems;embedded systems;graphics processing units;learning (artificial intelligence);multiprocessing systems;neural nets;performance evaluation;reconfigurable architectures","CGRA-based approach;CNN accelerator;GPU-based hardware approach;application-specific hardware approach;coarse grained reconfigurable architecture;convolutional neural network;distributed scratchpad memory block;low-power embedded system;machine learning application;memory bandwidth pressure;multicore CPU","","1","","25","","","23-25 Sept. 2015","","IEEE","IEEE Conference Publications"
"Multimedia data mining using deep learning","P. Wlodarczak; J. Soar; M. Ally","Faculty of Business, Education, Law and Arts, University of Southern Queensland, Toowoomba, Australia","2015 Fifth International Conference on Digital Information Processing and Communications (ICDIPC)","20151112","2015","","","190","196","Due to the large amounts of Multimedia data on the Internet, Multimedia mining has become a very active area of research. Multimedia mining is a form of data mining. Data mining uses algorithms to segment data to identify useful patterns and to make predictions. Despite the successes in many areas, data mining remains a challenging task. In the past, multimedia mining was one of the fields where the results were often not satisfactory. Multimedia Data Mining extracts relevant data from multimedia files such as audio, video and still images to perform similarity searches, identify associations, entity resolution and for classification. As the mining techniques have matured, new techniques were developed. A lot of progress has been made in areas such as visual data mining and natural language processing using deep learning techniques. Deep learning is a branch of machine learning and has been used among other on Smartphones for face recognition and voice commands. Deep learners are a type of artificial neural networks with multiple data processing layers that learn representations by increasing the level of abstraction from one layer to the next. These methods have improved the state-of-the-art in multimedia mining, in speech recognition, visual object recognition, natural language processing and other areas such as genome mining and predicting the efficacy of drug molecules. This paper describes some of the deep learning techniques that have been used in recent research for multimedia data mining.","","CD-ROM:978-1-4673-6831-5; Electronic:978-1-4673-6832-2; POD:978-1-4673-6833-9","10.1109/ICDIPC.2015.7323027","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7323027","artificial neural networks;data mining;deep learning;multimedia data mining;natural language processing;visual data mining","Backpropagation;Data mining;Feature extraction;Machine learning;Multimedia communication;Training;Visualization","Internet;data mining;information retrieval;learning (artificial intelligence);multimedia computing;neural nets;pattern classification","Internet;artificial neural networks;association identification;audio files;classification;data segmentation;deep learning;entity resolution;machine learning;multimedia data mining;multimedia files;multiple data processing layers;relevant data extraction;similarity search;still images;useful pattern identification;video files","","2","","29","","","7-9 Oct. 2015","","IEEE","IEEE Conference Publications"
"Haar wavelet transform and principal component analysis for fetal QRS classification from abdominal maternal ECG recordings","J. A. Delgado; M. Altuve; M. N. Homsi","Applied Biophysics and Bioengineering Group, Simon Bolivar University, Caracas, Venezuela","2015 20th Symposium on Signal Processing, Images and Computer Vision (STSIVA)","20151119","2015","","","1","6","Fetal heart rate monitoring plays an essential role in helping to decrease the perinatal mortality rate associated with abnormalities in the cardiovascular system of the fetus. In this sense, a new approach to detect fetal QRS (fQRS) complexes from abdominal maternal ECG signals is proposed in this paper. First, signals were segmented into contiguous frames of 250 ms duration and then labeled in four classes. Principal component analysis was applied on Haar-Wavelet transform for dimensionality reduction and feature extraction, and interquartile ranges and sampling without replacement were employed to deal with outliers and imbalanced class problems, respectively. K-nearest neighborhood (KNN), support vector machine (SVM) and Bayesian network (BN) were trained and tested on the ECG signals of four electrodes of the PhysioNet/CinC challenge 2013 dataset, using 10-fold stratified cross-validation. Results show that KNN and SVM got better average accuracies over BN, that reach to 89.59% and 89.19%, respectively. Although KNN yielded better results, SVM was less time-consuming in prediction. In addition, the fourth electrode signals are less noisy and contain more representative data that helps SVM reaches an accuracy about 80% for fQRS estimation.","","Electronic:978-1-4673-9461-1; POD:978-1-4673-9462-8; USB:978-1-4673-9460-4","10.1109/STSIVA.2015.7330451","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7330451","","Electrocardiography;Electrodes;Estimation;Machine learning algorithms;Principal component analysis;Support vector machines;Transforms","Haar transforms;belief networks;cardiovascular system;electrocardiography;medical signal processing;obstetrics;principal component analysis;signal classification;support vector machines;wavelet transforms","10-fold stratified cross-validation;Bayesian network;ECG signals;Haar wavelet transform;K-nearest neighborhood;KNN;SVM;abdominal maternal ECG recordings;abdominal maternal ECG signals;cardiovascular system;electrode signals;fQRS estimation;feature extraction;fetal QRS classification;fetal QRS complexes;fetal heart rate monitoring;fetus;imbalanced class problems;noisy;physioNet-CinC challenge 2013 dataset;principal component analysis;signal segmentation;support vector machine","","","","15","","","2-4 Sept. 2015","","IEEE","IEEE Conference Publications"
"Simultaneous human-robot adaptation for effective skill transfer","M. A. Zamani; E. Oztop","Computer Science Department, Ozyegin University, Istanbul, Turkey","2015 International Conference on Advanced Robotics (ICAR)","20150910","2015","","","78","84","In this paper, we propose and implement a human-in-the loop robot skill synthesis framework that involves simultaneous adaptation of the human and the robot. In this framework, the human demonstrator learns to control the robot in real-time to make it perform a given task. At the same time, the robot learns from the human guided control creating a non-trivial coupled dynamical system. The research question we address is how this system can be tuned to facilitate faster skill transfer or improve the performance level of the transferred skill. In the current paper we report our initial work for the latter. At the beginning of the skill transfer session, the human demonstrator controls the robot exclusively as in teleoperation. As the task performance improves the robot takes increasingly more share in control, eventually reaching full autonomy. The proposed framework is implemented and shown to work on a physical cart-pole setup. To assess whether simultaneous learning has advantage over the standard sequential learning (where the robot learns from the human observation but does not interfere with the control) experiments with two groups of subjects were performed. The results indicate that the final autonomous controller obtained via simultaneous learning has a higher performance measured as the average deviation from the upright posture of the pole.","","Electronic:978-1-4673-7509-2; POD:978-1-4673-7510-8","10.1109/ICAR.2015.7251437","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7251437","Human-Robot Interaction;Human-in-the-loop;Skill Transfer","Education;Machine learning algorithms;Real-time systems;Robot control;Service robots;Standards","human-robot interaction;intelligent robots;telerobotics","autonomous controller;human guided control;human-in-the loop robot skill synthesis framework;nontrivial coupled dynamical system;performance level improvement;physical cart-pole system;robot control;robot learning;simultaneous human-robot adaptation;simultaneous learning;skill transfer;teleoperation","","1","","30","","","27-31 July 2015","","IEEE","IEEE Conference Publications"
"Efficiency analysis of kernel functions in uncertainty based c-means algorithms","D. Mittal; B. K. Tripathy","School of Computing Science and Engineering, VIT University, Vellore, India","2015 International Conference on Advances in Computing, Communications and Informatics (ICACCI)","20150928","2015","","","807","813","Application of clustering algorithms for investigating real life data has concerned many researchers and vague approaches or their hybridization with other analogous approaches has gained special attention due to their great effectiveness. Recently, rough intuitionistic fuzzy c-means algorithm has been proposed by Tripathy et al [3] and they established its supremacy over all other algorithms contained in the same set. Replacing the Euclidean distance metric with kernel induced metric makes it possible to cluster the objects which are linearly inseparable in the original space. In this paper a comparative analysis is performed over the Gaussian, hyper tangent and radial basis kernel functions by their application on various vague clustering approaches like rough c-means (RCM), intuitionistic fuzzy c-means (IFCM), rough fuzzy c-means (RFCM) and rough intuitionistic fuzzy c-means (RIFCM). All clustering algorithms have been tested on synthetic, user knowledge modeling and human activity recognition datasets taken from UCI repository against the standard accuracy indexes for clustering. The results reveal that for small sized datasets Gaussian kernel produces more accurate clustering than radial basis and hyper tangent kernel functions however for the datasets which are considerably large hyper tangent kernel is superior to other kernel functions. All experiments have been carried out using C language and python libraries have been used for statistical plotting.","","Electronic:978-1-4799-8792-4; POD:978-1-4799-8793-1; USB:978-1-4799-8791-7","10.1109/ICACCI.2015.7275709","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7275709","D index;DB index;clustering;fuzzy sets;gaussian kernel;hypertangent kernel;intuitionistic fuzzy sets;radial basis kernel;rough fuzzy sets;rough sets","Algorithm design and analysis;Approximation algorithms;Clustering algorithms;Euclidean distance;Indexes;Kernel;Machine learning algorithms","Gaussian processes;fuzzy set theory;pattern clustering;rough set theory","C language;Euclidean distance metric;Gaussian function;Gaussian kernel;Python libraries;RCM;RFCM;RIFCM;human activity recognition datasets;hyper tangent function;kernel functions;kernel induced metric;object clustering;radial basis kernel function;rough c-means;rough fuzzy c-means;rough intuitionistic fuzzy c-means algorithm;statistical plotting;uncertainty based c-means algorithms;user knowledge modeling;vague clustering approaches","","1","","24","","","10-13 Aug. 2015","","IEEE","IEEE Conference Publications"
"An error-sensitive Q-learning approach for robot navigation","R. Tang; H. Yuan","College of Electronics and Information, Tongji University, Shanghai 201804, China","2015 34th Chinese Control Conference (CCC)","20150914","2015","","","5835","5840","Reinforcement learning can capture notions of optimal behavior occurring in natural systems. In the context of reinforcement learning, the learning rate controls how fast we modify our estimates. Generally Q-learning approach leverages the temporal-difference (TD) error to regulate Q-value, while utilizing a constant or decreasing learning rate, e.g., linear or polynomial learning rate, throughout the agent's life. Learning algorithm with polynomial learning rate learns faster at the cost of inferior trade-off between exploration and exploitation. None of them is evaluated based on the TD error. Whereas that cannot psychologically reflect the agent's true learning progress with unnecessary extra training episodes and exploration. This paper proposes an error-sensitive learning rate mechanism for Q-learning algorithm termed as (ESQL) to achieve better mitigation and faster learning. The agent is endowed sensibility to the TD error summed over the episodes. The derived method is implemented with indoor robot navigation task simulation in a stationary grid world environment. Experimental results are presented showing that ESQL approach achieves faster learning and latent better trade-off between exploration and exploitation compared with both constant and decreasing learning rate Q-learning approaches.","","Electronic:978-9-8815-6389-7; POD:978-1-4673-7443-9","10.1109/ChiCC.2015.7260552","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7260552","Error-sensitive;Learning rate;Q-learning;Reinforcement learning;Robot navigation;TD error","Heuristic algorithms;Learning (artificial intelligence);Machine learning algorithms;Navigation;Polynomials;Robots;Training","indoor navigation;learning systems;mobile robots;path planning","ESQL;TD error;error-sensitive Q-learning approach;indoor robot navigation task simulation;linear learning;polynomial learning;reinforcement learning;stationary grid world environment;temporal-difference error","","","","17","","","28-30 July 2015","","IEEE","IEEE Conference Publications"
"Study and research of APT detection technology based on big data processing architecture","L. Shenwen; L. Yingbo; D. Xiongjie","National Computer Network Emergency, Response Technical Team/Coordination, Center of China, Beijing, China","2015 IEEE 5th International Conference on Electronics Information and Emergency Communication","20151001","2015","","","313","316","This paper researches and designs a APT detection system based on big data processing architecture, which includes data capturing, big data processing, APT Analyzing and application layer. The system can detect both known and unknown APT attacks with high performance, and provide alert and forensics function to APT.","","CD-ROM:978-1-4799-7282-1; Electronic:978-1-4799-7284-5; POD:978-1-4799-7285-2","10.1109/ICEIEC.2015.7284547","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7284547","APT;Big data;Hadoop;Information security","Big data;Computer architecture;Engines;Information security;Machine learning algorithms;Trojan horses","Big Data;security of data","APT detection technology;big data processing architecture;forensics function","","","","7","","","14-16 May 2015","","IEEE","IEEE Conference Publications"
