"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=5417472,5418002,5418067,5417941,5418228,5417656,5415070,5413554,5412409,5413338,5414088,5412307,5372712,5414047,5413895,5413141,5413344,5372703,5412292,5372709,5412395,5413569,5414560,5413200,5412381,5412195,5413952,5413262,5412465,5415084,5412716,5414229,5415103,5412376,5412402,5413540,5414267,5408583,5408126,5408396,5408580,5408151,5408667,5408586,5408398,5408610,5408075,5408565,5408397,5407518,5256171,5407588,5406606,5406630,5407590,5407499,5405806,5406631,5402914,5405643,5402953,5403378,5403423,5403368,5403815,5403252,5402567,5402584,5400781,5401315,5400534,5399833,5400292,5400370,5394863,5394395,5395347,5393877,5394447,5393643,5394907,5393682,5397955,5393655,5393671,5393327,5398681,5394465,5394401,5395424,5393864,5393596,5393867,5393324,5394731,5395380,5393620,5394100,5393618,5395273",2017/05/05 23:00:06
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Frame based kernel methods for automatic classification in hyperspectral data","J. J. Benedetto; W. Czaja; J. C. Flake; M. Hirn","Department of Mathematics University of Maryland College Park, MD 20742","2009 IEEE International Geoscience and Remote Sensing Symposium","20100218","2009","4","","IV-697","IV-700","We propose a new kernel and frame based dimension reducing algorithm by exploiting the synergy between endmembers and kernel based classification schemes. This synergy becomes available by means of utilizing the notions of frames and frame representations.","2153-6996;21536996","Electronic:978-1-4244-3395-7; POD:978-1-4244-3394-0","10.1109/IGARSS.2009.5417472","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5417472","","Data mining;Educational institutions;Hyperspectral imaging;Image processing;Kernel;Machine learning;Machine learning algorithms;Manifolds;Mathematics;Principal component analysis","geophysical techniques","dimension reducing algorithm;endmembers;frame representations;hyperspectral data;kernel methods","","2","","15","","","12-17 July 2009","","IEEE","IEEE Conference Publications"
"Fault Diagnosis of Power Transformers Using Rough Set Theory","Y. C. Huang; H. C. Sun; K. Y. Huang; Y. S. Liao","Dept. of Electr. Eng., Cheng Shiu Univ., Kaohsiung, Taiwan","2009 Fourth International Conference on Innovative Computing, Information and Control (ICICIC)","20100217","2009","","","1422","1426","This paper has presented an effective and efficient approach to extract diagnosis rules from inconsistent and redundant data set of power transformers using rough set theory. The extracted diagnosis rules can effectively reduce space of input attributes and simplify knowledge representation for fault diagnosis. The fault diagnosis decision table is first built through discretized attributes. Next, the genetic algorithm based optimization process is used to obtain the minimal reduct of symptom attributes. Finally, the rule simplification process is adapted to achieve the maximal generalized decision rules derived from inconsistent and redundant information. Experimental results demonstrate that the proposed approach has remarkable diagnosis accuracy than the existing method.","","Electronic:978-1-4244-5544-7; POD:978-1-4244-5543-0","10.1109/ICICIC.2009.204","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5412381","","Data mining;Dissolved gas analysis;Fault detection;Fault diagnosis;Fuzzy systems;Hybrid intelligent systems;Machine learning;Power engineering computing;Power transformers;Set theory","decision tables;fault diagnosis;knowledge representation;power engineering computing;power transformers;rough set theory","diagnosis rule extraction;fault diagnosis decision table;genetic algorithm based optimization process;knowledge representation;maximal generalized decision rules;power transformers;rough set theory","","1","","23","","","7-9 Dec. 2009","","IEEE","IEEE Conference Publications"
"Transaction mapping based approach for mining software specifications","R. Jeevarathinam; A. S. Thanamani","Dept. of Comp. Sci, SNR Sons College, Coimbatore, India","2009 World Congress on Nature & Biologically Inspired Computing (NaBIC)","20100122","2009","","","1596","1599","Specification mining is a machine learning approach for discovering specifications of the protocols that code must obey when interacting with an application program interface or abstract data type. Two major concerns in engineering software systems are high maintenance costs and reliability of systems. To reduce maintenance efforts, there is a need for automated tools to help software developers understand their existing code base. So, there is a need to extract specifications to aid program comprehension. In this paper a novel technique to efficiently mine software specifications, called TM_TraceMiner is proposed which mines software specifications from program execution traces. The Transaction Mapping algorithm is currently one of the fastest approaches. To address the limitations of Apriori-like methods and FP-growth methods, a mining paradigm has been proposed, which uses Transaction Mapping algorithm. Experimental data shows that this method outperforms the other two methods.","","Electronic:978-1-4244-5052-7; POD:978-1-4244-5053-4","10.1109/NABIC.2009.5393655","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5393655","Algorithms;Apriori;FP-growth;mining specifications","Application software;Costs;Data mining;Machine learning;Protocols;Reliability engineering;Software maintenance;Software systems;Software tools;Systems engineering and theory","data flow analysis;data mining;formal specification;learning (artificial intelligence);software reliability;software tools","Apriori-like methods;FP-growth methods;TM_TraceMiner;abstract data type;machine learning;program comprehension;program execution traces;program interface;software developers;software specification mining;software systems engineering;systems reliability;transaction mapping algorithm","","0","","17","","","9-11 Dec. 2009","","IEEE","IEEE Conference Publications"
"Credit scoring using Artificial Immune System algorithms: A comparative study","A. Bhaduri","","2009 World Congress on Nature & Biologically Inspired Computing (NaBIC)","20100122","2009","","","1540","1543","Credit scoring has become a very important task in the credit industry and its use has increased at a phenomenal speed through the mass issue of credit cards since the 1960s. Credit scoring models have been widely studied in the areas of statistics, machine learning, and artificial intelligence (AI). Many novel approaches such as artificial neural networks (ANNs), rough sets, or decision trees have been proposed to increase the accuracy of credit scoring models. artificial immune systems (AIS) which are algorithm developed with inspiration from natural immune system processes have been used to solve various kinds of real life processes with success. Various AIS algorithms like AIRS, CLONALG, Immunos etc have been proposed. This paper explores the possibility of application of various artificial immune system algorithms to credit scoring problem and compares the results with other methodologies. Experiments are done against two benchmark data sets and results presented with respect to other algorithms to help credit analysts chose from various methodologies.","","Electronic:978-1-4244-5052-7; POD:978-1-4244-5053-4","10.1109/NABIC.2009.5393671","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5393671","AIRS;Artificial Immune System;CLONALG;Classification;Credit Scoring;Immunos","Artificial immune systems;Artificial intelligence;Artificial neural networks;Credit cards;Decision trees;Immune system;Machine learning;Machine learning algorithms;Rough sets;Statistics","finance;optimisation","AIRS;CLONALG;Immunos;artificial immune system algorithms;artificial neural networks;credit industry;credit scoring;decision trees;natural immune system processes;rough sets","","0","","35","","","9-11 Dec. 2009","","IEEE","IEEE Conference Publications"
"Improving Topic Extraction in Chinese Documents Using Word Sense Disambiguation","H. Song; T. Yao","Dept. of Comput. Sci. & Eng., Shanghai Jiao Tong Univ., Shanghai, China","2009 Fourth International Conference on Innovative Computing, Information and Control (ICICIC)","20100217","2009","","","1106","1109","This paper reports experiments on topic extraction in Chinese documents using a feature set enriched with Word Sense Disambiguation (WSD) as semantic information. The results of these experiments suggest that incorporating WSD information into Chinese topic extraction tasks may yield improvements over models which do not use WSD information.","","Electronic:978-1-4244-5544-7; POD:978-1-4244-5543-0","10.1109/ICICIC.2009.243","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5412195","","Clustering algorithms;Computer science;Data mining;Error analysis;Feature extraction;Machine learning;Morphology;Natural languages;Ontologies;Testing","natural language processing;support vector machines;text analysis","Chinese documents;Chinese topic extraction task;feature set;semantic information;support vector machine;word sense disambiguation","","0","","14","","","7-9 Dec. 2009","","IEEE","IEEE Conference Publications"
"Hybrid Bacterial Foraging with parameter free PSO","K. M. Bakwad; S. S. Pattnaik; B. S. Sohi; S. Devi; B. K. Panigrahi; S. Das; M. R. Lohokare","National Institute of Technical Teachers' Training and Research Chandigarh, India","2009 World Congress on Nature & Biologically Inspired Computing (NaBIC)","20100122","2009","","","1077","1081","This paper presents fusion of Bacterial Foraging with parameter free Particle Swarm Optimization (HBF-pfPSO). The proposed technique is used to enhance quality of global optima of multimodal functions. The authors propose two major modifications in Bacterial Foraging Optimization (BFO). Firstly, all bacteria position and direction are updated after all fitness evaluations instead of each fitness evaluation in chemotaxis step. In order to accelerate the global performance of BFO, the bacteria update their current positions by pfPSO called as mutation. Due to pfPSO, the proposed technique does not require any additional parameter and velocity equation for fine-tuning as bacteria positions are updated directly by local and global best positions. The experimental results on three bencmark functions validadte claims. The proposed technique attains good quality of optima as compared to other techniques on mutimodal functions while showing faster convergence.","","Electronic:978-1-4244-5052-7; POD:978-1-4244-5053-4","10.1109/NABIC.2009.5393867","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5393867","Bacterial Foraging Optimization (BFO);Benchmark Function;Hybrid Bacterial Foraging with parameter free Particle Swarm Optimization (HBF-pfPSO);Mutation","Acceleration;Benchmark testing;Convergence;Equations;Genetic mutations;Humans;Intestines;Machine learning algorithms;Microorganisms;Particle swarm optimization","biology;cell motility;evolutionary computation;microorganisms;particle swarm optimisation","bacterial foraging optimization;chemotaxis;hybrid bacterial foraging;mutation;mutimodal functions;parameter equation;parameter free PSO;particle swarm optimization;velocity equation","","3","","18","","","9-11 Dec. 2009","","IEEE","IEEE Conference Publications"
"Discovering effective technical trading rules with genetic programming: towards robustly outperforming buy-and-hold","Dome Lohpetch; David Corne","School of MACS, Heriot-Watt University, Edinburgh, UK","2009 World Congress on Nature & Biologically Inspired Computing (NaBIC)","20100122","2009","","","439","444","Genetic programming is now a common research tool in financial applications. One classic line of exploration is their use to find effective trading rules for individual stocks or for groups of stocks (such as an index). The classic work in this area (Allen & Karjaleinen, 99) found profitable rules, but which did not outperform a straightforward Â¿buy and holdÂ¿ strategy. Several later works report similar outcomes, while a small number of works achieve out-performance of buy and hold, but prove difficult to replicate. We focus here on indicating clearly how the performance in one such study (Becker & Seshadri, 03) was replicated, and we carry out additional investigations which point towards guidelines for generating results that robustly outperform buy-and-hold. These guidelines relate to strategies for organizing the training dataset, and aspects of the fitness function.","","Electronic:978-1-4244-5052-7; POD:978-1-4244-5053-4","10.1109/NABIC.2009.5393324","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5393324","genetic programming;stock trading;technical trading rules","Data security;Economic forecasting;Evolutionary computation;Finance;Genetic programming;Guidelines;Machine learning;Optimization methods;Organizing;Robustness","financial management;genetic algorithms;profitability;stock markets","effective trading rules;financial applications;fitness function;genetic programming;profitable rules;research tool;stocks;technical trading rules","","9","","24","","","9-11 Dec. 2009","","IEEE","IEEE Conference Publications"
"Optimization on active learning strategy for object category retrieval","D. Gorisse; M. Cord; F. Precioso","ETIS, CNRS/ENSEA/UCP, Univ Cergy-Pontoise, France","2009 16th IEEE International Conference on Image Processing (ICIP)","20100217","2009","","","1873","1876","Active learning is a machine learning technique which has attracted a lot of research interest in the content-based image retrieval (CBIR) in recent years. To be effective, an active learning system must be fast and efficient using as few (relevance) feedback iterations as possible. Scalability is the major problem for such an on-line learning method, since the complexity of such methods on a database of size n is in the best case O(n * log(n)). In this article we propose a strategy to overcome this limitation. Our technique exploits ultra fast retrieval methods like Locality Sensitive Hashing (LSH), recently applied for unsupervised image retrieval. Combined with active selection, our method is able to achieve very fast active learning task in very large database. Experiments on VOC2006 database are reported, results are obtained four times faster while preserving the accuracy.","1522-4880;15224880","Electronic:978-1-4244-5654-3; POD:978-1-4244-5653-6","10.1109/ICIP.2009.5413554","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5413554","active learning;image retrieval;locality sensitive hashing;relevance feedback;support vector machines","Computational complexity;Feedback;Histograms;Image databases;Image retrieval;Indexes;Information retrieval;Learning systems;Machine learning;Scalability","computational complexity;content-based retrieval;image retrieval;learning (artificial intelligence);relevance feedback","VOC2006 database;active learning strategy;computational complexity;content-based image retrieval;locality sensitive hashing;machine learning technique;object category retrieval;relevance feedback iterations;very large database","","1","","11","","","7-10 Nov. 2009","","IEEE","IEEE Conference Publications"
"Deep Web Entity Identification Method Based on Improved Jaccard Coefficients","Y. Wang; Y. h. Li","Key Lab. in Machine Learning & Comput. Intell., Hebei Univ., Baoding, China","2009 International Conference on Research Challenges in Computer Science","20100129","2009","","","112","115","There are a large number of accessible deep Web sites on the Internet. However, even if identical entity has different representation formats on different Web sites. So entity identification plays a crucial role in deep Web data mining. This paper proposes an entity identification method in the field of Chinese books. First, using improved Jaccard coefficients to calculate similarity of text attributes. Second, AHP (analytic hierarchy process) is used to obtain the weights, and using the sum of weights to calculate the entity similarity. Finally, it needs to integrate duplicate entity to achieve the entity identification. The experiment results demonstrate the approach has higher accuracy with good feasibility.","","Electronic:978-1-4244-5410-5; POD:978-0-7695-3927-0; POD:978-1-4244-5409-9","10.1109/ICRCCS.2009.36","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5401315","AHP;Deep web;Entity identification;Jaccard coefficients","Books;Competitive intelligence;Computational intelligence;Computer science;Data mining;Internet;Learning systems;Machine learning;Support vector machines;Web pages","Internet;data mining;decision making;identification;statistical analysis","Chinese books;Internet;analytic hierarchy process;deep Web data mining;deep Web entity identification method;deep Web sites;improved Jaccard coefficients;text attributes","","0","","10","","","28-29 Dec. 2009","","IEEE","IEEE Conference Publications"
"A web-accessible mammographic image database dedicated to combined training and evaluation of radiologists and machines","Z. C. Antoniou; G. P. Giannakopoulou; I. I. Andreadis; K. S. Nikita; P. A. Ligomenides; G. M. Spyrou","National Technical University of Athens, Greece","2009 9th International Conference on Information Technology and Applications in Biomedicine","20100122","2009","","","1","4","We designed and implemented a web-accessible database entitled MIRaCLe DB (Mammography Image reading for Radiologists' and Computers' Learning Database) that composes a dynamic repository for machines and radiologists training and evaluation. Up to now, 204 mammograms have been collected from 196 patients; they have been classified according to the type of the lesions, the type of the biopsy finding, the type of the mammography finding and the available CADs performance. A user can access the database in two modes: (a) for classification software evaluation and (b) for radiologists' education evaluation. In the mode for classification software evaluation, the user has the ability to query the database and retrieve cases with certain characteristics and certain difficulty. Also, there is the possibility to download the existing cases in order to facilitate the evaluation of a new classifier. In the other mode, the user (radiologist) can be trained in real time through a sequence of presentations and furthermore can be evaluated through different evaluating scenarios. At the duration of evaluation, the user can examine the mammography images through a web-based digital magnifier and process the corresponding image in real time. MIRaCLe DB is the first database that combines the machine and human needs for training and evaluation in mammographic image reading.","2168-2194;21682194","CD-ROM:978-1-4244-5379-5","10.1109/ITAB.2009.5394465","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5394465","Computer-aided diagnosis;machine evaluation;mammography;radiologist evaluation","Biopsy;Breast cancer;Cancer detection;Cascading style sheets;Graphical user interfaces;Humans;Image databases;Lesions;Machine learning;Mammography","CAD;Internet;biological tissues;biomedical education;cancer;image classification;mammography;medical image processing;medical information systems;radiology;telemedicine;visual databases","CADs;MIRaCLe DB;biopsy;breast cancer;classification software evaluation;computer learning;computer-aided diagnosis;dynamic repository;education evaluation;machines;mammography image reading;radiologists;web-accessible mammographic image database;web-based digital magnifier","","1","","21","","","4-7 Nov. 2009","","IEEE","IEEE Conference Publications"
