"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=1385983,1391842,1385990,1388322,1384285,1388341,1388346,1384569,1383515,1387196,1388245,1384549,1388244,1387484,1383509,1383539,1384554,1383490,1388597,1382377,1382227,1382372,1382048,1382395,1385482,1382847,1382366,1382080,1384934,1384888,1381996,1384945,1382249,1382051,1384887,1378586,1385515,1384872,1385319,1382148,1382900,1382912,1385440,1382841,1386529,1385443,1385842,1386250,1384944,1380398,1384959,1385858,1384941,1382923,1378551,1382929,1382178,1386247,1385550,1382931,1386246,1385432,1382945,1378523,1385760,1385442,1385647,1385881,1382157,1378541,1385640,1382925,1385872,1382013,1385426,1384801,1385450,1385441,1380526,1382212,1382055,1384936,1385460,1385843,1385813,1385683,1386252,1382941,1359759,1376664,1376678,1381204,1376675,1374318,1376688,1381187,1381166,1380916,1376874,1376692",2017/05/04 21:49:36
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"A new text dimension reduction method based on PA and LSI","Ming-Chun Wang; Jian-Suo Xu; Zheng-Ou Wang","Inst. of Syst. Eng., Tianjin Univ., China","Proceedings of 2004 International Conference on Machine Learning and Cybernetics (IEEE Cat. No.04EX826)","20050124","2004","3","","1419","1422 vol.3","This paper presents a new dimension reduction method based on pattern aggregation theory and latent semantic indexing theory. Our method firstly reduces text dimension with PA method that not only uses class label but also reduces quantities of calculation in the next step, and then makes the dimension much lower by LSI method. Experiments demonstrate the effects of the method.","","POD:0-7803-8403-2","10.1109/ICMLC.2004.1381996","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1381996","","Algebra;Indexing;Information retrieval;Large scale integration;Matrix decomposition;Statistics;Systems engineering and theory;Text categorization;Text mining;Vocabulary","indexing;information retrieval;pattern classification;text analysis","information retrieval;latent semantic indexing theory;pattern aggregation theory;pattern classification;text dimension reduction method","","1","","6","","","26-29 Aug. 2004","","IEEE","IEEE Conference Publications"
"An Approach to Visualize Image Retrieval Results","A. Schneidewind; P. Neumann; I. Schmitt","Otto-von-Guericke-University, Magdeburg, Germany","2004 Conference on Computer Vision and Pattern Recognition Workshop","20050124","2004","","","148","148","Many current content-based image retrieval systems suffer from poor result presentation. A sophisticated visualization can be used to identify differences between human perception of similarity and system-determined similarity. Analyzing such discrepancies is a prerequisite for a system trimmed towards the user's comprehension of the underlying retrieval process. The aim of the visualization techniques presented in this paper is to provide a tool to analyze a mismatch between the user's perception and the system's calculation of similarity. We combine techniques of visual image retrieval and information visualization to acquire insight into the extracted feature data. In our project we implemented visualization techniques to present feature data on three different levels of abstraction. We discuss our experiences when working with a Data Table, a Parallel Coordinate Plot, and a Color Space Plot.","","","10.1109/CVPR.2004.23","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1384945","","Computer science;Content based retrieval;Data mining;Data visualization;Feature extraction;Feedback;Humans;Image retrieval;Information retrieval;Switches","","","","1","","","","","27-02 June 2004","","IEEE","IEEE Conference Publications"
"Interactive 3-D Shape Retrieval System Using the Attributed Relational Graph","Duck Hoon Kim; Il Dong Yun; Sang Uk Lee","Seoul Nat'l Univ., Korea","2004 Conference on Computer Vision and Pattern Recognition Workshop","20050124","2004","","","147","147","One of the issues in 3-D shape retrieval arises from the fact that users suffer inherent difficulty in generating a 3-D query. Therefore, the demands on the user-friendly querying interface such as query by sketch and query by editing are increasing. In this paper, we propose a new shape retrieval system using the attributed relational graph (ARG) composed of nodes with unary attributes and edges with binary relations for interactive searching and comparing 3-D objects. As similar to other systems, the ARG-based retrieval system consists of two components: the ARG generation via feature extraction and its similarity matching. For the ARG generation, we adopt a morphological shape decomposition scheme as a part-based representation. More specifically, the part-based representation can be generated from the decomposition result and encoded into the ARG. In the case of similarity matching, we consider various ARG matching algorithms such as earth mover's distance, spectral analysis, relaxation and modified nested earth mover's distance. Finally, we have conducted the experiments for the ARG with various matching algorithms and the Shape3D, i.e.an international standard for description and browsing of 3-D object database in MPEG-7, using the database of 480 3-D objects with 33 categories in terms of the bull's eye performance, the average normalized modified retrieval rate, and the precision/recall curve.","","","10.1109/CVPR.2004.97","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1384944","","Computer vision;Content based retrieval;Databases;Earth;Feature extraction;Information retrieval;MPEG 7 Standard;Shape;Spectral analysis;Topology","","","","0","1","","","","27-02 June 2004","","IEEE","IEEE Conference Publications"
"Caption location and extraction in digital video based on SVM","Zhi-Guo Cheng; Yun-Cai Liu","Inst. of Image Process. & Pattern Recognition, Shanghai Jiao Tong Univ., China","Proceedings of 2004 International Conference on Machine Learning and Cybernetics (IEEE Cat. No.04EX826)","20050124","2004","6","","3515","3519 vol.6","Text that appears in a scene or graphically added to video can provide an important supplemental source of index information as well as clues for decoding the video's structure and for classification, and we call them closed caption. In this work, a novel algorithm is presented for detecting and locating caption in digital video. The first module of the system divides an image into small blocks featured by pixel value that is fed to SVM (support vector machine) to classify whether they are text blocks or not. The other module is to do post-processing on the classified text blocks to identify the rectangle region of them and OCR can be used further and easily. Experiments conducted with a variety of video sources show that our method could detect and locate caption region successfully by SVM with comparatively less samples.","","POD:0-7803-8403-2","10.1109/ICMLC.2004.1380398","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1380398","","Content based retrieval;Graphics;Image processing;Image retrieval;Information retrieval;Layout;Optical character recognition software;Pixel;Support vector machine classification;Support vector machines","content-based retrieval;support vector machines;text analysis;video databases;visual communication","SVM;caption extraction;caption location;closed caption;digital video;graphic text detection;index information;support vector machine","","1","","13","","","26-29 Aug. 2004","","IEEE","IEEE Conference Publications"
"Evaluating a System for Interactive Exploration of Large, Hierarchically Structured Document Repositories","M. Granitzer; W. Kienreich; V. Sabol; K. Andrews; W. Klieber","Know-Center","IEEE Symposium on Information Visualization","20050124","2004","","","127","134","The InfoSky visual explorer is a system enabling users to interactively explore large, hierarchically structured document collections. Similar to a real-world telescope, InfoSky employs a planar graphical representation with variable magnification. Documents of similar content are placed close to each other and displayed as stars, while collections of documents at a particular level in the hierarchy are visualised as bounding polygons. Usability testing of an early prototype implementation of InfoSky revealed several design issues which prevented users from fully exploiting the power of the visual metaphor. Evaluation results have been incorporated into an advanced prototype, and another usability test has been conducted. A comparison of test results demonstrates enhanced system performance and points out promising directions for further work","1522-404X;1522404X","POD:0-7803-8779-3","10.1109/INFVIS.2004.19","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1382900","Voronoi;document retrieval;force-directed placement;hierarchical repositories;information management;information visualisation;knowledge management;navigation","Chromium;Information retrieval;Knowledge management;Navigation;Prototypes;System performance;System testing;Telescopes;Usability;Visualization","computational geometry;data visualisation;data warehouses;document handling;information retrieval;interactive systems;knowledge management;user interfaces","InfoSky visual explorer;Voronoi diagram;document retrieval;force-directed placement;graphical representation;information management;information visualisation;interactive exploration;knowledge management;real-world telescope;structured document repositories;visual metaphor","","16","","23","","","0-0 0","","IEEE","IEEE Conference Publications"
"Information query immune algorithm based on vector space model","Zi-Qiang Wang; Bo-Qin Feng","Dept. of Comput. Sci., Xi'an Jiaotong Univ., China","Proceedings of 2004 International Conference on Machine Learning and Cybernetics (IEEE Cat. No.04EX826)","20050124","2004","4","","2515","2519 vol.4","To efficiently satisfy the user query requirements in information retrieval, a novel immune query optimization algorithm for information retrieval is proposed. The core of the immune algorithm lies on constructing the immune operator that is realized by vaccination and immune selection. The strategies and the methods of selecting and constructing a vaccine for the problem are given in the paper. Immune algorithm for query optimization introduces the immune operators to genetic algorithms for query optimization. This algorithm properly deals with the degeneration in conventional genetic algorithms, therefore increases the convergence speed. Experimental results show that the novel algorithm has higher precision and faster computation speed.","","POD:0-7803-8403-2","10.1109/ICMLC.2004.1382227","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1382227","","Computer science;Evolution (biology);Genetic algorithms;Immune system;Information retrieval;Machine learning;Machine learning algorithms;Neural networks;Optimization methods;Query processing","genetic algorithms;information retrieval","genetic algorithm;immune query optimization algorithm;information query immune algorithm;information retrieval;query optimization;query requirement;vaccination;vector space model","","0","","8","","","26-29 Aug. 2004","","IEEE","IEEE Conference Publications"
"Static Hand Gesture Recognition based on Local Orientation Histogram Feature Distribution Model","Hanning Zhou; D. J. Lin; T. S. Huang","University of Illinois at Urbana-Champaign","2004 Conference on Computer Vision and Pattern Recognition Workshop","20050124","2004","","","161","161","This paper proposes a bottom up approach for static hand gesture recognition. By extending the local orientation histogram feature, we make it applicable to the human hand, an object of very little texture. The key steps are augmenting the local orientation histogram feature vector with its relative image coordinates, and clustering the augmented vector to find a compact yet descriptive representation of the hand shape. The recognition result is given by collective voting of all the local orientation histogram features extracted from the hand region of the testing image. The matching score is evaluated by retrieval in the image feature database of the training hand gestures. Locality sensitive hashing is used to reduce the computational cost for retrieval. The experimental results on labelled real-world images demonstrate superior accuracy and efficiency of our algorithm.","","","10.1109/CVPR.2004.169","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1384959","","Feature extraction;Histograms;Humans;Image databases;Image recognition;Image retrieval;Information retrieval;Shape;Testing;Voting","","","","7","","","","","27-02 June 2004","","IEEE","IEEE Conference Publications"
"Look-Ahead Routing Reduces Wrong Turns in Freenet-Style Peer-to-Peer Systems","J. Mache; E. Anholt; V. Grigoreanu; T. Likarish; B. Risteska","Lewis & Clark College, Portland, OR","Proceedings of the 38th Annual Hawaii International Conference on System Sciences","20050124","2005","","","301a","301a","Peer-to-Peer protocols and applications have drawn much attention. Freenet is a ground-breaking Peer-to-Peer system that protects the anonymity of information producers, consumers, and holders. However, it has been reported that Freenet has a ""poor worst-case performance, because a few bad routing choices can throw a request completely off track"". In this paper, we design and test look-ahead routing that reduces wrong turns and thus reduces the pathlength of data transfers. Each node checks with all of its immediate neighbors before continuing with the depth-first search. Results show a change in network traffic and a reduction in pathlength of up to 91% for 1-lookahead.","1530-1605;15301605","POD:0-7695-2268-8","10.1109/HICSS.2005.391","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1385858","","Educational institutions;Information retrieval;Internet;Network servers;Peer to peer computing;Protection;Routing protocols;Telecommunication traffic;Testing;Time of arrival estimation","","Freenet;peer-to-peer algorithm;performance evaluation;routing","","1","","24","","","03-06 Jan. 2005","","IEEE","IEEE Conference Publications"
"Using Associative Memory Principles to Enhance Perceptual Ability of Vision Systems","D. O. Gorodnichy; O. P. Gorodnichy","National Research Council of Canada","2004 Conference on Computer Vision and Pattern Recognition Workshop","20050124","2004","","","79","79","The so called associative thinking, which humans are known to perform on every day basis, is attributed to the fact that human brain memorizes information using the dynamical system made of interconnected neurons. Retrieval of information in such a system is accomplished in associative sense; starting from an arbitrary state, which might be an encoded representation of a visual image, the brain activity converges to another state, which is stable and which is what the brain remembers. In this paper we explore the possibility of using an associative memory for the purpose of enhancing the interactive capability of perceptual vision systems. By following the biological memory principles, we show how vision systems can be designed to recognize faces, facial gestures and orientations, using low-end video-cameras and little computational power. In doing that we use the public domain associative memory code.","","","10.1109/CVPR.2004.197","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1384872","","Associative memory;Biological information theory;Brain;Face recognition;Humans;Image converters;Image retrieval;Information retrieval;Machine vision;Neurons","","","","4","","","","","27-02 June 2004","","IEEE","IEEE Conference Publications"
"A framework of personalized information service on fat client","Chi Li; Fang Yuan; Ya-Nan Hao","Machine Learning Center, Hebei Univ., Baoding, China","Proceedings of 2004 International Conference on Machine Learning and Cybernetics (IEEE Cat. No.04EX826)","20050131","2004","7","","4162","4165 vol.7","Personalized information service (PIS) is used to provide users with the useful information according to the personalized interest. Its key technique is the user modeling and the personalized information recommendation. In this paper, we first introduce some concepts and techniques for the key technique, and then propose a framework of personalized information service on fat clients. Finally, experiments show that the system framework and the technique are feasible.","","POD:0-7803-8403-2","10.1109/ICMLC.2004.1384569","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1384569","","Computer science;Displays;Indexing;Information retrieval;Information security;Machine learning;Mathematics;Oceans;Protection;XML","client-server systems;information services;personal information systems;user modelling","fat clients;personalized information recommendation;personalized information service;user modeling","","0","","5","","","26-29 Aug. 2004","","IEEE","IEEE Conference Publications"
