"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=6224741,6193077,6222689,6223520,6223532,6223208,6223317,6223250,6223242,6223054,6223552,6222584,6220716,6217817,6221886,6221649,6222205,6222138,6221843,6221812,6221821,6221840,6221861,6221863,6219222,6218427,6219224,6218286,6215396,6215598,6218021,6215481,6215910,6215926,6215681,6216683,6215732,6217899,6217449,6216230,6217526,6218057,6215395,6215397,6096442,6214729,6212079,6211096,6212062,6211113,6211574,6206770,6208623,6208281,6208649,6206745,6208614,6206767,6206801,6209071,6208689,6206787,6208764,6208636,6208701,6208606,6208280,6209124,6209081,6204557,6204792,6203903,6203930,6203675,6203662,6203654,6203293,6201041,6201850,6200705,6201845,6200774,6202273,6200750,6202019,6200710,6202175,6201540,6201931,6201577,6202026,6200767,6199506,6199517,6195784,6195838,6196889,6196115,6182575,6195714",2017/05/04 22:27:30
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"A hybrid approach to extract scene text from videos","A. Thilagavathy; K. Aarthi; A. Chilambuchelvan","Department of Computer Science and Engineering, R.M.K Engineering College, Chennai, India","2012 International Conference on Computing, Electronics and Electrical Technologies (ICCEET)","20120524","2012","","","1017","1022","With escalating claim for information indexing and retrieval a lot of attempts have been done on hauling the text from images and videos. Hauling the scene text from image and video is challenging due to complex background, changeable font size, dissimilar style, unknown layout, poor resolution and blurring, position, viewing angle and so on. The primary objective of the proposed system is to detect and haul out the text from digital videos. Through this paper we propose a hybrid approach to haul out the text from videos by integration of the two popular text extraction methods: region and connected component (CC) based method. Primarily fragment the videos into frames and acquire the key frames. Text region indicator (TRI) is being developed to figure out the text prevailing confidence and candidate region by performing binarization. Artificial Neural network (ANN) is used as the classifier to filter out the text and non-text components where Optical Character Recognition (OCR) is used for verification. Text is grouped by constructing the minimum spanning tree using the bounding box (BB) distance.","","DVD:978-1-4673-0210-4; Electronic:978-1-4673-0212-8; POD:978-1-4673-0211-1","10.1109/ICCEET.2012.6203930","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6203930","Caption text;Preprocessing;Scene text;Text extraction;Text grouping;Video frame extraction","Biomedical imaging;Detectors;Image recognition;Image segmentation;Optical character recognition software;Videos","indexing;information retrieval;neural nets;optical character recognition;text detection;video signal processing","ANN;BB distance;OCR;TRI;artificial neural network;bounding box distance;connected component;information indexing;information retrieval;optical character recognition;scene text extraction;text region indicator;videos","","4","","19","","","21-22 March 2012","","IEEE","IEEE Conference Publications"
"Question Classification Based on Focus","X. m. Liu; L. Liu","Sch. of Comput. Sci. & Technol., Beijing Inst. of Technol., Beijing, China","2012 International Conference on Communication Systems and Network Technologies","20120517","2012","","","512","516","Question classification plays an important role in Question Answer system. This paper proposes a method based on question focus, which combines advantages of both rule based methods and statistical methods. The question focus is the kernel of a question and represents the form and content of the doubt. Firstly, question focus definition is given according to linguistics and extraction method is described based on dependency analysis and semantic role labeling on which both depends statistical machine learning. And then, classifying questions with same focus to one category, finer question taxonomy without unreliable human effects is introduced with support of domain ontology. In order to evaluate contributions of question focus, a classifier using question focus is designed and implemented in a practical QA system in restricted domain of computer hardware. Experimental result shows efficiency of question focus and contributions to improve accuracy of question classification and the overall performance of QA.","","Electronic:978-0-7695-4692-6; POD:978-1-4673-1538-8","10.1109/CSNT.2012.116","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6200705","component;dependency analysis;ontology;question classification;question focus;semantic role","Accuracy;Computer crashes;Computers;Labeling;Ontologies;Semantics;Taxonomy","classification;knowledge based systems;learning (artificial intelligence);ontologies (artificial intelligence);question answering (information retrieval)","QA system;dependency analysis;domain ontology;question answer system;question classification;question focus;question taxonomy;rule based methods;semantic role labeling;statistical machine learning;statistical methods","","0","","12","","","11-13 May 2012","","IEEE","IEEE Conference Publications"
"An integrated framework of neuro - Fuzzy inference system and MOLAP in knowledge discovery over multidimensional databases","G. Jayanthi; D. P. Lavanya","Department of Computer Science and Engineering, MSAJCE, (Affiliated to Anna University, Chennai), Egattur, TAMIL NADU, INDIA","2012 International Conference on Recent Trends in Information Technology","20120531","2012","","","17","21","Data is real fact which undergoes various transformations under knowledge discovery. The computation in various stages of transformation requires parameters for quantifying precision, certainty and error tolerance in decision making process for end user. A multidimensional database serves the need of decision making on the basis of a knowledge discovery. This research work presents an integrated approach of knowledge discovery process and Multidimensional OLAP (MOLAP) tool. The initial step is creating a framework of computation models that formulate hybridized perceptron with fuzzification for multidimensional database management system (MDBMS) to produce crisp dataset to MOLAP. The data retrieved from multidimensional database (MDBMS), upon a structured query to MOLAP, explores the relational model for knowledge discovery process. The information retrieved thus represents a data cube for decision making. The experimental results of the proposed model have proven results for both supervised and unsupervised learning network. The approach has been adopted to serve the need of business logics and business intelligence in various knowledge discovery and hence to create an effective decision making system.","","Electronic:978-1-4673-1601-9; POD:978-1-4673-1599-9","10.1109/ICRTIT.2012.6206745","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6206745","","Business;Data mining;Data models;Data warehouses;Distributed databases;Neurons","data mining;database management systems;decision making;fuzzy neural nets;fuzzy reasoning;information retrieval;learning (artificial intelligence)","MDBMS;MOLAP;business intelligence;business logics;data cube representation;data retrieval;decision making process;error tolerance;hybridized perceptron;integrated framework;knowledge discovery;multidimensional OLAP;multidimensional database management system;neurofuzzy inference system;structured query;supervised learning;unsupervised learning","","0","","5","","","19-21 April 2012","","IEEE","IEEE Conference Publications"
"Building Fexpert: System for searching experts in research university using K-MEANS algorithms","S. Anongnart","Dept. of Comput. Sci., Kasetsart Univ., Bangkok, Thailand","2012 IEEE Symposium on Computers & Informatics (ISCI)","20120625","2012","","","176","179","In a research university, it is difficult to search for an expert since there are many faculties and staff who might work in multidisciplinary areas. Researchers who work in the same project might not always be from the same department. It is the objective of this study to develop a prototype of an expert finding system (Fexpert) for a research university. Data were undertaken from three sources: (1) researcher's personal profile, (2) graduate school profile and (3) research project profiles. The data were preprocessed and clustered according to each expert's keywords using K-Means algorithm. The proposed system can be used to find experts according to the cluster of their research or keywords. The statistical analysis summarizes records of researchers by their works and unit areas. This study can be further applied for an expert finding system of a large organization which might be a part of Knowledge Management.","","Electronic:978-1-4673-1686-6; POD:978-1-4673-1685-9","10.1109/ISCI.2012.6222689","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6222689","K-Means algorithm;data mining;expert finding;research","Algorithm design and analysis;Clustering algorithms;Data mining;Educational institutions;Organizations;Partitioning algorithms;Personnel","data mining;educational institutions;expert systems;information retrieval;pattern clustering;statistical analysis","Fexpert;data clustering;data preprocessing;expert finding system;graduate school profile;k-means algorithm;knowledge management;prototype development;research project profile;research university;researcher personal profile;statistical analysis","","0","","8","","","18-20 March 2012","","IEEE","IEEE Conference Publications"
"Using keystroke dynamics for gender identification in social network environment","M. Fairhurst; M. Da Costa-Abreu","School of Engineering and Digital Arts, University of Kent, Canterbury, CT2 7NT, UK","4th International Conference on Imaging for Crime Detection and Prevention 2011 (ICDP 2011)","20120524","2011","","","1","6","Social networking is now a very widely adopted and highly pervasive communication medium, especially among younger people. However, while offering exceptional opportunities to share and interact these media also introduce the risk of transactions with individuals who deliberately conceal their identity or, importantly, can easily misrepresent their personal characteristics. This paper introduces an approach to addressing such risks by using a form of biometric data accessible from routine interaction mechanisms to predict important user characteristics, thereby directly increasing trust and reliability with respect to the claims made to message receivers by those who communicate with them.","","Electronic:978-1-84919-565-2","10.1049/ic.2011.0124","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6203675","Social network security;keystroke dynamics;trait prediction","","biometrics (access control);gender issues;information retrieval;social aspects of automation;social networking (online);trusted computing","biometric data access;gender identification;keystroke dynamics;message receivers;personal characteristics;pervasive communication;reliability;routine interaction mechanism;social network environment;transaction risk;user characteristics","","2","","","","","3-4 Nov. 2011","","IET","IET Conference Publications"
"Archival service in the aviation domain","S. Ayhan; P. Comitz; G. Gerberick; S. Bliesner; J. Pesce","Boeing Co., Chantilly, VA, USA","2012 Integrated Communications, Navigation and Surveillance Conference","20120618","2012","","","M7-1","M7-8","This paper describes Internal Research and Development (IR&D) work in progress that is being performed by Boeing Advanced Air Traffic Management (AATM) and IBM. Boeing and IBM are implementing a service that records, retrieves, analyzes and visualizes patterns using aviation data. The initial implementation is based on aircraft surveillance data. Boeing AATM has been receiving live Aircraft Situation Display to Industry (ASDI) data and archiving it for over two years. At the present time, there is not an easy mechanism to perform analytics on the data. The incoming data is large, compressed, and requires correlation with other flight data before it can be analyzed. The service exposes this data once it has been uncompressed, correlated, and stored in a database for further analysis using a variety of descriptive, predictive, and possibly prescriptive analytics tools. The service is being built partially in response to requests from Boeing Commercial Aviation for analysis of capacity and flow in the US National Airspace System. The service utilizes IBM Warehouse with DB2, WebSphere Message Broker, XML Shredding, and will be used with IBM analytics products. This paper describes the service implementation and the value it adds to the aviation domain.","2155-4943;21554943","Electronic:978-1-4673-1900-3; POD:978-1-4673-1901-0","10.1109/ICNSurv.2012.6218427","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6218427","","Aircraft;Correlation;Correlators;Databases;Java;Optimization;Servers","aerospace computing;aerospace industry;data warehouses;information retrieval systems;records management","Boeing AATM;Boeing Advanced Air Traffic Management;DB2;IBM Warehouse;IBM analytics products;WebSphere message broker;XML shredding;aircraft situation display to industry data;aircraft surveillance data;archival service;aviation domain;database;flight data;internal research and development","","0","","4","","","24-26 April 2012","","IEEE","IEEE Conference Publications"
"The History of Web Archiving","M. Toyoda; M. Kitsuregawa","Institute of Industrial Science, The University of Tokyo , Tokyo, Japan","Proceedings of the IEEE","20120510","2012","100","Special Centennial Issue","1441","1443","This paper describes the history and the current challenges of archiving massive and extremely diverse amounts of user-generated data in an international environment on the World Wide Web and the technologies required for interoperability between service providers and for preserving their contents in the future.","0018-9219;00189219","","10.1109/JPROC.2012.2189920","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6182575","Digital preservation;web archiving","Data storage systems;Digital systems;History;Information resources;Information technology;Internet;Libraries;Web and internet services;Web pages;World Wide Web","Internet;information retrieval systems;open systems","Web archiving;World Wide Web;content preservation;interoperability;service providers;user-generated data","","3","","7","","20120411","May 13 2012","","IEEE","IEEE Journals & Magazines"
"Geographically showing given incident information","F. Özkan; B. Diri","Bilgisayar M&#x00FC;hendisli&#x011F;i B&#x00F6;l&#x00FC;m&#x00FC;, Y&#x0131;ld&#x0131;z Teknik &#x00DC;niversitesi, Turkey","2012 20th Signal Processing and Communications Applications Conference (SIU)","20120528","2012","","","1","4","Nowadays, when Internet is taken into account with containing kinds of information and dimensions, we can say that it constitute the most important resource in every kinds of research. Having such big data amount also affects users, at searching processes on Internet cause new searching. Aim of this study is finding incident which end up death and injury, extracting number of death and injure from this incident information and showing city of incident on Turkey map. This system's success is approximately 95%.","2165-0608;21650608","Electronic:978-1-4673-0056-8; POD:978-1-4673-0055-1; USB:978-1-4673-0054-4","10.1109/SIU.2012.6204557","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6204557","","Abstracts;Data handling;Data storage systems;Google;HTML;Information management;Internet","Internet;information retrieval","Internet;Turkey map;incident information","","0","","10","","","18-20 April 2012","","IEEE","IEEE Conference Publications"
"OTAP ottoman archives internet interface","E. Şahin; H. Adıgüzel; P. Duygulu; M. Kalpaklı","Bilgisayar M&#x00FC;hendisli&#x011F;i B&#x00F6;l&#x00FC;m&#x00FC;, Bilkent &#x00DC;niversitesi, 06800 Ankara, Turkey","2012 20th Signal Processing and Communications Applications Conference (SIU)","20120528","2012","","","1","2","Within Ottoman Text Archive Project a web interface to aid in uploading, binarization, line and word segmentation, labeling, recognition and testing of the Ottoman Turkish texts has been developed. It became possible to retrieve expert knowledge of scholars working with Ottoman archives through this interface, and apply this knowledge in developing further technologies in transliteration of historical manuscripts.","2165-0608;21650608","Electronic:978-1-4673-0056-8; POD:978-1-4673-0055-1; USB:978-1-4673-0054-4","10.1109/SIU.2012.6204792","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6204792","","Abstracts;Educational institutions;Internet;Radio access networks;Testing;Text recognition;Transform coding","Internet;expert systems;information retrieval systems;natural language interfaces;natural language processing;text analysis","Internet interface;OTAP ottoman;Ottoman Turkish texts;Ottoman archives;Web interface;expert knowledge;historical manuscripts;line segmentation;ottoman text archive project;text binarization;text labeling;text recognition;text testing;text uploading;transliteration;word segmentation","","0","","4","","","18-20 April 2012","","IEEE","IEEE Conference Publications"
"Anonymous, Fair and Untraceable Micropayment Scheme: Application to LBS","A. P. Isern Deya; L. Huguet Rotger; M. M. Payeras Capella; M. Mut Puigserver","Univ. de les Illes Balears, Palma de Mallorca, Spain","IEEE Latin America Transactions","20120622","2012","10","3","1774","1784","The new mobile devices can access data networks and they can also execute complex applications. In this work, we present the first micropayment system adapted to these devices, accomplishing the security properties that guarantees the privacy of users and avoids the financial risks. Moreover, the payment phase has been designed as a fair exchange, where the user U sends coupons to the provider P and U will receive the requested good, information or service. Along this fair exchange, the anonymity and the untraceability of users are assured. We should take into account that the current smart-phones have a lot of computation capabilities and they also have location systems like GPS. The combination of both technologies can be useful to build new ubiquitous applications and services based on the user location. In our work, we also show how our micropayment scheme can be adapted to the payment of Location-Based Services (LBS) using mobile devices and assuring the security requirements.","1548-0992;15480992","","10.1109/TLA.2012.6222584","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6222584","Electronic micropayment;anonymity;fair exchange;privacy;security on Location-Based Services;untraceability","Abstracts;Mobile handsets;Mobile radio mobility management;Privacy;Security;Zinc;Zirconium","data privacy;electronic money;information retrieval;mobile commerce;security of data;smart phones","LBS;data access network;fair exchange;location-based service;micropayment scheme;mobile device;security requirements;smart phone;ubiquitous computing;user anonymity;user privacy;user untraceability","","0","","","","","April 2012","","IEEE","IEEE Journals & Magazines"
