"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=5588744,5590817,5587860,5593618,5590962,5592885,5588761,5587775,5591526,5588758,5592949,5586167,5587011,5587013,5586938,5585940,5586527,5586016,5581285,5583899,5582014,5583009,5584815,5581378,5581384,5583243,5583740,5584863,5581615,5584115,5581367,5583953,5583565,5582967,5581590,5583207,5581286,5580675,5580683,5580295,5580902,5581026,5580678,5580664,5580677,5580733,5573411,5579014,5580680,5579321,5579518,5579353,5572266,5578130,5577901,5575982,5578505,5575467,5576882,5575555,5578421,5575518,5575852,5575650,5576015,5576554,5577850,5577937,5578160,5575757,5572397,5575632,5575603,5571760,5575684,5578415,5571505,5578027,5577955,5577868,5573864,5575630,5571211,5570002,5571261,5569977,5571201,5571117,5569971,5567476,5567595,5569075,5566476,5568850,5569330,5567805,5568585,5569522,5569682,5567300",2017/05/04 22:35:58
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Using the format concept analysis to construct the tourism information ontology","S. Tang; Z. Cai","School of Information Science and Engineering, Central South University, Changsha 410083 China","2010 Seventh International Conference on Fuzzy Systems and Knowledge Discovery","20100909","2010","6","","2941","2944","Ontology is playing an increasingly important role in knowledge management and the Semantic Web. The tourism information ontology is becoming a core research field in the realm of information retrieval. The objective of this study is to explore the potential role of Formal Concept Analysis (FCA) in a web-based ontology construction support system in a tourism domain. An ontology construction method known as TOCM (Tourism Ontology Construction Method) that can generate an ontology based on Formal Concept Analysis theory is proposed. Under the framework of our ontology construction method, the knowledge engineers could reach a new ontology of tourism information that was demonstrated as useful to support their ontology construction tasks.","","Electronic:978-1-4244-5934-6; POD:978-1-4244-5931-5","10.1109/FSKD.2010.5569075","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5569075","format concept analysis;ontology construction;tourism information","Construction industry;Context;Intelligent systems;Ontologies;Pragmatics","electronic data interchange;information retrieval;knowledge management;knowledge representation languages;semantic Web;travel industry;vocabulary","TOCM;format concept analysis;information retrieval;knowledge management;semantic Web;tourism information ontology;tourism ontology construction method;web-based ontology construction support system","","0","","17","","","10-12 Aug. 2010","","IEEE","IEEE Conference Publications"
"Internet information extraction & evaluation of mineral resources based on WebGIS","Liu xing; Wu Shouliang","Faculty of earth and enviroment, Anhui university of sciences and technology, Huainan, China","2010 The 2nd Conference on Environmental Science and Information Application Technology","20100909","2010","2","","150","153","At present, the application of WebGIS is mostly limited to data sharing and distribution, while the professional mineral resources evaluation WebGIS needs stronger functions of information extraction, data integration and thematic mapping and so on. This paper provided a set of solution to mineral resources evaluation analysis system based on MapGIS-IMS, introducing system build-up, the process of data organizing, and detailed description to realize professional extension module by secondary development. This paper also provides a sample reference for networking of mineral resources evaluation and building up professional WEBGIS website for specialized department.","","Electronic:978-1-4244-7390-8; POD:978-1-4244-7387-8","10.1109/ESIAT.2010.5567300","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5567300","Evaluation & Predication of Mineral Resources;Information Extraction;Thematic Mapping;WebGIS Extension","Field-flow fractionation;Geology","Internet;data integrity;geographic information systems;information retrieval;minerals;natural resources","Internet;MapGIS-IMS;WebGIS;data distribution;data integration;data sharing;information extraction;mineral resources;thematic mapping","","0","","11","","","17-18 July 2010","","IEEE","IEEE Conference Publications"
"Towards Automated Processing of the Right of Access in Inter-organizational Web Service Compositions","R. Herkenhöner; H. de Meer; M. Jensen; H. C. Pöhls","Comput. Networks & Commun., Univ. of Passau, Passau, Germany","2010 6th World Congress on Services","20100916","2010","","","645","652","Enforcing the right of access to personal data usually is a long-running process between a data subject and an organization that processes personal data. As of today, this task is commonly realized using a manual process based on postal communication or personal attendance and ends up conflicting with trade secret protection. In this paper, we present an automated architecture to enable exercising the right of access in the domain of inter-organizational business processes based on Web Services technology. Deriving its requirements from the legal, economical, and technical obligations, we show the architecture's overall approach solving the conflict between trade secret and exercising the right of access.","2378-3818;23783818","Electronic:978-0-7695-4129-7; POD:978-1-4244-8199-6","10.1109/SERVICES.2010.56","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5575518","Web Services;legal compliance;privacy;right of access;trade secret","Companies;Correlation;Law;Roads;Web services","Web services;authorisation;business data processing;digital rights management;information retrieval;law administration","automated architecture;automated processing;economical obligation;interorganizational Web service composition;interorganizational business processes;legal obligation;personal data access;postal communication;right of access;technical obligation","","3","","15","","","5-10 July 2010","","IEEE","IEEE Conference Publications"
"Intelligent Information Technology Based Drug Knowledge Platform","C. Li; Z. Zhong; H. Dai","Sch. of Comput. Eng., Huaihai Inst. of Technol., Lianyungang, China","2010 International Conference on Internet Technology and Applications","20100909","2010","","","1","4","In this paper, a drug knowledge platform based on intelligent information technology is constructed. Unlike the traditional virtual drug compound library which focus on the patents of drug only, the aim of the new platform is to design a system including information retrieval, information extraction, construction of drug compound and drug ontology, structure based virtual screening, and text classification. It is clear that such an novel system will improve the effectiveness of new drug discovery and development.","","Electronic:978-1-4244-5143-2; POD:978-1-4244-5142-5","10.1109/ITAPP.2010.5566476","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5566476","","Compounds;Drugs;Feature extraction;Ontologies;Support vector machines","data mining;drugs;information retrieval;information technology;ontologies (artificial intelligence);patents;pattern classification;text analysis","drug knowledge platform;drug ontology;drug patents;information extraction;information retrieval;intelligent information technology;text classification;virtual drug compound library;virtual screening","","0","","11","","","20-22 Aug. 2010","","IEEE","IEEE Conference Publications"
"Extracting and Clustering Method of Web Bipartite Cores","N. Yang; H. Ding; Y. Liu","Inf. Sch., Rennin Univ. of China, Beijing, China","2010 Seventh Web Information Systems and Applications Conference","20100923","2010","","","29","34","The paper focuses on some key problems in Web communities' discovery. Based on topic-oriented communities discovery, we analyze some insufficiencies of CBG (complete bipartite graph) in trawling method. The conception of x-core-set is introduced, instead of CBG, it is more reasonable as a signature of core of community. We construct a bipartite graph from a node x and then (i, j)pruning the graph to obtain x-cores-set. By scanning topic subgraph, we can extract a set of x-cores-sets. Finally, a hierarchal clustering algorithm is applied to these x-cores-sets and the dendrogram of community is formed. We proved that x-cores-set, consisted of x-cores, can be calculated by a bipartite graph collected from x and (i, j)pruning. The experiment is set up on the dataset that is same as that in HITS method, except for returned pages are integrated from 4 search engines. The result shows that our algorithm is effective and efficient.","","Electronic:978-0-7695-4193-8; POD:978-1-4244-8440-9","10.1109/WISA.2010.40","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5581378","bipartite cores;hiearachical clustering;web communities","Algorithm design and analysis;Bipartite graph;Clustering algorithms;Communities;Earth Observing System;Fans;Search engines","Internet;graph theory;information retrieval;pattern clustering;search engines","HITS method;Web bipartite cores;Web communities discovery;clustering algorithm;clustering method;complete bipartite graph;extracting method;search engines;topic-oriented communities discovery;trawling method;x-core-set","","0","","11","","","20-22 Aug. 2010","","IEEE","IEEE Conference Publications"
"The GPU-based String Matching System in Advanced AC Algorithm","J. Peng; H. Chen; S. Shi","Sch. of Comput. Sci. & Eng., South China Univ. of Technol., Guangzhou, China","2010 10th IEEE International Conference on Computer and Information Technology","20100916","2010","","","1158","1163","As one of the most pervasive problems in computer science, string matching is the kernel algorithm in many applications,which especially within the communities of information retrieval and computational biology. Meanwhile, the CPU+GPU heterogeneous parallel platform becomes more and more popular in solving computing intensive applications. This paper implements the webpage matching system with GPU-based advanced AC algorithm, G-AC, which is almost 28 times peak performance to the original AC algorithm which is referred from Snort.","","Electronic:978-1-4244-7548-3; POD:978-1-4244-7547-6","10.1109/CIT.2010.210","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5577901","AC algorithm;CUDA;GPU;parallel multi-string matching;webpage matching system","Algorithm design and analysis;Automata;Data structures;Graphics processing unit;Instruction sets;Memory management;Pattern matching","Web services;computer graphic equipment;coprocessors;information retrieval;string matching","GPU;adavanced AC algorithm;computational biology;information retrieval;kernel algorithm;string matching system;webpage matching system","","8","","16","","","June 29 2010-July 1 2010","","IEEE","IEEE Conference Publications"
"A fuzzy model of the MSCI EURO index based on content analysis of European Central Bank statements","V. Milea; R. J. Almeida; U. Kaymak; F. Frasincar","Econometric Institute, Erasmus School of Economics, Erasmus University Rotterdam, P.O. Box 1738, 3000 DR, Rotterdam, the Netherlands","International Conference on Fuzzy Systems","20100923","2010","","","1","7","In this paper we investigate whether the MSCI EURO index can be predicted based on the content of European Central Bank (ECB) statements. We propose a new model to retrieve information from free text and transform it into a quantitative output. For this purpose, we first identify all adjectives in an ECB statement by using the Stanford Part-of-Speech Tagger and feed these to the General Inquirer (GI) content analysis tool. From GI we obtain a matrix that provides for each document and for each content category the percentage of words in the document that fall under each category. After normalizing the data, we develop a Takagi-Sugeno (TS) fuzzy model using fuzzy c-means clustering. The TS fuzzy system is used to model the levels of the MSCI EURO index. To determine the performance of the model, we focus on the accuracy of predicting upward or downward movement in the index, and obtain, on average, an accuracy of 66%, that corresponds to an improvement of 16% over a random classifier.","1098-7584;10987584","Electronic:978-1-4244-6921-5; POD:978-1-4244-6919-2","10.1109/FUZZY.2010.5584815","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5584815","","Accuracy;Biological system modeling;Economics;Fuzzy systems;Indexes;Predictive models;Training","banking;fuzzy set theory;indexing;information retrieval;natural language processing;pattern clustering","ECB statement;European central bank statements;GI content analysis tool;MSCI EURO index;Stanford part-of-speech tagger;Takagi-Sugeno fuzzy model;content analysis;fuzzy c-means clustering;fuzzy model;general inquirer content analysis tool;information retrieval;random classifier","","2","","21","","","18-23 July 2010","","IEEE","IEEE Conference Publications"
"An overview of search methodologies in Semantic Web","T. Slimani; B. Ben Yaghlane","LARODEC Laboratory, ISG de Tunis, Cit&#x00E9; Bouchoucha 2000, Tunisia","ACS/IEEE International Conference on Computer Systems and Applications - AICCSA 2010","20100927","2010","","","1","8","Several researches in Semantic Web are based on information search centered meaning. The common purpose of these researches is to improve current information search and retrieval methods. The last few years have seen a various number of developed semantic search systems. The requirement of a complete survey in this field is one of the main purpose of this paper. The approaches, methodologies and objectives of some recognized projects and their corresponding practical systems are exploited to constitute this overall view of semantic search. In this paper, we present and compare various research directions in semantic search. Further, we give discussion with regards to future research in this area.","2161-5322;21615322","Electronic:978-1-4244-7717-3; POD:978-1-4244-7716-6","10.1109/AICCSA.2010.5587013","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5587013","","Database languages;Feature extraction;Ontologies;Resource description framework;Semantics;Syntactics","information retrieval;semantic Web","information retrieval;information search;search methodologies;semantic Web;semantic search systems","","0","","57","","","16-19 May 2010","","IEEE","IEEE Conference Publications"
"Phase retrieval based on an Evolutionary Multicriterion Optimisation method","S. Watanabe; H. Shioya; K. Gohara","Division of Information and Electronic Engineering at Muroran Institute of Technology, 27-1, Mizumoto-cho, Muroran 050-8585, Japan","IEEE Congress on Evolutionary Computation","20100927","2010","","","1","8","Phase problems arise from lost phase information in measurement of diffraction waves. The missing phase should be retrieved to reconstruct an object image from the diffraction pattern. This paper proposes a hybrid type approach, Evolutionary-based GS (E-GS), based on the Gerchberg - Saxton algorithm (GS algorithm) and Evolutionary Multicriterion Optimisation (EMO). There are three main aims of E-GS: (1) to reduce the dependence on initial conditions, (2) to obtain some candidate solutions with various features in one trial and (3) to achieve algorithmic parallelism. In E-GS, the phase retrieval problem is formulated as a two-objective optimisation problem, and the EMO and GS algorithm are used as the framework of multiobjective optimisation and local search, respectively. E-GS deals directly with phase as an optimisation parameter and embeds original genetic operations based on frequency characteristics. In this paper, the characteristics and effectiveness of the proposed approach are discussed by comparison of the performance with that of the GS algorithm. Through numerical examples, it was demonstrated that E-GS could derive good results and the difference of search transition between GS algorithm and E-GS was clarified.","1089-778X;1089778X","Electronic:978-1-4244-6911-6; POD:978-1-4244-6909-3","10.1109/CEC.2010.5585940","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5585940","","Diffraction;Erbium;Fourier transforms;Genetics;Materials;Noise;Optimization","evolutionary computation;image reconstruction;image retrieval;information retrieval;optimisation;search problems","Gerchberg-Saxton algorithm;algorithmic parallelism;diffraction pattern;diffraction wave;evolutionary multicriterion optimisation method;object image reconstruction;phase retrieval;search transition","","0","","8","","","18-23 July 2010","","IEEE","IEEE Conference Publications"
"DESP: An Automatic Data Extractor on Deep Web Pages","J. Ma; D. Shen; T. Nie","Dept. of Comput. Sci. & Eng., Northeastern Univ., Shenyang, China","2010 Seventh Web Information Systems and Applications Conference","20100923","2010","","","132","136","We present DESP, an automatic data extractor on Deep Web pages for book domain, which can extract data items and label attributes at the same time. The case of DESP is to extract books' information such as title, author, price and publisher from result pages returned from bookstore web sites. Although DESP is for a specific domain, the method used by DESP is highly adaptive and can suit other domains. The system consists of two parts, one is Data Record Locater, the Modified Data Locating algorithm used by it overcomes the shortcoming of the MDR algorithm, the other is Attribute Labeler, and the Detect Combine algorithm makes the data item have a more explicit meaning.","","Electronic:978-0-7695-4193-8; POD:978-1-4244-8440-9","10.1109/WISA.2010.15","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5581384","Web;edit distance;string similarity algorithm","Data mining;HTML;Hidden Markov models;Labeling;USA Councils;Web pages","Internet;Web sites;information retrieval","DESP;attribute labeler;automatic data extractor;book domain;books information extracttion;bookstore Web sites;data record locater;deep Web pages;detect combine algorithm;modified data locating algorithm","","0","","13","","","20-22 Aug. 2010","","IEEE","IEEE Conference Publications"
