"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=6004444,5997433,5999459,6003440,6004219,5998868,6001994,5999482,6003899,5999045,6003577,5999029,5997688,6000335,5999453,6003896,6004002,5998950,6002238,5998147,6001163,6002251,6004115,6003093,6001507,6004030,5993561,5993609,5995518,5994246,5990178,5986510,5992262,5983908,5728821,5990212,5992010,5984882,5984920,5984921,5992432,5992333,5992622,5992362,5990207,5989046,5992659,5992165,5992376,5990521,5992665,5984123,5990096,5992387,5992652,5983932,5992382,5953541,5992236,5992327,5992292,5992441,5986190,5990043,5992329,5984773,5980898,5980937,5982290,5983087,5980764,5978970,5980954,5982841,5981019,5978983,5978906,5979034,5961267,5978793,5978535,5978450,5977685,5978521,5977497,5978494,5978591,5971927,5972440,5976915,5972315,5971883,5974285,5972522,5974020,5974069,5974553,5974858,5976511,5972516",2017/05/04 22:31:25
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Multifractal based country road information extraction from Geoeye-1 image","Z. Zhou; N. Cong","State Key Laboratory of Petroleum Resource and Prospecting, China University of Petroleum, Beijing, China","2011 19th International Conference on Geoinformatics","20110811","2011","","","1","4","A multifractal based approach to extracting road information is presented in this paper. As a case study, a Geoeye-1 image is used for the experiment. The result is compared with the results from Sobel operator, Roberts operator, Prewitt operator. It is shown that the proposed multifractal based method can extract different types of road information more effectively.","2161-024X;2161024X","Electronic:978-1-61284-848-8; POD:978-1-61284-849-5","10.1109/GeoInformatics.2011.5980764","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5980764","Geoeye-1;country road;extraction;multifractal","Data mining;Feature extraction;Fractals;Image edge detection;Remote sensing;Roads;Satellites","civil engineering computing;feature extraction;fractals;information retrieval","Geoeye- 1 image;multifractal based method;road information extraction","","0","","11","","","24-26 June 2011","","IEEE","IEEE Conference Publications"
"Implementation of a wiki-based Information and Communication System for Academia Europaea","I. Hasani-Mavriqi; H. Leitner; D. Helic; H. Maurer","IICM, Graz University of Technology, Inffeldgasse 16c, 8010, Austria","Proceedings of the ITI 2011, 33rd International Conference on Information Technology Interfaces","20110804","2011","","","193","198","In recent years, online collaboration tools such as wikis have experienced a tremendous expansion. Their success and popularity is due to their simple and efficient content creation facilities. Moreover, the formatting syntax is basically easy to learn allowing users to easily create and edit web content and thus share knowledge with each other. Despite these advantages, the content creation process is still obscure if authors belong to a computer inexperienced user group. In this paper we present our experiences, challenges, and problems with a specific application of a wiki-based system called the Academia Europaea Information and Communication System. Furthermore, key solutions for bypassing user interaction barriers are discussed throughout this paper.","1330-1012;13301012","Electronic:978-953-7138-21-9; POD:978-1-61284-897-6","10.2498/cit.1002026","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5974020","Open Collaboration;Web Accessibility;Wikis","Context;Discussion forums;Electronic publishing;Encyclopedias;Internet","Web sites;content management;groupware;information retrieval","Academia Europaea Information and Communication System;Web content creation;Web content editing;content creation facility;formatting syntax;information navigation;information searching;knowledge sharing;online collaboration tools;wiki-based system","","0","","13","","","27-30 June 2011","","IEEE","IEEE Conference Publications"
"The analysis of youths' searching behavior","C. Li; B. Wu; Y. Li","Beijing Key Laboratory of Intelligent Telecommunications, Software and Multimedia, Beijing University of Posts and Telecommunications, Beijing, China","2011 Second Worldwide Cybersecurity Summit (WCS)","20110808","2011","","","1","4","In order to create a safe and harmonious cyberspace environment for youth and protect them from the impact of bad information such as pornography, violence and gambling, most of the current solutions are to shield the sites containing this information. However some youth will take the initiative to seek out this bad information. In this paper we propose a method to analyze the searching behavior of youth and then to shield those keywords that may impact their health over time. We suggest that search engine operators provide keywords filtering technology to limit the searching behavior of youth. Operators should return to warning users who search keywords that contain bad information and record the searching log as feedback to parents. Of course parents should provide their IP addresses to the search engine operators first, to allow operators to set their IP addresses within the scope of supervising. Relying on search logs we count and classify keywords to understand the trend of youths' searching behavior and the areas that they often are interested in. Then we cluster the keywords in each area to get some main clusters and frequent keywords. Using this method we can grasp youths' searching behavior and protect them from the impact of bad information effectively.","","Electronic:978-0-615-51608-0; POD:978-1-4577-1449-8","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5978793","bad informations;classify;cluster;searching behavior;shield","Classification algorithms;Clustering algorithms;Internet;Machine learning algorithms;Search engines;Text categorization;Training","Internet;behavioural sciences computing;information retrieval;pattern classification;pattern clustering;search engines;security of data","IP addresses;Internet era;cyber security;cyberspace environment;gambling;keywords filtering technology;pornography;search engine operators;searching log;youth searching behavior analysis","","0","","4","","","1-2 June 2011","","IEEE","IEEE Conference Publications"
"A author topic model based unsupervised algorithm for learning topics from large text collections","S. M. Shalinie; K. Sundarakantham; S. Pushparathi","Department of computer science and Engineering, Thiagarajar college of Engineering (Autonomous) Madurai, Tamilnadu","2011 International Conference on Recent Trends in Information Technology (ICRTIT)","20110804","2011","","","360","363","With the advent of the Web and various specialized digital libraries, the automatic extraction of useful information from text has become an increasingly important research in Data mining. In this paper we present a new MH based algorithm that extracts both the topics expressed in large text document collections and also models how the authors of documents use those topics. The methodology is illustrated using a sample of 1740 documents and 2037 authors of NIPS conference papers. A novel feature of our model is the inclusion of MH sampling for author topic models, in which authors are modeled as probability distributions over topics. The author-topic models can be used to support a variety of interactive and exploratory queries on the dataset. Algorithm proposed in this paper is the implementation of enhanced author topic modeling in text collection for extraction of topics from documents which will be useful for efficient search and retrieval. This paper presents an unsupervised learning technique for extracting information from the real world large text collections. This involves clustering which is used for extracting a representation from a collection of documents. Each cluster is associated with a topic and a single document is associated in only one cluster. Traditional Author Topic Model encounters problem in case of multi topic documents. Experimental results using proposed algorithm achieved the same classification accuracy with reduced time (50%) to extract the topics.","","Electronic:978-1-4577-0590-8; POD:978-1-4577-0588-5","10.1109/ICRTIT.2011.5972315","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5972315","Automatic Categorization;Gibbs sampling;Metropolis Hasting sampling;Probabilistic Author Topic Model;Unsupervised Learning","Computational modeling;Computer science;Data mining;Data models;Information processing;Probabilistic logic;Vocabulary","data mining;information retrieval;probability;text analysis;unsupervised learning","MH based algorithm;Web;author topic model based unsupervised algorithm;automatic extraction;data mining;digital libraries;information extraction;large text document collections;probability distributions","","0","","16","","","3-5 June 2011","","IEEE","IEEE Conference Publications"
"Design of Circular Parts Size Inspection System Based on Improved RHT Algorithm","R. Guo; D. Shi; Z. a. He","Sch. of Optoelectronical Eng., Xi'an Technol. Univ., Xi'an, China","2011 Third Pacific-Asia Conference on Circuits, Communications and System (PACCS)","20110818","2011","","","1","4","An improved algorithm for circular parts detection was proposed based on RHT (randomized Hough transformation). At first, sub-pixel edge detection based on the Zernike moments was chosen to detect edge and get the more accurate target edge positioning. Then, a regular hexagon window, whose center was the candidate circle's center, was selected as search constraints to reduce the computation time and increase the calculation speed. At last, the marginal gradient direction information was used as constraint conditions to limit retrieval object. Thus invalid computation was reduced and the detection speed was accelerated. The proposed algorithm was used to detect circular parts size. Experimental results show that the measurement error is less than 4.5%. And the performances of the non-contact inspection system can meet the demands of on-line and real time measurement with high accuracy in the production line.","","Electronic:978-1-4577-0856-5; POD:978-1-4577-0855-8","10.1109/PACCS.2011.5990212","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5990212","","Equations;Image edge detection;Inspection;Machine vision;Mathematical model;Size measurement;Transforms","Hough transforms;edge detection;information retrieval systems;inspection;measurement errors;mechanical engineering computing;object detection;size measurement","Zernike moment;candidate circle center;circular part detection;circular part size inspection system;improved RHT algorithm;limit retrieval object;marginal gradient direction information;measurement error;noncontact inspection system;online measurement;production line;real time measurement;regular hexagon window;search constraint;sub-pixel edge detection;target edge positioning","","0","","5","","","17-18 July 2011","","IEEE","IEEE Conference Publications"
"Multiscale-based classification and coding of fundamental geographic information","W. Tian; X. Zhu; L. Duan","State Key Laboratory of Information Engineering in Surveying, Mapping and Remote Sensing, Wuhan University Wuhan, China","2011 19th International Conference on Geoinformatics","20110811","2011","","","1","5","Geographic information coding is a fundamental enabling technology for spatial data organization, which is critical to the geological information query, retrieval and data mining. Currently, the demands of geographic data sharing and update become increasingly urgent, while there is no unified geographic information coding standard and application fields are chaos. Based on the insufficiency of traditional coding methods, this paper discusses the characteristics of geographic information from the views of scale, space, semantics and time, puts forward a new coding model, which expands the current coding methods in scale, spatial, semantic and temporal dimensions. This paper illustrates settlement places fundamental geographic information as the example, which applies SGST coding model in the settlement places geographic database and establishes the multi-scale representation update mechanisms.","2161-024X;2161024X","Electronic:978-1-61284-848-8; POD:978-1-61284-849-5","10.1109/GeoInformatics.2011.5980898","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5980898","SGST coding;geographic information code;multi-scale","Buildings;Data models;Encoding;Semantics;Spatial databases","data handling;data mining;encoding;geophysics computing;information retrieval;spatial data structures;visual databases","SGST coding model;fundamental geographic information;geographic data sharing;geographic database;geographic information characteristics;geographic information coding standard;geological information data mining;geological information query;geological information retrieval;multiscale based information classification;multiscale based information coding;multiscale representation update mechanisms;spatial data organization","","0","","8","","","24-26 June 2011","","IEEE","IEEE Conference Publications"
"Information extraction from receipts using machine learning","M. Karlovčec","Jo&#x017E;ef Stefan International Postgraduate School, Jamova 39, Ljubljana, Slovenia","Proceedings of the ITI 2011, 33rd International Conference on Information Technology Interfaces","20110804","2011","","","477","480","Automated information extraction from receipts can help us to easier organize our expenses. Approach to using Machine learning algorithms for information extraction is introduced. Datasets are generated using the developed application which enables labeling of textual documents. Results of applying the Machine learning algorithms on the datasets show usefulness of the approach.","1330-1012;13301012","Electronic:978-953-7138-21-9; POD:978-1-61284-897-6","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5974069","classification;dataset;information extraction;labeling;machine learning","Classification algorithms;Data mining;Decision trees;Feature extraction;Labeling;Machine learning;Machine learning algorithms","information retrieval;learning (artificial intelligence);text analysis","automated information extraction;machine learning algorithms;textual document labeling","","0","","4","","","27-30 June 2011","","IEEE","IEEE Conference Publications"
"Requirement Analysis of Ubiquitous Intelligence System for Personal Diet Formulation and Maintenance","M. Tom; A. Chiou","Sch. of Inf. & Commun. Technol., CQUniversity, Brisbane, QLD, Australia","2011 International Conference on Process Automation, Control and Computing","20110811","2011","","","1","6","Nutrition Related Diseases (NRD) are globally widespread causing substantial economic cost for governments and individuals. Formulating and maintaining a balanced diet meeting the Recommended Dietary Intake (RDI) is complex, time consuming task. The detailed analysis conducted in this study reveals many intellectual tasks involved in meals scheduling and diet formulation. This study reports the results of requirement analysis of a Ubiquitous Intelligence System for automating the diet formulation, monitoring and maintenance. The authors propose Dietary Intelligence System (DIligenS) that applies computational intelligence and has the architectural components of knowledge base, inference engine, data base and data extraction and conversion modules in addition to the knowledge building and application interface.","","Electronic:978-1-61284-764-1; POD:978-1-61284-765-8","10.1109/PACC.2011.5978970","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5978970","","Artificial intelligence;Complexity theory;Diabetes;Maintenance engineering;Monitoring;Nickel;Planning","data handling;diseases;health care;inference mechanisms;information retrieval;knowledge based systems;ubiquitous computing","DIligenS;application interface;computational intelligence;conversion modules;data base;data extraction;dietary intelligence system;economic cost;inference engine;knowledge base;knowledge building;meals scheduling;nutrition related diseases;personal diet formulation automation;personal diet maintenance;recommended dietary intake;requirement analysis;ubiquitous intelligence system","","2","","22","","","20-22 July 2011","","IEEE","IEEE Conference Publications"
"ErauzOnt: A Framework for Gathering Learning Objects from Electronic Documents","M. Larranaga; I. Calvo; J. A. Elorriaga; A. Arruarte; K. Verbert; E. Duval","Dept. of Comput. Languages & Syst., Univ. of the Basque Country, Donostia, Spain","2011 IEEE 11th International Conference on Advanced Learning Technologies","20110818","2011","","","656","658","Retrieving and reusing Learning Objects can lighten the workload of constructing new on-line courses or Technology Supported Learning Systems. The paper presents ErauzOnt, a framework for the automatic generation of new Learning Objects from electronic documents using domain ontologies and Natural Language Processing techniques.","2161-3761;21613761","Electronic:978-0-7695-4346-8; POD:978-1-61284-209-7","10.1109/ICALT.2011.209","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5992432","Content Authoring;Knowledge Acquisition;Learning Objects","Generators;Grammar;Materials;Natural language processing;Ontologies;Portable document format","computer aided instruction;data acquisition;document handling;educational courses;information retrieval;natural language processing;ontologies (artificial intelligence)","domain ontologies;electronic documents;learning object retrieval;learning object reuse;natural language processing;online courses;technology supported learning systems","","1","","13","","","6-8 July 2011","","IEEE","IEEE Conference Publications"
"Precision-Recall Is Wrong for Multimedia","M. Slaney","Yahoo! Research and Stanford Center for Computer Research in Music and Acoustics","IEEE MultiMedia","20110818","2011","18","3","4","7","Precision-recall is not the right metric. There, I've said it. I'm not the first to say this in regard to information retrieval, but my reasons are different because we are working with multimedia objects.","1070-986X;1070986X","","10.1109/MMUL.2011.50","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5986510","IEEE MultiMedia;Visions and Views;evaluation;multimedia;precision;recall;relevance","Information theory;Multimedia communication;Search engines;weighted subspace filtering","information retrieval;multimedia systems","information retrieval;multimedia objects;precision-recall","","7","","3","","","March 2011","","IEEE","IEEE Journals & Magazines"
