"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=5453673,5452755,5452579,5451921,5447416,5447911,5447388,5447468,5447743,5447914,5445801,5445681,5445814,5446006,5445462,5443131,5440238,5440090,5439286,5438082,5432261,5431984,5432376,5432520,5432741,5431734,5430007,5430098,5430043,5430736,5430065,5428290,5428692,5429733,5428427,5428332,5423748,5423739,5423417,5422138,5422062,5423394,5422069,5422325,5422254,5419505,5420065,5420158,4906994,4840347,5416929,5417849,5414236,5412965,5412465,5412547,5412673,5412291,5357430,5412545,5407967,5410463,5406736,5407316,5406586,5407314,5405788,5406207,5405685,5406824,5406450,5405786,5402926,5403116,5403216,5402607,5402567,5402426,5393948,5393688,5397541,5394091,5394100,4912203,5397957,5395407,5384830,5385040,5386473,5373826,5385043,5385068,5381709,5381233,5380888,5380348,5380752,5380869,5379460,5381926",2017/05/04 22:37:26
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Using RFID to realize Human Computer Interaction","L. L. Chen; T. K. Shih; J. C. Hung","Dept. of Computer Science and Information Engineering, Tamkang University, Taiwan","2009 Joint Conferences on Pervasive Computing (JCPC)","20100225","2009","","","859","864","This paper proposes a human computer interface which is based on Radio frequency identification (RFID) technique to let human communicate with computer by analyzing the signal from tags. For retrieving those signals from tags, how to decreasing the noises created by surrounding environment and detecting useful information from variant signals are the most important. In our proposed method, we adopt a train procedure as pre-processing to categorize all of signals into two categories: noise and real data. After the real data is retrieved, we use Â¿music directorÂ¿ as an application to let user play with computer. The experimental results show the proposed method can analyze the signals from tags successfully with high detection rate.","","Electronic:978-1-4244-5228-6; POD:978-1-4244-5227-9","10.1109/JCPC.2009.5420065","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5420065","Human Computer Interface;RFID;Received Signal Strength Indication","Biomedical informatics;Fuzzy systems;Human computer interaction;Medical services;Medical tests;Mood;Psychiatry;Psychology;Radiofrequency identification;System testing","human computer interaction;information retrieval;radiofrequency identification","RFID;human computer interaction;human computer interface;noise decrement;radio frequency identification;signal retrieval","","0","","9","","","3-5 Dec. 2009","","IEEE","IEEE Conference Publications"
"Re-Orientation of Web 2.0","K. Hasija; D. Singh; A. Mehta","Kharagpur Consulting Group (KCG), Kharagpur, India","2009 International Conference on Information and Multimedia Technology","20100115","2009","","","117","120","The development in the Web 2.0 tools has shown an interesting pattern of recognizing the need to organize, collect or manage data, starting with sharing information on blogs followed by organized information on wikis which followed retrieving information using RSS. You all must have experienced stiffness in searching data on Web over the past few years due to data boot on the net. Thereby, tools like semantic Web and vertical search are the need of the hour. The vision of Tim Burners Lee of a uniform platform for sharing knowledge has to be carried out with various reorganization strategies.","","Electronic:978-0-7695-3922-5; POD:978-1-4244-5383-2","10.1109/ICIMT.2009.117","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5381233","semantic web;vertical search;web 2.0;web architecture","Blogs;Computer science;Internet;Mathematics;Organizing;Pattern recognition;Semantic Web;Service oriented architecture;Web pages;Wikipedia","Web sites;information retrieval","RSS;Web 2.0;World Wide Web;blogs;data boot;information retrieval;information sharing;knowledge sharing;semantic Web;wikis","","0","","5","","","16-18 Dec. 2009","","IEEE","IEEE Conference Publications"
"Integrating archaeological literature into resource discovery interfaces using natural language processing and name authority services","S. Jeffrey; J. Richards; F. Ciravegna; S. Waller; S. Chapman; Z. Zhang","Archaeology Data Service, Department of Archaeology, The King's Manor, University of York, Y01 7EP","2009 5th IEEE International Conference on E-Science Workshops","20100208","2009","","","184","187","There exists a large and underutilized resource of archaeological literature, both formal, such as scholarly journals and less formal in the form of `grey literature'. In the archaeological domain the vast majority of this literature contains some geo-spatial element as well as the expected temporal information and therefore its ease of discovery would be greatly enhanced were it accessible via a geo-spatially enabled search mechanism. As a result of this, geo-referencing these types of material and integrating them with other resources, such as monument inventories, is seen as a desirable enhancement for digital archives serving the archaeological research community. This paper provides an overview of a number of the approaches to the integration of such legacy literature into geospatial search mechanisms in an archaeological context. In particular efforts to achieve this via the Archaeotools e-Science project and its use of natural language processing and a geo-spatial cross-walk service are discussed as well as potential future enhancements to the process.","","Electronic:978-1-4244-5947-6; POD:978-1-4244-5946-9","10.1109/ESCIW.2009.5407967","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5407967","","Cities and towns;Computer science;Conferences;Data mining;Education;Local government;Natural language processing;Nuclear magnetic resonance;Potential well","archaeology;information retrieval;natural language processing","Archaeotools e-science project;archaeological literature;archaeological research community;digital archive;georeferencing;geospatial cross-walk service;geospatial search mechanism;grey literature;legacy literature;monument inventory;name authority service;natural language processing;resource discovery interface;scholarly journal","","0","","12","","","9-11 Dec. 2009","","IEEE","IEEE Conference Publications"
"User preference retrieval using semantic categorization for web search","T. Bounoy; A. Walairacht","Department of Computer Engineering, King Mongkut's Institute of Technology Ladkrabang, Thailand","2010 The 12th International Conference on Advanced Communication Technology (ICACT)","20100401","2010","2","","1133","1138","Search engines have been one of the most popular ways for people to find web pages of interest. Presently, when a user enters a keyword in a search engine, the search results are usually presented the same result to other users who search the same keyword, which might not be related to each user's field of interest. Therefore, the researcher of this study would like to propose a new searching technique to get each user's most relevant information by using a user preference. This research will categorize user preference to build the user profile and general profile base on user's search history and category hierarchy, respectively. The search engines then use those profiles to determine the interests of each user, execute the search query to obtain a set of relevant documents, and re-ranking the documents in a manner that best reflects their relevance to the user's profile. Many algorithms have been designed, analyzed, implemented and experimented to find the most appropriate and the most effective one to create the relationship between each keyword and each category to best meet each user's preference.","1738-9445;17389445","Electronic:978-1-4244-5428-0; POD:978-1-4244-5427-3","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5440238","Categorization;Clickthrough data;Personalization;User preferences;Web search","Web search","Internet;information retrieval;search engines","Web search;general profile base;search engines;search query;semantic categorization;user category hierarchy;user preference retrieval;user profile;user search history","","0","","12","","","7-10 Feb. 2010","","IEEE","IEEE Conference Publications"
"Bigradient learning algorithm for dimension reduction of text document space","L. Skovajsová; I. Mokriš","Institute of Informatics, Slovak Academy of Sciences, Bratislava, Slovak Republic","2009 IEEE International Conference on Computational Cybernetics (ICCC)","20100122","2009","","","125","128","This paper shows text document dimension reduction and clustering technique which is called the bigradient learning algorithm. This algorithm is based on the two learning parameters. The results show, that bigradient learning algorithm, used with proper selected values, does almost the same clustering as the other arbitrary PCA learning method by neural network. At the end, the three linear PCA methods for document clustering are compared. They are: linear Hebbian neural network with Oja learning rule, and neural network with bigradient learning algorithm. The results are concluded.","","Electronic:978-1-4244-5311-5; POD:978-1-4244-5310-8","10.1109/ICCCYB.2009.5393948","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5393948","","Clustering algorithms;Cybernetics;Informatics;Learning systems;Matrix decomposition;Neural networks;Neurons;Principal component analysis;Singular value decomposition;Vectors","gradient methods;information retrieval;neural nets;principal component analysis","PCA learning method;bigradient learning algorithm;clustering technique;dimension reduction;document retrieval;linear Hebbian neural network;text document space","","0","","16","","","26-29 Jan. 2009","","IEEE","IEEE Conference Publications"
"Creating Individual Journal Rankings Based on a Community Approach","E. Luoma; J. M. Pawlowski; R. Ahlgren","Univ. of Jyvaskyla, Jyvaskyla, Finland","2010 43rd Hawaii International Conference on System Sciences","20100311","2010","","","1","10","Selecting appropriate publication outlets is crucial to any researcher. Journal rankings can be used to guide the selection, but their usefulness may be limited for particular audiences. In this paper, it is argued that especially young researchers and researchers in interdisciplinary fields can benefit from targeting research efforts to a specific community. This can be facilitated by an individually built journal ranking that exploits a community building perspective and by a more transparent process of use. The approach introduced here is based on an analysis of both traditional journal rankings and behavior of academic communities. As a result, we present a procedure for building and using an individual journal ranking, its tentative composition and the ranking calculation. In addition, we suggest measures for evaluating the ranking use. The results presented in this paper are focused on but not limited to young researchers and emerging disciplines.","1530-1605;15301605","Electronic:978-1-4244-5510-2; POD:978-1-4244-5509-6","10.1109/HICSS.2010.125","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5428692","","Engineering profession;Fellows;Guidelines;Publishing;Seminars","electronic publishing;information retrieval","academic community behavior;individual journal rankings;specific community building perspective","","0","","30","","","5-8 Jan. 2010","","IEEE","IEEE Conference Publications"
"A Comprehensive Reference Architecture for Trustworthy Long-Term Archiving of Sensitive Data","D. Huhnlein; U. Korte; L. Langer; A. Wiesmaier","Secunet Security Networks AG, Germany","2009 3rd International Conference on New Technologies, Mobility and Security","20100119","2009","","","1","5","It is well known that the suitability of many cryptographic algorithms decreases with time. Hence, it is a challenging task to maintain the integrity, authenticity, confidentiality and availability of sensitive data over very long periods of time. A scalable approach to preserve the integrity and authenticity of archived data has been standardized in (T. Gondrom et al., August 2007). The confidentiality and availability of data can be supported using secret sharing techniques according to (A. Shamir, 1979). This paper introduces a reference architecture for trustworthy long-term archiving of sensitive data based on the combination of these approaches.","2157-4952;21574952","Electronic:978-1-4244-6273-5; POD:978-1-4244-4765-7","10.1109/NTMS.2009.5384830","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5384830","","Costs;Counting circuits;Cryptography;Data security;Digital signatures;Document handling;Information security;Proposals;US Government;XML","cryptography;document handling;information retrieval systems","comprehensive reference architecture;cryptographic algorithms;secret sharing techniques;sensitive data trustworthy long-term archiving","","6","","31","","","20-23 Dec. 2009","","IEEE","IEEE Conference Publications"
"BI-style relation discovery among entities in text","W. M. Barczyński; F. Brauer; A. Mocan; M. Schramm; J. Froemberg","SAP AG, SAP Research CEC Dresden Chemnitzer Str. 48e, Dresden, Germany","2010 IEEE 26th International Conference on Data Engineering Workshops (ICDEW 2010)","20100422","2010","","","171","174","Business Intelligence (BI) over unstructured text is under intense scrutiny both in industry and research. Recent work in this field includes automatic integration of unstructured text into BI systems, model recognition, and probabilistic databases to handle uncertainty of Information Extraction (IE) results. Our aim is to use analytics to discover statistically relevant and unknown relationship between entities in documents' fragments. We present a method for transforming IE results to an OLAP model and we demonstrate it in a real world scenario for the SAP Community Network.","","Electronic:978-1-4244-6523-1; POD:978-1-4244-6522-4; USB:978-1-4244-6521-7","10.1109/ICDEW.2010.5452755","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5452755","","Data mining;Databases;Industrial relations;Java;Target recognition;Text analysis;Text recognition;Uncertainty","competitive intelligence;data mining;information retrieval;probability;text analysis","BI systems;Bl-style relation discovery;OLAP model;SAP Community Network;information extraction;model recognition;probabilistic databases;unstructured text","","1","","10","","","1-6 March 2010","","IEEE","IEEE Conference Publications"
"Converting a Historical Architecture Encyclopedia into a Semantic Knowledge Base","R. Witte; R. Krestel; T. Kappler; P. C. Lockemann","Concordia University","IEEE Intelligent Systems","20100318","2010","25","1","58","67","Digitizing a historical document using ontologies and natural language processing techniques can transform it from arcane text to a useful knowledge base.The Handbook on Architecture (Handbuch der Architektur) was perhaps one of the most ambitious publishing projects ever. Like a 19thcentury Wikipedia, it attempted nothing less than a full account of all architectural knowledge available at the time, both past and present. It covers topics from Greek temples to contemporary hospitals and universities; from the design of individual construction elements such as window sills to large-scale town planning; from physics to design; from planning to construction. It also discusses architectural history and styles and a multitude of other topics, such as building conception, statics, and interior design.Not surprisingly, this project took longer than planned. The encyclopedia's first volume was partly published in 1880, and over the next 63 years more than 100 architects worked on what would become more than 140 individual publications with over 25,000 pages. One important insight of our work is that targeted text analysis support, already available today, can easily be integrated into common desktop tools to support users for their task at hand. While NLP techniques are far from perfect or comprehensive, they can already deliver knowledge discovery support that goes significantly beyond the currently used approach of full-text search and information retrieval.","1541-1672;15411672","","10.1109/MIS.2010.17","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5432261","Handbook on Architecture;Handbuch der Architektur;cultural heritage data management;knowledge base management;natural language processing;ontologies;ontology population;semantic Wiki;text mining","Cities and towns;Educational institutions;Encyclopedias;Hospitals;Large-scale systems;Natural language processing;Ontologies;Publishing;Wikipedia;Windows","deductive databases;encyclopaedias;information retrieval;knowledge based systems;ontologies (artificial intelligence);text analysis","NLP techniques;architectural knowledge;historical architecture encyclopedia;historical document;information retrieval;language processing techniques;large scale town planning;ontologies;semantic knowledge base;text analysis support","","4","","13","","","Jan.-Feb. 2010","","IEEE","IEEE Journals & Magazines"
"Design & implement spatial analysis in MapGIS-IMS SOA","Aissatou Diasse","China University of Geosciences, Faculty of Information & Engineering, Lumo Road Wuhan, Hubei, China 430079","2009 Asia-Pacific Conference on Computational Intelligence and Industrial Applications (PACIIA)","20100205","2009","2","","349","352","GIS Web Services play an important role in the spatial analysis by providing data and functionalities on the Web. The objective of this paper is to describe the Architecture and the development method of the spatial analysis in MapGIS-IMS SOA. Using one of the most popular Chinese software, we adopt the thick approach on SOA solution. SOA is an efficient solution for the problems encountered many companies to develop web-based application. Spatial data analysis based-on MapGIS Analysis Services not only provide efficient results but also facilitates the mapping and geo-processing functionality in the client web browser.","","Electronic:978-1-4244-4607-0; POD:978-1-4244-4606-3","10.1109/PACIIA.2009.5406586","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5406586","Architecture;SOA;Web Service;Webgis","Computer architecture;Geographic Information Systems;Internet;Java;Network servers;Semiconductor optical amplifiers;Service oriented architecture;Simple object access protocol;Web server;Web services","Web services;data analysis;geographic information systems;information retrieval;software architecture","MapGIS-IMS;SOA;Web browser;Web services;World Wide Web;service oriented architecture;spatial data analysis","","0","","8","","","28-29 Nov. 2009","","IEEE","IEEE Conference Publications"
