"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=6022751,6107359,6106534,6107342,6107874,5995280,6106947,6106551,6103780,6104730,6102485,6103421,6102462,6103673,6104601,6103241,6101282,6104732,6104734,5672612,6103137,6103528,6103156,6103146,6104736,6103506,6103455,6103210,6098705,6100120,6100102,6100298,6100782,6098495,6044741,6100119,6100057,6098707,6095947,6096689,6096643,6096651,6094046,5734815,5756649,6088166,6090905,6088094,6093579,6093850,6088840,6092574,6093355,6093353,6093576,6088209,6093405,6093575,6088887,6093316,6093344,6093449,6092329,6092319,6092326,6089624,6093798,6089130,6088165,6088117,6088153,6092712,6093329,6093582,6092243,6092050,6093600,6093285,6088199,6085973,6087091,6085999,6084194,5981411,6026222,6079774,6080778,6079657,6080820,6080788,6079868,6082335,6080758,6079667,6079661,6080816,6078263,6078266,6076337,6078304",2017/05/04 22:29:27
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"An Unsupervised Approach for Identifying Spammers in Social Networks","M. Bouguessa","Dept. d'Inf. et d'Ing. Gatineau, Univ. du Quebec en Outaouais, Gatineau, QC, Canada","2011 IEEE 23rd International Conference on Tools with Artificial Intelligence","20111215","2011","","","832","840","This paper proposes an unsupervised method for automatic identification of spammers in a social network. In our approach, we first investigate the link structure of the network in order to derive a legitimacy score for each node. Then we model these scores as a mixture of beta distributions. The number of components in the mixture is determined by the integrated classification likelihood Bayesian information criterion, while the parameters of each component are estimated using the expectation-maximization algorithm. This method allows us to automatically discriminate between spam senders and legitimate users. Experimental results show the suitability of the proposed approach and compare its performance to that of a previous fully-supervised method. We also illustrate our approach through a test application to Yahoo! Answers, a large question-answering web service that is particularly rich in the amount and types of content and social interactions represented.","1082-3409;10823409","Electronic:978-0-7695-4956-7; POD:978-1-4577-2068-0","10.1109/ICTAI.2011.130","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6103421","beta mixture model;social networks;spammers identification;unsupervised learning","Clustering algorithms;Electronic mail;Feature extraction;Measurement;Partitioning algorithms;Shape;Social network services","Bayes methods;Web services;expectation-maximisation algorithm;question answering (information retrieval);social networking (online);unsolicited e-mail;unsupervised learning","Yahoo! Answers;beta distributions;content interactions;expectation-maximization algorithm;integrated classification likelihood Bayesian information criterion;legitimacy score;legitimate users;question-answering Web service;social interactions;social network analysis;spam senders;spammer automatic identification;unsupervised method","","5","","27","","","7-9 Nov. 2011","","IEEE","IEEE Conference Publications"
"Influence of search engines on customer decision process","M. Zgódka","Warsaw School of Economics - Szko&#x0142;a G&#x0142;&#x00F3;wna Handlowa, w Warszawie Al. Niepodleg&#x0142;o&#x015B;ci 162, 02-554 Warsaw, Poland","2011 Federated Conference on Computer Science and Information Systems (FedCSIS)","20111114","2011","","","341","344","This article summarizes customer decision process focusing on information search. It explains the role and use communication channels that are used during information search, particularly the internet. It describes the internet and the role of search engines during information search. It explains the use of search engines and provides better understanding of ways in which search engines support customer decision process such as reduction of information search cost, higher involvement in the search process and increased ability to search for information. It also identifies some possible disadvantages like information irrelevancy or invisible web. Paper aims to identify the influence of search engines on information search phase of customer decision process.","","Electronic:978-83-60810-39-2; POD:978-1-4577-0041-5; USB:978-83-60810-35-4","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6078304","","Browsers;Consumer behavior;Google;Indexes;Internet;Media;Search engines","Internet;consumer behaviour;decision making;information retrieval;search engines","Internet;communication channels;customer decision process;information irrelevancy;information search cost;invisible Web;search engines;search process involvement","","0","","34","","","18-21 Sept. 2011","","IEEE","IEEE Conference Publications"
"An Encrypted Index Mechanism in Ciphertext Retrieval System","L. Peng; R. Li; H. Wang; X. Gu; K. Wen; Z. Lu","Sch. of Comput. Sci. & Technol., Huazhong Univ. of Sci. & Technol., Wuhan, China","2011 Eighth Web Information Systems and Applications Conference","20111201","2011","","","131","136","The cipher text-based full-text retrieval technology is proposed to satisfy the pressing demands for high security in massive information sharing applications. Based on the analysis of general technology of full-text indexing, we propose an improved index structure that supports cipher text indexing and retrieval. Then we present approaches to construct, maintain and retrieve cipher text indexes. Meanwhile, we implement a cipher text-based full-text retrieval system, which allows full-text search on the encrypted documents in multiple formats without decryption. Finally, we carry out the experiments and evaluate the performance of cipher text index construction and retrieval.","","Electronic:978-0-7695-4555-4; POD:978-1-4577-1812-0","10.1109/WISA.2011.32","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6093579","","Encryption;Indexing;Libraries;Sorting","cryptography;indexing;information retrieval;text analysis","cipher text index construction;cipher text indexing;cipher text-based full-text retrieval technology;document encryption;encrypted index mechanism;full-text indexing;full-text retrieval system;full-text searching;index structure;information sharing application;performance evaluation","","1","","10","","","21-23 Oct. 2011","","IEEE","IEEE Conference Publications"
"ICT + PBL = holistic learning solution: UTeM's experience","F. Shahbodin; M. Yusoff; C. K. N. C. K. Mohd","Interactive Media Department, Faculty of Information and Communication, Technology, Universiti Teknikal Malaysia Melaka (UTeM), Hang Tuah Jaya, 76100, Durian Tunggal, Melaka, Malaysia","2011 Sixth International Conference on Digital Information Management","20111201","2011","","","322","326","This paper highlights how ICT could be integrated in the process of teaching and learning in the Problem Based Learning (PBL) environment. The main focus is integrating the ICT components such as multimedia and internet technologies as a tool for PBL learning environment, and utilizing the PBL approach for the delivering instructions in the teaching and learning process at UTeM. This paper also shares findings on the effectiveness of PBLAssess which have been developed in this study. Fifty-six respondents (second year students) enrolled for the Human Computer Interaction course are selected for this study. Two research instruments are developed for the purpose of evaluating students' performances and preferences which include a set of questionnaire and prototype known as PBLAssess. Further some of the current work on integrating ICT and PBL learning environment are also shared. Understanding both the current state of art for PBL and future prospects are the key issues in setting an agenda for future research and development in PBL.","Pending","Electronic:978-1-4577-1539-6; POD:978-1-4577-1538-9","10.1109/ICDIM.2011.6093355","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6093355","ICT;Internet;Learning Process;Multimedia;PBL","Collaboration;Education;Internet;Multimedia communication;Problem-solving;Prototypes;User interfaces","Internet;human computer interaction;learning (artificial intelligence);multimedia computing;question answering (information retrieval);teaching","ICT;Internet technology;PBL learning environment;UTeM;holistic learning solution;human computer interaction;learning process;multimedia technology;problem based learning;questionnaire set;research instrument;teaching process","","0","","12","","","26-28 Sept. 2011","","IEEE","IEEE Conference Publications"
"A modified gray-level difference algorithm for analysing Gaussian Blurred texture images","R. Zhang; X. Qian; D. Ye","Graduate School at ShenZhen, Tsinghua University, China","2011 4th International Congress on Image and Signal Processing","20111212","2011","2","","833","837","A modified texture feature extraction method based on gray-level difference (GLD) algorithm is presented in this paper. Briefly, the proposed method is composed of four steps: 1) the variance of the image's texture part is estimated and compared to the preset threshold; 2) the Wiener filter was applied to remove Gaussian blur noise iteratively if the variance is lower than the threshold; 3) until the variance is higher than the threshold and then iteration stops; 4) the conventional GLD algorithm is used to extract the texture information from the processed texture image. To measure the discrimination performance of the new algorithm, Experiments are operated and the results indicate that the new method is better than the conventional GLD algorithm while extracting textural information from image with noise, especially when contaminated by Gaussian blur noise.","","Electronic:978-1-4244-9306-7; POD:978-1-4244-9304-3","10.1109/CISP.2011.6100298","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6100298","Gray-Level Difference (GLD);confusion matrix;texture feature;wiener filter","Entropy;Feature extraction;Image restoration;Noise;Robustness;Schedules;Wiener filter","Gaussian noise;feature extraction;image denoising;image texture;information retrieval;iterative methods","Gaussian blur noise;Gaussian blurred texture image;Wiener filter;modified gray level difference algorithm;modified texture feature extraction method;preset threshold;texture information extraction","","0","","5","","","15-17 Oct. 2011","","IEEE","IEEE Conference Publications"
"Learning contextual relevance of audio segments using discriminative models over AUD sequences","S. Chaudhuri; B. Raj","Language Technologies Institute, Carnegie Mellon University, Pittsburgh, PA - 15213, USA","2011 IEEE Workshop on Applications of Signal Processing to Audio and Acoustics (WASPAA)","20111117","2011","","","197","200","Effective retrieval of multimodal data involves performing accurate segmentation and analysis of such data. With easy access to a number of audio and video sharing platforms online, user-generated content with considerably less than ideal recording conditions has increased rapidly. One major issue with such content is the presence of semantically irrelevant segments in such recordings. This leads to the presence of considerable contextual noise in such recordings that makes analysis difficult. In this paper, we present a discriminative large-margin based approach that uses annotated data to understand which parts of the audio are relevant (while noting that the notion of relevance could be extremely subjective and potentially challenging to define), and can automatically extract such segments from new audio.","1931-1168;19311168","Electronic:978-1-4577-0693-6; POD:978-1-4577-0692-9; USB:978-1-4577-0691-2","10.1109/ASPAA.2011.6082335","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6082335","AUDs;audio segment selection;large margin discriminative training","Acoustics;Context;Data mining;Feature extraction;Sports equipment;Training;Training data","audio signal processing;content-based retrieval;data analysis;image segmentation;information retrieval;learning (artificial intelligence);sequences;speech recognition","AUD sequences;audio segment selection;audio sharing;contextual noise;data analysis;data segmentation;discriminative models;learning contextual relevance;multimodal data retrieval;semantic;video sharing","","1","","10","","","16-19 Oct. 2011","","IEEE","IEEE Conference Publications"
"Analysis of large digital collections with interactive visualization","W. Xu; M. Esteva; S. D. Jain; V. Jain","The University of Texas at Austin, USA","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","20111215","2011","","","241","250","To make decisions about the long-term preservation and access of large digital collections, archivists gather information such as the collections' contents, their organizational structure, and their file format composition. To date, the process of analyzing a collection - from data gathering to exploratory analysis and final conclusions - has largely been conducted using pen and paper methods. To help archivists analyze large-scale digital collections for archival purposes, we developed an interactive visual analytics application. The application narrows down different kinds of information about the collection, and presents them as meaningful data views. Multiple views and analysis features can be linked or unlinked on demand to enable researchers to compare and contrast different analyses, and to identify trends. We describe and present two user scenarios to show how the application allowed archivists to learn about a collection with accuracy, facilitated decision-making, and helped them arrive at conclusions.","","Electronic:978-1-4673-0014-8; POD:978-1-4673-0015-5","10.1109/VAST.2011.6102462","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6102462","Digital collections;archival analysis;data curation;visual analytics","Analytical models;Data mining;Data visualization;Image color analysis;Layout;Rendering (computer graphics);Visualization","data analysis;data visualisation;decision making;information retrieval systems;records management","collection contents;data gathering;decision-making;exploratory analysis;file format composition;interactive visual analytics application;interactive visualization;large digital collection access;large digital collection analysis;long-term preservation;organizational structure","","3","1","34","","","23-28 Oct. 2011","","IEEE","IEEE Conference Publications"
"Impact of Low-Cost, On-demand, Information Access in a Remote Ghanaian Village","C. Schmidt; T. Gorman; A. Bayor; M. S. Gary","Literacy Bridge, Seattle, WA, USA","2011 IEEE Global Humanitarian Technology Conference","20111215","2011","","","419","425","Emerging technologies provide information topeople living in rural poverty. However, using information toaffect health or farming practices requires overcoming uniquechallenges including illiteracy and lack of electricity. Weexamine the effects of a low-cost audio computer (""TalkingBook"")-a handheld device enabling users to create, listen to,and copy recordings-for improving learning and knowledgesharing in such environments. In northern Ghana, we studiedthe impact of giving rural villagers on-demand access toguidance created by local experts. Our evaluation showsTalking Books significantly impact learning, behavior change,and crop yields in a village with low literacy rates and noelectricity.","","Electronic:978-1-61284-635-4; POD:978-1-61284-634-7","10.1109/GHTC.2011.88","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6103673","Knowledge transfer;agriculture production;illiteracy;information dissemination;low-cost technology","Agriculture;Animals;Educational institutions;Interviews;Lead;Production;Training","agricultural engineering;agriculture;information retrieval;knowledge management;notebook computers","copy recordings;farming;handheld device;illiteracy;knowledge sharing;learning;on-demand information access;remote Ghanaian Village;rural villagers","","0","","27","","","Oct. 30 2011-Nov. 1 2011","","IEEE","IEEE Conference Publications"
"A Feasible Process For Mining Corpus From Web","C. Wang; D. Zheng; T. Zhao; J. Guo","MOE-MS Key Laboratory of Natural Language Processing and Speech Harbin Institute of Technology Harbin, China","Proceedings of 2011 International Conference on Electronic & Mechanical Engineering and Information Technology","20111117","2011","9","","","","Mining bilingual parallel sentence pair from Web data is the most effective way to get large-scale of bilingual corpus. In this paper, we put forward both the set of method and the series of process for extracting parallel sentence pair from nonspecific web date source. considering 1.1 billion page as the web data input, with a sequence of steps we get several sentences pair which has 81% recall and 85% precision, on this basis we bring up a parameter for measure quality of sentence pair. After filter sentence pair by this parameter, we get 850 thousand unique sentence pairs. On filtering by this parameter, the precision increase to 95%, meanwhile the recall only decrease by 1%.","","DVD:978-1-61284-086-4; Electronic:978-1-61284-088-8; POD:978-1-61284-087-1","10.1109/EMEIT.2011.6080758","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6080758","","Accuracy;Data mining;Dictionaries;HTML;Patents;Radio access networks;Web pages","Internet;data mining;information retrieval;text analysis","Web data;bilingual corpus;bilingual parallel sentence pair mining;nonspecific Web date source;parallel sentence pair extraction","","0","","22","","","12-14 Aug. 2011","","IEEE","IEEE Conference Publications"
"Automatic Web Content Extraction for Generating Tag Clouds from Thai Web Sites","W. Thanadechteemapat; C. C. Fung","Sch. of Inf. Technol., Murdoch Univ., Murdoch, WA, Australia","2011 IEEE 8th International Conference on e-Business Engineering","20111215","2011","","","85","89","This paper proposes a novel Web content extraction approach based on heuristic rules and the XPath utility in XML. The main objective is to address the problem of Web visualization by generating tag clouds from Thai Web sites in order to provide an overview of the key words in the Web pages. This paper also proposes a detailed method to assess the Web content extraction technique on a single Web page by using the length of the extracted content. There are three main steps in the proposed technique: Web page elements and features extraction, Block detection, and Content extraction selection. The empirical results have shown this technique produces high accuracies.","","Electronic:978-0-7695-4518-9; POD:978-1-4577-1404-7","10.1109/ICEBE.2011.34","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6104601","Tag clouds;Web Content Extraction;XPath","Accuracy;Feature extraction;Noise;Tag clouds;Visualization;Web pages","Web sites;XML;cloud computing;information retrieval","Thai Web sites;Web visualization;XML;XPath utility;automatic Web content extraction;block detection;content extraction selection;features extraction;heuristic rules;tag clouds","","3","","11","","","19-21 Oct. 2011","","IEEE","IEEE Conference Publications"
"The Galaxy Track Browser: Transforming the genome browser from visualization tool to analysis tool","J. Goecks; K. Li; D. Clements; T. G. Team; J. Taylor","The Galaxy Project Emory University","2011 IEEE Symposium on Biological Data Visualization (BioVis).","20111205","2011","","","39","46","The proliferation of next-generation sequencing (NGS) technologies and analysis tools present new challenges to genome browsers. These challenges include supporting very large datasets, integrating analysis tools with data visualization to help reason about and improve analyses, and sharing or publishing fully interactive visualizations. The Galaxy Track Browser (GTB) is a Web-based genome browser integrated into the Galaxy platform that addresses these challenges. GTB is the first Web-based genome browser to provide a full multi-resolution data model; this model supports efficient data retrieval from very large datasets. GTB leverages the Galaxy platform to combine data visualization and data analysis; users can specify parameter values and run tools to produce new data, all within GTB. GTB also provides interactive filters that dynamically show and hide data and can be used to identify data for further investigation. GTB is available on every Galaxy server, and visualizations can be created for both standard and custom genome builds. Fully interactive GTB visualizations can be shared with colleagues and published on the Web using a simple graphical user interface.","","Electronic:978-1-4673-0004-9; POD:978-1-4673-0003-2","10.1109/BioVis.2011.6094046","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6094046","Galaxy Track Browser;genome browser;genomics;visual analytics","Assembly;Bioinformatics;Browsers;Data models;Data visualization;Genomics;Servers","biology computing;data visualisation;graphical user interfaces;information retrieval","GTB;Galaxy platform;NGS;Web based genome browser;analysis tool;data retrieval;data visualization;galaxy track browser;graphical user interface;interactive visualizations;next generation sequencing","","0","","32","","","23-24 Oct. 2011","","IEEE","IEEE Conference Publications"
"The effect of user search behaviour on web information gathering tasks","A. Alhenshiri; H. Badesh","Faculty of Computer Science, Dalhousie University, Halifax, NS, Canada","2011 Sixth International Conference on Digital Information Management","20111201","2011","","","61","66","Research has identified high level tasks in activities users perform on the web. Amongst those tasks is information gathering. This type of task is complex, exploratory, and it usually requires more user effort than other tasks. During the task of information gathering, users may follow one or more types of search behaviour. This paper investigates the effect of the user search behaviour on the task of information gathering on the web. Activities users perform on the web during information gathering and their correlation with the type of behaviour followed by the user were examined. The research draws recommendations for further studies that may concern developing tools for supporting web information gathering tasks according to the user search behaviour.","Pending","Electronic:978-1-4577-1539-6; POD:978-1-4577-1538-9","10.1109/ICDIM.2011.6093353","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6093353","Information;Web;behaviour;gathering tasks;organization;orienteering;teleporting","Analysis of variance;Browsers;Correlation;Educational institutions;Interviews;Web pages;Web search","Internet;information retrieval;user interfaces","Web information gathering task;user search behaviour","","0","","14","","","26-28 Sept. 2011","","IEEE","IEEE Conference Publications"
"Monitoring access in advanced time zones to direct prefetching and so smooth access loads","F. Rafiq; T. Moors","School of Electrical Engineering and Telecommunications, University of New South Wales, Sydney, Australia","2011 Australasian Telecommunication Networks and Applications Conference (ATNAC)","20111208","2011","","","1","6","Network use tends to follow other human activities in terms of peaking during the day and evening, and being light in the early hours of the morning. This can lead to links that are bottlenecks during peak periods having excess capacity during the night. This paper shows how trends in access by users in advanced (eastern) times zones can be used to predict future access by users in delayed (western) time zones, and so identify which objects should be pre-fetched during the (western) night so that they are ready for access when users in the delayed time zone waken. This can smooth access loads on bottleneck links, and may be particularly useful to prevent trans-Pacific submarine cables becoming a bottleneck in connecting the Australian National Broadband Network to the rest of the Internet.","Pending","Electronic:978-1-4577-1712-3; POD:978-1-4577-1711-6","10.1109/ATNAC.2011.6096643","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6096643","National Broadband Network (NBN);caching;network load;prefetching;submarine cables;time zones;web trends","Australia;Educational institutions;Google;Monitoring;Prefetching;Servers;Underwater cables","Internet;broadband networks;cache storage;information retrieval;storage management;submarine cables","Australian National Broadband Network;Internet;advanced times zones;delayed time zones;direct prefetching;smooth access loads;transPacific submarine cables;user access","","0","","23","","","9-11 Nov. 2011","","IEEE","IEEE Conference Publications"
