"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=1527939,1527082,1527383,1527004,1527502,1527498,1527197,1526932,1527342,1527336,1527094,1527017,1526997,1527164,1527656,1527289,1527368,1527515,1527103,1527193,1527508,1527110,1527397,1527183,1527542,1527124,1527534,1526915,1527616,1527429,1527936,1527561,1527144,1526977,1527448,1527635,1527916,1527847,1527115,1527079,1527724,1527827,1527254,1527576,1527641,1527171,1527897,1527905,1527811,1527926,1527211,1527526,1527380,1527413,1527626,1527001,1527499,1527198,1527337,1527495,1527095,1527018,1527165,1527657,1527516,1527194,1527355,1527398,1527543,1526916,1527430,1526978,1527691,1527331,1527799,1527725,1527828,1527890,1527172,1527898,1527906,1527812,1527440,1526929,1527414,1527627,1527084,1527199,1527096,1527488,1526917,1527332,1527800,1527726,1527578,1527173,1527899,1527813,1527441,1527415",2017/05/05 21:11:15
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Variable structure control of stochastic partial differential equations with colored noises in terms of practical stability","Fei-Qideng","Coll. of Autom. Sci. & Eng., South China Univ. of Technol., Guangzhou, China","2005 International Conference on Machine Learning and Cybernetics","20051107","2005","9","","5630","5634 Vol. 9","In this paper, variable structure control of stochastic partial differential equation of continuous time with a typical stochastic noise, i.e., the Ornstein-Uhleckbeck colored noise is discussed In terms of practical stability. The variable structure law is constructed and the achievability of the sliding mode is proved and the time for the system to achieve the sliding mode is estimated Some criteria for the practical stability of the sliding mode are given.","2160-133X;2160133X","POD:0-7803-9091-1","10.1109/ICMLC.2005.1527939","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1527939","Colored noiise stochastic;patial differntil equation;practical stability;sliding mode;variable strture control","Colored noise;Control systems;Educational institutions;Equations;Indium tin oxide;Sliding mode control;Stability criteria;Stochastic resonance;Stochastic systems;White noise","continuous time systems;partial differential equations;stability;stochastic systems;variable structure systems","Ornstein-Uhleckbeck colored noise;colored noises;continuous time;sliding mode control;stability;stochastic noise;stochastic partial differential equations;variable structure control","","0","","14","","","18-21 Aug. 2005","","IEEE","IEEE Conference Publications"
"Mixed H/spl I.bar/2/H/spl I.bar//spl infin/ optimal PID control for superheated steam temperature system based on PSO optimization","Pu Han; Yu Huang; Zeng-Zhou Jia; Dong-Feng Wang; Yong-Ling Li","Dept. of Autom., North China Electr. Power Univ., Baoding, China","2005 International Conference on Machine Learning and Cybernetics","20051107","2005","2","","960","964 Vol. 2","A general approach is proposed to design a mixed H_2/H_∞ optimal PID controller via particle swarm optimization (PSO). The main target of the proposed mixed control method is to find a suitable controller that minimizes the performance index of error signal subject to an unequal constraint on the norm of the closed-loop system. We can give the stabilizing domain of PID controller parameters for given plant. Inside this stabilizing domain, the optimal set of controller parameters is obtained by PSO. This new method is applied to PID controller parameters optimization of superheated steam temperature system. The simulation results demonstrate the controller has high feasibility, robustness and practical value.","2160-133X;2160133X","POD:0-7803-9091-1","10.1109/ICMLC.2005.1527082","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1527082","Mixed H_2/H_&#8734; control;PID control;Robust stability;main steam temperature system;particle swarm optimization","Area measurement;Control systems;Electrical equipment industry;Optimal control;Particle swarm optimization;Proportional control;Robust control;Temperature control;Temperature distribution;Three-term control","H/sup /spl infin// control;H/sup /spl infin// optimisation;closed loop systems;heat transfer;particle swarm optimisation;steam;temperature control;three-term control","closed-loop system;mixed H/spl I.bar/2-H/spl I.bar//spl infin/ optimal PID controller;particle swarm optimization;superheated steam temperature system","","0","","5","","","18-21 Aug. 2005","","IEEE","IEEE Conference Publications"
"Internal model control of superheated steam temperature system using T-S fuzzy model","Pu Han; Bao-Hai Huang; Dong-Feng Wang; Yu Huang; Yong-Ling Li","Dept. of Autom., North China Electr. Power Univ., Baoding, China","2005 International Conference on Machine Learning and Cybernetics","20051107","2005","5","","2603","2607 Vol. 5","Based on the T-S fuzzy model, this paper puts a new fuzzy internal model control strategy for nonlinear complex control system. Firstly we use T-S fuzzy model to describe the complex control system, then use the interior model control strategy to get T-S fuzzy controller. GA is adopted to optimize the parameters of filters within the IMC structure. Simulation for a steam temperature system with severe parameter uncertainty, multiple disturbance and large time delay is carried out. Simulation results demonstrate that it can adapt the large changing of dynamic model, a good robust regulating performance is obtained. It can also get satisfactory control quality when the operating point changes on a large scale.","2160-133X;2160133X","POD:0-7803-9091-1","10.1109/ICMLC.2005.1527383","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1527383","Fuzzy control;T-S fuzzy modeling method;interior model control (IMC);main steam temperature system","Control system synthesis;Delay effects;Filters;Fuzzy control;Fuzzy systems;Large-scale systems;Nonlinear control systems;Robustness;Temperature control;Uncertain systems","fuzzy control;genetic algorithms;large-scale systems;nonlinear control systems;temperature control","T-S fuzzy controller;T-S fuzzy model;fuzzy control;genetic algorithm;internal model control;main steam temperature system;nonlinear complex control system;superheated steam temperature system","","1","","5","","","18-21 Aug. 2005","","IEEE","IEEE Conference Publications"
"Adaptive Control of Nonlinear Discrete-Time System by Least Square Support Vector Machine","Jian-Qiang Xu; Jian-Jun Wang; Jun Zhu; Shu-Zhong Chen","Center of Mathematics and Physics Teaching, Shanghai Institute of Technology, Shanghai 200233, China; Department of Computer Science and Technology, East China Normal University, Shanghai 200062, China E-MAIL: jqxu@citiz.net","2005 International Conference on Machine Learning and Cybernetics","20051107","2005","1","","544","548","In this paper we introduce the use of recurrent least square support vector machine algorithm for the adaptive control of a class of nonlinear discrete-time systems. The curse of dimensionality is avoided by using the finite time window. Advantage of the newly designed algorithm is that the computation of inverse matrix is avoided. Simulation results also verify the effectiveness of the algorithm.","2160-133X;2160133X","POD:0-7803-9091-1","10.1109/ICMLC.2005.1527004","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1527004","Nonlinear discrete-time system;adaptive control and least square support vector machine","Adaptive control;Algorithm design and analysis;Equations;Iterative algorithms;Least squares approximation;Least squares methods;Multi-layer neural network;Neural networks;Support vector machine classification;Support vector machines","","Nonlinear discrete-time system;adaptive control and least square support vector machine","","0","","7","","","18-21 Aug. 2005","","IEEE","IEEE Conference Publications"
"Stacking of SVMs for abnormal region screening in endoscopic images using multisize patches","Peng Li; Hai-Rong Sun; Kap-Luk Chan; Li-Hui Zhou; S. M. Krishnan","Biomed. Eng. Res. Center, Nanyang Technol. Univ., Singapore","2005 International Conference on Machine Learning and Cybernetics","20051107","2005","5","","3242","3247 Vol. 5","Screening for abnormalities through endoscopic images faces many challenges. The location, shape and size of the abnormal regions in the image are unknown and vary across images. It is very difficult to determine the appropriate patch-size to use for generally used patch-based approaches. So we propose to use multi-size patches simultaneously to represent the abnormal regions and construct a stacking (ensemble) in which each support vector machine handles one patch size. Multiple-size patches provide multiple level representation of the image content, which can help improve the abnormal region detection. Experimental results show promising performance of our proposed approach.","2160-133X;2160133X","POD:0-7803-9091-1","10.1109/ICMLC.2005.1527502","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1527502","Endoscopic image;Ensemble;Stacking;Support Vector Machine","Biomedical imaging;Colon;Endoscopes;Image segmentation;Multi-layer neural network;Neoplasms;Shape;Stacking;Sun;Support vector machines","endoscopes;image representation;medical image processing;support vector machines","abnormal region detection;abnormal region screening;endoscopic images;image content;multiple level representation;multisize patches;support vector machine","","0","","13","","","18-21 Aug. 2005","","IEEE","IEEE Conference Publications"
"Investigation on the quantitative position assessment system of college teaching staff","Jian-Hua Zhao; Xiao-Hua Li; Bao-Hong Li","Hebei Univ. of Sci. & Technol., China","2005 International Conference on Machine Learning and Cybernetics","20051107","2005","5","","3221","3224 Vol. 5","Recently, position assessment of teaching staff has been regarded as an indispensable measure to further improve the position engagement in universities, and it is necessary to explore new assessment methods. On the basis of investigation of the characteristics of teaching staff, we combine quantitative analysis and qualitative description to propose a quantitative position assessment system, in which teachers' work can be evaluated. Some problems presented in the assessment system, such as the guiding role of the index, the balance between different subjects and precision of assessment results, are also discussed in this paper.","2160-133X;2160133X","POD:0-7803-9091-1","10.1109/ICMLC.2005.1527498","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1527498","Assessment;Comprehensive evaluation;Fuzzy Set;Position;Teacher","Assembly;Concrete;Education;Educational institutions;Fuzzy control;Fuzzy set theory;Fuzzy sets;Identity management systems;Position measurement;Qualifications","appraisal;educational administrative data processing;personnel","college teaching staff;comprehensive evaluation;fuzzy set;qualitative description;quantitative analysis;quantitative position assessment system","","0","","6","","","18-21 Aug. 2005","","IEEE","IEEE Conference Publications"
"Indexation based on the textual evolution","H. Marteau; N. Vincent","Lab. d'Informatique, Univ. Francois-Rabelais de Tours, France","2005 International Conference on Machine Learning and Cybernetics","20051107","2005","3","","1583","1588 Vol. 3","In this work, we have studied different methods that try to bring out the notion of textual evolution. The primary objective of these methods is to bring additional information figuring the logical process adopted during the text creation. The first method presented in this paper relies on an automaton for creating images. It also describes the rules of the machine and chosen evaluation measures. The second method is based on statistical techniques. The fusion of these two methods results in a nonsupervised classification method to achieve better results on different corpuses.","2160-133X;2160133X","POD:0-7803-9091-1","10.1109/ICMLC.2005.1527197","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1527197","Text indexation;evolution;structure of text","DNA;Data analysis;Evolution (biology);Frequency;Humans;Information retrieval;Learning automata;Neural networks;Psychology;Thermodynamics","classification;indexing;text analysis","evaluation measures;image creation;machine rules;nonsupervised classification;statistical technique;text creation;text indexation;text structure;textual evolution","","0","","20","","","18-21 Aug. 2005","","IEEE","IEEE Conference Publications"
"Sensor Resource Management Research Based on Intelligent Agent in Naval Multi-Platform Cooperative Engagement","Kang Chen; Xue-Shan Luo; Xiang Liu","Key Laboratory of C4ISR technology, College of Information System and Management, National University of Defense Technology, ChangSha 410073, China; E-MAIL: kang","2005 International Conference on Machine Learning and Cybernetics","20051107","2005","1","","132","136","It is admitted that multi-platform cooperative engagement can enhance the whole operation power. The enhancement of operation power relies on information sharing among the platforms. In other words, the intention of information sharing is to achieve information superiority, then to transform the information superiority into decision superiority, and to win the operation in the end. This paper researches the sensor resource management of naval multi-platform cooperative engagement, and puts forward a kind of sensor resource management structure based on intelligent multi-agent.","2160-133X;2160133X","POD:0-7803-9091-1","10.1109/ICMLC.2005.1526932","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1526932","Sensor resource management;intelligent multi-agent;multi-platform cooperative engagement","Delay;Educational institutions;Energy management;Intelligent agent;Intelligent sensors;Laboratories;Management information systems;Quality management;Resource management;Weapons","","Sensor resource management;intelligent multi-agent;multi-platform cooperative engagement","","0","","8","","","18-21 Aug. 2005","","IEEE","IEEE Conference Publications"
"Distributed intrusion detection based on clustering","Yu-Fang Zhang; Zhong-Yang Xiong; Xiu-Qiong Wang","Dept. of Comput. Sci., Chongqing Univ., China","2005 International Conference on Machine Learning and Cybernetics","20051107","2005","4","","2379","2383 Vol. 4","The research on distributed intrusion detection system (DIDS) is a rapidly growing area of interest because the existence of centralized intrusion detection system (IDS) techniques is increasingly unable to protect the global distributed information infrastructure. Distributed analysis employed by agent-based DIDS is an accepted fabulous method. Clustering-based intrusion detection technique overcomes the drawbacks of relying on labeled training data which most current anomaly-based intrusion detection depend on. Clustering-based DIDS technique according to the advantages of two techniques is presented. For effectively choosing the attacks, twice clustering is employed: the first clustering is to choose the candidate anomalies at agent IDS and the second clustering is to choose the true attack at central IDS. At last, through experiment on the KDD CUP 1999 data records of network connections verified that the methods put forward is better.","2160-133X;2160133X","POD:0-7803-9091-1","10.1109/ICMLC.2005.1527342","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1527342","Anomaly detection;Cluster;Data mining;Distributed intrusion Detection system;Intrusion detection","Computer science;Data analysis;Data mining;Data security;Intrusion detection;Monitoring;Pattern analysis;Pattern recognition;Protection;Training data","data mining;learning (artificial intelligence);mobile agents;security of data;workstation clusters","KDD CUP 1999 data records;agent-based DIDS;clustering-based DIDS technique;distributed intrusion detection system;global distributed information infrastructure","","11","","9","","","18-21 Aug. 2005","","IEEE","IEEE Conference Publications"
"Finding interesting traversal patterns with linguistic parameters in fuzzy environment","Rui Wuw; Suo-Zhu Wang; Yu Wang","Sch. of Math. & Comput. Sci., Shanxi Teachers Univ., Linfen, China","2005 International Conference on Machine Learning and Cybernetics","20051107","2005","4","","2347","2351 Vol. 4","The mining parameters in most conventional data mining are numerical. Thus this paper attempts to propose a novel Web mining technique using linguistic minimum support and preference to discover interesting patterns from log data in Web servers. Linguistic minimum support and preference are characterized as fuzzy linguistic variables that are denoted by corresponding triangular fuzzy variables. The linguistic inputs and outputs are more natural and understandable for human beings. In addition, time duration on a Web page is considered and characterized as a fuzzy linguistic variable. The interesting traversal patterns with fuzzy linguistic variables make people easily understand the users' browsing paths and behaviors. The proposed algorithm thus discovers interesting traversal patterns with linguistic restriction. Experiments show accuracy and scalability of the algorithm.","2160-133X;2160133X","POD:0-7803-9091-1","10.1109/ICMLC.2005.1527336","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1527336","Web usage mining;fuzzy variables;traversal patterns;web log","Computer science;Data engineering;Data mining;Fuzzy sets;Fuzzy systems;Humans;Mathematics;Systems engineering and theory;Web mining;Web pages","Internet;data mining;fuzzy set theory;linguistics","Web data mining;Web servers;fuzzy environment;linguistic;log data;traversal pattern;users browsing path","","0","","13","","","18-21 Aug. 2005","","IEEE","IEEE Conference Publications"
