"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=6890768,6890742,6890874,6890394,6890843,6890780,6890498,6890349,6890443,6890747,6890504,6890866,6890383,6890755,6890373,6890774,6890854,6890796,6890752,6890509,6890408,6890904,6890467,6890806,6890896,6890455,6890876,6890353,6890435,6890868,6890757,6890856,6890457,6890858,6890488,6890486,6890421,6890416,6890882,6890484,6890370,6890771,6890783,6890446,6890403,6890376,6890411,6890908,6890472,6890760,6890861,6890419,6890885,6890786,6890414,6890851,6890848,6890387,6890880,6890439,6890791,6890364,6890769,6890743,6890395,6890844,6890781,6890499,6890444,6890748,6890400,6890505,6890384,6890374,6890775,6890797,6890510,6890409,6890468,6890807,6890877,6890355,6890436,6890758,6890899,6890458,6890859,6890490,6890422,6890417,6890883,6890404,6890377,6890412,6890909,6890761,6890862,6890787,6890477,6890849",2017/05/05 00:09:26
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Design the control scheme with learning and forgetting effects consideration","Ling Yang","Department of Marketing and Logistics Management, St. John's University, Taipei, Taiwan","2013 International Conference on Machine Learning and Cybernetics","20140908","2013","03","","1174","1178","A novel quality control scheme which considers the learning-forgetting curve is proposed. In the growth stage of a new product, the fraction of nonconforming (P) is often reduced rapidly due to the repetitive production and accumulation of experience. This phenomenon of diminishing the fraction of nonconforming has significant learning effect. In addition, along with some quality improvement projects which focus on reducing the fraction of nonconforming within a specific period, the learning effect of the fraction of nonconforming is more pronounced. In order to keep the monitoring effect of the control chart, the learning effect of the fraction of nonconforming should be considered in the p quality control chart. Meanwhile, there are possible interruptions between batches in the production system which generate forgetting. In this work, the proposed p quality control chart with the learning-forgetting effect of the fraction of nonconforming in the process has practical application value. Some p control charts can be used for comparison with and without consideration of the learning-forgetting effects.","2160-133X;2160133X","Electronic:978-1-4799-0260-6; POD:978-1-4799-0259-0","10.1109/ICMLC.2013.6890768","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6890768","Control chart;Forgetting curve;Fraction of nonconforming;Learning curve","Abstracts;Control charts;Standards","control charts;learning systems;quality control","learning effects;learning-forgetting curve;learning-forgetting effects;monitoring effect;nonconforming;production system;quality control chart;quality control scheme;quality improvement project;repetitive production","","0","","16","","","14-17 July 2013","","IEEE","IEEE Conference Publications"
"Comparison of geometric and arithmetic means for bandwidth selection in Nadaraya-Watson kernel regression estimator","Li-Yuan Xu; Min Zhang; Wei Zhu; Yu-Lin He","Department of Information Engineering, Cangzhou Vocational College of Technology, 061001, Hebei, China","2013 International Conference on Machine Learning and Cybernetics","20140908","2013","03","","999","1004","Nadaraya-Watson kernel regression estimator (NWKRE) is a typical kernel regression estimator which is a kernel-based and non-parametric regression method to estimate the conditional expectation of a random variable and the non-linear mapping from input to output. For NWKRE, the selection of bandwidth, i.e., smoothing parameter h, plays a very important role in the fitting performance. In order to enhance the performance of NWKRE, an adaptive Nadaraya-Watson kernel regression estimator is proposed, ANWKRE for short. There are two main strategies to determine the adaptive or local bandwidth factor λ: geometric mean and arithmetic mean based determination methods, respectively. In this paper, we firstly investigate the mathematical properties of geometric mean and arithmetic mean in the framework of regression analysis. Then, some experimental comparisons are conducted to demonstrate our theoretical results. The experimental results find that the arithmetic mean based ANWKRE can obtain a smoother regression estimation for unknown function.","2160-133X;2160133X","Electronic:978-1-4799-0260-6; POD:978-1-4799-0259-0","10.1109/ICMLC.2013.6890742","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6890742","Adaptive Nadaraya-Watson kernel regression estimator;Arithmetic mean;Geometric mean;Local linear kernel regression estimator","Abstracts","adaptive estimation;regression analysis;smoothing methods","adaptive Nadaraya-Watson kernel regression estimator;arithmetic mean based determination methods;bandwidth selection;geometric mean based determination methods;mathematical properties;nonlinear mapping;nonparametric regression method;regression analysis;regression estimation;smoothing parameter","","0","","18","","","14-17 July 2013","","IEEE","IEEE Conference Publications"
"An evidential reasoning based approach for decision making with partially ordered preference under uncertainty","Shuwei Chen; J. Liu; H. Wang; J. C. Augusto","School of Computing and Mathematics, University of Ulster at Jordanstown, Newtownabbey BT37 OQB, UK","2013 International Conference on Machine Learning and Cybernetics","20140908","2013","04","","1712","1717","In many cases, decision making is to order alternatives and select one or a few among the top of the ranking based on decision makers' preferences. Due to the complexity and flexibility of reality, decision makers usually can only provide partially ordered preferences with certain belief degrees. In order to deal with this kind of decision making problem, we introduce in this paper the use a belief structure for representing the involved partially ordered preferences with belief degrees, then a preference combination approach based on evidential reasoning is proposed to combine the preferences from different decision makers. The final ranking of alternatives is generated based on a distance measure between pairs of preference relations. An illustrative example is provided to show the rationality of the proposed method.","2160-133X;2160133X","Electronic:978-1-4799-0260-6; POD:978-1-4799-0259-0","10.1109/ICMLC.2013.6890874","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6890874","Belief Degree;Decision Making;Distance Measure;Evidential Reasoning;Preference","Abstracts;Decision making","belief networks;case-based reasoning;decision making;uncertainty handling","belief structure;decision making;evidential reasoning;partially ordered preference under uncertainty;preference combination approach","","1","","16","","","14-17 July 2013","","IEEE","IEEE Conference Publications"
"Concept lattice compression based on K-means","L. Wei; Miao He","Department of Mathematics, Northwest University, Xi'an, 710069, China","2013 International Conference on Machine Learning and Cybernetics","20140908","2013","02","","802","807","Formal concept analysis has been applied as a tool for knowledge expression and acquisition. However, the huge concept lattice makes the hidden knowledge difficult to understand. This paper proposes a method to compress a concept lattice using K-means clustering. Firstly, the similarity measure between formal concepts is obtained through the importance degree of each attribute and object, and then, the concepts are clustered by K-means clustering. Finally, we define a K-deletion transformation to realize the compression of concept lattice.","2160-133X;2160133X","Electronic:978-1-4799-0260-6; POD:978-1-4799-0259-0","10.1109/ICMLC.2013.6890394","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6890394","Compression;Concept lattice;Concept similarity;Formal context;K-means","Abstracts;Lattices;Xenon","formal concept analysis;knowledge acquisition;lattice theory;pattern clustering","concept lattice compression;formal concept analysis;k-deletion transformation;k-means clustering;knowledge acquisition;knowledge expression","","0","","14","","","14-17 July 2013","","IEEE","IEEE Conference Publications"
"The implementation of an improve infrared dim-small target track before detect based on DSP","Ji Qingbo; Ren Chao; Qu Lewei; Wu Chang","Information and Communication Engineering College, Harbin Engineering University, China","2013 International Conference on Machine Learning and Cybernetics","20140908","2013","04","","1514","1518","For detecting and tracking the infrared dim-small target with the low SNR, the particle filter algorithm is applied to the problem of infrared dim-small target's tracking before detection in this paper. The infrared dim-small target's tracking before detection based on the full view sampling's particle filter algorithm is proposed. And the hardware system is composed of an infrared imager, the ICETEK-DM642-PCI development board and the monitor. The hardware system is configured by using DSPIBIOS which is a real-time operating system. The experimental results show that the system achieves better detection and tracking's effect than the traditional methods.","2160-133X;2160133X","Electronic:978-1-4799-0260-6; POD:978-1-4799-0259-0","10.1109/ICMLC.2013.6890843","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6890843","DSPIBIOS;Infrared dim-small target;Low SNR;Particle filter algorithm","Abstracts;Digital signal processing;Equations;Lead;Mathematical model;SDRAM;Signal to noise ratio","digital signal processing chips;object detection;optical tracking;particle filtering (numerical methods);real-time systems;target tracking","DSP;infrared dim small target track;infrared imager;particle filter algorithm;real time operating system;target tracking","","0","","9","","","14-17 July 2013","","IEEE","IEEE Conference Publications"
"A new method for autocratic decision making using group recommendations","S. M. Chen; Bing-Han Tsai","Department of Computer Science and Information Engineering, National Taiwan University of Science and Technology, Taipei, Taiwan","2013 International Conference on Machine Learning and Cybernetics","20140908","2013","03","","1250","1255","This paper presents a new method for autocratic decision making using group recommendations based on the order weighted averaging (OWA) operator, similarity measures and correlation coefficients. The proposed method can overcome the drawback of Chen and Lee's method [2] due to the fact that Chen and Lee's method cannot deal with the preference ordering of alternatives in some situations. It provides us with a useful way for autocratic decision making based on group recommendations.","2160-133X;2160133X","Electronic:978-1-4799-0260-6; POD:978-1-4799-0259-0","10.1109/ICMLC.2013.6890780","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6890780","Autocratic decision making;correlation coefficients;group recommendations;order weighted averaging (OWA) operator","Abstracts;Gold;Open wireless architecture","decision making;group theory","OWA operator;autocratic decision making;correlation coefficients;group recommendation;order weighted averaging;similarity measures","","1","","10","","","14-17 July 2013","","IEEE","IEEE Conference Publications"
"Weighted support vector machine based on association rules","Chun-Yan Liu; Li Sun; Zhi-Jian Zhou","College of Science, Applied Mathematics, China Agricultural University, Beijing 100083, China","2013 International Conference on Machine Learning and Cybernetics","20140908","2013","01","","381","386","This paper presents a weighted support vector machine (WSVM) based on association rules for two-class classification problems. The basic idea of the WSVM is to assign different weights to different data points to minimize impacts of outliers. In this paper, we apply association rules to generate weights to prevent bias to the majority class for imbalanced binary classification problems. Experimental results indicate that the proposed method yields a better generalization in comparison to the standard support vector machines.","2160-133X;2160133X","Electronic:978-1-4799-0260-6; POD:978-1-4799-0259-0","10.1109/ICMLC.2013.6890498","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6890498","Support vector machine;association rules;classification","Abstracts;Accuracy;Association rules;Databases;Support vector machine classification","data mining;support vector machines","WSVM;association rules;data points;imbalanced binary classification problems;two-class classification problems;weighted support vector machine","","0","","16","","","14-17 July 2013","","IEEE","IEEE Conference Publications"
"Dialog Act classification in Chinese spoken language","Peng Liu; Qingbua Hu; Jianwu Dang; Di Jin; Jinxin Cao","Tianjin Key Laboratory of Cognitive Computing and Application, School of computer Science and Technology, Tianjin University, 300072, China","2013 International Conference on Machine Learning and Cybernetics","20140908","2013","02","","516","521","Dialog Act (DA) is an important pragmatics feature for us to understand speakers' intention. Many methods have been proposed to recognize DA tags. However, little work has been conducted to address the problem of DA tagging in Chinese spoken dialog language. In this work, we employ both the lexical features and the inter-utterance dependency features for DA tagging. And we propose three different methods: n-gram, extended HMM and n-gram+KNN. The experimental results show that these methods are effective for the task.","2160-133X;2160133X","Electronic:978-1-4799-0260-6; POD:978-1-4799-0259-0","10.1109/ICMLC.2013.6890349","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6890349","Chinese spoken language;Dialog Act;Extended HMM;HMM;Intention understanding;KNN;n-gram","Abstracts;Cybernetics;Heuristic algorithms;Hidden Markov models;Markov processes;Probability distribution;Tagging","hidden Markov models;natural language processing;pattern classification;speech recognition","Chinese spoken dialog language;Chinese spoken language;dialog act classification;extended HMM;hidden Markov models;inter-utterance dependency features;k-nearest neighbors;lexical features;n-gram+KNN;pragmatics feature","","0","","15","","","14-17 July 2013","","IEEE","IEEE Conference Publications"
"Multi-view clustering ensembles","Xijiong Xie; Shiliang Sun","Department of Computer Science and Technology, East China Normal University, 500 Dongchuan Road, Shanghai 200241, China","2013 International Conference on Machine Learning and Cybernetics","20140908","2013","01","","51","56","Multi-view clustering and clustering ensembles have become increasingly popular in recent years. Multi-view clustering employs the relationship between views to cluster data; clustering ensembles combine different component clusterings to a better final partition. In this paper, we proposed the multi-view clustering ensembles which extend clustering ensembles to multi-view clustering. Experimental results show good performances of multi-view spectral clustering ensembles and multi-view kernel k-means clustering ensembles on real datasets.","2160-133X;2160133X","Electronic:978-1-4799-0260-6; POD:978-1-4799-0259-0","10.1109/ICMLC.2013.6890443","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6890443","clustering ensembles;kernel k-means clustering;multi-view clustering;spectral clustering","Abstracts;Ionosphere","pattern clustering","component clusterings;data clustering;multiview clustering ensembles;multiview kernel k-means clustering ensembles;multiview spectral clustering ensembles","","0","","17","","","14-17 July 2013","","IEEE","IEEE Conference Publications"
"Autonomous robot path optimization using firefly algorithm","M. Brand; X. H. Yu","Department of Electrical Engineering, California Polytechnic State University, San Luis Obispo, 93407, USA","2013 International Conference on Machine Learning and Cybernetics","20140908","2013","03","","1028","1032","Path planning is an NP-complete problem with numerous practical applications, and is especially important for the navigation and control of autonomous robots. However, due to its computational complex nature, an optimal solution is often very difficult to be found using traditional methods. In this research, a swarm intelligence approach inspired by the biological behavior of glowworms is studied and applied to the robot path optimization problem. Computer simulation results show this firefly algorithm can successfully find the optimal path in a dynamic environment, and outperforms the ant colony algorithm (ACO) for a larger grid workspace in terms of both path length and computational cost.","2160-133X;2160133X","Electronic:978-1-4799-0260-6; POD:978-1-4799-0259-0","10.1109/ICMLC.2013.6890747","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6890747","Firefly algorithm;Glowworm swarm optimization;Robot path planning","Abstracts;Computer simulation;Navigation;Robots","mobile robots;optimisation;path planning;swarm intelligence","NP-complete problem;autonomous robot control;autonomous robot navigation;autonomous robot path optimization;computational complex nature;computational cost;computer simulation;dynamic environment;firefly algorithm;glowworm biological behavior;grid workspace;optimal path planning;optimal solution;path length;swarm intelligence approach","","1","","12","","","14-17 July 2013","","IEEE","IEEE Conference Publications"
