"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=1527628,1527085,1527339,1527489,1527333,1527801,1527086,1527041,1527490,1527802,1527087,1527118,1527803,1527088,1527804,1527805,1527091,1422960,1423015,1422963,1422982,1422954,1423003,1422999,1422956,1423027,1423031,1422957,1423029,1423012,1422989,1422998,1422996,1423024,1423030,1422970,1422955,1422981,1423023,1422988,1423016,1422992,1423035,1422997,1423037,1423044,1423013,1423021,1423009,1422962,1423018,1423006,1422969,1422965,1422986,1422980,1423022,1423032,1422958,1422983,1422990,1423002,1423025,1422966,1423033,1422974,1423038,1422995,1423036,1422959,1423040,1423041,1423011,1422979,1423007,1422972,1422987,1423005,1422961,1423026,1422967,1422977,1423042,1423017,1422973,1422991,1423008,1423004,1422968,1422964,1423043,1422975,1422993,1423046,1422976,1423019,1384573,1384571,1384569,1383514",2017/05/05 21:12:08
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"A 4<sup>N</sup>-QAM adaptive decision device to mitigate I/Q imbalance and impairments caused by time-varying flat fading channels","C. M. Panazio; R. R. de F. Attux","Conservatoire Nat. des Arts et Metiers, Paris","Proceedings of the 2004 14th IEEE Signal Processing Society Workshop Machine Learning for Signal Processing, 2004.","20050502","2004","","","665","674","In this work, we propose an adaptive decision device based on a Kohonen network that can automatically generate the classes associated with each symbol of a 4<sup>n</sup>-QAM in the presence of non-linearities caused by the I/Q imbalance and additive Gaussian white noise, being also capable of compensating phase and gain variations produced by a time-varying flat-fading channel. Our proposal can achieve optimality in the maximum-likelihood sense with a small computational cost. Furthermore, due to the tracking ability inherent to the devised scheme, there is no need for an automatic gain controller or a phase-locked loop","1551-2541;15512541","POD:0-7803-8608-4","10.1109/MLSP.2004.1423031","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1423031","","Additive white noise;Art;Baseband;Fading;Linearity;Nonlinear distortion;Phase distortion;Proposals;Signal processing;White noise","AWGN;fading channels;quadrature amplitude modulation;time-varying channels","4<sup>N</sup>-QAM adaptive decision device;I/Q imbalance mitigation;Kohonen network;additive Gaussian white noise;time-varying flat fading channel","","0","","4","","","Sept. 29 2004-Oct. 1 2004","","IEEE","IEEE Conference Publications"
"A framework of personalized information service on fat client","Chi Li; Fang Yuan; Ya-Nan Hao","Machine Learning Center, Hebei Univ., Baoding, China","Proceedings of 2004 International Conference on Machine Learning and Cybernetics (IEEE Cat. No.04EX826)","20050131","2004","7","","4162","4165 vol.7","Personalized information service (PIS) is used to provide users with the useful information according to the personalized interest. Its key technique is the user modeling and the personalized information recommendation. In this paper, we first introduce some concepts and techniques for the key technique, and then propose a framework of personalized information service on fat clients. Finally, experiments show that the system framework and the technique are feasible.","","POD:0-7803-8403-2","10.1109/ICMLC.2004.1384569","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1384569","","Computer science;Displays;Indexing;Information retrieval;Information security;Machine learning;Mathematics;Oceans;Protection;XML","client-server systems;information services;personal information systems;user modelling","fat clients;personalized information recommendation;personalized information service;user modeling","","0","","5","","","26-29 Aug. 2004","","IEEE","IEEE Conference Publications"
"A criterion for model-robust design of experiments","M. Roger; L. Le Brusquet; G. Fleury","Dept. of Meas., Supelec, Gif-sur-Yvette","Proceedings of the 2004 14th IEEE Signal Processing Society Workshop Machine Learning for Signal Processing, 2004.","20050502","2004","","","33","42","The paper considers the design of experiments for linear models with misspecification, of the form t(x) = Sigma<sub>i = 1</sub> <sup>p </sup>thetas<sub>i</sub>Phi<sub>i</sub>(x) + r(x), where r(x) is an unknown deviation from the regression model. Considering a modeling of this misspecification, the goal is to obtain robust designs which minimize the integral quadratic risk. A kernel-based representation (Gaussian process) is chosen to model the misspecification and a new criterion is derived, composed of the classical L-criterion, plus a specific term. Robust designs are then given for polynomial regression, in the particular case of a Gaussian kernel for the Gaussian process. The benefits of this approach are finally demonstrated through comparison of the performance (in terms of integral quadratic error) of such designs versus L-optimal and uniform designs on a simple illustrative example","1551-2541;15512541","POD:0-7803-8608-4","10.1109/MLSP.2004.1422957","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1422957","","Design for experiments;Gaussian processes;Kernel;Polynomials;Robustness","Gaussian processes;design of experiments;linear systems;regression analysis","Gaussian kernel;Gaussian process;L-criterion;integral quadratic error;integral quadratic risk;kernel-based representation;linear models;model-robust design of experiments;polynomial regression;regression model","","3","","10","","","Sept. 29 2004-Oct. 1 2004","","IEEE","IEEE Conference Publications"
"Hierarchical ensemble learning for multimedia categorization and autoannotation","S. Koisnov; S. Marchand-Maillet","Comput. Vision & Multimedia Lab, Geneva Univ.","Proceedings of the 2004 14th IEEE Signal Processing Society Workshop Machine Learning for Signal Processing, 2004.","20050502","2004","","","645","654","This paper presents a hierarchical ensemble learning method applied in the context of multimedia autoannotation. In contrast to the standard multiple-category classification setting that assumes independent, non-overlapping and exhaustive set of categories, the proposed approach models explicitly the hierarchical relationships among target classes and estimates their relevance to a query as a trade-off between the goodness of fit to a given category description and its inherent uncertainty. The promising results of the empirical evaluation confirm the viability of the proposed approach, validated in comparison to several techniques of ensemble learning, as well as with different type of baseline classifiers","1551-2541;15512541","POD:0-7803-8608-4","10.1109/MLSP.2004.1423029","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1423029","","Computer vision;Gold;Indexing;Information retrieval;Large scale integration;Learning systems;Support vector machines;Terminology;Uncertainty;Vocabulary","information retrieval;learning systems;multimedia systems","hierarchical ensemble learning method;information retrieval;multimedia autoannotation;query","","0","","23","","","Sept. 29 2004-Oct. 1 2004","","IEEE","IEEE Conference Publications"
"Spotting consonant-vowel units in continuous speech using alitoassociative neural networks and support vector machines","S. V. Gangashetty; C. C. Sekhar; B. Yegnanarayana","Dept. of Comput. Sci. & Eng., Indian Inst. of Technol., Madras","Proceedings of the 2004 14th IEEE Signal Processing Society Workshop Machine Learning for Signal Processing, 2004.","20050502","2004","","","401","410","In this paper, we propose an approach for continuous speech recognition by spotting consonant-vowel (CV) units. The main issues in spotting CV units are the location of anchor points and labelling the regions around these anchor points using suitable classifiers. The vowel onset points (VOPs) have been used as anchor points. The distribution capturing ability of autoassociative neural network (AANN) models is explored for detection of VOPs in continuous speech. We consider support vector machine (SVM) based classifiers due to their ability of generalisation from limited training data and also due to their inherent discriminative learning. The CV spotting approach for continuous speech recognition has been demonstrated for sentences in Indian languages.","1551-2541;15512541","POD:0-7803-8608-4","10.1109/MLSP.2004.1422999","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1422999","","Computer science;Intelligent networks;Labeling;Laboratories;Natural languages;Neural networks;Speech recognition;Support vector machine classification;Support vector machines;Training data","natural languages;neural nets;speech recognition;support vector machines","Indian language;autoassociative neural network;consonant-vowel unit;continuous speech recognition;discriminative learning;support vector machine;vowel onset point","","3","","14","","","Sept. 29 2004-Oct. 1 2004","","IEEE","IEEE Conference Publications"
"Effective dynamic sample selection algorithm","P. Geczy; S. Usui","","2004 International Conference on Machine Learning and Applications, 2004. Proceedings.","20050131","2004","","","200","206","Data/information overload is becoming increasingly important issue. Training adaptable systems, or machine learning agents, on large data sets is computationally costly and often ineffective. Proper management of data utilized for adaptation can speed up learning and decrease computational costs. The article presents a sample selection algorithm easily implementable into first order adaptable systems. It effectively selects an appropriate set of training exemplars at each iteration of adaptation. The selected exemplar set may vary in size and chosen data. Dynamic sample selection algorithm is computationally inexpensive and positively contributes to the increased convergence speed of the first order learning methods. The presented dynamic sample selection is theoretically justified and practically demonstrated on the tasks of neural networks training. The simulation results indicate satisfactory performance.","","POD:0-7803-8823-2","10.1109/ICMLA.2004.1383514","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1383514","","Computational efficiency;Convergence;Heuristic algorithms;Machine learning;Machine learning algorithms;Management training;Neural networks;Sampling methods;Stochastic processes;Training data","","","","0","","18","","","16-18 Dec. 2004","","IEEE","IEEE Conference Publications"
"Improving content based image retrieval systems using finite multinomial dirichlet mixture","N. Bouguila; D. Ziou","Dept. d'Informatique, Univ. de Sherbrooke, Que.","Proceedings of the 2004 14th IEEE Signal Processing Society Workshop Machine Learning for Signal Processing, 2004.","20050502","2004","","","23","32","The performance of a statistical signal processing system depends in large part on the accuracy of the probabilistic model used. This paper presents a robust probabilistic mixture model based on the multinomial and the Dirichlet distributions. An unsupervised algorithm for learning this mixture is given, too. The proposed approach for estimating the parameters of the multinomial Dirichlet mixture is based on the maximum likelihood (ML) and Newton-Raphson methods. Experimental results involve improving content based image retrieval systems by integrating semantic features and by image database categorization","1551-2541;15512541","POD:0-7803-8608-4","10.1109/MLSP.2004.1422956","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1422956","","Content based retrieval;Image retrieval;Information retrieval;Machine learning;Maximum likelihood estimation;Newton method;Parameter estimation;Power system modeling;Robustness;Signal processing algorithms","Newton-Raphson method;content-based retrieval;image retrieval;maximum likelihood estimation;signal processing;unsupervised learning;visual databases","Newton-Raphson method;content based image retrieval systems;finite multinomial Dirichlet mixture;image database categorization;maximum likelihood method;robust probabilistic mixture model;statistical signal processing system;unsupervised algorithm","","15","","15","","","Sept. 29 2004-Oct. 1 2004","","IEEE","IEEE Conference Publications"
"Tracking the best time series model","E. F. Harrington","Div. of Intelligence, Surveillance & Reconnaissance, Defence Sci. & Technol. Organ., Canberra, ACT","Proceedings of the 2004 14th IEEE Signal Processing Society Workshop Machine Learning for Signal Processing, 2004.","20050502","2004","","","263","272","Mixture of experts algorithms have been shown to achieve a total loss close to the total loss of the best expert over a sequence of examples. We consider the use of the mixture of experts algorithms to track the best parameter settings of a predictor of a time series, especially when the time series is non-stationary. In this paper we introduce a new variant of the fixed-share algorithm ""a mixture of experts algorithm"" which we call the fixed-share hierarchy (FSH). We demonstrate the successful use of the FSH algorithm in tracking the best mixture of smoothing parameters of the Holt-Winters predictor when applied to a number of weather data sets. We show in a number of experiments that the FSH algorithm had lower total losses compared to the original fixed-share algorithm","1551-2541;15512541","POD:0-7803-8608-4","10.1109/MLSP.2004.1422982","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1422982","","Australia;Machine learning;Machine learning algorithms;Predictive models;Reconnaissance;Signal processing algorithms;Smoothing methods;Surveillance;Vectors;Weather forecasting","prediction theory;smoothing methods;time series","Holt-Winters predictor;best parameter settings;experts algorithms mixture;fixed-share algorithm;fixed-share hierarchy;smoothing parameters;time series model","","0","","13","","","Sept. 29 2004-Oct. 1 2004","","IEEE","IEEE Conference Publications"
"Non-stationary condition monitoring through event alignment","N. H. Pontoppidan; J. Larsen","Informatics and Mathematical Modeling, Building 321, Technical University of Denmark, DK-2800 Lyngby. Denmark","Proceedings of the 2004 14th IEEE Signal Processing Society Workshop Machine Learning for Signal Processing, 2004.","20050502","2004","","","499","508","We present an event alignment framework which enables change detection in non-stationary signals. Classical condition monitoring frameworks have been restrained to laboratory settings with stationary operating conditions, which are not resembling real world operation. In this paper, we apply the technique for non-stationary condition monitoring of large diesel engines based on acoustical emission sensor signals. The performance of the event alignment is analyzed in an unsupervised probabilistic detection framework based on outlier detection with either principal component analysis or Gaussian processes modeling. We are especially interested in the true performance of the condition monitoring performance with mixed aligned and unaligned data, e.g. detection of fault condition of unaligned examples versus false alarms of aligned normal condition data. Further, we expect that the non-stationary model can be used for wear trending due to longer and continuous monitoring across operating condition changes","1551-2541;15512541","POD:0-7803-8608-4","10.1109/MLSP.2004.1423012","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1423012","","Acoustic sensors;Acoustic signal detection;Condition monitoring;Diesel engines;Event detection;Gaussian processes;Laboratories;Performance analysis;Principal component analysis;Signal detection","Gaussian processes;acoustic signal processing;condition monitoring;diesel engines;principal component analysis;probability;signal detection","Gaussian process;acoustical emission sensor signal;diesel engine;event alignment;fault condition detection;nonstationary condition monitoring;principal component analysis;unsupervised probabilistic detection framework","","0","","11","","","Sept. 29 2004-Oct. 1 2004","","IEEE","IEEE Conference Publications"
"Kernel based clustering and vector quantization for speech recognition","D. S. Satish; C. C. Sekhar","Dept. of Comput. Sci. & Eng., Indian Inst. of Technol., Madras","Proceedings of the 2004 14th IEEE Signal Processing Society Workshop Machine Learning for Signal Processing, 2004.","20050502","2004","","","315","324","In this paper we address the issues in construction of discrete hidden Markov models (HMMs) in the feature space of Mercer kernels. The kernel space HMMs are suitable for complex pattern recognition tasks that involve varying length patterns as in speech recognition. The main issues addressed are related to clustering and vector quantization in the kernel feature space for large data sets consisting of the data of multiple classes. Convergence of kernel based clustering method [M. Girolami, 2002] is slow when the size of the data set is large. This limitation is overcome by clustering the data of each class separately. Computation of the measure of similarity between a data vector and the mean vector of a cluster in the feature space of an implicit mapping Mercer kernel involves evaluation of kernel function on the data vector and every member of the cluster. We propose a method to reduce the computational complexity of vector quantization in the kernel feature space. The proposed methods for clustering and vector quantization are used to build discrete HMMs in the kernel feature space for recognition of spoken utterances of letters in E-set of English alphabet","1551-2541;15512541","POD:0-7803-8608-4","10.1109/MLSP.2004.1422989","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1422989","","Clustering methods;Computational complexity;Computer science;Hidden Markov models;Kernel;Laboratories;Pattern recognition;Space technology;Speech recognition;Vector quantization","computational complexity;hidden Markov models;natural languages;pattern clustering;speech recognition;vector quantisation","English alphabet E-set;Mercer kernels;complex pattern recognition tasks;computational complexity;discrete hidden Markov models;kernel based clustering;speech recognition;vector quantization","","2","","9","","","Sept. 29 2004-Oct. 1 2004","","IEEE","IEEE Conference Publications"
