"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=6840687,6841444,6654166,6682893,6838258,6836623,6835561,6838266,6836203,6838194,6690173,6781613,6834965,6834956,6671428,6831173,6829909,6830323,6829286,6828030,6830482,6830913,6830688,6832187,6680765,6830638,6678329,6827873,6827720,6826157,6826019,6825113,6825120,6725830,6822247,6616554,6817512,6807646,6822150,6822332,6821573,6822125,6598676,6820978,6821018,6818437,6816543,6816558,6818134,6791092,6792031,6816324,6793412,6792772,6816328,6791296,6792127,6701200,6815182,6815011,6578158,6646170,6777281,6637031,6783694,6813977,6811554,6811505,6811616,6807729,6419821,6805925,6613486,6620871,6805923,6806016,6662372,6786302,6805449,6804493,6803225,6729091,6762884,6800562,6419686,6628006,6784996,6658945,6784818,6785884,6782334,6785539,6782964,6783871,6783844,6783837,6781364,6782555,6782170,6781333",2017/05/05 22:00:08
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Using supervised learning to classify clothing brand styles","C. David Kreyenhagen; T. I. Aleshin; J. E. Bouchard; A. M. I. Wise; R. K. Zalegowski","Univ. of Virginia, Charlottesville, VA, USA","2014 Systems and Information Engineering Design Symposium (SIEDS)","20140612","2014","","","239","243","Machine learning techniques have the potential to alter the highly competitive online fashion retail industry by improving customer service through personalized recommendations. A fashion style classification system can improve the customer search functionality and provide a more personalized experience for the user. Supervised learning techniques with fashion based applications face the problem of developing quantitative measures for describing fashion products which are subjective in nature. To address this issue the authors asked fashion experts to assist in the assembly of a training set of brand-style associations. Quantitative measures were attributed to each brand in the training set by applying natural language processing, text mining, and eBay query results. This data set was used to train a support vector machine which classified the approximately 8000 remaining brands into style categories. The prospective classifier model was assessed based on its positive predictive values which yielded a 56.25% success rate. Given that there are eight different styles to choose from, a baseline for the percentage is only 12.5%. The SVM thus adds significant value to the classification of fashion brands. The final style categorization was integrated as a new filter feature that allows the user to narrow down their searches and access relevant results.","","Electronic:978-1-4799-4836-9; POD:978-1-4799-4835-2","10.1109/SIEDS.2014.6829909","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6829909","Fashion;Machine learning;Supervised learning;Support vector machines;Text mining","Classification algorithms;Clothing;Filtering;Media;Supervised learning;Support vector machines;Training","clothing;customer services;data mining;learning (artificial intelligence);natural language processing;pattern classification;query processing;retail data processing;support vector machines;text analysis","SVM training;classifier model;clothing brand styles classification;customer search functionality;customer service;eBay query results;fashion brand classification;filter feature;machine learning techniques;natural language processing;online fashion retail industry;personalized recommendations;positive predictive values;style categorization;supervised learning;support vector machine;text mining","","0","","15","","","25-25 April 2014","","IEEE","IEEE Conference Publications"
"A framework for predicting service delivery efforts using IT infrastructure-to-incident correlation","J. W. Branch; Y. Diao; L. Shwartz","IBM T.J. Watson Res. Center, Yorktown Heights, NY, USA","2014 IEEE Network Operations and Management Symposium (NOMS)","20140619","2014","","","1","8","Predicting IT infrastructure performance under varying conditions, e.g., the addition of a new server or increased transaction loads, has become a typical IT management exercise. However, within a service delivery context, enterprise clients are demanding predictive analytics that outline future “costs” associated with changing conditions. The service delivery staffing costs incurred in addressing problems and requests (arriving in the form of incident and other problem tickets) in the managed environment is especially of high importance. This paper describes an analytical study addressing such cost prediction. Specifically, a novel approach is described in which support vector regression is used to predict service delivery workloads (measured by ticket volumes) based on managed server characteristics Additionally, a proposed framework combining various analytical models is proposed to predict service delivery staffing requirements under changing IT infrastructure characteristics and conditions. Detailed descriptions of the workload prediction techniques, as well as an evaluation using data from an actual large service delivery engagement, are presented.","1542-1201;15421201","Electronic:978-1-4799-0913-1; POD:978-1-4799-0911-7; USB:978-1-4799-0912-4","10.1109/NOMS.2014.6838266","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6838266","machine learning;performance analysis;predictive models","Analytical models;Complexity theory;Load modeling;Monitoring;Predictive models;Servers;Support vector machines","DP management;costing;personnel;regression analysis;service-oriented architecture;support vector machines;technical support services","IT infrastructure performance;IT infrastructure-to-incident correlation;IT management exercise;cost prediction;enterprise clients;large service delivery engagement;managed server characteristics;predicting service delivery efforts;predictive analytics;service delivery context;service delivery staffing costs;service delivery staffing requirements;service delivery workloads;support vector regression;workload prediction techniques","","0","","22","","","5-9 May 2014","","IEEE","IEEE Conference Publications"
"Classification of Microarray Data Using Subspace Grids with Synergistic and Distributed Neural Network Models","M. A. Wani","","2014 International Conference on Computational Science and Computational Intelligence","20140529","2014","1","","444","450","Synergistic and distributed neural network models are employed in this work for Microarray data classification. The proposed approach uses subspace grids as input to synergistic and distributed neural network models. The paper first describes projection of multidimensional Microarray data to a number of lower dimensional subspaces. This work makes use of two algorithms to define lower dimensional subspaces. The range of value associated with each vector of a subspace is divided into a number of equal parts to define subspace grids. The resulting subspace grid data is used with the proposed synergistic and distributed neural network models to classify patterns associated with multidimensional Microarray data. The results show that the use of subspaces grids with synergistic and distributed neural network models produces good results to classify patterns in multidimensional Microarray data.","","Electronic:978-1-4799-3010-4; POD:978-1-4799-3011-1; USB:978-1-4799-3009-8","10.1109/CSCI.2014.80","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6822150","distributed neural networks;machine learning;neural networks;pattern recognition;subspace grids;synergistic neural networks","Accuracy;Biological neural networks;Classification algorithms;Data models;Distributed databases;Principal component analysis","learning (artificial intelligence);neural nets;pattern classification","distributed neural network models;microarray data classification;subspace grids","","0","","16","","","10-13 March 2014","","IEEE","IEEE Conference Publications"
"Activity recognition with smartphone sensors","X. Su; H. Tong; P. Ji","Comput. Sci. Dept., City Univ. of New York, New York, NY, USA","Tsinghua Science and Technology","20140618","2014","19","3","235","249","The ubiquity of smartphones together with their ever-growing computing, networking, and sensing powers have been changing the landscape of people's daily life. Among others, activity recognition, which takes the raw sensor reading as inputs and predicts a user's motion activity, has become an active research area in recent years. It is the core building block in many high-impact applications, ranging from health and fitness monitoring, personal biometric signature, urban computing, assistive technology, and elder-care, to indoor localization and navigation, etc. This paper presents a comprehensive survey of the recent advances in activity recognition with smartphones' sensors. We start with the basic concepts such as sensors, activity types, etc. We review the core data mining techniques behind the main stream activity recognition algorithms, analyze their major challenges, and introduce a variety of real applications enabled by activity recognition.","","","10.1109/TST.2014.6838194","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6838194","activity recognition;data mining;machine learning;mobile sensors;pattern recognition","","smart phones;ubiquitous computing","activity recognition;assistive technology;elder-care;fitness monitoring;health monitoring;high-impact applications;personal biometric signature;smartphone sensors;ubiquitous computing;urban computing","","3","","","","","June 2014","","TUP","TUP Journals & Magazines"
"Fuzzy Refinement Domain Adaptation for Long Term Prediction in Banking Ecosystem","V. Behbood; J. Lu; G. Zhang","Centre for Quantum Comput. & Intell. Syst. (QCIS), Univ. of Technol. Sydney, Sydney, NSW, Australia","IEEE Transactions on Industrial Informatics","20140502","2014","10","2","1637","1646","Long-term bank failure prediction is a challenging real world problem in banking ecosystem and machine learning methods have been recently applied to improve the prediction accuracy. However, traditional machine learning methods assume that the training data and the test data are drawn from the same distribution, which is hard to be met in real world banking applications. This paper proposes a novel algorithm known as fuzzy refinement domain adaptation to solve this problem based on the ecosystem-oriented architecture. The algorithm utilizes the fuzzy system and similarity/dissimilarity concepts to modify the target instances' labels which were initially predicted by a shift-unaware prediction model. It employs a classifier to modify the label values of target instances based on their similarity/dissimilarity to the candidate positive and negative instances in mixture domains. Thirty six experiments are performed using three different shift-unaware prediction models. In these experiments bank failure financial data is used to evaluate the algorithm. The results demonstrate that the proposed algorithm significantly improves predictive accuracy and outperforms other refinement algorithms.","1551-3203;15513203","","10.1109/TII.2012.2232935","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6419821","Bank failure prediction;banking ecosystem;domain adaptation;machine learning","Adaptation models;Banking;Classification algorithms;Ecosystems;Machine learning;Machine learning algorithms;Prediction algorithms","banking;fuzzy set theory;fuzzy systems;prediction theory","bank failure financial data;banking applications;banking ecosystem;ecosystem-oriented architecture;fuzzy refinement domain adaptation;fuzzy system;long term bank failure prediction;machine learning methods;prediction accuracy;refinement algorithms;shift-unaware prediction model;test data","","13","","42","","20130124","May 2014","","IEEE","IEEE Journals & Magazines"
"Frequent Pattern Based User Behavior Anomaly Detection for Cloud System","C. Y. Chiu; C. T. Yeh; Y. J. Lee","Dept. of Comput. Sci. & Inf. Eng., Nat. Taiwan Univ. of Sci. & Technol., Taipei, Taiwan","2013 Conference on Technologies and Applications of Artificial Intelligence","20140407","2013","","","61","66","Cloud Computing is a hot topic in the global IT industry, which is considered as the main part of the network and computing service provider in recent years. Some security issues will be more threatening in cloud computing, such as account theft and insider threat. We propose a framework to utilize anomaly detection and random re-sampling techniques for profiling user's behaviors via the frequent patterns of activated system processes. By utilizing the user profiles learned from normal data, our method can detect malicious activities and discriminate suspicious activities from different users. We use virtual machine (VM) to collect process log of normal users and malicious tools. The collected data is used on verifying if our method can detect the malicious activities on the system. The results show that all the malicious activities are detected with less than 4.6% false-positive rate. We also collect real-world data for testing the ability of discriminating activities collected from different users. The results showed that the user profiles can averagely detect 86% suspicious behaviors from different users with less than 1% false positive rate.","2376-6816;23766816","CD-ROM:978-1-4799-2528-5; Electronic:978-1-4799-2529-2; POD:978-1-4799-2530-8","10.1109/TAAI.2013.25","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6783844","Data Mining;Information Security;Machine learning","Cloud computing;Databases;Security;Testing;Training;Training data;Virtual machining","cloud computing;data mining;sampling methods;security of data;virtual machines","activated system processes frequent patterns;cloud computing;cloud system;false-positive rate;frequent pattern mining techniques;malicious activities detection;malicious tools process log collection;normal users process log collection;random re-sampling techniques;user behavior anomaly detection;user behavior profiling;virtual machine","","0","","13","","","6-8 Dec. 2013","","IEEE","IEEE Conference Publications"
"Facial expression recognition using expression-specific local binary patterns and layer denoising mechanism","Wei-Lun Chao; Jun-Zuo Liu; Jian-Jiun Ding; Po-Hung Wu","Grad. Inst. of Commun. Eng., Nat. Taiwan Univ., Taipei, Taiwan","2013 9th International Conference on Information, Communications & Signal Processing","20140407","2013","","","1","5","In this paper, a novel framework for facial expression recognition is proposed, which improves the conventional feature extraction technique to further exploit distinctive characters for each label. To reduce the effect from unrelated features for facial expression recognition, a denoising mechanism is introduced. After denoising, to keep the connection between expression labels and whiten features as well as reduce the amount of computation, a manifold learning algorithm is applied, which finding a meaningful low-dimensional structure hidden in the whiten feature space. Finally, the features in the low-dimensional space are fed into the well know classifier such as the support vector machine and k-Nearest Neighbors. Simulations show that the proposed framework achieves the best recognition performance against existing methods in facial expression recognition.","","Electronic:978-1-4799-0434-1; POD:978-1-4799-0432-7","10.1109/ICICS.2013.6782964","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6782964","dimensionality reduction;facial expression recognition;local binary patterns;machine learning;manifold learning","Face;Face recognition;Feature extraction;Histograms;Noise reduction;Support vector machines","face recognition;feature extraction;image classification;image denoising;learning (artificial intelligence);support vector machines","expression-specific local binary pattern;facial expression recognition;feature extraction technique;k-nearest neighbors;layer denoising mechanism;low-dimensional structure;manifold learning algorithm;support vector machine;whiten feature space","","0","","16","","","10-13 Dec. 2013","","IEEE","IEEE Conference Publications"
"Sentiment analysis of Hollywood movies on Twitter","U. R. Hodeghatta","Xavier Institute of Management, Bhubneswar, India","2013 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining (ASONAM 2013)","20140410","2013","","","1401","1404","In recent years, analysis of opinions from social web has witnessed a boom merely because such a volume of opinions is difficult to obtain through any other normal means of collecting opinion like surveys, polls etc. The analysis is interesting but at the same time difficult because of the sheer volume of information that the social media generates on the internet and the range of opinions possible to be expressed. Twitter is one such social media where opinions expressed play a significant influence on the marketability of a product. Hence, an accurate method for predicting sentiments could enable us to understand customers' preferences, their views on the product and services offered by the companies. These have the potential to create positive or negative wave in the market. Hence, this information is valuable for both companies and consumers. Enterprises can leverage this information for formalizing their strategies. The main focus of this paper is to analyze the sentiments expressed on Hollywood movies on Twitter so that customers' opinions, habits and preferences are extracted, analyzed and used to understand the market behaviour for better customer experience.","","Electronic:978-1-4503-2240-9","10.1145/2492517.2500290","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6785884","Hollywood movies;Machine Learning;Opinion Mining;Sentiment Analysis;Twitter","Companies;Conferences;Facebook;Media;Motion pictures;Twitter","Internet;marketing;social networking (online);text analysis","Hollywood movies;Internet;Twitter;customer habit;customer opinions;customer preference;opinion analysis;product marketability;sentiment analysis;sentiment prediction;social Web;social media","","3","1","23","","","25-28 Aug. 2013","","IEEE","IEEE Conference Publications"
"A Cloud-Based Mobile Data Analytics Framework: Case Study of Activity Recognition Using Smartphone","B. Yuan; J. Herbert","Dept. of Comput. Sci., Univ. Coll. Cork, Cork, Ireland","2014 2nd IEEE International Conference on Mobile Cloud Computing, Services, and Engineering","20140616","2014","","","220","227","Unobtrusive gathering of personal or environmental data using a smartphone can provide the basis for intelligent assistive services. Continuous gathering of data will result in huge amounts of data, especially if many users are involved. Ideally, one might want to keep a large amount of this raw data for future (and maybe different) analysis, and also analyse the data to produce a compact model which can be used in the smartphone for real-time analysis of new data. This motivates a cloud computing solution where data from many users can be stored and analysed efficiently, and then the compact results of the analysis can be downloaded and used in the smartphone. This cloud-based approach is demonstrated using a case study of an activity monitoring application which might be used, for example, to monitor the daily activities, such as walking or going upstairs, of an at-risk person living alone. The cloud-based machine learning uses multiple classification methods, and, starting from individual training sets, enhances and builds classification models for each individual. The cloud-based system also builds a universal model based on all users which can be used as the initial classification model for a new user. The classification model produced by the cloud-based system is downloaded to the smartphone, and can be used to produce accurate real-time activity analysis. As more data is gathered and continually uploaded to the cloud, the models are adapted using an unsupervised learning approach to produce enhanced models which are then downloaded on to the smartphone for improved real-time activity analysis. The evaluation results indicate that the proposed approach can robustly identify activities across multiple individuals: using model adaptation the activity recognition achieves over 95% accuracy in a real usage environment.","","Electronic:978-1-4799-4425-5; POD:978-1-4799-4424-8","10.1109/MobileCloud.2014.29","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6834965","Cloud-based Data Analytics;Machine Learning;Model Adaptation;Real-time Activity Recognition;Smartphone;Wearable Wireless Sensor","Adaptation models;Analytical models;Cloud computing;Data analysis;Data models;Medical services;Real-time systems","cloud computing;data analysis;health care;medical computing;mobile computing;patient monitoring;pattern classification;smart phones;unsupervised learning","activity monitoring application;activity recognition;cloud computing solution;cloud-based machine learning;cloud-based mobile data analytics framework;data analysis;healthcare systems;individual training sets;initial classification model;intelligent assistive services;multiple classification methods;real-time activity analysis;smartphone;universal model;unsupervised learning approach","","1","","29","","","8-11 April 2014","","IEEE","IEEE Conference Publications"
"Modeling Dependencies in Multiple Parallel Data Streams with Hyperdimensional Computing","O. Räsänen; S. Kakouros","Dept. of Signal Process. & Acoust., Aalto Univ., Aalto, Finland","IEEE Signal Processing Letters","20140506","2014","21","7","899","903","This work presents an approach for modeling statistical dependencies in multivariate discrete sequences by using hyperdimensional random vectors. The system takes any number of parallel sequences as inputs and learns to predict the future states of these streams using the mutual dependencies between the inputs. Performance of the system is tested in an activity recognition task with data from multiple worn sensors. The results show that the approach outperforms the existing baseline results in the task and demonstrate that the system is capable to account for the varying reliability of different input streams.","1070-9908;10709908","","10.1109/LSP.2014.2320573","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6807729","Activity recognition;hyperdimensional computing;machine learning;multimodal processing","Context;Data models;Encoding;Sensor systems;Temperature sensors;Vectors","learning (artificial intelligence);pattern recognition;random sequences;sensor fusion;statistical analysis","activity recognition task;hyperdimensional computing;hyperdimensional random vector;multiple parallel data stream;multivariate discrete sequence;mutual dependency;parallel sequence;reliability;statistical dependency modeling;worn sensor","","3","","25","","20140429","July 2014","","IEEE","IEEE Journals & Magazines"
