"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=1378557,1380742,1378596,1378606,1380507,1380662,1380500,1382036,1380734,1380744,1382296,1380470,1382295,1382306,1382251,1380406,1380592,1378526,1382040,1382282,1382279,1382276,1378552,1380765,1380457,1380687,1382025,1382273,1380364,1382155,1378545,1380758,1378603,1380356,1380725,1381992,1380445,1380528,1380379,1382270,1382213,1380359,1380423,1382057,1382230,1382092,1378590,1382366,1382080,1380465,1382289,1382377,1382348,1382317,1382145,1382120,1382350,1382336,1378311,1380767,1378568,1378558,1380747,1380745,1382298,1382307,1380407,1378546,1378288,1382161,1380689,1380729,1380538,1382216,1382060,1382231,1382094,1382081,1380521,1382148,1382355,1380768,1378535,1380350,1380615,1378559,1380750,1378598,1380502,1380746,1380391,1380605,1378292,1382162,1380539,1382217,1380425,1382063,1382095,1382357",2017/05/05 21:20:07
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Comparison of parallel and cascade methods for training support vector machines on large-scale problems","Bao-Liang Lu; Kai-An Wang; Yi-Min Wen","Dept. of Comput. Sci. & Eng., Shanghai Jiao Tong Univ., China","Proceedings of 2004 International Conference on Machine Learning and Cybernetics (IEEE Cat. No.04EX826)","20050124","2004","5","","3056","3061 vol.5","We have proposed two different methods for training support vector machines (SVMs) on large-scale pattern classification problems, namely min-max-modular SVM (M3-SVM) and cascade SVM (C-SVM). For speeding up the training of SVMs with new computing infrastructure such as cluster and grid systems, both methods decompose a large-scale two-class problem to a number of relatively smaller two-class sub-problems which can be implemented in a parallel way, but they use different decomposition and combination strategies. In this paper, we conduct a comprehensive investigation in the two methods to compare their generalization performance and training time. Our experiments show that M3-SVM needs shorter training time, but has a little lower generalization performance than the standard SVM and cascade SVM. The experiments also indicate that cascade SVM has the least number of support vectors among these three SVMs.","","POD:0-7803-8403-2","10.1109/ICMLC.2004.1378557","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1378557","","Concurrent computing;Grid computing;Industrial training;Large-scale systems;Pattern classification;Quadratic programming;Support vector machine classification;Support vector machines;Text categorization;Training data","learning (artificial intelligence);minimax techniques;pattern classification;pattern clustering;support vector machines","M3-SVM;cascade SVM method;cluster systems;decomposition strategy;grid systems;large scale pattern classification problems;min-max modular SVM;parallel method;support vector machine training","","1","","13","","","26-29 Aug. 2004","","IEEE","IEEE Conference Publications"
"IP network control and AQM","Hong-Bing Xu; Tao Wu; Xiao-Jia Zhou; Ying Zhu","Sch. of Autom. Eng., Univ. of Electron. Sci. & Technol. of China, Sichuan, China","Proceedings of 2004 International Conference on Machine Learning and Cybernetics (IEEE Cat. No.04EX826)","20050124","2004","1","","500","504 vol.1","As an effective method for congestion control, active queue management plays an important role in improving the QOS of the Internet. We analyze the control mechanisms of typical transport layer protocols and AQM through dual theory, pointing out that although AQM is stateless, it has potential to improve flow fairness and stabilize queue length. Simulations verify our results.","","POD:0-7803-8403-2","10.1109/ICMLC.2004.1380742","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1380742","","Automatic control;Automation;Bandwidth;Electronic mail;High-speed networks;IP networks;Robustness;Scheduling algorithm;TCPIP;Transport protocols","IP networks;Internet;quality of service;telecommunication congestion control;telecommunication network management;transport protocols","IP network control;Internet;QOS;active queue management;congestion control;dual theory;transport layer protocol","","2","","13","","","26-29 Aug. 2004","","IEEE","IEEE Conference Publications"
"Artificial neural networks for mobile robot acquiring heading angle","Li Zu; Hua-Kun Wang; Feng Yue","Inst. of Mech. Eng., Nanjing Univ. of Sci. & Technol., China","Proceedings of 2004 International Conference on Machine Learning and Cybernetics (IEEE Cat. No.04EX826)","20050124","2004","5","","3248","3253 vol.5","The RBF network is designed for the mobile robot to acquire the accurate and real-time heading angle that is significant for the successful localization. Several designs related to the network architecture and training has been made to construct the RBF network using the OLS algorithm. The results of the experiment show that the designed neural network can greatly improve the accuracy of the localization. The proposed localization system with combined sensors based on the RBF neural network is reliable to ensure the intelligent behaviors of the robot. The technical presentations in this paper can facilitate the application of artificial neural networks in the environmental robotics.","","POD:0-7803-8403-2","10.1109/ICMLC.2004.1378596","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1378596","","Algorithm design and analysis;Artificial intelligence;Artificial neural networks;Intelligent networks;Intelligent robots;Intelligent sensors;Mobile robots;Radial basis function networks;Robot sensing systems;Sensor systems","intelligent robots;learning (artificial intelligence);least squares approximations;mobile robots;neural net architecture;position control;radial basis function networks","RBF network design;artificial neural networks;environmental robotics;intelligent behaviors;localization system;mobile robot;network architecture;network training;orthogonal least square algorithm;real time heading angle acquisition","","1","","11","","","26-29 Aug. 2004","","IEEE","IEEE Conference Publications"
"Method of fault diagnosis on multilayer BP wavelet networks and its applications","Peng Lu; Da-Ping Xu; Yi-Bin Liu; Qi-Rong Qiu","Dept. of Math. & Phys., North China Univ. of Electr. Power, Beijing, China","Proceedings of 2004 International Conference on Machine Learning and Cybernetics (IEEE Cat. No.04EX826)","20050124","2004","5","","3296","3299 vol.5","Stepped from the multi-level characteristic of system fault, this article puts forward a multilayer BP wavelet network fault-diagnosis model which is a mixer of level-distinguishing model on the basis of knowledge-classification and BP wavelet network, probes into the steps of this model, tests and verifies the correctness of these theories with practical examples. Systematic study of diagnosis knowledge avoids the combination-explosive problem of classification space, and dealing with fault from an overall viewpoint enables itself to solve problems quickly, and self-adapted adjustment of scale parameters of wavelet transform could improve convergence and discernment of the network. Then this method is suited for constituting of on-line fault-diagnosis.","","POD:0-7803-8403-2","10.1109/ICMLC.2004.1378606","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1378606","","Computer networks;Fault diagnosis;Mathematical model;Multi-layer neural network;Neural networks;Nonhomogeneous media;Pattern classification;Power system modeling;Wavelet analysis;Wavelet transforms","backpropagation;diagnostic expert systems;fault diagnosis;multilayer perceptrons;wavelet transforms","knowledge classification;level distinguishing model;multilayer BP wavelet networks;multilevel fault characteristics;online fault diagnosis model;wavelet transform","","2","","4","","","26-29 Aug. 2004","","IEEE","IEEE Conference Publications"
"Empty bottle inspector based on machine vision","Feng Duan; Yao-Nan Wang; Huan-Jun Liu; Wen Tan","Coll. of Electr. & Information Eng., Hunan Univ., Changsha, China","Proceedings of 2004 International Conference on Machine Learning and Cybernetics (IEEE Cat. No.04EX826)","20050124","2004","6","","3845","3850 vol.6","A machine-vision-based empty bottle inspector is presented in this paper. The mechanical structure and electric control system are illustrated in detail. A method based on the histogram of edge points is applied for real-time determination of inspection area. For defect detection of bottle wall and bottle bottom, a derivative algorithm from Canny edge detector is proposed. In bottle finish inspection, two artificial neural networks are used for low-level inspection and high-level judgment respectively. A prototype is developed and experimental results demonstrate the feasibility of the inspector. Inspections performed by the prototype have proved the effectiveness and value of the proposed algorithms in automatic real-time inspection.","","POD:0-7803-8403-2","10.1109/ICMLC.2004.1380507","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1380507","","Control systems;Humans;Image edge detection;Inspection;Machine vision;Particle separators;Production;Prototypes;Sensor systems;Switches","automatic optical inspection;brewing industry;computer vision;edge detection;neural nets;recycling","Canny edge detector;artificial neural network;bottle finish inspection;defect detection;electric control system;empty bottle inspector;machine vision;mechanical structure","","1","","10","","","26-29 Aug. 2004","","IEEE","IEEE Conference Publications"
"Group decision support system: workflow and models in GDSS based on coordination MAS","Wei-Ren Shi; Dao-Ping Jiang; Jing Chen; Yong-Lin Liang","Coll. of Autom., Chongqing Univ., China","Proceedings of 2004 International Conference on Machine Learning and Cybernetics (IEEE Cat. No.04EX826)","20050124","2004","1","","228","232 vol.1","GDSS is a popular and attractive topic in the decision field. It is reasonable to combine multi-agent technology and GDSS because they are both distributed systems and support interaction in group members. We define the workflow of group-decision as cognitive, group organizing, decision-making by coordination, feedback and adjust decision, conduce consensus decision by negotiation, knowledge management and repository evolution, explain the process of every part, and propose models to describe character of agent and issue in GDSS.","","POD:0-7803-8403-2","10.1109/ICMLC.2004.1380662","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1380662","","Automation;Decision making;Decision support systems;Educational institutions;Feedback;Humans;Intelligent agent;Lungs;Mathematical model;Organizing","decision making;group decision support systems;knowledge management;multi-agent systems","conduce consensus decision;coordination MAS;decision-making;group decision support system;group organizing;knowledge management;multiagent technology;repository evolution","","0","","17","","","26-29 Aug. 2004","","IEEE","IEEE Conference Publications"
"Modified lifting algorithm and VLSI architecture for the 9/7 wavelet filters","Chen-Gyi Xiong; Zhi-Rong Gao; Jin-Wen Tian; Jian Liu","Inst. of Pattern Recognition & Artificial Intelligence, Huazhong Univ. of Sci. & Technol., Wuhan, China","Proceedings of 2004 International Conference on Machine Learning and Cybernetics (IEEE Cat. No.04EX826)","20050124","2004","6","","3826","3829 vol.6","A new parallel-based lifting algorithm (PBLA) for the 9/7 filters, exploring the parallelism of arithmetic operations in each lifting step, was proposed in this paper. It shortened significantly the critical path of computation, and resulted in a fast VLSI implementation architecture. In comparison with the conventional lifting algorithm based implementation (CLABI), the latency is reduced by more than half from (4T<sub>m</sub> + 8T<sub>a</sub>) to (T<sub>m</sub> + 4T<sub>a</sub>), which is competitive to that of convolution based implementation CBI, and can be further reduced to Tm by inserting 3 stages of pipeline. The experimental results demonstrate that the proposed architecture has good performances in both speed and area.","","POD:0-7803-8403-2","10.1109/ICMLC.2004.1380500","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1380500","","Arithmetic;Convolution;Delay;Discrete wavelet transforms;Filters;Hardware;Image coding;Parallel processing;Transform coding;Very large scale integration","VLSI;filters;parallel architectures;wavelet transforms","VLSI;convolution based implementation;parallel-based lifting algorithm;wavelet filter","","0","","7","","","26-29 Aug. 2004","","IEEE","IEEE Conference Publications"
"Investigation and realization of intelligent configurator for the design of container crane's gantry","Y. S. Yang; H. R. Shen; J. Zhang; W. Dong","Logistics Eng. Coll., Shanghai Maritime Univ., China","Proceedings of 2004 International Conference on Machine Learning and Cybernetics (IEEE Cat. No.04EX826)","20050124","2004","3","","1629","1634 vol.3","By making use of the integration of rule-based reasoning (RBR) and case-based reasoning (CBR), this paper, for the first time, proposes a running mode of intelligent configurator for the design of container crane's gantry. Then we have constructed the basic frame of the intelligent configuration system based on this running mode, and analyzed the function modules about this system, and built graphics-database, case-database and knowledge-database for this system. In order to give a clear picture illustrating our design, a configuration example about the gantry components is presented.","","POD:0-7803-8403-2","10.1109/ICMLC.2004.1382036","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1382036","","Containers;Cranes;Design engineering;Equalizers;Geometry;Intelligent systems;Logistics;Mass production;Product design;Rail transportation","case-based reasoning;cranes;design engineering;knowledge based systems","CBR;case based reasoning;case database;container cranes gantry;graphical database;intelligent configuration system;knowledge database;rule based reasoning;running mode","","0","","12","","","26-29 Aug. 2004","","IEEE","IEEE Conference Publications"
"Classification of voltage sag based on wavelet transform and wavelet network","Gang Zheng; Xiao-Mei Yan; Hao-Wen Li; Ding Liu","Res. Center of Inf. & Control Eng., Xi'an Univ. of Technol., China","Proceedings of 2004 International Conference on Machine Learning and Cybernetics (IEEE Cat. No.04EX826)","20050124","2004","1","","466","470 vol.1","Voltage sag due to line fault, transformer energizing and induction motor starting was analyzed in this paper. The respective sag waveform was presented. The analysis results illustrate that interference source would be identified based on characteristics of voltage sag. An interference source identification method is brought forward by using wavelet transform and wavelet network. The wavelet Daubechies 6 is used to extract the character vector. The voltage sag can be classified by using the wavelet network.","","POD:0-7803-8403-2","10.1109/ICMLC.2004.1380734","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1380734","","Artificial neural networks;Circuit faults;Frequency;Induction motors;Power quality;Signal resolution;Threshold voltage;Voltage fluctuations;Wavelet analysis;Wavelet transforms","induction motors;interference (wave);neural nets;power distribution faults;power supply quality;signal processing;transformers;wavelet transforms","artificial neural network;character vector;electric power distribution system operation;induction motor starting;interference source identification;line fault;power quality analysis;power system fault signal processing;transformer energization;voltage sag classification;wavelet network;wavelet transform","","8","","7","","","26-29 Aug. 2004","","IEEE","IEEE Conference Publications"
"Radial basis function network-based adaptive tracking control for robot manipulators","Hong-Rui Wang; Qi-Guang Zhu; Ying Chen","Inst. of Electron. & Commun. Eng., Hebei Univ., Baoding, China","Proceedings of 2004 International Conference on Machine Learning and Cybernetics (IEEE Cat. No.04EX826)","20050124","2004","1","","510","514 vol.1","A radial basis function (RBF) network-based adaptive tracking control scheme is proposed for robot manipulators. A RBF network is used to generate control input signals that are similar to the control inputs of adaptive control using liner reparameterization of the robot manipulator. A sliding model control term is used to eliminate the effects of the network inherent approximation errors and external disturbance. The asymptotic stability of the control system is established using Lyapunov theorem. Simulations are given for a two-link robot in the end of the paper, and validate the control arithmetic.","","POD:0-7803-8403-2","10.1109/ICMLC.2004.1380744","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1380744","","Adaptive control;Adaptive systems;Approximation error;Asymptotic stability;Manipulators;Programmable control;Radial basis function networks;Robot control;Signal generators;Sliding mode control","Lyapunov methods;adaptive control;asymptotic stability;manipulators;neurocontrollers;radial basis function networks;tracking;variable structure systems","Lyapunov theorem;adaptive tracking control;asymptotic stability;liner reparameterization;radial basis function network;robot manipulator;sliding model control;two-link robot","","0","","8","","","26-29 Aug. 2004","","IEEE","IEEE Conference Publications"
