"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=6270048,6270054,6270050,6278043,6270029,6270040,6270035,6278042,6278049,6270053,6270049,6270055,6270036,6270033,6270031,6270037,6270034,6278050,6278041,6269385,6266853,6266860,6266863,6266856,6266859,6266864,6266854,6266861,6266862,6266851,6266852,6174513,6147006,6146980,6146991,6146993,6147056,6146932,6147666,6147040,6146965,6147053,6147711,6146978,6147059,6147057,6147709,6147693,6147004,6147667,6147009,6146994,6147023,6147050,6146955,6146958,6146937,6146995,6146974,6146973,6146944,6146987,6147041,6146956,6147003,6147664,6147704,6146943,6147673,6146948,6147019,6147047,6147670,6147012,6147021,6146997,6147708,6147694,6146969,6147707,6146968,6147045,6147699,6147689,6147706,6146934,6146972,6147692,6147052,6146988,6146967,6146981,6147044,6146952,6147665,6147684,6147698,6147049,6146985,6147688",2017/05/05 00:20:10
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Empirical Normalization for Quadratic Discriminant Analysis and Classifying Cancer Subtypes","M. A. Kon; N. Nikolaev","Dept. of Math. & Stat., Boston Univ., Boston, MA, USA","2011 10th International Conference on Machine Learning and Applications and Workshops","20120209","2011","2","","374","379","We introduce a new discriminant analysis method (Empirical Discriminant Analysis or EDA) for binary classification in machine learning. Given a dataset of feature vectors, this method defines an empirical feature map transforming the training and test data into new data with components having Gaussian empirical distributions. This map is an empirical version of the Gaussian copula used in probability and mathematical finance. The purpose is to form a feature mapped dataset as close as possible to Gaussian, after which standard quadratic discriminants can be used for classification. We discuss this method in general, and apply it to some datasets in computational biology.","","Electronic:978-0-7695-4607-0; POD:978-1-4577-2134-2","10.1109/ICMLA.2011.160","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6147709","cancer;classification;copula;discriminant","Gaussian distribution;Jacobian matrices;Joints;Random variables;Support vector machine classification;Training;Vectors","Gaussian distribution;biology computing;cancer;learning (artificial intelligence);pattern classification","Gaussian copula;Gaussian empirical distribution;binary classification;cancer subtypes classification;computational biology;empirical discriminant analysis;empirical feature map;empirical normalization;machine learning;quadratic discriminant analysis","","1","","20","","","18-21 Dec. 2011","","IEEE","IEEE Conference Publications"
"An Iris Recognition Approach based on Fuzzy Support Vector Machine","H. Gu; Z. Gao; C. Yang","Inst. of Artificial Intell., Zhejiang Univ., Hangzhou, China","2011 10th International Conference on Machine Learning and Applications and Workshops","20120209","2011","2","","370","373","An iris recognition system named IrisPassport is presented in this paper. Standard Deviation is used to localize the irises from iris images. After localization, IrisPassport uses Steerable Pyramid and Variant Fractal Dimension as features with orientation information. Aiming to build a robust solution for non-cooperative iris images, we adopt fuzzy support vector machine (FSVM) because we consider different samples contributes to classification differently and a member function can be used when unclassifiable regions appear. Experimental data demonstrates the potential of our new approach, and shows that it performs favorably when compared with the former algorithms.","","Electronic:978-0-7695-4607-0; POD:978-1-4577-2134-2","10.1109/ICMLA.2011.169","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6147708","fuzzy support vector machine;iris recognition","Educational institutions;Fractals;Image databases;Iris;Iris recognition;Support vector machines;Training","fuzzy set theory;iris recognition;support vector machines","IrisPassport;SVM;fuzzy support vector machine;iris recognition approach;member function;noncooperative iris images;orientation information;standard deviation;steerable pyramid dimension;variant fractal dimension","","1","","12","","","18-21 Dec. 2011","","IEEE","IEEE Conference Publications"
"Towards Incremental Learning of Mildly Context-Sensitive Grammars","K. Nakamura; K. Imada","Sch. of Sci. & Eng., Tokyo Denki Univ., Tokyo, Japan","2011 10th International Conference on Machine Learning and Applications and Workshops","20120209","2011","1","","223","228","Most models in grammatical inference have been restricted to regular or context-free grammars. As a step towards learning of more powerful grammars, this paper discusses the incremental learning of Linear Indexed Grammars (LIGs) for formal languages from positive and negative sample strings. We implemented methods of learning LIGs in LIG Learner system. An important feature of LIG Learner is incremental learning through rule generation mechanism called bridging and a search for rule sets. This paper reports experimental results on learning several LIGs for fundamental mildly-context-sensitive languages including the copy language, or the set of strings of the form ww, and a set of strings representing pseudo-knots in modeling RNA, as well as some RIR (right-linear-indexed right-linear) grammars, which are restricted LIGs and equivalent to context-free grammars.","","Electronic:978-0-7695-4607-0; POD:978-1-4577-2134-2","10.1109/ICMLA.2011.146","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6146974","LIG;context-free grammar;grammatical inference;linear-indexed grammar","Context modeling;Databases;Educational institutions;Grammar;Learning systems;Machine learning;Polynomials","context-free languages;context-sensitive grammars;inference mechanisms;knowledge acquisition;learning (artificial intelligence);search problems","RIR grammars;RNA modeling;bridging;copy language;formal languages;grammatical inference;incremental learning;linear indexed grammars;mildly context-sensitive languages;right-linear-indexed right-linear grammars;rule generation mechanism","","0","","16","","","18-21 Dec. 2011","","IEEE","IEEE Conference Publications"
"An Intelligent Power Factor Correction Approach Based on Linear Regression and Ridge Regression Methods","R. Bayindir; M. Gok; E. Kabalci; O. Kaplan","Electr. Educ. Dept., Gazi Univ., Ankara, Turkey","2011 10th International Conference on Machine Learning and Applications and Workshops","20120209","2011","2","","313","315","This study introduces an intelligent power factor correction approach based on Linear Regression (LR) and Ridge Regression (RR) methods. The 10-fold Cross Validation (CV) test protocol has been used to evaluate the performance. The best test performance has been obtained from the LR in comparison with RR. The empirical results have evaluated that the selected intelligent compensators developed in this work might overcome the problems met in the literature providing accurate, simple and low-cost solution for compensation.","","Electronic:978-0-7695-4607-0; POD:978-1-4577-2134-2","10.1109/ICMLA.2011.34","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6147694","Intelligent Power Factor Correction;Linear Regression Method;Ridge Regression Method","Capacitors;Fuzzy logic;Linear regression;Mathematical model;Power factor correction;Reactive power;Synchronous motors","power factor correction;regression analysis","10-fold cross validation test protocol;intelligent power factor correction;linear regression methods;ridge regression methods","","1","","13","","","18-21 Dec. 2011","","IEEE","IEEE Conference Publications"
"Arabic Handwriting Recognition Using Concavity Features and Classifier Fusion","S. A. Azeem; M. El Meseery","Electron. Eng. Dept., American Univ. in Cairo, Cairo, Greece","2011 10th International Conference on Machine Learning and Applications and Workshops","20120209","2011","1","","200","203","This paper presents a simple and effective technique for the recognition of writer-independent offline handwritten Arabic Digits. The system is based on labeling the white pixels in a digit's image into nine different concavity categories. Four different feature vectors are extracted from these labeled concavities. Each feature vector is then introduced to a linear SVM classifiers. The final decision of the system is achieved using classifiers fusion methods. The system has been tested on a database of 10000 Arabic handwritten digits. The presented method achieves a recognition rate of 99.36% which outperforms all reported results on that Arabic digits database using linear SVM classifier.","","Electronic:978-0-7695-4607-0; POD:978-1-4577-2134-2","10.1109/ICMLA.2011.36","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6146969","Arabic Digits;offline handwritten","Biological neural networks;Databases;Feature extraction;Handwriting recognition;Strips;Support vector machines;Vectors","feature extraction;handwritten character recognition;image classification;image fusion;natural language processing;support vector machines","Arabic digits database;Arabic handwriting recognition;classifier fusion;concavity categories;concavity feature;feature vector extraction;linear SVM classifier;recognition rate;white pixel;writer-independent offline handwritten Arabic digits","","0","","12","","","18-21 Dec. 2011","","IEEE","IEEE Conference Publications"
"Implementation of Parameter Space Search for Meta Learning in a Data-Mining Multi-agent System","O. Kazik; K. Peskova; M. Pil´t; R. Neruda","Dept. of Theor. Comput. Sci., Charles Univ., Prague, Czech Republic","2011 10th International Conference on Machine Learning and Applications and Workshops","20120209","2011","2","","366","369","In this paper an implementation of a multi-agent system designed for solving complex data mining tasks is presented. The system is based on ontologically sound AGR (agents, groups, roles) model and encapsulates Weka library methods in JADE agents. We emphasize the unique intelligent features of the system - its ability to search the parameter space of the data mining methods to find the optimal configuration, and meta learning - finding the best possible method for the given data based on the ontological compatibility of datasets.","","Electronic:978-0-7695-4607-0; POD:978-1-4577-2134-2","10.1109/ICMLA.2011.161","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6147707","","Data mining;Databases;Multiagent systems;Ontologies;Testing;Training;User interfaces","data mining;learning (artificial intelligence);multi-agent systems;ontologies (artificial intelligence)","AGR model;JADE agent;Weka library method;agents-groups-roles model;complex data mining;meta learning;multiagent system;ontological compatibility;parameter space search","","4","","6","","","18-21 Dec. 2011","","IEEE","IEEE Conference Publications"
"Fault Detection through Sequential Filtering of Novelty Patterns","J. Cuzzola; D. Gasevic; E. Bagheri","Sch. of Comput. & Inf. Syst., Athabasca Univ., Athabasca, AB, Canada","2011 10th International Conference on Machine Learning and Applications and Workshops","20120209","2011","1","","217","222","Multi-threaded applications are commonplace in today's software landscape. Pushing the boundaries of concurrency and parallelism, programmers are maximizing performance demanded by stakeholders. However, multi-threaded programs are challenging to test and debug. Prone to their own set of unique faults, such as race conditions, testers need to turn to automated validation tools for assistance. This paper's main contribution is a new algorithm called multi-stage novelty filtering (MSNF) that can aid in the discovery of software faults. MSNF stresses minimal configuration, no domain specific data preprocessing or software metrics. The MSNF approach is based on a multi-layered support vector machine scheme. After experimentation with the MSNF algorithm, we observed promising results in terms of precision. However, MSNF relies on multiple iterations (i.e., stages). Here, we propose four different strategies for estimating the number of the requested stages.","","Electronic:978-0-7695-4607-0; POD:978-1-4577-2134-2","10.1109/ICMLA.2011.69","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6146973","back-box testing;fault detection;machine learning;software testing;unsupervised support vector machines","Convergence;Filtering;Humans;Software;Support vector machines;Testing;Training","fault diagnosis;multi-threading;program diagnostics;support vector machines","automated validation tools;concurrency;fault detection;multilayered support vector machine;multistage novelty filtering;multithreaded applications;multithreaded programs;novelty patterns;parallelism;sequential filtering;software faults","","1","","17","","","18-21 Dec. 2011","","IEEE","IEEE Conference Publications"
"An Intelligent Decision Support Tool for a Travelling Wave Ultrasonic Motor Based on k-Nearest Neighbor Algorithm","S. Sagiroglu; H. T. Kahraman; M. Yesilbudak; I. Colak","Dept. of Comput. Eng., Gazi Univ., Ankara, Turkey","2011 10th International Conference on Machine Learning and Applications and Workshops","20120209","2011","2","","308","312","Driving frequency, amplitude and phase difference of two-phase sinusoidal voltages are the input parameters which have influence on speed stability of travelling wave ultrasonic motors (TWUSMs).These parameters are also time-varying due to the variations in operating temperature. In addition, a complete mathematical model of the TWUSM has not been derived yet. Owing to these reasons, a machine learning approach is required for determining the compatibility of operating parameters related to speed stability of TWUSMs. For this purpose, an intelligent decision support tool has been designed for TWUSMs in this study. The input parameters such as driving frequency, amplitude, phase difference of two-phase sinusoidal voltages and operating temperature were evaluated by the k-nearest neighbor algorithm in the decision support tool. The results have shown that the proposed tool provides effective results in the compatibility determination of operating parameters related to speed stability of TWUSMs.","","Electronic:978-0-7695-4607-0; POD:978-1-4577-2134-2","10.1109/ICMLA.2011.33","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6147693","Travelling wave ultrasonic motor;intelligent decision support tool;k-nearest neighbor algorithm","Acoustics;Algorithm design and analysis;Classification algorithms;Measurement;Stability analysis;Thermal stability;Training","angular velocity control;decision support systems;electric machine analysis computing;learning (artificial intelligence);stability;ultrasonic motors","TWUSM;driving amplitude;driving frequency;intelligent decision support tool;k-nearest neighbor algorithm;machine learning approach;mathematical model;phase difference;speed stability;travelling wave ultrasonic motor;two-phase sinusoidal voltage","","0","","28","","","18-21 Dec. 2011","","IEEE","IEEE Conference Publications"
"Using Published Medical Results and Non-homogenous Data in Rule Learning","J. Wojtusiak; K. Irvin; A. Birerdinc; A. V. Baranova","George Mason Univ., Fairfax, VA, USA","2011 10th International Conference on Machine Learning and Applications and Workshops","20120209","2011","2","","84","89","Many factors limit researchers from accessing studies' original data sets. As a result, much medical and healthcare research is based off of systematic reviews and meta-analysis of published results. However, when research involves the use of aggregated data from multiple studies, traditional machine learning-based means of analysis cannot be used. This paper describes diversity of data and results available in published man-uscripts, and relates them to a rule learning method that can be applied to build classification and predictive models from such input. The method can be used to support meta-analysis and systematic reviews. Two ap-plication areas are used to illustrate the discussed issues: diagnosis of liver diseases in patients with metabolic syndrome, and detection of polycystic ovary syndrome.","","Electronic:978-0-7695-4607-0; POD:978-1-4577-2134-2","10.1109/ICMLA.2011.154","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6147053","Aggregated data;Meta-analysis;Published result;Rule learning;Systematic reviews","Correlation;Data models;Insulin;Learning systems;Machine learning;Predictive models;Systematics","data analysis;diseases;health care;learning (artificial intelligence);medical information systems;pattern classification;publishing","classification model;data diversity;healthcare research;liver disease diagnosis;medical research;metabolic syndrome;nonhomogenous data;polycystic ovary syndrome detection;predictive model;published medical results;rule learning method","","5","","18","","","18-21 Dec. 2011","","IEEE","IEEE Conference Publications"
"Avatar Face Recognition Using Wavelet Transform and Hierarchical Multi-scale LBP","A. A. Mohamed; D. D'Souza; N. Baili; R. V. Yampolskiy","Comput. Eng. & Comput. Sci., Univ. of Louisville, Louisville, KY, USA","2011 10th International Conference on Machine Learning and Applications and Workshops","20120209","2011","1","","194","199","Recognizing avatars in virtual worlds is a very important issue for law enforcement agencies, terrorism and security experts. In this paper, a novel face recognition technique based on wavelet transform and Hierarchical Multi-scale Local Binary Pattern (HMLBP) is presented and shown to increase the accuracy of recognition of avatar faces. The proposed technique consists of three stages: preprocessing, feature extraction and recognition. In the preprocessing and feature extraction stages, the wavelet decomposition is used to enhance the common features of the same class of images and the HMLBP is used to extract representative features from each avatar face image without a need for any training. In the recognition stage, the Chi-Square distance is used to achieve a robust decision and to indicate the correct class to which the input image belongs. Experiments conducted on two manually cropped avatar image datasets (Second Life and Entropia Universe) show that the proposed technique performs better than traditional (single scale) LBP, Wavelet Local Binary Pattern (WLBP) and HMLBP in terms of accuracy (78.57% and 67.50% recognition rates for Second Life and Entropia Universe datasets respectively).","","Electronic:978-0-7695-4607-0; POD:978-1-4577-2134-2","10.1109/ICMLA.2011.41","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6146968","Avatar;HMLBP;LBP;Second Life;face recognition;wavelet transform","Avatars;Face;Face recognition;Feature extraction;Second Life;Wavelet transforms","avatars;face recognition;feature extraction;wavelet transforms","avatar face recognition;chi-square distance;cropped avatar image datasets;feature extraction;hierarchical multiscale local binary pattern;law enforcement agencies;security experts;terrorism experts;virtual worlds;wavelet decomposition;wavelet transform","","6","","23","","","18-21 Dec. 2011","","IEEE","IEEE Conference Publications"
