"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=4547990,4547987,4547956,4545672,4548007,4547975,4547976,4548001,4547985,4547989,4545664,4547983,4547386,4542151,4529978,4530312,4530003,4530009,4525138,4517560,4517546,4517572,4518607,4518085,4517838,4518594,4518082,4518088,4518842,4518093,4517375,4517737,4517718,4505548,4494225,4492560,4489802,4489801,4488317,4443890,4488493,4487092,4483089,4469875,4472088,4472084,4469877,4469284,4463387,4457140,4449745,4447569,4445813,4437898,4359335,4432653,4432646,4432651,4358091,4432640,4432652,4358092,4432613,4423488,4421820,4412861,4409288,4407524,4383077,4404449,4358788,4379135,4379790,4379128,4379593,4378920,4375738,4370822,4370522,4351418,4351904,4362664,4339217,4339221,4216445,4297667,4296923,4221077,4295558,4287416,4288146,4288111,4284570,4281400,4276350,4150356,4270554,4270547,4267696,4265807",2017/05/04 20:44:37
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"SEARCHY: An Agent to Personalize Search Results","I. Marcialis; E. D. Vita","CRS4, Pulaca","2008 Third International Conference on Internet and Web Applications and Services","20080620","2008","","","512","517","User's behaviour in browsing sessions is a valuable source of information useful to analyze user interests and personalize the human-computer interaction during information seeking tasks. In this paper we present a simple way to machine-learn user profile and employ it to improve Web searches. Searchy is a personal agent, embedded in the Web browser, able to sense user's tastes, to assist her/him during query formulation phase and, finally, to filter and sort the results according to the user's needs. Searchy uses the DART P2P network to store user's profiles in order to enable collaborative recommendations.","","CD-ROM:978-0-7695-3163-2","10.1109/ICIW.2008.86","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4545664","Cooperative systems;feedback;information retrieval;user modeling","Algorithm design and analysis;Information filtering;Information filters;Information resources;Information retrieval;Search engines;Software agents;Web and internet services;Web pages;Web search","information filtering;online front-ends;peer-to-peer computing;query formulation;software agents","P2P network;Searchy;Web browser;Web searches;browsing sessions;collaborative recommendations;human-computer interaction;information seeking tasks;machine-learn user profile;personal agent;query formulation phase;search results personalization;user behaviour;user profiles","","6","6","28","","","8-13 June 2008","","IEEE","IEEE Conference Publications"
"Musical Genre Classification Using Nonnegative Matrix Factorization-Based Features","A. Holzapfel; Y. Stylianou","Inst. of Comput. Sci., Heraklion","IEEE Transactions on Audio, Speech, and Language Processing","20080116","2008","16","2","424","434","Nonnegative matrix factorization (NMF) is used to derive a novel description for the timbre of musical sounds. Using NMF, a spectrogram is factorized providing a characteristic spectral basis. Assuming a set of spectrograms given a musical genre, the space spanned by the vectors of the obtained spectral bases is modeled statistically using mixtures of Gaussians, resulting in a description of the spectral base for this musical genre. This description is shown to improve classification results by up to 23.3% compared to MFCC-based models, while the compression performed by the factorization decreases training time significantly. Using a distance-based stability measure this compression is shown to reduce the noise present in the data set resulting in more stable classification models. In addition, we compare the mean squared errors of the approximation to a spectrogram using independent component analysis and nonnegative matrix factorization, showing the superiority of the latter approach.","1558-7916;15587916","","10.1109/TASL.2007.909434","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4432640","Audio classification;audio feature extraction;music information retrieval;nonnegative matrix factorization","Computer science;Digital recording;Gaussian processes;Instruments;Internet;Mood;Music information retrieval;Rhythm;Spectrogram;Timbre","Gaussian processes;audio signal processing;independent component analysis;matrix decomposition;mean square error methods;music;signal classification;spectral analysis","Gaussian mixture;distance-based stability measure;independent component analysis;mean squared error;musical genre classification;musical sound timbre;nonnegative matrix factorization-based feature;spectral basis;spectrogram approximation","","36","","35","","","Feb. 2008","","IEEE","IEEE Journals & Magazines"
"Mandarin-English bilingual Speech Recognition for real world music retrieval","Qingqing Zhang; Jielin Pan; Yonghong Yan","ThinkIT Speech Laboratory, Institute of Acoustics Chinese Academy of Sciences, Beijing 100080, China","2008 IEEE International Conference on Acoustics, Speech and Signal Processing","20080512","2008","","","4253","4256","This paper presents our recent work on the development of a grammar-constrained, Mandarin-English bilingual speech recognition system (MESRS) for real world music retrieval. In order to balance the performance and the complexity of the bilingual SR system, an unified single set of bilingual acoustic models derived by phone clustering is developed. A novel two-pass phone clustering method based on confusion matrix (TCM) is presented and compared with the log-likelihood measure method. In order to deal with the Mandarin accent in spoken English, different non-native adaptation approaches are investigated. With the effective incorporation of approaches on phone clustering and non-native adaptation, the phrase error rate (PhrER) of MESRS for English utterances was reduced by 24.5% relatively compared to the baseline monolingual English system while the PhrER on Mandarin utterances was comparable to that of the baseline monolingual Mandarin system, and the performance for bilingual code-mixing utterances achieved 22.4% relative PhrER reduction.","1520-6149;15206149","POD:978-1-4244-1483-3","10.1109/ICASSP.2008.4518594","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4518594","Bilingual speech recognition;clustering methods;information retrieval","Clustering methods;Degradation;Error analysis;Loudspeakers;Music information retrieval;Natural languages;Speech analysis;Speech recognition;Strontium;Training data","information retrieval;matrix algebra;natural languages;speech recognition","Mandarin-English bilingual speech recognition system;baseline monolingual English system;baseline monolingual Mandarin system;bilingual acoustic models;bilingual code-mixing utterances;confusion matrix;log-likelihood measure method;nonnative adaptation approach;phrase error rate;real world music retrieval;two-pass phone clustering method","","5","","14","","","March 31 2008-April 4 2008","","IEEE","IEEE Conference Publications"
"Topic Signature Language Models for Ad hoc Retrieval","X. Zhou; X. Hu; X. Zhang","Drexel Univ., Philadelphia","IEEE Transactions on Knowledge and Data Engineering","20070813","2007","19","9","1276","1287","Semantic smoothing, which incorporates synonym and sense information into the language models, is effective and potentially significant to improve retrieval performance. Previously implemented semantic smoothing models such as the translation model have shown good experimental results. However, these models are unable to incorporate contextual information. To overcome this limitation, we propose a novel context-sensitive semantic smoothing method that decomposes a document into a set of weighted context-sensitive topic signatures and then maps those topic signatures into query terms. The language model with such a context- sensitive semantic smoothing is referred to as the topic signature language model. In detail, we implement two types of topic signatures, depending on whether ontology exists in the application domain. One is the ontology-based concept and the other is the multiword phrase. The mapping probabilities from each topic signature to individual terms are estimated through the EM algorithm. Document models based on topic signature mapping are then derived. The new smoothing method is evaluated on the TREC 2004/ 2005 Genomics Track with ontology-based concepts, as well as the TREC Ad Hoc Track (Disks 1, 2, and 3) with multiword phrases. Both experiments show significant improvements over the two-stage language model, as well as the language model with context- insensitive semantic smoothing.","1041-4347;10414347","","10.1109/TKDE.2007.1058","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4288146","Concept;Information Retrieval;Language Models;Multiword Phrase;Semantic Smoothing;Topic Signature","Background noise;Bioinformatics;Context modeling;Genomics;Helium;Information retrieval;Ontologies;Smoothing methods;Solid modeling;Training data","computational linguistics;document handling;expectation-maximisation algorithm;information retrieval;ontologies (artificial intelligence)","EM algorithm;ad hoc retrieval;context-sensitive semantic smoothing;contextual information;document model;multiword phrase;ontology-based concept;query terms;sense information;synonym information;topic signature language model;topic signature mapping;translation model;weighted context-sensitive topic signatures","","7","","36","","","Sept. 2007","","IEEE","IEEE Journals & Magazines"
"Internet Arabic Search Engines Studies","M. Sanan; M. Rammal; K. Zreik","Caen university, France. Sinane80@hotmail.com","2008 3rd International Conference on Information and Communication Technologies: From Theory to Applications","20080523","2008","","","1","8","This paper is aimed to identify and explain the limitations and the problems of Arabic texts retrieving in the general search engines, and we have made many experiences on Arabic documents from the Lebanese official journal. In our approach, we have used three ""keyword matching"" Arabic search engines: Google, Yahoo, and Idrisi* (in case of keyword matching), and we have calculated the recall and the precision of our search experiments, and then we have compared the results in order to realize the limitations of this method.","","CD-ROM:978-1-4244-1752-0; POD:978-1-4244-1751-3","10.1109/ICTTA.2008.4530003","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4530003","Arabic search engine;Information Retrieval;Keyword matching;Precision;Recall","Databases;Indexing;Information retrieval;Internet;Natural languages;Particle measurements;Search engines;Testing;Writing","Internet;information retrieval;natural language processing;search engines","Arabic documents;Arabic texts retrieving;Google;Idrisi;Internet Arabic search engines;Yahoo;keyword matching","","1","","12","","","7-11 April 2008","","IEEE","IEEE Conference Publications"
"Improving Semantic Concept Detection Through Optimizing Ranking Function","S. Gao; Q. Sun","Inst. for Infocomm Res., Singapore","IEEE Transactions on Multimedia","20071022","2007","9","7","1430","1442","In this paper, a kernel-based learning algorithm, kernel rank, is presented for improving the performance of semantic concept detection. By designing a classifier optimizing the receiver operating characteristic (ROC) curve using kernel rank, we provide a generic framework to optimize any differentiable ranking function using effective smoothing functions. kernel rank directly maximizes a 1-D quality measure of ROC, i.e., AUC (area under the ROC). It exploits the kernel density estimation to model the ranking score distributions and approximate the correct ranking count. The ranking metric is then derived and the learnable parameters are naturally embedded. To address the issues of computation and memory in learning, an efficient implementation is developed based on the gradient descent algorithm. We apply kernel rank with two types of kernel density functions to train the linear discriminant function and the Gaussian mixture model classifiers. From our experiments carried out on the development set for TREC Video Retrieval 2005, we conclude that (1) kernel rank is capable of training any differentiable classifier with various kernels; and (2) the learned ranking function performs better than traditional maximization likelihood or classification error minimization based algorithms in terms of AUC and average precision (AP).","1520-9210;15209210","","10.1109/TMM.2007.906597","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4351904","Area under ROC;ROC curve;information retrieval;multimedia database;semantic concept detection","","Gaussian processes;estimation theory;gradient methods;learning (artificial intelligence);multimedia databases;pattern classification;video retrieval","Gaussian mixture model classifiers;TREC Video Retrieval 2005;differentiable ranking function;gradient descent algorithm;information retrieval;kernel density estimation;kernel rank;kernel-based learning algorithm;linear discriminant function;multimedia database;ranking metric;ranking score distributions;receiver operating characteristic curve;semantic concept detection;smoothing functions","","6","","27","","","Nov. 2007","","IEEE","IEEE Journals & Magazines"
"Ontology Development for Industrial Risk Analysis","A. A. Assali; D. Lenne; B. Debray","UTC, CNRS, HEUDIASYC. amjad.abou-assali@hds.utc.fr","2008 3rd International Conference on Information and Communication Technologies: From Theory to Applications","20080523","2008","","","1","5","Risk analysis is a process dedicated to describe scenarios leading to hazards and potential accidents on an industrial facility. In order to realize a risk analysis, experts refer to different resources (hazard studies, expertise, etc.) which are often difficult to exploit because they are not sufficiently structured and formalized. This paper presents an ongoing project that aims to develop an industrial risk analysis support system. Our approach consists of three main phases. The first is to develop a knowledge base of industrial safety based on ontologies. The second phase is to index safety-related resources by concepts of the developed ontologies, which led to the realization of an information retrieval system. Given the nature of knowledge available at industrial organizations, the third phase aims to develop a case-based reasoning (CBR) system, associated to the developed ontologies, in order to help experts realize risk analysis studies using already existing ones.","","CD-ROM:978-1-4244-1752-0; POD:978-1-4244-1751-3","10.1109/ICTTA.2008.4530312","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4530312","Case-based reasoning;Indexing system;Information retrieval system;Ontology development;Risk analysis","Hazards;Indexing;Industrial accidents;Industrial plants;Information retrieval;Navigation;Ontologies;Risk analysis;Risk management;Safety","case-based reasoning;hazards;indexing;industrial accidents;information retrieval systems;knowledge based systems;ontologies (artificial intelligence);production facilities;risk analysis","case-based reasoning system;industrial accidents;industrial facility;industrial hazards;industrial organizations;industrial risk analysis support system;industrial safety;information retrieval system;knowledge base;ontology development;safety-related resources indexing","","3","","14","","","7-11 April 2008","","IEEE","IEEE Conference Publications"
"Online text independent writer identification using character prototypes distribution","Siew Keng Chan; Yong Haur Tay; C. Viard-Gaudin","Computer Vision and Intelligent Systems (CVIS) Group, Faculty of Information and Communication Technology Universiti Tunku Abdul Rahman (UTAR), Malaysia","2007 6th International Conference on Information, Communications & Signal Processing","20080212","2007","","","1","5","Recently, with the advances in digital pen and paper technology, renewed attention was given on research for writer identification of online documents. This paper proposes a method to retrieve the writer of a document by comparing his handwriting with those stored in a reference database of documents. The query will consist of a testing online handwriting document, the output will be a ranked list of writers whose online handwriting documents are stored in the reference database. The proposed method is text independent and does not impose any constraint on the writing style; it is based on a distance measurement between the distributions of reference patterns defined at the character level. Experiment has been carried out on a database which consists of 82 subjects each providing two online handwritten documents, one stored as the reference and the second one is for retrieval purposes. The Top 1 rate reported is 95% accuracy.","","CD-ROM:978-1-4244-0983-9; POD:978-1-4244-0982-2","10.1109/ICICS.2007.4449745","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4449745","allograph;information retrieval;online handwriting;term frequency;writer identification","Computer vision;Databases;Forensics;Handwriting recognition;Information retrieval;Intelligent systems;Paper technology;Prototypes;Testing;Text analysis","handwriting recognition;information retrieval","character prototypes distribution;digital pen;online handwriting document;online text independent writer identification;paper technology;reference database;reference patterns;writer identification","","1","1","18","","","10-13 Dec. 2007","","IEEE","IEEE Conference Publications"
"Theoretical Foundations of the Models and Methods of Information Search for Structured Digital Library","V. Bilokon; Z. Dudar; O. Vorochek; S. Vorochek","Kharkov National University of Radio Electronics, Lenina ave. 14, Kharkiv 61166, UKRAINE. E-mail: vb-01@yandex.ru, relf@kture.kharkov.ua","2006 International Conference - Modern Problems of Radio Engineering, Telecommunications, and Computer Science","20071217","2006","","","75","76","The article is devoted to developing models and methods of information search and retrieval in order to use them for automated forming a particularized digital library.","","POD:966-553-507-2","10.1109/TCSET.2006.4404449","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4404449","Digital Libraries;Information Retrieval;Ranking;Search Methods","Context modeling;Information representation;Information retrieval;Keyword search;Large-scale systems;Multidimensional systems;Search engines;Search problems;Software libraries;Web and internet services","digital libraries;information retrieval","information retrieval;information search;structured digital library","","0","","4","","","Feb. 28 2006-March 4 2006","","IEEE","IEEE Conference Publications"
"A Parallel CBIR Implementation using Perceptual Grouping of Block-Based Visual Patterns","S. C. Cheng; W. K. Huang; Y. J. Liao; D. C. Wu","Department of Computer Science and Engineering, National Taiwan Ocean University, Taiwan","2007 IEEE International Conference on Image Processing","20071112","2007","5","","V - 161","V - 164","This paper proposes a parallel solution to retrieve images from distributed data sources using perceptual grouping of block-based visual patterns. The method of grouping visual patterns into image model based on generalized Hough transform is one of the most powerful techniques for image analysis. However, real-time applications of this method have been prohibited due to the computational intensity in similarity searching from a large centralized image collection. A query object is decomposed into non-overlapped blocks, where each of them is represented as a visual pattern obtained by detecting the line edge from the block using the moment-preserving edge detector. A voting scheme based on generalized Hough transform is proposed to provide object search method, which is invariant to the translation, rotation, scaling of image data. In this work, we describe a heterogeneous cluster-oriented CBIR implementation. First, the workload to perform an object search is analyzed, and then, a new load balancing algorithm for the CBIR system is presented. Simulation results show that the proposed method gives good performance and spans a new way to design a cost-effective CBIR system.","1522-4880;15224880","CD-ROM:978-1-4244-1437-6; POD:978-1-4244-1436-9","10.1109/ICIP.2007.4379790","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4379790","Hough transforms;distributed computing;information retrieval;load modeling;object detection","Algorithm design and analysis;Detectors;Image edge detection;Image retrieval;Information retrieval;Load management;Object detection;Performance analysis;Search methods;Voting","Hough transforms;content-based retrieval;edge detection;image retrieval","block-based visual patterns;computational intensity;content-based image retrieval;distributed data sources;generalized Hough transform;image analysis;large centralized image collection;load balancing algorithm;moment-preserving edge detector;object search method;parallel CBIR implementation;query object decomposition;voting scheme","","0","","9","","","Sept. 16 2007-Oct. 19 2007","","IEEE","IEEE Conference Publications"
