"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=5349070,5350040,5350202,5349409,5349874,5349526,5349906,5348465,5348518,5348434,5346030,5343973,5346682,5346105,5346032,5346135,5346493,5344513,5346694,5348468,5345936,5344024,5346610,5344369,5344041,5346121,5344579,5345483,5345653,5344407,5346321,5345394,5345537,5346038,5348519,5348410,5344154,5345904,5346527,5346783,5344033,5346236,5347780,5344079,5346507,5345637,5341513,5341521,5342921,5340946,5342132,5341756,5341676,5341910,5340949,5340927,5342131,5340931,5340914,5341051,5342826,5340929,5341673,5342009,5342007,5342997,5340335,5340275,5339948,5337432,5329078,5336041,5329120,5337606,5337401,5337111,5328931,5337190,5328545,5329146,5336040,5337038,5327810,5337566,5328928,5337277,5337350,5337096,5329386,5337079,5337523,5337480,5337204,5329113,5337231,5337327,5329118,5337305,5337374,5329378",2017/05/04 20:56:37
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Body Motion Analysis for Similarity Retrieval of Motion Data and Its Evaluation","W. Choi; T. Ono; K. Hachimura","Kinugasa Res. Organ., Ritsumeikan Univ., Kusatsu, Japan","2009 Fifth International Conference on Intelligent Information Hiding and Multimedia Signal Processing","20091117","2009","","","1177","1180","With the spread of motion capture systems, body motion data has been obtained without effort and quantity of its data has been increasing. We need an efficient method for target motion retrieval. In this paper, we propose the method of analyzing motion data in advance, and express the construction of movement with indexed labels for reducing similar-motion retrieval. The posture of each frame is distinguished into the pattern of the indexed labels, and we therefore try to index each motion data. Firstly, we reduce the number of dimensions of motion data with PCA (Principal Components Analysis) and do clustering. Next, a trained dictionary is consisted of the indexed motion data. Finally, SVM (Support Vector Machine) distinguishes the test data by using the dictionary. In this research, we made the trained dictionary from the movement of radio gymnastics, and then carried out an evaluation of discrimination by using break dance movement as test data. As a result, we could use the motion data with indexes, and obtained a good retrieval result in this experiment.","","POD:978-1-4244-4717-6","10.1109/IIH-MSP.2009.174","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5337523","Machine Learning;Motion Data;Similarity Retrieval","Dictionaries;Gravity;Information retrieval;Legged locomotion;Motion analysis;Multimedia systems;Principal component analysis;Signal processing;Support vector machines;Testing","image motion analysis;image retrieval;principal component analysis;support vector machines","SVM;body motion analysis;break dance movement;motion capture systems;motion data indexing;motion data similarity retrieval;principal components analysis;radio gymnastics;support vector machine","","1","","6","","","12-14 Sept. 2009","","IEEE","IEEE Conference Publications"
"Unifying semantic and content-based approaches for retrieval of environmental sounds","G. Wichern; H. Thornburg; A. Spanias","Arts, Media and Engineering, Arizona State University, Tempe, 85281 USA","2009 IEEE Workshop on Applications of Signal Processing to Audio and Acoustics","20091204","2009","","","13","16","Creating a database of user-contributed recordings allows sounds to be linked not only by the semantic tags and labels applied to them, but also to other sounds with similar acoustic characteristics. Of paramount importance in navigating these databases are the problems of retrieving similar sounds using text or sound-based queries, and automatically annotating unlabeled sounds. We propose an integrated system, which can be used for text-based retrieval of unlabeled audio, content-based query-by-example, and automatic annotation. To this end, we introduce an ontological framework where sounds are connected to each other based on a measure of perceptual similarity, while words and sounds are connected by optimizing link weights given user preference data. Results on a freely available database of environmental sounds contributed and labeled by non-expert users, demonstrate effective average precision scores for both the text-based retrieval and annotation tasks.","1931-1168;19311168","POD:978-1-4244-3678-1","10.1109/ASPAA.2009.5346493","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5346493","Acoustic signal analysis;Clustering methods;Database query processing;Hidden Markov models","Acoustic applications;Audio databases;Conferences;Content based retrieval;Hidden Markov models;Information retrieval;Internet;Music information retrieval;Navigation;Ontologies","acoustic signal processing;audio databases;audio signal processing;content-based retrieval;hidden Markov models;ontologies (artificial intelligence);optimisation;query processing;text analysis","acoustic signal analysis;audio database creation;automatic annotation;content-based query-by-example;content-based retrieval;environmental sound-based query;hidden Markov model;integrated system;link weight optimization;ontological framework;perceptual similarity measure;text-based retrieval;unifying semantic tag approach;unlabeled audio;user preference data;user-contributed recording","","3","","16","","","18-21 Oct. 2009","","IEEE","IEEE Conference Publications"
"Research on the retrieval process of teaching video resources based on content","F. Haiguang; W. Zhenyu; L. Jing; J. Baocong","Department of Educational Technology, Capital Normal University, Beijing","2009 2nd IEEE International Conference on Broadband Network & Multimedia Technology","20091204","2009","","","472","476","The application of video resources has become extensive, and the demand to the video retrieval is growing intensely. How to access the video clips expected quickly and accurately from the massive video database has become the key issue in the development of the video information retrieval. The existing retrieval process based on keywords is no longer meeting the needs of users. Thus, video retrieval systems based on content have been proposed and become a hotspot of this field. This paper researches on teaching video retrieval process based on content, explores the search process and the key technologies for teaching video resources retrieval, which is applied in the ldquoCourse Review Platform on Basic Educationrdquo.","","POD:978-1-4244-4590-5","10.1109/ICBNMT.2009.5348518","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5348518","matching algorithm;retrieval process;teaching video resource;video content retrieval","Authentication;Content based retrieval;Content management;Data mining;Education;Educational institutions;Educational technology;Feedback;Information retrieval;Spatial databases","content-based retrieval;teaching;video databases;video retrieval","content based retrieval;search process;video information retrieval;video resources","","1","","8","","","18-20 Oct. 2009","","IEEE","IEEE Conference Publications"
"Factored translation model in English-to-Thai translation","P. Porkaew; A. Takhom; T. Supnithi","Human Language Technology Laboratory, National Electronics and Computer Technology, Thailand Science Park, Klong Nueng, Klong Luang, Pathumthani, Thailand","2009 Eighth International Symposium on Natural Language Processing","20091201","2009","","","143","146","The objective of this paper is to find an appropriate combination of English factors to support English-to-Thai translation task. There are four English factors those are surface, lemma, part-of-speech (POS) and combinatory categorical grammar (CCG). Various combinations of those factors were trained to build the most efficient model for translation. We test the accuracy using the BLEU score. The result shows that the factored model which consists of lemma and CCG produce the highest accuracy at 24.21% (1.05% superior than baseline). In future work, we will extend this work to Thai-to-English translation.","","POD:978-1-4244-4138-9","10.1109/SNLP.2009.5340929","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5340929","","Bayesian methods;Humans;Information retrieval;Information technology;Internet;Natural language processing;Natural languages;Probability;Surface-mount technology;Testing","grammars;language translation;natural language processing","BLEU score;English factors;English-to-Thai translation task;Thai-to-English translation;combinatory categorical grammar;factored translation model;lemma;part-of-speech","","0","","15","","","20-22 Oct. 2009","","IEEE","IEEE Conference Publications"
"A Novel Mutual Authentication Based on Data Embedding Technique","C. C. Lin; P. H. Chiang","Dept. of Comput. Sci. & Inf. Manage., Providence Univ., Taichung, Taiwan","2009 Fifth International Conference on Intelligent Information Hiding and Multimedia Signal Processing","20091117","2009","","","274","277","This paper presents a novel approach for retrieving images from databases using eigen color and the concept of multiple instance learning. Usually, vehicles have various colors and shapes under different viewpoints, weathers, and lighting conditions. All the variations will increase many difficulties and challenges in selecting a general feature to describe vehicles. Thus, traditional methods to retrieve vehicles require their orientations or colors being fixed. To tackle this problem, this paper proposes a novel vehicle retrieval system for effectively retrieving vehicles from databases no matter what orientations and colors they are. First of all, this paper proposes a novel color transform model, which is global and does not need to be re-estimated for any new vehicles or new images, to extract different regions of interest (or vehicle analogues) from databases. Then, to more accurately locate desired vehicle images, this paper uses the MIL (multiple-instance learning) method to learn specific visual properties of vehicles from query images. However, the MIL technique requires the positive training data being strongly positive and the negative ones being strongly negative. This requirement is too constrained in real cases and will lead to lots of false detection. This problem can be easily tackled if an eigen color transform is introduced. The extra consideration ldquoeigen colorrdquo will add more capabilities to the MIL learner for capturing the embedded concept more accurately. Furthermore, during the learning process, since no time-consuming optimization process is involved, all the desired visual concept can be obtained immediately and adapted to different user's requests. Experimental results reveal the feasibility and high accuracy of the proposed approach in vehicle retrieval system.","","POD:978-1-4244-4717-6","10.1109/IIH-MSP.2009.305","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5337480","Data embedding;Mutual authentication;Phishing","Authentication;Data mining;Image databases;Image retrieval;Information retrieval;Shape;Spatial databases;Training data;Vehicles;Visual databases","image retrieval;message authentication","data embedding technique;image retrieval;multiple instance learning;multiple-instance learning;mutual authentication;vehicle retrieval system","","0","","4","","","12-14 Sept. 2009","","IEEE","IEEE Conference Publications"
"NFC at the workplace — Simplify enterprise work flows with NFC","J. Miiller; V. Borovskiy; O. Panchenko; A. Bog; A. Zeier","Hasso Plattner Institute for IT Systems Engineering Prof.-Dr.-Helmert-Str. 2-3 14482 Potsdam, Germany","2009 16th International Conference on Industrial Engineering and Engineering Management","20091204","2009","","","1539","1542","In our contribution, we present the results of our research on the use of Near Field Communication (NFC) for user authentication and document control. To show our results, we present two different scenarios and a combination of them. In the first scenario, NFC tags are embedded in documents of an office environment. This includes customer invoices which are archived or kept in paper form as well as contracts with business partner which might change over time. Once certain paper document needs to be changed, it is moved close to the NFC reader, which will invoke a database lookup to get the digital version of the document. The second scenario is mainly intended for attorneys, tax consultants or, in general, for each situation that involves the need for a copy of (highly) classified documents. If somebody considers copying a classified document, he needs to have the proper access rights, which are stored in a database that can be referenced by the NFC tag. The third scenario involves both, authentication and digitization of documents. In order to copy a document, the proper access rights and the digital version of the document is stored in a protected, centralized data storage container.","","POD:978-1-4244-3671-2","10.1109/ICIEEM.2009.5344369","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5344369","Near-field Communication;Process Optimization;Secure Work Place","Authentication;Cryptography;Data engineering;Databases;Employment;Hardware;Information retrieval;Information security;Permission;Protection","document handling;mobile computing;mobile radio;security of data;workflow management software","data storage container;database lookup;document control;documents digitization;near field communication;user authentication","","0","","3","","","21-23 Oct. 2009","","IEEE","IEEE Conference Publications"
"A mobile spontaneous semantic P2P system","T. Schwotzer","University of Applied Sciences for Technology and Economics Berlin / Germany (HTW Berlin","2009 IEEE International Conference on Communications Technology and Applications","20091208","2009","","","977","981","The WWW is often used as synonym for the Internet. In the last 20 years the Web became the Internet application. And it evolves. There is the Web 2.0 mobile Web, semantic Web. Though, a noteworthy number of data are sent over short distances, the mobile Web is usually based on a public land mobile network. This is a tremendous was of resource and adds unnecessarily entities which can fail. Spontaneous networks are an alternative. This paper give a brief overview of the shark framework. It is a framework for building cross-platform semantic P2P systems in mobile spontaneous networks but also in the traditional fixed Internet.","","POD:978-1-4244-4816-6","10.1109/ICCOMTA.2009.5349070","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5349070","Android;J2ME;Objective-C;P2P;Semantic Web;Topic Maps;distributed mobile systems;spontaneous networks","Application software;HTML;ISO standards;Information retrieval;Internet;Local area networks;Mobile communication;Semantic Web;Social network services;World Wide Web","Internet;mobile computing;peer-to-peer computing;semantic Web","Internet;WWW;Web 2.0 mobile Web;World Wide Web;mobile spontaneous semantic P2P system;peer-to-peer computing;public land mobile network;semantic Web;shark framework","","1","1","9","","","16-18 Oct. 2009","","IEEE","IEEE Conference Publications"
"Web Video Data Clustering and Recognition Using Histograms of Phoneme Symbols","Y. Yaguchi; Y. Sakai; K. Yoshida; R. Oka","Univ. of Aizu, Aizu-Wakamatsu, Japan","2009 Ninth IEEE International Conference on Computer and Information Technology","20091117","2009","2","","306","311","The clustering and recognition of Web video content play an important role in multimedia information retrieval. This paper proposes a method for both clustering and recognizing Web video content using a histogram of phoneme symbols (HoPS). HoPS contains information about speech and sound intervals. In this study, three experiments were conducted.The first experiment allocated HoPS feature of video intervals in a 3D space using PCA and quantification method IV (Q-IV). The second experiment applied the k-nearest neighbor (k-NN) method to analyze the difficulties in clustering. The third experiment recognized unknown video intervals by using the distance between HoPS of the query and a category average. The accuracy of the recognition results were 44.3% and 36.9% using the Mahalanobis distance and the correlation distance for the category average of training data, respectively.","","POD:978-0-7695-3836-5","10.1109/CIT.2009.34","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5329078","Multimedia data mining;Phoneme recognition;Video content clustering","Content based retrieval;Data mining;Histograms;Image processing;Information retrieval;Principal component analysis;Speech processing;Video sharing;Videoconference;YouTube","information retrieval;multimedia systems;pattern clustering;principal component analysis","Mahalanobis distance;PCA;Web video content clustering;Web video content recognition;Web video data clustering;Web video data recognition;k-nearest neighbor method;multimedia information retrieval;phoneme symbols histograms","","1","","22","","","11-14 Oct. 2009","","IEEE","IEEE Conference Publications"
"A Method of Building Chinese Basic Semantic Lexicon Based on Word Similarity","Y. Zhu; Z. Wen; P. Wang; Z. Peng","Inst. of Comput. & Commun., Hunan Univ. of Technol., Zhuzhou, China","2009 Chinese Conference on Pattern Recognition","20091204","2009","","","1","4","Identification of sentiment orientation in Chinese words is essential for getting sentiment comprehension of Chinese text, and building a basic semantic lexicon with Chinese emotional words will provide a core subset for identifying emotional words in a special area. It can not only help to identify and enlarge semantic lexicon in corpus effectively but also improve classification efficiency. On the basis of the similarity of Chinese words, the paper has proposed a method of calculating sentiment weight of Chinese emotional words. In addition, a dictionary with basic Chinese emotional words has been constructed based on the HowNet semantic lexicon. By utilizing the dictionary together with TF-IDF, we have done experiments to identify sentiment orientation in Chinese text and have got satisfying classification result.","","POD:978-1-4244-4199-0","10.1109/CCPR.2009.5344041","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5344041","","Dictionaries;Information filtering;Information filters;Information retrieval;Natural language processing;Recommender systems;Testing","natural language processing;text analysis","Chinese basic semantic lexicon;Chinese emotional words;Chinese text;Chinese words;HowNet semantic lexicon;dictionary;sentiment comprehension;sentiment orientation identification;word similarity","","0","","11","","","4-6 Nov. 2009","","IEEE","IEEE Conference Publications"
"Image Retrieval in Multimedia Databases: A Survey","Y. Alemu; J. b. Koh; M. Ikram; D. K. Kim","Dept. of Comput. Eng., Ajou Univ., Suwon, South Korea","2009 Fifth International Conference on Intelligent Information Hiding and Multimedia Signal Processing","20091117","2009","","","681","689","In the past decades the advancement in the area of database management systems shifts towards multimedia. Multimedia information is very expressive, self explanatory, narrative, etc. Now a day the development of digital media, advanced network infrastructure and the easily available consumer electronics makes the multimedia revolution to run in an alarming rate. Inline with the advancement of database technology that incorporates multimedia data, an open question that always rose in the technology is how to retrieve/search images in the multimedia databases. There are a huge number of research works focusing on the searching mechanisms in image databases for efficient retrieval and tried to give supplementary suggestions on the overall systems. The growing of digital medias (digital camera, digital video, digital TV, e-book, cell phones, etc.) gave rise to the revolution of very large multimedia databases, in which the need of efficient storage, organization and retrieval of multimedia contents came into question. Among the multimedia data, this survey paper focuses on the different methods (approaches) and their evaluation techniques used by many of recent research works on image retrieval system. Many researchers develop and use lots of approaches towards image retrieval. This paper, in general, classified image retrieval into text based and content based, including the newly growing ontology based image retrieval system as one focus. We address, in this paper, the challenges, techniques and evaluation methods used in image retrieval systems through a detailed look of most recent works.","","POD:978-1-4244-4717-6","10.1109/IIH-MSP.2009.159","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5337432","database;image retrieval;multimedia","Consumer electronics;Content based retrieval;Database systems;Digital TV;Digital cameras;Image databases;Image retrieval;Information retrieval;Multimedia databases;Multimedia systems","content-based retrieval;image retrieval;multimedia databases;ontologies (artificial intelligence)","advanced network infrastructure;consumer electronics;content based image retrieval;database management systems;digital media;image databases;multimedia databases;ontology;searching mechanisms;text based image retrieval","","8","","29","","","12-14 Sept. 2009","","IEEE","IEEE Conference Publications"
