"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=5362932,5365490,5367695,5366138,5357842,5360196,5361553,5365418,5366437,5362063,5365178,5360593,5361630,5365789,5363227,5367696,5360299,5358101,5359477,5360605,5365854,5364375,5366046,5360511,5363140,5358154,5363959,5362201,5360348,5360113,5359472,5365699,5358593,5363779,5357691,5363273,5359976,5366627,5359630,5366647,5359479,5363059,5359983,5357685,5360060,5357840,5366635,5360318,5360715,5357794,5360259,5358201,5360521,5361616,5358088,5359023,5362564,5359313,5366024,5359124,5363692,5360050,5358340,5363264,5357627,5360042,5363976,5359729,5357789,5363265,5363608,5359160,5359219,5362783,5356787,5356485,5355000,5356774,5356767,5355273,5355249,5356769,5355040,5355085,5355010,5355084,5354738,5354803,5161251,5352800,5353076,5353073,5352718,5352744,5352806,5349433,5349957,5350530,5349591,5349402",2017/05/04 20:56:06
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"The mqr-tree: Improving upon a 2-dimensional spatial access method","M. Moreau; W. Osborn; B. Anderson","Department of Mathematics and Computer Science, University of Lethbridge, 4401 University Drive West, Lethbridge, Alberta, T1K 3M4 Canada","2009 Fourth International Conference on Digital Information Management","20091218","2009","","","1","6","We propose the mqr-tree, a two-dimensional spatial access method that improves upon the 2DR-tree. The 2DR-tree uses two-dimensional nodes so that the relationships between all objects are maintained. The existing structure of the 2DR-tree has many advantages. However, limitations include higher tree height, overcoverage and overlap than is necessary. The mqr-tree improves utilizes a different node organization, set of validity rules and insertion strategy. A comparison versus the R-tree shows significant improvements in overlap and overcoverage, with comparable height and space utilization. In addition, zero overlap is achieved when the mqr-tree is used to index point data.","","POD:978-1-4244-4253-9","10.1109/ICDIM.2009.5356774","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5356774","","Approximation methods;Computer science;Drives;Geology;Geoscience;Information retrieval;Mathematics;Multidimensional systems;Proteins;Spatial databases","spatial data structures;tree data structures;visual databases","2-dimensional spatial access method;2DR-tree;mqr-tree;overcoverage;overlap;tree height","","1","","17","","","1-4 Nov. 2009","","IEEE","IEEE Conference Publications"
"Deployment of Malaysian Alzheimer patients' web database on MYREN","H. Z. Abidin; F. Y. Abdul Rahman; I. M. Yassin; E. E. Mohd Sayuti","Faculty of Electrical Engineering, Universiti Teknologi MARA, Shah Alam, Selangor, 40450 Malaysia","2009 IEEE Symposium on Industrial Electronics & Applications","20091218","2009","1","","140","144","Web databases are convenient methods of sharing and retrieving data as well as a key component of the information system infrastructure of today's modern research, as they are valuable tools to facilitate research for effective treatment of diseases. In this paper, we present the method employed to deploy an Alzheimer's disease (AD) database by Abdul Rahman et. al. on the Malaysia Research and Education Network (MYREN). The link to MYREN would facilitate resource sharing among MYREN members over a high-speed backbone network.","","POD:978-1-4244-4681-0","10.1109/ISIEA.2009.5356485","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5356485","Alzheimer;REN;Web database","Alzheimer's disease;Biomedical imaging;Drugs;Image databases;Industrial electronics;Information retrieval;Libraries;Process design;Spine;Web server","Internet;diseases;information retrieval;medical information systems","MYREN;Malaysia Research and Education Network;Malaysian Alzheimer patients Web database;data retrieval;data sharing;disease treatment;high-speed backbone network;information system infrastructure;resource sharing","","1","","23","","","4-6 Oct. 2009","","IEEE","IEEE Conference Publications"
"Simultaneous exploitation of explicit and implicit tags in affect-based multimedia retrieval","J. J. M. Kierkels; T. Pun","University of Geneva, Computer Science Department, Battelle Building A, 7 Route de Drize, CH - 1227 Carouge, Geneva, Switzerland","2009 3rd International Conference on Affective Computing and Intelligent Interaction and Workshops","20091208","2009","","","1","6","Affect-based retrieval of multimedia items requires tags that describe the content of these items. These tags are added by users that interact with the items. In this paper, it is shown to what extent different ways of creating the tags result in similar or non-similar information about the item. Three types of affective tags are being considered here: explicit self-assessed tags, implicit multimedia-based tags, and implicit physiology-based tags. The novelty of this paper is to show that affect-based retrieval accuracy (as measured by precision and recall) benefits from having a database that contains both explicit and implicit tags. A database that contains a mixture of explicit and implicit tags has higher retrieval accuracy when compared to a database that contains uniquely either explicit or implicit tags. This shows that information in explicit and implicit tags is complementary rather than redundant. The improvement in retrieval accuracy is immediately evident when explicit tags are added. Results for low recall rates are of particular importance because these focus on the most relevant items in a database. When over 60% of the items in the database with implicit tags are also tagged by explicit tags, retrieval accuracy at a low recall rate (0.1) is higher than accuracy based uniquely on explicit tags.","2156-8103;21568103","POD:978-1-4244-4800-5","10.1109/ACII.2009.5349433","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5349433","","Biomedical monitoring;Computer science;Content based retrieval;Facial features;Feature extraction;Information retrieval;Motion pictures;Multimedia databases;Spatial databases;Tagging","information retrieval;multimedia computing","affect-based multimedia retrieval;affect-based retrieval accuracy;explicit self-assessed tags;explicit tags;implicit multimedia-based tags;implicit physiology-based tags;implicit tags;simultaneous exploitation","","1","","19","","","10-12 Sept. 2009","","IEEE","IEEE Conference Publications"
"Visualizing tags as a network of relatedness","F. Sánchez-Zamora; M. Llamas-Nistal","University of Vigo, Spain","2009 39th IEEE Frontiers in Education Conference","20091208","2009","","","1","6","We present a layout algorithm for grouping the user's tags within a folksonomy, aimed at easing the visualization and exploration of a large set of tags and their complex relationships. We introduce the possibility of (i) labeling linking tags to construct a network of tags and (ii) defining the concrete meaning of a tag by choosing the right definition extracted from Wikimedia projects or by writing down a particular definition. This provides the context for disambiguating the semantic of tags and it can be used to refine searches and/or suggestions. Moreover, this leads to alleviate some of the problems regarding the use of a natural vocabulary in a faceted classification. We provide some definitions and show examples of the so-called second generation of tag-clouds. We conclude with some implications that make use of the layout algorithm for visualizing a set of more than 400 tags.","0190-5848;01905848","POD:978-1-4244-4715-2","10.1109/FIE.2009.5350530","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5350530","Faceted Classification;Folksonomy;Knowledge Visualization;Tag-cloud","Concrete;Electronic learning;Information retrieval;Joining processes;Labeling;Tagging;Uniform resource locators;Visualization;Vocabulary;Writing","information retrieval;pattern classification","Wikimedia projects;faceted classification;folksonomy;natural vocabulary;tag clouds second generation;tags concrete meaning;tags definition extraction;tags exploration;tags network construction;users tags visualization","","6","1","12","","","18-21 Oct. 2009","","IEEE","IEEE Conference Publications"
"Text classification based on limited bibliographic metadata","K. Denecke; T. Risse; T. Baehr","L3S Research Center Hannover, Germany","2009 Fourth International Conference on Digital Information Management","20091218","2009","","","1","6","In this paper, we introduce a method for categorizing digital items according to their topic, only relying on the document's metadata, such as author name and title information. The proposed approach is based on a set of lexical resources constructed for our purposes (e.g., journal titles, conference names) and on a traditional machine-learning classifier that assigns one category to each document based on identified core features. The system is evaluated on a real-world data set and the influence of different feature combinations and settings is studied. Although the available information is limited, the results show that the approach is capable to efficiently classify data items representing documents.","","POD:978-1-4244-4253-9","10.1109/ICDIM.2009.5356767","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5356767","","Automatic control;Data mining;Feature extraction;Information retrieval;Knowledge engineering;Machine learning;Pipelines;Software libraries;Space technology;Text categorization","classification;learning (artificial intelligence);meta data;text analysis","author name;bibliographic metadata;conference names;digital item categorization;document category assignment;document metadata;item topic;journal titles;lexical resource;machine-learning classifier;text classification;title information","","0","","14","","","1-4 Nov. 2009","","IEEE","IEEE Conference Publications"
"Position detection in linear, proximity coupling networks","D. Wesemann; S. Witte; J. S. Michels","inIT - Institute Industrial IT, OWL University of Applied Sciences, D-32657 Lemgo, Germany","2009 International Conference on Electrical and Electronics Engineering - ELECO 2009","20091218","2009","","","II-232","II-236","This paper describes a method for automatically obtaining the order and position of contactless connected network participants in a linear physical topology. While the sequence of network devices can be determined with quite simple methods in networks with physical interconnections, these methods can not be applied in contactless networks. This work is based on a linear network topology using a backbone rail, which includes mechanisms for contactless energy and data transmission. The position estimation for each attached network device can be performed by determining a specific physical characteristic, which is altered along the rail extension. The proposed solution uses a capacitive resonant circuit to achieve a position detection.","","POD:978-1-4244-5106-7","10.1109/ELECO.2009.5355273","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5355273","","Damping;Data communication;Gas detectors;Information retrieval;Network topology;OWL;Rails;Signal analysis;Signal resolution;Wireless networks","network topology;position measurement;voltage measurement;wireless sensor networks","backbone rail;capacitive resonant circuit;contactless network;data transmission;linear network topology;linear physical topology;position detection;position estimation;proximity coupling network","","0","","3","","","5-8 Nov. 2009","","IEEE","IEEE Conference Publications"
"An Agent-Based Peer-to-Peer Style Distributed Component Repository","T. Xu; J. Chang; Z. Zhao; R. Xu","Sch. of Comput. & Inf. Eng., Shandong Univ. of Finance, Jinan, China","2009 International Conference on Computational Intelligence and Software Engineering","20091228","2009","","","1","4","An agent-based peer-to-peer style distributed component repository is proposed in this paper, which benefits from the experience of other research in the field of component repository, in order to solve the existing problems. The infrastructure of the agent-based peer-to-peer style distributed component repository is presented and a prototype system is implemented based on this architecture. This component repository can achieve the goal of information share of software component resources.","","CD-ROM:978-1-4244-4507-3","10.1109/CISE.2009.5362932","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5362932","","Computer architecture;Distributed computing;Electronic mail;Finance;Information retrieval;Peer to peer computing;Programming;Prototypes;Software prototyping;Software quality","object-oriented programming;peer-to-peer computing;software agents;software architecture;software reusability","agent-based peer-to-peer style distributed component repository;information share;software component resources;software reuse;system architecture","","0","","10","","","11-13 Dec. 2009","","IEEE","IEEE Conference Publications"
"Gradual shot change detection in soccer videos via fractals","E. S. Gunal; S. Canbek; N. Adar","Dept. of Electrical and Electronics Engineering, Eskisehir Osmangazi University, Turkiye","2009 International Conference on Electrical and Electronics Engineering - ELECO 2009","20091218","2009","","","II-125","II-128","Accurate shot change detection plays vital role to organize video contents into meaningful parts for video scene analysis. Shot changes may occur with either abrupt or gradual shot transition. In abrupt shot transition, the change of video content occurs over a single frame. In gradual shot transition, however, the content change takes place gradually through a short sequence of frames. The gradual transition is also divided into several subgroups such as dissolve, pan, zoom and wipe. In the literature, there exist numerous methods to detect shot changes. While these methods are able to detect abrupt changes properly, they usually fail to detect gradual changes. This paper proposes a new method for detecting gradual shot changes successfully. The proposed method employs fractal dimension information of gray scale video frames. In the experimental work, efficacy of fractal based gradual shot change detection method is tested on soccer videos including different types of gradual shot changes and compared with well known pixel and histogram based shot change detection methods. Results of the experimental study indicate that the proposed method yields higher accuracy with respect to other methods in most cases.","","POD:978-1-4244-5106-7","10.1109/ELECO.2009.5355249","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5355249","","Cameras;Databases;Fractals;Gunshot detection systems;Histograms;Image analysis;Information retrieval;Layout;Organizing;Video equipment","feature extraction;fractals;sport;video signal processing","abrupt shot transition;fractal dimension information;gradual shot change detection;gradual shot transition;gray scale video frames;histogram based shot change detection;pixel based shot change detection;soccer videos;video scene analysis","","0","","21","","","5-8 Nov. 2009","","IEEE","IEEE Conference Publications"
"Research on Intelligent Knowledge Push System Based on Rule Engine: A Case of Medical Training","Y. Z. Xu; J. J. Yang; Q. Wang; H. Pan","Res. Inst. of Inf. Technol., Tsinghua Univ., Beijing, China","2009 International Conference on Information Engineering and Computer Science","20091228","2009","","","1","4","Traditional e-Learning system often takes the way of knowledge pull, which can easily lead to knowledge surplus. On the contrary, knowledge push can push appropriate knowledge to demander, which can improve the learning effect. Therefore, this paper designs an intelligent knowledge push system based on rule engine (IKPSRE) and focus on the key technologies such as data acquisition, rule engine and push mode. The feasibility and advantage of IKPSRE is illustrated based on the medical training e-Learning system, which will provide a new way to improve the effectiveness of the medical training.","2156-7379;21567379","POD:978-1-4244-4994-1","10.1109/ICIECS.2009.5365490","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5365490","","Content based retrieval;Data acquisition;Education;Educational institutions;Electronic learning;Information retrieval;Information technology;Intelligent systems;Search engines;Web pages","computer aided instruction;data acquisition;knowledge acquisition;knowledge management","data acquisition;e-Learning system;intelligent knowledge push system;medical training;push mode;rule engine","","0","","8","","","19-20 Dec. 2009","","IEEE","IEEE Conference Publications"
"An Automatic Multi-Agent Web Image and Associated Keywords Retrieval System","N. Papadakis; K. Ntalianis; A. Doulamis; G. Stamoulis","Comput. & Commun. Eng. Dept., Univ. of Thessaly, Volos, Greece","2009 16th International Conference on Systems, Signals and Image Processing","20091228","2009","","","1","4","Web-based image search engines and CBIR techniques are blind to the actual content. As a result querying for a specific object is often cluttered with irrelevant data, leading to low precision. Furthermore recall rates are also very low since retrieval procedures are usually based either on context (surrounding text) and file captions or on low-level visual features. In this paper an automatic multi-agent image retrieval system is proposed. Our novel system exploits the format of multimedia sharing Web sites to discover the underlying structure in order to finally infer and extract multimedia files and corresponding associated keywords from the Web pages. The system first identifies the section of the Web page that contains the multimedia file to be extracted and then extracts it by using clustering techniques and other tools of statistical origin. Experimental results on real-world image sharing Web sites are presented and discussed in this paper, indicating the promising performance of the proposed system.","2157-8672;21578672","POD:978-1-4244-4530-1","10.1109/IWSSIP.2009.5367695","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5367695","","Content based retrieval;Data mining;HTML;Image retrieval;Image segmentation;Information retrieval;Multimedia systems;Search engines;Telecommunication computing;Web pages","Web sites;content-based retrieval;image retrieval;multi-agent systems;multimedia systems;pattern clustering;search engines","CBIR;Web page;Web site;Web-based image search engine;automatic multiagent Web image;automatic multiagent image retrieval system;clustering technique;keywords retrieval system;multimedia file;multimedia sharing;real-world image sharing","","1","","8","","","18-20 June 2009","","IEEE","IEEE Conference Publications"
