"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=4543632,4542167,4541091,4539847,4536980,4536982,4537072,4537011,4537018,4536953,4536954,4539851,4539340,4537496,4537239,4535766,4535857,4535861,4535872,4536453,4535830,4536161,4536252,4536294,4535965,4535386,4531875,4531880,4534456,4533477,4534432,4534283,4531885,4533321,4533487,4534481,4533133,4534201,4534273,4531207,4531329,4530913,4358290,4531235,4530903,4531231,4529997,4529328,4530384,4530496,4530514,4529931,4529818,4529806,4529870,4530014,4530061,4529908,4530599,4530000,4529829,4529464,4529999,4530296,4529882,4529451,4530197,4529890,4529949,4529819,4525493,4526521,4526553,4526591,4526582,4526434,4525402,4525328,4525492,4526675,4525877,4526398,4525203,4522479,4524219,4523959,4522377,4519326,4517836,4517839,4518801,4518158,4517395,4512275,4517543,4517639,4518809,4517306,4518768,4518773",2017/05/04 21:11:10
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"MeshChord: A Location-Aware, Cross-Layer Specialization of Chord for Wireless Mesh Networks (concise contribution)","S. Burresi; C. Canali; M. E. Renda; P. Santi","Dept. of Comput. Sci., Pisa Univ., Pisa","2008 Sixth Annual IEEE International Conference on Pervasive Computing and Communications (PerCom)","20080512","2008","","","206","212","Wireless mesh networks are a promising area for the deployment of new wireless communication and networking technologies. In this paper, we address the problem of enabling effective peer-to-peer resource sharing in this type of networks. Starting from the well-known Chord protocol for resource sharing in wired networks, we propose a specialization (called MESHCHORD) that accounts for peculiar features of wireless mesh networks: namely, the availability of a wireless infrastructure, and the 1-hop broadcast nature of wireless communication. Through extensive packet-level simulations, we show that MESHCHORD reduces message overhead of as much as 40% with respect to the basic Chord design, while at the same time improving the information retrieval performance.","","POD:978-0-7695-3113-7","10.1109/PERCOM.2008.25","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4517395","Wireless mesh networks;community networks;cross-layering;distributed hash tables;peer-to-peer resource sharing","Availability;Broadcasting;IP networks;Information retrieval;Peer to peer computing;Resource management;Web and internet services;Wireless application protocol;Wireless communication;Wireless mesh networks","mobile computing;protocols;radio access networks","1-hop broadcast;Chord protocol;MeshChord;cross layer specialization;peer-to-peer resource sharing;wireless infrastructure;wireless mesh networks","","9","","16","","","17-21 March 2008","","IEEE","IEEE Conference Publications"
"Medical Image Retrieval Based on Semantic of Neighborhood Color Moment Histogram","Q. Chen; X. Tai; Y. Dong; S. Pan; X. Wang; C. Yin","Inst. of Inf. Sci. & Eng., Ningbo Univ., Ningbo","2008 2nd International Conference on Bioinformatics and Biomedical Engineering","20080603","2008","","","2221","2224","Content-based medical image retrieval is getting more and more importance in aspect of clinical assistant diagnose. This paper in allusion to gastroscopic images, make use of latent semantic indexing technology to implement image retrieval which based on its semantic information. First extract image's histogram of neighborhood color moments of low-level features, and then use normalizing, term weighting and singular value decomposition to realize low-level features mapping into high-level semantic features. In this way, the retrieval results will be more in accordance with the doctor's comprehension of the image's semantic content. The experimental results according to the prototype system show that the approach proposed in the paper could improve the retrieval performance steadily.","2151-7614;21517614","CD-ROM:978-1-4244-1748-3; POD:978-1-4244-1747-6","10.1109/ICBBE.2008.886","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4535766","","Biomedical imaging;Content based retrieval;Data mining;Histograms;Image retrieval;Indexing;Information retrieval;Medical diagnostic imaging;Prototypes;Singular value decomposition","content-based retrieval;image colour analysis;image retrieval;medical image processing;singular value decomposition","clinical assistant diagnose;content-based image retrieval;feature mapping;gastroscopic images;latent semantic indexing technology;medical image retrieval;neighborhood color moment histogram;normalization;singular value decomposition;term weighting","","2","","6","","","16-18 May 2008","","IEEE","IEEE Conference Publications"
"Video temporal segmentation using cooperative model","Shaohua Teng; Wenwei Tan; Guibing Huang","Guangdong University of Technology, Guangzhou, Guangdong Province, China","2008 12th International Conference on Computer Supported Cooperative Work in Design","20080610","2008","","","201","206","A first step required to allow video indexing and retrieval of visual data is to perform a temporal segmentation, that is, to find the location of camera- shot transitions, which can be either abrupt or gradual. After a critical review of most approaches seeking to solve this problem, we propose a general method for video temporal segmentation. We adopt cooperative model to decide whether a shot transition exists or not within a given video sequence. A segmentation task can be completed through cooperative mechanism. Further, we apply fusion strategy to analyze candidate results and generate final results. The proposed method is evaluated on the TRECV-D-2005 benchmarking platform and the experimental results reveal the effectiveness of the method.","","POD:978-1-4244-1650-9","10.1109/CSCWD.2008.4536982","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4536982","shot boundary;video retrieval;video segmentation","Art;Cameras;Content based retrieval;Educational institutions;Fusion power generation;Gunshot detection systems;Indexing;Information retrieval;Video compression;Video sequences","image segmentation;video retrieval;video signal processing","TRECV-D-2005 benchmarking platform;cooperative model;video indexing;video retrieval;video temporal segmentation","","0","","10","","","16-18 April 2008","","IEEE","IEEE Conference Publications"
"Automated Cyclone Identification From Remote QuikSCAT Satellite Data","S. S. Ho; A. Talukder","Jet Propulsion Laboratory, California Institute of Technology, 4800 Oak Grove Ave 300-123, Pasadena, CA 91109. Shen.Shyang.Ho@jpl.nasa.gov","2008 IEEE Aerospace Conference","20080520","2008","","","1","9","We discuss a fully automated remote cyclone identification and tracking approach using the QuikSCAT wind sensor data. Our approach consists of five main automated steps: QuikSCAT data retrieval, QuikSCAT feature extraction & data preprocessing, cyclone identification, motion/location prediction, and cyclone tracking. Ensemble learning based on a committee of support vector machines using features extracted from QuikSCAT wind sensor data are used for cyclone identification. Experimental results demonstrates the feasibility and usefulness of our automated approach.","1095-323X;1095323X","POD:978-1-4244-1487-1","10.1109/AERO.2008.4526521","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4526521","","Cyclones;Data mining;Data preprocessing;Feature extraction;Information retrieval;Machine learning;Satellites;Sensor phenomena and characterization;Support vector machines;Tracking","atmospheric techniques;data analysis;feature extraction;geophysics computing;information retrieval;remote sensing;storms;support vector machines;wind","QuikSCAT wind sensor data;automated remote cyclone Identification;cyclone tracking;data preprocessing;data retrieval;feature extraction;location prediction;motion prediction;remote QuikSCAT satellite data;support vector machines","","4","","16","","","1-8 March 2008","","IEEE","IEEE Conference Publications"
"Semantic Strategic Satellite Image Retrieval","W. Messaoudi; I. R. Farah; K. s. ettabaa; B. Solaiman","Laboratoire de Recherche en Informatique Arabis&#233;e et Documentique Int&#233;gr&#233;e (R.I.AD.I), Ecole Nationale des Sciences de l'Informatique. Campus Universitaire de Manouba, 2010 Manouba, Tunisie. e-mail: wassim","2008 3rd International Conference on Information and Communication Technologies: From Theory to Applications","20080523","2008","","","1","6","Large amounts of spatial data are becoming available today due to the rapid development of remote sensing techniques. Several retrieval systems are proposed to retrieve necessary, interested and effective information such as key-word based image retrieval and content based image retrieval. However, the results of these approaches are generally unsatisfactory, unpredictable and don't match human perception due to the well gap between visual features and semantic concepts [1]. In this paper, we propose a new approach allowing semantic satellite image retrieval, describing the semantic image content and managing uncertain information. It's based on ontology model which represents spatial knowledge in order to provide semantic understanding of image content. Our retrieval system is based on two modules: ontological model merging and semantic strategic image retrieval. The first module allows developing ontological models which represent spatial knowledge of the satellite image, and managing uncertain information. The second module allows retrieving satellite images basing on their ontological model. In order to improve the quality of retrieval system and to facilitate the retrieval process, we propose two retrieval strategies which are the opportunist strategy and the hypothetic strategy. Our approach attempts to improve the quality of image retrieval, to reduce the semantic gap between visual features and semantic concepts and to provide an automatic solution for efficient satellite image retrieval.","","CD-ROM:978-1-4244-1752-0; POD:978-1-4244-1751-3","10.1109/ICTTA.2008.4529997","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4529997","Semantic image retrieval;knowledge representation;ontology merging;scene interpretation;semantic similarity","Content based retrieval;Content management;Humans;Image retrieval;Information management;Information retrieval;Merging;Ontologies;Remote sensing;Satellites","image retrieval;ontologies (artificial intelligence)","ontological model merging;semantic satellite image retrieval;semantic strategic image retrieval;spatial knowledge","","2","","25","","","7-11 April 2008","","IEEE","IEEE Conference Publications"
"Concept and implementation of a flexible and differentiated shopping cart functionality for creating personalised sustainability reports","D. Supke; R. Isenmann; J. M. Gomez","Carl von Ossietzky Universit&#228;t Oldenburg, Dep. Wirtschaftsinformatik I Very Large Business Applications, Ammerl&#228;nder Heerstr. 114-118 26129 Oldenburg, Germany. Email: suepke@wi-ol.de","2008 3rd International Conference on Information and Communication Technologies: From Theory to Applications","20080523","2008","","","1","6","This article describes the design and implementation of a Web-based system for creating personalised corporate sustainability reports. The difference to commonly used systems lies in the flexibility of the creation mechanism, allowing users to get tailored reports according to their informational demands. This way, the former static reports allow to be adapted to specific target groups which now have access to a report no longer providing unwanted data and thus allowing more efficient retrieval of information. A second tool is introduced to allow companies to generate and transform sustainability reports into a computable, XML based format more easily. Further on, the possibilities for using new Web technologies to encourage user participation in the creation and evaluation of reports is discussed to bind stakeholders even more to a specific company.","","CD-ROM:978-1-4244-1752-0; POD:978-1-4244-1751-3","10.1109/ICTTA.2008.4530384","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4530384","","Aggregates;Companies;Data systems;Information retrieval;Investments;Law;Legal factors;Taxonomy;Technological innovation;XML","Internet;XML;business data processing;company reports;information retrieval","Web-based system;XML based format;information retrieval;personalised corporate sustainability reports;shopping cart functionality","","0","","14","","","7-11 April 2008","","IEEE","IEEE Conference Publications"
"Using real-time outage information at Westar energy","","","2008 IEEE/PES Transmission and Distribution Conference and Exposition","20080512","2008","","","1","4","Real-time outage information at Westar can be classified in two ways: (1) real-time data during customer outages (before outage restoration) and (2) real-time data after customers have been restored (outage closed). During the customer interruptions, all individual device outages are provided both geographically and in tabular form for internal use by dispatch, field operations personnel and company management. This application also predicts customers before they attain the CEMI target level by using statistics gained through outage analysis.","2160-8555;21608555","CD-ROM:978-1-4244-1904-3; POD:978-1-4244-1903-6","10.1109/TDC.2008.4517306","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4517306","","Circuit breakers;Information management;Information retrieval;Information systems;Medical services;Personnel;Real time systems;Substations;Vegetation;Voltage","power system faults;power system restoration","CEMI target level;Westar Energy;company management;customer interruptions;customer restoration;field operations personnel;real-time outage information;statistical analysis","","0","","","","","21-24 April 2008","","IEEE","IEEE Conference Publications"
"Active Learning Methods for Interactive Image Retrieval","P. H. Gosselin; M. Cord","ETIS, CNRS, Paris","IEEE Transactions on Image Processing","20080610","2008","17","7","1200","1211","Active learning methods have been considered with increased interest in the statistical learning community. Initially developed within a classification framework, a lot of extension are now being proposed to handle multimedia applications. This paper provides algorithms within a statistical framework to extend active learning for online content-based image retrieval (CBIR). The classification framework is presented with experiments to compare several powerful classification techniques in this information retrieval context. Focusing on interactive methods, active learning strategy is then described. The limitations of this approach for CBIR are emphasized before presenting our new active selection process RETIN. First, as any active method is sensitive to the boundary estimation between classes, the RETIN strategy carries out a boundary correction to make the retrieval process more robust. Second, the criterion of generalization error to optimize the active learning selection is modified to better represent the CBIR objective of database ranking. Third, a batch processing of images is proposed. Our strategy leads to a fast and efficient active learning scheme to retrieve sets of online images (query concept). Experiments on large databases show that the RETIN method performs well in comparison to several other active strategies.","1057-7149;10577149","","10.1109/TIP.2008.924286","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4539847","","Content based retrieval;Feedback loop;Image databases;Image retrieval;Information retrieval;Interactive systems;Labeling;Learning systems;Robustness;Statistical learning","image retrieval;interactive systems;learning systems","active learning;boundary correction;boundary estimation;database ranking;information retrieval context;interactive image retrieval;online content-based image retrieval;query concept;statistical learning community","Algorithms;Artificial Intelligence;Database Management Systems;Databases, Factual;Image Enhancement;Image Interpretation, Computer-Assisted;Information Storage and Retrieval;Pattern Recognition, Automated;User-Computer Interface","46","","37","","","July 2008","","IEEE","IEEE Journals & Magazines"
"Enhancing build-portability for scientific applications across heterogeneous platforms","M. Slawinska; J. Slawinski; V. Sunderam","Dept. of Math and Computer Science, Emory University, 400 Dowman Drive, Atlanta, GA 30322, USA","2008 IEEE International Symposium on Parallel and Distributed Processing","20080603","2008","","","1","8","The paper addresses the build problem in the HPC arena that results from heterogeneity in hardware architectures, system software, and application build systems. We propose a new approach that generalizes current build systems, and enhances their portability across heterogeneous high-end platforms. Although the original application build system needs to be modified it is a one-time activity that allows us to extract target platform specific information and store it into profiles. Our toolkit exploits profiles to retrieve appropriate target-specific information during the actual build process. Our developed mechanism termed late binding enables dynamic concretization of platform-specific variables from profiles. This approach simplifies the build process for heterogeneous environments, promotes profile reuse, and improves its portability. In order to verify our approach in practice we have applied our methodology to a production molecular dynamics code (the CPMD application).","1530-2075;15302075","POD:978-1-4244-1693-6","10.1109/IPDPS.2008.4536161","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4536161","","Application software;Computer architecture;Computer science;Data mining;Drives;Hardware;Information retrieval;Production;Productivity;System software","software portability","application build systems;hardware architectures;heterogeneous high-end platforms;heterogeneous platforms;production molecular dynamics code;system software","","0","","12","","","14-18 April 2008","","IEEE","IEEE Conference Publications"
"An iterative unsupervised learning method for information distillation","K. Kamangar; D. Hakkani-Tur; G. Tur; M. Levit","International Computer Science Institute (ICSI), Berkeley, CA 94704, USA","2008 IEEE International Conference on Acoustics, Speech and Signal Processing","20080512","2008","","","4949","4952","Information distillation techniques are used to analyze and interpret large volumes of speech and text archives in multiple languages and produce structured information of interest to the user. In this work, we propose an iterative unsupervised sentence extraction method to answer open-ended natural language queries about an event. The approach consists of finding the subset of sentences that are very likely to be relevant or irrelevant for the query from candidate documents, and iteratively training a classification model using these examples. Our results indicate that performance of the system may be improved by around 30% relative in terms of F-measure, by using the proposed method.","1520-6149;15206149","POD:978-1-4244-1483-3","10.1109/ICASSP.2008.4518768","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4518768","information distillation;machine learning;question answering;unsupervised learning","Computer science;Data mining;Information analysis;Information retrieval;Iterative methods;Machine learning;Natural languages;Speech analysis;Strips;Unsupervised learning","iterative methods;query processing;unsupervised learning","F-measure;classification model;information distillation;iterative method;natural language queries;sentence extraction;speech;text archives;unsupervised learning","","1","","13","","","March 31 2008-April 4 2008","","IEEE","IEEE Conference Publications"
