"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=1042234,1049136,1039726,1038056,1045888,1038045,1045901,1038924,1038192,1040020,1040022,1039043,1048081,1039093,1047794,1039772,1039364,1021341,1045980,1046854,1037688,1044634,1048079,1048520,1048301,1021252,1038172,1038094,1046592,1048284,1047795,1045883,1040082,1038099,1041587,1042590,1039763,1044678,1044680,1044276,1045066,1034649,1024676,1030765,1020993,1030767,1021072,1024655,1021760,1028810,1020330,1035733,1035883,1034639,1034653,1028778,1030915,1028848,1035561,1032623,1026260,1030957,1035785,1031947,1025526,1028355,1029661,1034619,1020873,1017277,1030017,1029225,1035787,1026122,1029706,1020986,1024968,1019373,1027250,1035655,1037074,1027131,1035541,1025005,1034652,1022237,1019758,1025061,1028849,1025731,1028153,1027130,1022853,1029725,1035607,1035660,1024166,1022288,1035553,1031909",2017/05/04 21:59:36
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"LITE aerosol retrievals revisited in support of CALIPSO and GLAS","J. A. Reagan; X. Wang; H. Fang","Dept. of Electr. & Comput. Eng., Arizona Univ., Tucson, AZ, USA","IEEE International Geoscience and Remote Sensing Symposium","20021107","2002","3","","1379","1381 vol.3","The Lidar In-space Technology Experiment (LITE) shuttle mission demonstrated that spaceborne lidar offers an effective means for detecting the spatial features of significant regional aerosol concentrations resulting, for example, from Saharan dust, African and South American biomass burning, urban plumes and the like. Quantitative retrievals of aerosol backscatter and extinction profiles have also been obtained from the LITE 532 nm data using initial LITE calibrations and preliminary assumptions/modeling constraints regarding the aerosol extinction-to-backscatter ratio, S<sub>a</sub>, or auxiliary transmittance information. Two upcoming satellite lidar missions, GLAS (Geoscience Laser Altimeter System) and CALIPSO(Cloud-Aerosol Lidar and Infrared Pathfinder Satellite Observations) have provided impetus for continued analysis of LITE data as a testbed for developing and validating improved aerosol retrieval approaches for these satellite missions. This paper presents updated LITE aerosol retrievals, including uncertainty assessments, enabled by revised calibration approaches (including the 1064 nm channel) and techniques/models for reducing the range in S<sub>a</sub> values assumed for the retrievals.","","POD:0-7803-7536-X","10.1109/IGARSS.2002.1026122","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1026122","","Aerosols;Backscatter;Biomass;Calibration;Computer vision;Extinction coefficients;Information retrieval;Laser radar;Satellites;Space technology","aerosols;air pollution;atmospheric composition;atmospheric techniques;optical radar;remote sensing by laser beam","532 nm;CALIPSO;Cloud-Aerosol Lidar and Infrared Pathfinder Satellite Observations;GLAS;Geoscience Laser Altimeter System;LITE;Lidar In-space Technology Experiment;aerosol;air pollution;atmosphere;laser remote sensing;measurement technique;regional concentrations;satellite remote sensing;spaceborne lidar;spatial features","","3","","5","","","2002","","IEEE","IEEE Conference Publications"
"Semantic indexing of multimedia using audio, text and visual cues","G. Iyengar; H. Nock; C. Neti; M. Franz","IBM TJ Watson Res. Center, Yorktown Heights, NY, USA","Proceedings. IEEE International Conference on Multimedia and Expo","20021107","2002","2","","369","372 vol.2","We describe methods for automatic labeling of high-level semantic concepts in documentary style videos. The emphasis of this paper is on audio processing and on fusing information from multiple modalities. The work described represents initial work towards a trainable system that acquires a collection of generic ""intermediate"" semantic concepts across modalities (such as audio, video, text) and combines information from these modalities for automatic labeling of a ""high-level"" concept. Initial results suggest that multi-modal fusion achieves a 12.5% relative improvement over the best unimodal model.","","POD:0-7803-7304-9","10.1109/ICME.2002.1035607","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1035607","","Content based retrieval;Data mining;Indexing;Information retrieval;Labeling;Multimedia systems;Rockets;Software libraries;Speech processing;Videos","audio databases;audio signal processing;database indexing;multimedia databases;video databases;video signal processing","audio cues;audio processing;automatic labeling;digital video libraries;documentary style videos;high-level semantic concepts;multi-modal fusion;semantic multimedia indexing;text cues;trainable system;unimodal model;visual cues","","4","","14","","","2002","","IEEE","IEEE Conference Publications"
"Speeding up the similarity search in multimedia database","T. Chen; M. Nakazato; T. S. Huang","Beckman Inst. for Adv. Sci. & Technol., Illinois Univ., Urbana, IL, USA","Proceedings. IEEE International Conference on Multimedia and Expo","20021107","2002","2","","509","512 vol.2","In recent years, applications in multimedia databases have been more and more important. One new capability is to search by similarity in low-level image features (such as color, texture, shape, and motion). The performance of the similarity search highly relies on efficient index structures. However, current high-dimensional indexing techniques have limitations and a simple sequential scan algorithm can outperform them in many cases. We notice that few researchers have really evaluated the utilization of the actual memory size and the trade-off between I/O access time and computation time. Some methods tried to reduce the I/O access time but caused computation overhead. We propose a novel indexing technique, the RA-Blocks (Region Approximated Blocks), to overcome these limitations and improve the similarity search in multimedia databases. We also demonstrate the better performance of our work in experiments.","","POD:0-7803-7304-9","10.1109/ICME.2002.1035660","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1035660","","Indexing;Information retrieval;Multidimensional systems;Multimedia databases;Partitioning algorithms;Shape","database indexing;database theory;feature extraction;image retrieval;multimedia databases;query processing;search problems","RA-Blocks indexing;Region Approximated Blocks;efficient index structures;image features;multimedia database;performance;similarity search;speed up","","3","","15","","","2002","","IEEE","IEEE Conference Publications"
"Analysis of secondary structure elements of proteins using indexing techniques","C. Guerra; S. Lonardi; G. Zanotti","Dipt. di Elettronica e Inf., Padova Univ., Italy","Proceedings. First International Symposium on 3D Data Processing Visualization and Transmission","20021107","2002","","","812","821","In this paper we present a method for protein structure comparison that is based on indexing. Unlike most methods using indexing, ours does not use invariants of the C<sub>α</sub> atoms of the proteins, rather it relies on geometric properties of the secondary structures. Given a set of protein structures, we compute the angles and distances of all the triplets of linear segments associated to the secondary structures of the proteins and use them to build hash tables. The hash tables can be used for fast retrieval of hypotheses of matches of a query protein against the database. We present and analyze the tables obtained for two separate sets of proteins that are representatives of all the folds in the PDB. The tables show an interesting distribution of the triplets of elements, especially if one takes into account that the elements of a triplet are generally not close in space. The majority of the elements are found to belong to two planar regions in the three-dimensional tables. The planar regions can be characterized as those whose corresponding triplets of structures lie on almost parallel planes.","","POD:0-7695-1521-4","10.1109/TDPVT.2002.1024166","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1024166","","Computer science;Ear;Indexing;Information retrieval;Pattern recognition;Protein engineering;Quantization;Rivers;Spatial databases;Statistical analysis","computational geometry;database indexing;image matching;image retrieval;medical image processing;medical information systems;proteins","PDB;Protein Data Bank;database;geometric hashing;globular proteins;hash tables;hypothesis retrieval;indexing;linear segments;pattern recognition;protein structure comparison;query protein matches;secondary structures;triplet elements","","2","","24","","","2002","","IEEE","IEEE Conference Publications"
"Annotating scientific images: a concept-based approach","M. Gertz; K. U. Sattler; F. Gorin; M. Hogarth; J. Stone","Dept. of Comput. Sci., California Univ., Davis, CA, USA","Proceedings 14th International Conference on Scientific and Statistical Database Management","20021107","2002","","","59","68","Data annotations are an important kind of metadata that occur in the form of externally assigned descriptions of particular features in Web accessible documents. Such metadata are eventually used in data retrieval tasks on heterogeneous, possible distributed Web-accessible documents. In this paper, we present the model and realization of an annotation framework that scientists can employ to semantically enrich different types of documents, primarily scientific images made available through an image repository. Although we employ ontology like structures, called concepts, for metadata schemes used in annotations, our primary focus is on how concepts are actually used to annotate images and regions of interest, respectively, that exhibit features of interest to a researcher. It turns out that the combined consideration of domain specific concepts and annotated regions in images provides interesting means to analyze the usage of metadata regarding certain correctness and plausibility criteria. We detail our annotation management framework in the context of the Human Brain Project in which Neuroscientists record their observations on specific brain structures, and share and exchange information through concept-based annotations associated with images.","1099-3371;10993371","POD:0-7695-1632-7","10.1109/SSDM.2002.1029706","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1029706","","Biomedical imaging;Brain;Computer science;Humans;Image databases;Image retrieval;Information retrieval;Nervous system;Pathology;Spatial databases","Internet;brain;feature extraction;image retrieval;medical image processing;meta data;neurophysiology;visual databases","Human Brain Project;Web accessible documents;brain structures;concept-based approach;correctness criteria;data retrieval tasks;distributed Web-accessible documents;externally assigned descriptions;heterogeneous Web-accessible documents;image repository;metadata;ontology like structures;plausibility criteria;regions of interest;scientific image annotations","","4","1","25","","","2002","","IEEE","IEEE Conference Publications"
"Scheduling real-time data items in multiple channels and multiple receivers environments","Guanling Lee; Yi-Ning Pan; A. L. P. Chen","Dept. of Comput. Sci. & Inf. Eng., Nat. Dong Hwa Univ., Hualien, Taiwan","Proceedings 22nd International Conference on Distributed Computing Systems","20021107","2002","","","455","456","The problem of transmitting data items with timing constraint in the multiple broadcast channels where clients equipped with multiple receivers is studied. In our approach, the data items are divided into two sets, the broadcast data set and the on-demand data set. The data items in the broadcast data set is periodically broadcast on the broadcast channels while the data items in the on-demand data set are transmitted when they are requested. The server offline allocates the data items in the broadcast data set to the multiple broadcast channels. The clients retrieved data items from the broadcast channels are guaranteed to receive them within the timing constraint. Once the desired data item is not included in the broadcast channels, clients make requests associated with deadlines to the server. By using the bandwidth remaining for the on-demand mode, the server broadcasts the requested data items in an online fashion. The intention of our work is to serve as many requests as possible.","1063-6927;10636927","POD:0-7695-1585-1","10.1109/ICDCS.2002.1022288","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1022288","","Bandwidth;Broadcasting;Computer science;Databases;Fault tolerance;Information retrieval;Processor scheduling;Roads;Scheduling algorithm;Timing","broadcast channels;client-server systems;database management systems;decision theory;fault tolerance;radio data systems;real-time systems;scheduling","broadcast data set;broadcast scheduling;clients;multiple channels;multiple receivers;on-demand data set;real-time data items;scheduling;timing constraint;wireless data delivery model","","2","","4","","","2002","","IEEE","IEEE Conference Publications"
"A visualization system of relationships among papers based on the graph drawing problem","S. Tanabe; K. Oyobe; N. Sunaoka; S. Yokoyama; Y. Miyadera","Tokyo Gakugei Univ., Koganei, Japan","Proceedings Sixth International Conference on Information Visualisation","20021107","2002","","","202","210","This study developed a support system that can retrieve papers by using the paper-relationship diagrams (PRDs) that express the relationships among papers. The system has the following functions: (1) users can see various relationships among papers by visualizing of PRDs; and (2) the visualization patterns can be changed dynamically by users own point of view. To implement the dynamic and safe visualization of the PRDs, the authors formalized user requirements for visualization as a set of constraints on the graph drawing problem, and developed an algorithm that visualizes the PRDs based on the graph drawing problem. By the implementation of the dynamic and safe visualization of the PRDs, users can see various relationships among papers by changing their own point of view.","1093-9547;10939547","POD:0-7695-1656-4","10.1109/IV.2002.1028778","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1028778","","Bibliographies;Computer science;Conference proceedings;Data mining;Indexing;Information retrieval;Search engines;Software libraries;Springs;Visualization","data visualisation;diagrams;graph theory;information retrieval","article relationships;graph drawing problem;information retrieval;information visualization system;paper-relationship diagrams;user requirements","","4","","15","","","2002","","IEEE","IEEE Conference Publications"
"Modeling of video objects in a video databases","Lei Chen; M. T. Ozsu","Sch. of Comput. Sci., Waterloo Univ., Ont., Canada","Proceedings. IEEE International Conference on Multimedia and Expo","20021107","2002","2","","217","220 vol.2","In this paper, we present an efficient video data model to represent moving trajectories of video objects and spatiotemporal relationships among the video objects. A video clip is segmented into a set of common appearance intervals (CAIs). A CAI is a time interval that video objects appear together. Transitions among CAIs record the appearance/disappearance of video objects. Depending on the properties of video objects, they are classified as foreground and background video objects. Foreground video objects are further divided into moving video objects and static video objects. Different models are designed to capture these video objects and spatio-temporal relationships among foreground video objects.","","POD:0-7803-7304-9","10.1109/ICME.2002.1035553","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1035553","","Computer aided instruction;Computer science;Content based retrieval;Data models;Data structures;Databases;Information retrieval;Layout;Marine vehicles;Shape","image classification;image motion analysis;image representation;image retrieval;spatiotemporal phenomena;video databases;video signal processing","CAI;appearance;background objects;common appearance intervals;content-based modeling;disappearance;foreground objects;moving objects;moving trajectories;spatiotemporal relationships;static objects;time interval;video data model;video databases;video objects","","5","","9","","","2002","","IEEE","IEEE Conference Publications"
"Placement problems for transparent data replication proxy services","Jianliang Xu; Bo Li; Dik Lun Lee","Dept. of Comput. Sci., Hong Kong Univ. of Sci. & Technol., China","IEEE Journal on Selected Areas in Communications","20021107","2002","20","7","1383","1398","Transparent data replication has been considered a promising technique for improving system performance for a large distributed network. In this paper, a hybrid transparent replication model is presented. We address the problems of replication proxy placement in the network and data replica placement on the installed proxies given that a maximum of M proxies are allowed. Both reads and writes are considered in these problems. The performance objective is to minimize the total data transfer cost. To address the placement problems, we first present the optimal solutions for a single object in a tree network without/with constraint on the number of replicas. Based on that, two schemes, namely, aggregate access (AGGA) and weighted popularity (WPOP), are proposed for the replication proxy placement problem. An optimal solution is described for the replica placement problem. The performance of the proposed placement schemes is evaluated with a set of carefully designed simulation experiments over a wide range of system parameters. The results give us several helpful intuitions in deploying transparent replication proxies in a practical system.","0733-8716;07338716","","10.1109/JSAC.2002.802068","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1031909","","Aggregates;Authoring systems;Computer networks;Costs;Distributed computing;Explosives;Helium;Information retrieval;Sensor systems;System performance","cache storage;client-server systems;computer networks","AGGA;WPOP;aggregate access;caching;data replica placement;data transfer cost;hybrid transparent replication model;large distributed network;placement problems;reads;replica placement problem;replication proxy placement problem;system performance;transparent data replication proxy services;tree network;weighted popularity;writes","","46","1","28","","","Sep 2002","","IEEE","IEEE Journals & Magazines"
"Generating phonetic cognates to handle named entities in English-Chinese cross-language spoken document retrieval","H. M. Meng; Wai-Kit Lo; Berlin Chen; K. Tang","Chinese Univ. of Hong Kong, Shatin, China","Automatic Speech Recognition and Understanding, 2001. ASRU '01. IEEE Workshop on","20021107","2001","","","311","314","We have developed a technique for automatic transliteration of named entities for English-Chinese cross-language spoken document retrieval (CL-SDR). Our retrieval system integrates machine translation, speech recognition and information retrieval technologies. An English news story forms a textual query that is automatically translated into Chinese words, which are mapped into Mandarin syllables by pronunciation dictionary lookup. Mandarin radio news broadcasts form spoken documents that are indexed by word and syllable recognition. The information retrieval engine performs matching in both word and syllable scales. The English queries contain many named entities that tend to be out-of-vocabulary words for machine translation and speech recognition, and are omitted in retrieval. Names are often transliterated across languages and are generally important for retrieval. We present a technique that takes in a name spelling and automatically generates a phonetic cognate in terms of Chinese syllables to be used in retrieval. Experiments show consistent retrieval performance improvement by including the use of named entities in this way.","","POD:0-7803-7343-X","10.1109/ASRU.2001.1034649","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1034649","","Audio recording;Broadcast technology;Dictionaries;Digital multimedia broadcasting;Engines;Indexing;Information retrieval;Natural languages;Radio broadcasting;Speech recognition","dictionaries;indexing;information retrieval;language translation;natural language interfaces;pattern matching;speech processing;speech recognition;text analysis","Chinese words;English news story;English-Chinese spoken document retrieval;Mandarin radio news broadcasts;Mandarin syllables;automatic transliteration;cross-language spoken document retrieval;indexing;information retrieval;machine translation;matching;name spelling;named entities;out-of-vocabulary words;performance improvement;phonetic cognate generation;pronunciation dictionary lookup;speech recognition;syllable recognition;textual query;word recognition","","8","40","5","","","2001","","IEEE","IEEE Conference Publications"
