"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=4089208,4099105,4099072,4087653,4090123,4085589,4085470,4087758,4097987,4085456,4086469,4099173,4099004,4085443,4086661,4079499,4079497,4085182,4084878,4084340,4085088,4076518,4076639,4072202,4079161,4076494,4076929,4076536,4079136,4076197,4078003,4076510,4076326,4076817,4079065,4042284,4076128,4076713,4079138,4076514,4042275,4076491,4079028,4076813,4079140,4076381,4072139,4076503,4072059,4076519,4076535,4042276,4076462,4079172,4042250,4078921,4042328,4076444,4067088,4069257,4067750,4067930,4068124,4069111,4068829,4063728,4061473,4061512,4061386,4061410,4054998,4061414,4061374,4061432,4064553,4060959,4064551,4054607,4061369,4061446,4061372,4063655,4061458,4061496,4061525,4061476,4061470,4063595,4061384,4061381,4063591,4063671,4060958,4064250,4061489,4061487,4062575,4061435,4061303,4058678",2017/05/04 21:22:10
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Machine Learning for Keyphrases Extraction Based on Naive Bayesian Classifier","J. Wang; H. Peng; J. Hu","School of Computer Science and Engineering, South China University of Technology, Guangzhou 510640, China. jbwang@scut.edu.cn","2006 International Conference on Computational Intelligence and Security","20070129","2006","1","","815","818","Keyphrase extraction is a task with many applications in information retrieval, text mining, and natural language processing. In this paper, a keyphrase extraction approach based on the naive Bayesian classifier is proposed. To determine whether a phrase is a keyphrase, the following features of a phrase in a given document are adopted: its term frequency, whether to appear in the title, abstract and headings (subheadings), and its frequency appearing in the paragraphs of the given document. The approach is evaluated by the standard information retrieval metrics of precision and recall. Experiment results show that this approach is very practical: it can achieve high precision and recall; especially the recall it can achieve is over 80 percent","","CD-ROM:1-4244-0605-6; POD:1-4244-0604-8","10.1109/ICCIAS.2006.294249","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4072202","","Application software;Bayesian methods;Computer science;Data mining;Frequency;Information retrieval;Machine learning;Machine learning algorithms;Natural language processing;Text mining","Bayes methods;information retrieval;learning (artificial intelligence);pattern classification","information retrieval metrics;keyphrases extraction;machine learning;naive Bayesian classifier","","0","","8","","","Nov. 2006","","IEEE","IEEE Conference Publications"
"Enterprise Information Access and the User Experience","F. Knabe; D. Tunkelang","Endeca","IT Professional","20070205","2007","9","1","21","28","Today, digitally stored information isn't only ubiquitous, it's also increasing in volume at an exponential rate. And not only is the volume increasing, but so is the variety, as well as the ways of combining information from different sources to derive insights. Not surprisingly, our most pressing technological and business problem is finding what we need in this sea of information. The dominant paradigm for addressing this problem is information retrieval (Modem Information Retrieval, Ricardo Baeza-Yates and Berthier Ribeiro-Neto, ACM Press, 1999). In this paradigm, the user enters a query (typically a few words typed into a search box), and the system retrieves documents matching the query, ranking the matches based on an estimate of their relevancy to the query. If the system finds many matches, the user sees only the highest-ranked matches. The popularity of Web search systems such as Google shows that the information retrieval paradigm can be effective. An information access framework empowers users by explicitly focusing on the interaction between users and the system. The key problem for information access systems isn't guessing which matching document is most relevant, but establishing a dialogue in which users progressively communicate their information goals while the system provides immediate, incremental feedback that guides users in the pursuit of those goals","1520-9202;15209202","","10.1109/MITP.2007.8","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4079499","aggregation;dynamic clustering;enterprise information access;faceted search;query refinement;treemap;visualization","Content management;Control systems;Feedback;Information retrieval;Libraries;Lifting equipment;Natural languages;Pressing;Project management;Web search","Internet;Web sites;query processing;search engines","Web search system;digitally stored information;document retrieval;enterprise information access;information retrieval;query processing;user experience","","1","1","","","","Jan.-Feb. 2007","","IEEE","IEEE Journals & Magazines"
"Wearable Band Using a Fabric-Based Sensor for Exercise ECG Monitoring","C. l. Shen; T. Kao; C. t. Huang; J. h. Lee","Institute of Biomedical Engineering National Yang-Ming University, Taipei, Taiwan; Department of Product Development, Taiwan Textile Research Institute, Tucheng, Taipei County, Taiwan. Clshen.0865@ttri.org.tw","2006 10th IEEE International Symposium on Wearable Computers","20070122","2006","","","143","144","Recently, smart textiles, especially for wearable garments that capable of recording vital signals, have attracted a lot of attention. There are many reports about wearable garment-based platforms focusing on the monitoring of ECG, but most of them are for static situation. In this paper, we report a fabric-based garment sensing system to monitor the exercise electrocardiogram (ECG); a wireless communication configuration based on Bluetooth to transfer the signals into a PDA; and an algorithm to retrieve the desired ECG signals from the raw data. In addition, PDA can communicate with a remote server by WiFi to insure that all data could be stored exactly. The experimental results in resting, walking, or jogging, show this wearable garment system can steadily, continuously and precisely get the ECG, RRI and HRV.","1550-4816;15504816","CD-ROM:1-4244-0598-x; POD:1-4244-0597-1","10.1109/ISWC.2006.286367","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4067750","","Biomedical monitoring;Bluetooth;Clothing;Electrocardiography;Information retrieval;Intelligent sensors;Remote monitoring;Textiles;Wearable sensors;Wireless communication","Bluetooth;biomedical telemetry;electrocardiography;fabrics;gait analysis;intelligent sensors;medical computing;wireless LAN","Bluetooth;PDA;WiFi;electrocardiogram;exercise ECG monitoring;fabric-based sensor;jogging;resting;signal retrieval;smart textiles;walking;wearable band","","3","18","4","","","11-14 Oct. 2006","","IEEE","IEEE Conference Publications"
"GroCoca: group-based peer-to-peer cooperative caching in mobile environment","C. y. Chow; H. V. Leong; A. T. s. Chan","Dept. of Comput. Sci. & Eng., Minnesota Univ., Minneapolis, MN","IEEE Journal on Selected Areas in Communications","20070115","2007","25","1","179","191","In a mobile cooperative caching environment, we observe the need for cooperating peers to cache useful data items together, so as to improve cache hit from peers. This could be achieved by capturing the data requirement of individual peers in conjunction with their mobility pattern, for which we realized via a GROup-based COoperative CAching scheme (GroCoca). In GroCoca, we define a tightly-coupled group (TCG) as a collection of peers that possess similar mobility pattern and display similar data affinity. A family of algorithms is proposed to discover and maintain all TCGs dynamically. Furthermore, two cooperative cache management protocols, namely, cooperative cache admission control and replacement, are designed to control data replicas and improve data accessibility in TCGs. A cache signature scheme is also adopted in GroCoca in order to provide information for the mobile clients to determine whether their TCG members are likely caching their desired data items and to perform cooperative cache replacement Experimental results show that GroCoca outperforms the conventional caching scheme and standard COoperative CAching scheme (COCA) in terms of access latency and global cache hit ratio. However, GroCoca generally incurs higher power consumption.","0733-8716;07338716","","10.1109/JSAC.2007.070118","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4062575","","Access protocols;Broadcasting;Cooperative caching;Delay;Energy consumption;File servers;Information retrieval;Mobile communication;Mobile computing;Peer to peer computing","cache storage;mobility management (mobile radio);peer-to-peer computing","GroCoca management protocols;TCG;admission control;data affinity;group-based peer-to-peer cooperative caching;mobile clients;tightly-coupled group","","46","","31","","","Jan. 2007","","IEEE","IEEE Journals & Magazines"
"Performances of Mobile-Agents for Interactive Image Retrieval","D. Picard; M. Cord","ETIS","2006 IEEE/WIC/ACM International Conference on Web Intelligence (WI 2006 Main Conference Proceedings)(WI'06)","20070115","2006","","","581","586","In this paper, we present a system for image retrieval over a network of computer based on ""ant-like"" mobile-agents. Image databases are hosted on the network, and the user wants to find all the images matching a specific concept (cars, flower, Italy, etc...). Usually, content based image retrieval systems (CBIR) do not consider the dispertion of the data among the network. We train a SVM classifier with examples annotated by the user and then launch mobile agents which explore the network in order to retrieve the most relevant images. Several interactive session (launching of agents then annotation of the results) are made to improve the classifier. Experiments are made both to see the influence of localization of the search concept on the quality of the learning, and to focus on the quality of the agent based solution compared to a centralizing system within a fixed amount of time for the interaction","","POD:0-7695-2747-7","10.1109/WI.2006.129","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4061435","","Computer networks;Content based retrieval;Distributed computing;Image databases;Image matching;Image retrieval;Information retrieval;Mobile agents;Performance evaluation;Search engines","content-based retrieval;image matching;image retrieval;interactive systems;mobile agents;support vector machines;visual databases","SVM classifier;content based image retrieval system;image databases;image matching;interactive image retrieval;machine learning;mobile-agent","","1","","10","","","Dec. 2006","","IEEE","IEEE Conference Publications"
"Relation-Based Case Retrieval Approach for Web Services Selection","S. M. F. D. S. Mustapha","British Telecom plc (Asian Research Centre)","2006 IEEE/WIC/ACM International Conference on Web Intelligence (WI 2006 Main Conference Proceedings)(WI'06)","20070115","2006","","","644","648","Web service selection has been a challenging task for automated workflow composition. This is mainly due to the heterogeneity of the Web service structure, non-standardization of registry format and complexity in capturing the semantic part of the Web service functionalities. Relation-based case retrieval (RCR) establishes the relationship between cases and the Web service invocation information. The cases contain the business proposals and the business operations in which they are measured using similarity function. RCR builds the cluster information of the cases that is able to 1) search replacement for the unavailability of the Web services, 2) find dissimilarities in the repeated requests and 3) determine partiality in matching. RCR approach allows the retrieval of Web services independently from the semantic and syntactic description of Web service structure or registry format","","POD:0-7695-2747-7","10.1109/WI.2006.145","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4061446","","Credit cards;Information retrieval;Knowledge based systems;Middleware;Ontologies;Programmable control;Proposals;Taxonomy;Telecommunications;Web services","Web services;business data processing;case-based reasoning;workflow management software","Web service invocation information;Web service structure;Web services selection;automated workflow composition;business operations;business proposals;cluster information;registry format;relation-based case retrieval approach;repeated requests;semantic description;syntactic description","","0","","12","","","18-22 Dec. 2006","","IEEE","IEEE Conference Publications"
"Toward a Common Event Model for Multimedia Applications","U. Westermann; R. Jain","University of California, Irvine","IEEE MultiMedia","20070115","2007","14","1","19","29","Although events are ubiquitous in multimedia, no common notion of events has emerged. Events appear in multimedia presentation formats, programming frameworks, and databases, as well as in next-generation multimedia applications such as eChronicles, life logs, or the Event Web. A common event model for multimedia could serve as a unifying foundation for all of these applications","1070-986X;1070986X","","10.1109/MMUL.2007.23","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4061303","Experiential computing;and event-centric multimedia;multimedia event model","Content management;Context modeling;Event detection;Indexing;Information retrieval;Mice;Multimedia computing;Multimedia databases;Streaming media;Yarn","multimedia computing","common event model;event-centric multimedia;multimedia applications","","55","4","10","","","Jan.-March 2007","","IEEE","IEEE Journals & Magazines"
"LSCrawler: A Framework for an Enhanced Focused Web Crawler Based on Link Semantics","M. Yuvarani; N. c. s. n. Iyengar; A. Kannan","Infosys Technologies Limited, India","2006 IEEE/WIC/ACM International Conference on Web Intelligence (WI 2006 Main Conference Proceedings)(WI'06)","20070115","2006","","","794","800","The traditional process of focused Web crawler is to harvest a collection of Web documents that are focused on the topical subspaces. The intricacy of focused crawlers is identifying the next most important and relevant link to follow. Focused crawlers mostly rely on probabilistic models for predicting the relevancy of the documents. The Web documents are well characterized by the hypertext and the hypertext can be used to determine the relevance of the document to the search domain. The semantics of the link characterizes the semantics of the document referred. In this article, a novel, and distinctive focused crawler named LSCrawler has been proposed. This LSCrawler system retrieves documents by speculating the relevancy of the document based on the keywords in the link and the surrounding text of the link. The relevancy of the documents is reckoned measuring the semantic similarity between the keywords in the link and the taxonomy hierarchy of the specific domain. The system exhibits better recall as it exploits the semantic of the keywords in the link","","POD:0-7695-2747-7","10.1109/WI.2006.112","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4061476","","Crawlers;Hardware;Information retrieval;OWL;Ontologies;Predictive models;Taxonomy;Web pages;Web server;Web sites","Internet;information retrieval;ontologies (artificial intelligence)","LSCrawler system;Web crawler;Web document;hypertext;probabilistic model","","9","","7","","","Dec. 2006","","IEEE","IEEE Conference Publications"
"How Advances in Search Combine Databases, Sentence Diagramming, and ""Just the Facts""","D. Bean","Utah Univ., Salt Lake, UT","IT Professional","20070205","2007","9","1","14","19","Among the most studied subfields of natural language processing (NLP) are information retrieval (IR, aka search) and information extraction (IE). Yet, even though researchers have wanted to combine IR and IE for nearly a decade, we are only now starting to see commercial applications that put the notion into practice. The search market remains dominated by traditional IR technologies, as evidenced by the likes of Google, Yahoo, and Verity. (Granted, Google's page-rank algorithm departs from traditional IR algorithms by including link data, but the underlying index of terms is conventional.) Two forces are driving the need for advanced search technologies: (a) users are more knowledgeable and are demanding greater search engine precision; and (b) vendors must create new search products, particularly enterprise search applications. This issue's theme articles represent several of these advancements. In this article, the author detail how IE-in particular action-oriented event extraction-enables new search functionality","1520-9202;15209202","","10.1109/MITP.2007.11","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4079497","information extraction;named entity extraction;natural language processing;search;text analytics","Data mining;Databases;Eyes;Frequency;Information retrieval;Natural languages;Search engines;Technology management;Text processing","information retrieval;natural language processing;search engines","databases;information extraction;information retrieval;natural language processing;search engine;sentence diagramming","","2","1","","","","Jan.-Feb. 2007","","IEEE","IEEE Journals & Magazines"
"Location-driven Retrieval of Images Collected by a Mobile Robot","K. Tanaka; M. Hirayama; N. Okada; E. Kondo","Graduate School of Engineering, Kyushu University, Motooka 744, Nishi-ku, Fukuoka, 819-0395, Japan. e-mail: kanji@mech.kyushu-u.ac.jp","2006 IEEE/RSJ International Conference on Intelligent Robots and Systems","20070115","2006","","","198","204","Mobile robot teleoperation is a method for a human user to interact with a mobile robot over time and distance. Successful teleoperation depends on how well sensor images taken by the mobile robot are visualized to the user. To enhance the efficiency and the flexibility of the visualization, an image retrieval system on such a robot's image database would be very useful. The main difference of this image retrieval problem from the standard one is that due to variety of viewing conditions, there exist various of relevant images. The main contribution of this paper is to propose an efficient retrieval approach for such a problem by utilizing correlation between visual features and real world locations of images. An active learning technique based on support vector machine is extended for this aim. The second contribution is to present a multi-hypothesis approach to deal with location uncertainty inherent in real world applications","2153-0858;21530858","CD-ROM:1-4244-0259-X; POD:1-4244-0258-1","10.1109/IROS.2006.282412","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4058678","","Humans;Image databases;Image retrieval;Image sensors;Information retrieval;Machine learning;Mobile robots;Robot sensing systems;Support vector machines;Visualization","image retrieval;mobile robots;robot vision;support vector machines;telerobotics;uncertain systems;visual databases","image database;image retrieval system;location driven retrieval;location uncertainty;mobile robot teleoperation;sensor images;support vector machines","","0","","16","","","Oct. 2006","","IEEE","IEEE Conference Publications"
"Rapid Synthesis of Domain-Specific Web Search Engines Based on Semi-Automatic Training-Example Generation","H. Nabeshima; R. Miyagawa; Y. Suzuki; K. Iwanuma","University of Yamanashi, Japan","2006 IEEE/WIC/ACM International Conference on Web Intelligence (WI 2006 Main Conference Proceedings)(WI'06)","20070115","2006","","","769","772","In this paper, we propose two kinds of semi-automatic training-example generation algorithms for rapidly synthesizing a domain-specific Web search engine. We use the keyword spice model, as a basic framework, which is an excellent approach for building a domain-specific search engine with high precision and high recall. The keyword spice model, however, requires a huge amount of training examples which should be classified by hand. For overcoming this problem, we propose two kinds of refinement algorithms based on semi-automatic training-example generation: (i) the sample decision tree based approach, and (ii) the similarity based approach. These approaches make it possible to build a highly accurate domain-specific search engine with a little time and effort. The experimental results show that our approaches are very effective and practical for the personalization of a general-purpose search engine","","POD:0-7695-2747-7","10.1109/WI.2006.143","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4061470","","Classification tree analysis;Decision trees;Impedance matching;Information retrieval;Internet;Search engines;Web pages;Web search","decision trees;information retrieval;learning (artificial intelligence);search engines","domain-specific Web search engine personalization;keyword spice model;refinement algorithm;sample decision tree learning algorithm;semiautomatic training-example generation algorithm;similarity based approach","","2","","10","","","18-22 Dec. 2006","","IEEE","IEEE Conference Publications"
"Mining the Web for Transliteration Lexicons: Joint-Validation Approach","J. h. Oh; H. Isahara","National Institute of Information and Communications Technology (NICT), Japan","2006 IEEE/WIC/ACM International Conference on Web Intelligence (WI 2006 Main Conference Proceedings)(WI'06)","20070115","2006","","","254","261","The Web provides the largest data collection, which reflects language use in daily life. With the advent of new technology and the flood of information on the Web, it has become quite common to create new terms supporting new concepts and translate these terms into non-Latin languages with ""transliteration"" referring to ""translation by sound"". Cross-language natural language processing applications, such as machine translation and cross-language information retrieval, usually need a translation dictionary, which affects the quality of the applications. However; the transliteration lexicons are usually unregistered in the translation dictionary. To address the problem, we present a transliteration lexicon acquisition model that mines the Web for transliteration lexicons. In this paper, we describe techniques of comparing phonetic-similarity to recognize transliteration pair candidates on the Web and of finding the correct transliteration pairs based on joint-validation. The techniques were evaluated against manually constructed transliteration lexicons. Our experiments revealed that the techniques effectively found transliteration lexicons on the Web","","POD:0-7695-2747-7","10.1109/WI.2006.120","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4061374","","Computational linguistics;Costs;Dictionaries;Engines;Floods;Frequency;Information retrieval;Natural language processing;Natural languages;Testing","Internet;data mining;information retrieval;language translation;natural language processing","Web mining;cross-language information retrieval;cross-language natural language processing;joint-validation approach;machine translation;nonLatin language;translation dictionary;transliteration lexicon acquisition model","","1","","15","","","18-22 Dec. 2006","","IEEE","IEEE Conference Publications"
"Ontology-Based Multimedia Presentation Generation","P. M. Barnaghi; S. A. Kareem","School of Computer Science and Information Technology, The University of Nottingham (Malaysia Campus), Kuala Lumpur, Malaysia. e-mail: payam.barnaghi@nottingham.edu.my","TENCON 2005 - 2005 IEEE Region 10 Conference","20070205","2005","","","1","5","Multimedia data are illusory entities for the machines. Their contents include interpretable data as well as binary representations. Understanding and accessing the content-driven information for multimedia objects allow us to design an efficient multimedia querying and retrieval system. In this paper, we propose a framework to represent the multimedia information and object roles in order to generate automatic multimedia presentations. The proposed architecture attempts to represent the semantic information and the relations amongst the multimedia objects in a disclosure domain. Thus, the system is domain dependent. The represented data associates with the presentation mechanisms to create an integrated presentation generation system. A multi-layer design defines the various levels of abstraction for the proposed framework.","2159-3442;21593442","CD-ROM:0-7803-9312-0; POD:0-7803-9311-2","10.1109/TENCON.2005.300883","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4084878","","Computer science;Content based retrieval;Data models;Electronic mail;Information representation;Information retrieval;Information technology;Multimedia databases;Multimedia systems;Ontologies","content-based retrieval;multimedia systems;ontologies (artificial intelligence);query processing","automatic multimedia presentations;binary representations;content-driven information;multimedia data;multimedia objects;multimedia querying system;multimedia retrieval system;ontology-based multimedia presentation generation;semantic information","","4","","13","","","21-24 Nov. 2005","","IEEE","IEEE Conference Publications"
"Fault-Tolerant Music Search by New Ranking Order Algorithm","W. Theimer; A. Ross","Nokia Research Center / Ruhr-Universit&#228;t Bochum, Germany. Wolfgang.Theimer@ieee.org","2006 IEEE Workshop on Multimedia Signal Processing","20070115","2006","","","229","232","Music information retrieval is an active area of research with high practical relevance. Humming a melody is one natural way to overcome the input restrictions when searching for music. In this presentation we concentrate on a new ranking order algorithm to match melody input to a music database containing polyphonic music as sequences of notes. The new algorithm achieves high melody recognition rates and shows graceful degradation in the presence of errors such as omission/insertion of notes or wrong tone heights/durations. The recognition rate is maximized by applying evolutionary strategies for parameter optimizations. The parallel implementation on a Linux-based PC cluster and the computational effort are discussed. Quantitative results are presented for melody recognition. We compare the method with related work and conclude with an outlook","","CD-ROM:0-7803-9752-5; POD:0-7803-9751-7","10.1109/MMSP.2006.285303","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4064553","","Clustering algorithms;Databases;Degradation;Fault tolerance;Humans;Impedance matching;Length measurement;Music information retrieval;Position measurement;Strontium","Linux;audio databases;evolutionary computation;fault tolerance;information retrieval;music;pattern recognition","Linux-based PC cluster;evolutionary strategy;fault-tolerant music search;humming;information retrieval;melody recognition rate;music database;parallel implementation;parameter optimization;polyphonic music;ranking order algorithm","","0","","11","","","3-6 Oct. 2006","","IEEE","IEEE Conference Publications"
"User Model to Design Adaptable Interfaces for Motor-Impaired Users","P. Biswas; S. Bhattacharya; D. Samanta","School of Information Technology, Indian Institute of Technology, Kharagpur WB-721302, India. pbiswas@sit.iitkgp.ernet.in","TENCON 2005 - 2005 IEEE Region 10 Conference","20070205","2005","","","1","6","User modeling is an important strategy for designing effective user interface. User model for able-bodied user is not always suitable for physically and mentally retarded people. There are some special characteristics of users and also of the interfaces, which have to be considered when building a user model for disabled users. This paper concerns about modeling motor-impaired users for developing personalized interfaces for those people. In the proposed user model, main emphasis is given on making the user model application independent, clustering users according to their physical disability and cognitive level and adapting the model with respect to individual user as well as cluster of users.","2159-3442;21593442","CD-ROM:0-7803-9312-0; POD:0-7803-9311-2","10.1109/TENCON.2005.301277","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4085088","","Application software;Artificial neural networks;Buildings;Cognitive science;Computer interfaces;Delay;Human computer interaction;Information retrieval;Information technology;User interfaces","cognition;handicapped aids;user modelling","adaptable interface;cognitive level;disabled user;mentally retarded people;motor-impaired user;personalized interface;physical disability;physically retarded people;user interface;user modeling","","3","","10","","","21-24 Nov. 2005","","IEEE","IEEE Conference Publications"
"A Data Hiding Technique for JPEG Color Images by One-Dimensional Spectrum Modification","","","2006 IEEE International Symposium on Industrial Electronics","20070129","2006","1","","635","639","A method of hiding data in images for applications such as carrying identification and authorization information in a picture or logo is proposed. By converting a JPEG-compressed color image to a one-dimensional signal in R, G, or B and using an arbitrary sampling rate of 16 kHz, masked frequencies in the 1-D signal are determined for each segment or block. Imperceptible hiding of given data is carried out by modifying the spectral power at a pair of commonly occurring masked frequencies. Preliminary results show that the spectrum modification technique is simple to process with barely noticeable distortion in the data-embedded image. Using an oblivious technique and a key consisting of the frequencies where spectrum is modified, successful data retrieval with no bit errors has been observed. Embedded image corrupted by low level noise still retained the hidden data with low bit errors","2163-5137;21635137","CD-ROM:1-4244-0497-5; POD:1-4244-0496-7","10.1109/ISIE.2006.295534","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4078003","","Authorization;Color;Data encapsulation;Frequency conversion;Image converters;Image sampling;Image segmentation;Information retrieval;Noise level;Signal sampling","data compression;data encapsulation;image colour analysis;image retrieval;image segmentation","16 kHz;JPEG color image compression;authorization information;data hiding technique;data retrieval;one-dimensional spectrum modification;spectral power","","1","","","","","9-13 July 2006","","IEEE","IEEE Conference Publications"
"Effective Image Retrieval Based on Hidden Concept Discovery in Image Database","R. Zhang; Z. Zhang","Yahoo! Inc, Sunnyvale, CA","IEEE Transactions on Image Processing","20070115","2007","16","2","562","572","This paper addresses content-based image retrieval in general, and in particular, focuses on developing a hidden semantic concept discovery methodology to address effective semantics-intensive image retrieval. In our approach, each image in the database is segmented into regions associated with homogenous color, texture, and shape features. By exploiting regional statistical information in each image and employing a vector quantization method, a uniform and sparse region-based representation is achieved. With this representation, a probabilistic model based on statistical-hidden-class assumptions of the image database is obtained, to which the expectation-maximization technique is applied to analyze semantic concepts hidden in the database. An elaborated retrieval algorithm is designed to support the probabilistic model. The semantic similarity is measured through integrating the posterior probabilities of the transformed query image, as well as a constructed negative example, to the discovered semantic concepts. The proposed approach has a solid statistical foundation; the experimental evaluations on a database of 10 000 general-purposed images demonstrate its promise and effectiveness","1057-7149;10577149","","10.1109/TIP.2006.888350","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4060959","Content-based image search and retrieval;hidden concept discovery;image databases;image region analysis;probabilistic retrieval model;relevance feedback","Algorithm design and analysis;Content based retrieval;Image analysis;Image databases;Image retrieval;Image segmentation;Information retrieval;Shape;Spatial databases;Vector quantization","content-based retrieval;expectation-maximisation algorithm;feature extraction;image colour analysis;image representation;image retrieval;image segmentation;image texture;visual databases","content-based image retrieval;expectation-maximization technique;hidden concept discovery;homogenous color;image database;image segmentation;image texture;regional statistical information;semantics-intensive image retrieval;shape features;sparse region-based representation;transformed query image;vector quantization method","Algorithms;Artificial Intelligence;Database Management Systems;Databases, Factual;Image Enhancement;Image Interpretation, Computer-Assisted;Information Storage and Retrieval;Pattern Recognition, Automated","31","","34","","","Feb. 2007","","IEEE","IEEE Journals & Magazines"
